f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.min,ic.eps.s,nbc.dist_ratio.coeff_var,ela_level.mmce_mda_10,disp.diff_median_02,disp.diff_mean_02,disp.ratio_mean_25,ela_distr.kurtosis,nbc.nb_fitness.cor,ela_level.lda_mda_25,ic.h.max,ela_level.lda_mda_50,disp.ratio_median_25,nbc.nn_nb.mean_ratio,ela_level.qda_mda_25,disp.ratio_median_02,pca.expl_var_PC1.cor_x,ela_level.lda_qda_25,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_50
1,1,-0.2367747224794083,-0.1809046158235659,-0.7744304871819511,-0.3661060121643477,0.6978093828289011,-0.1685198108078104,0.3930873580414459,2.136741497343473,1.990271581829524,-0.134109701142869,-0.8437631869316776,-1.3004967361663635,0.2176026966299681,-1.3056872085737428,-1.406236065127538,-1.4973994550250642,-0.2886934496318126,-0.4174437574100265,-0.3035116777996092,0.8219516378132188,-0.2560401268787525,-1.4090804820183944,1.1981522072096058,-0.7230239209317616,-1.3064405568653912,-0.3053504844769106,-0.0734897652114739,-0.6524393054868503,-0.0199142430065755,-0.5873293704793806
1,2,-0.2367744145631897,-0.1809039976242771,-0.7312952394166733,-0.4023831627004273,0.6978093828289011,-0.1685198009271776,-1.6472012203469106,1.3335182705653552,1.2971218670172329,-0.1341096605506183,-0.8028936183652333,-0.9440520289827692,-1.678399351754474,-0.9613458214353656,-1.034078165273077,-0.7923879997932618,-0.2907403384247785,0.0586111664322374,-0.3052223989164521,0.6189873301702157,-0.2712847071192806,-0.7582134984041669,0.8668120210506904,-0.1789311840831834,-0.9614422003857248,-1.109045861753403,-0.2720623045090234,-0.6524393054868503,-0.4207459607687343,-0.1875383127991214
1,3,-0.2367744819478153,-0.1809050629932669,-0.7399567626942166,-0.399331813589916,0.6978093828289011,-0.1685198008904314,-1.353499648572782,1.3042213747558238,1.3190949127317433,-0.1341096974435853,-0.8110593663305569,-0.9712615486151046,-1.4012913600675168,-0.9898891110217912,-1.0589303573408058,-0.8582466502819907,-0.2908392017610374,0.0316729935617568,-0.3140461183612233,0.6573525346637088,-0.2690272344355788,-0.8122722179734537,0.8980705291788937,-0.360772704029945,-0.9890964707474328,0.0037631221678492,-0.2511673127326568,-0.6524393054868503,-0.186652552374719,-0.1606938293097991
1,4,-0.2367746077722045,-0.1809049526265228,-0.7571936249380838,-0.3875887427706753,0.6978093828289011,-0.1685198017083569,-0.669237476035184,1.1455298557875035,1.1752713407822193,-0.1341096981080296,-0.8274316910010305,-1.118192954629716,-0.8208230406390548,-1.113886305207631,-1.2042200955829103,-1.0849731519644992,-0.290483432994641,-0.1162661525302262,-0.3026112982644282,0.6672532325975127,-0.2616970878390877,-1.017695352336747,1.019978710878866,-0.4141081104710232,-1.1137673617223456,-1.603627632384895,-0.1949331402338451,-0.6524393054868503,-0.1609213834298787,-0.2882051258840784
1,5,-0.2367746077722045,-0.1809047469650445,-0.7571936249380838,-0.3769090208838854,0.6978093828289011,-0.1685198047192376,-0.6473660823924295,2.0073468741846883,1.8784088036465565,-0.1341096919201368,-0.8274316910010305,-1.1345186664091176,-0.7654014423016582,-1.174223747149401,-1.2661299941658313,-1.1411149523811217,-0.2890617503704109,-0.1180325900955044,-0.3096342586388377,0.6944801519154791,-0.2624672844017626,-1.0685105487318791,1.04498551738143,-0.4248467829088238,-1.1740627380847573,-0.119882320490058,-0.2004724165772445,-0.6524393054868503,-0.3160391756811775,-0.3318274115542271
2,1,-0.0372381880755618,-0.1537920074555852,1.5203560754997014,-0.2229083559276219,0.6952654186188068,-0.1443863837912031,0.5430626287346241,-0.8710731391022312,-0.5526090722224835,-0.1338550325379915,1.4367669048238776,0.1552125641635836,1.1626867945938992,0.5540206378470094,0.539771453690617,0.4373333593323508,-0.2955136273923208,0.7722519428043138,0.4107594074592526,-0.5072170598001109,-0.2726657492316631,0.449458296773728,-0.0709432227953018,-0.3933466770912748,0.5541024851747582,2.414849253996966,0.4806482213946457,0.9093408186620712,4.577118361244264,1.0429936357203342
2,2,-0.0325314105318452,-0.1597650492818822,1.5289745066216351,-0.1926568493420975,0.6936754409874979,-0.1527100945646081,0.446203599745284,-0.6122838927846576,-0.3948026530000883,-0.1338749914599014,1.4122288321880805,0.1633754200532841,0.6434739259593967,0.6044268726485708,0.5853583148799416,0.42653685925223,-0.2922685428127242,0.437070414792924,1.1584345734733186,0.1152893227878816,-0.1336054319156248,0.4386465528598692,-0.0896983276722196,-1.3694920016873755,0.6044241902591779,0.2510540074836468,1.9935017199412288,0.5188957876248409,3.0981235616414797,1.2685352336082998
2,3,0.0144851050969768,-0.1440248741500258,1.572109754386913,-0.2479047612672656,0.6927214544087122,-0.1363305677272809,-0.4005317827099174,-0.4462681498639534,-0.3788222561168079,-0.13380986269161,1.4776364733903216,0.2123525553914878,-0.6895613603662865,0.5914591453395937,0.5670868068064783,0.5420594101095104,-0.2955498308675706,0.7422225041945976,0.808727162009129,-1.272045975186549,-0.2849357772301369,0.5500075151726046,-0.1647187471798976,0.1536097057407174,0.591730426814459,0.5601676141284068,0.704953854591277,1.2997858496993018,5.218537177851836,0.6899407412580918
2,4,0.0263388006344782,-0.1584985855910905,1.5634913232649792,-0.3410017308460495,0.6914494723036652,-0.16027386069386,0.4743239630002533,-0.0605256883717295,-0.1810648446862121,-0.1336693201373109,1.379565840326786,0.1171192366783136,-0.2432716474388657,0.5304072280639961,0.518007403832488,0.3336869585632029,-0.2962509250901953,-0.4576302120200877,6.220638434119855,0.3467181369905766,0.5545784760853645,0.3348538112868381,-0.0459364162927379,7.079337516626439,0.5300750043686847,0.4365221714703792,1.4829066524395496,-0.0016975870914662,0.5205192717514701,1.0703174849862525
2,5,-0.0278246329881287,-0.1443821714316022,1.5548728921430457,-0.2051088194496389,0.6936754409874979,-0.1362025902804991,-0.1193281501602193,-0.5097447574512819,-0.4147781491041889,-0.1337945991554052,1.5021745460261189,0.1633754200532841,-0.3978687375379048,0.5923522395068787,0.5706528757866108,0.4826786596688525,-0.2939248518053997,0.7453137699338331,1.063174418651199,-0.8982946281854084,-0.2857059737928117,0.4862182260808446,-0.1084534325491373,1.0635332169703795,0.5921837755089131,2.043912926023261,0.477633172245707,0.9093408186620712,4.973552692500922,0.8433377897685033
