f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.cond,disp.ratio_median_05,nbc.nn_nb.cor,disp.diff_median_10,nbc.nn_nb.sd_ratio,disp.ratio_median_02,ela_distr.kurtosis,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var,disp.ratio_median_25,disp.ratio_mean_25,ic.m0,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.adj_r2,disp.diff_mean_02,ela_meta.quad_simple.adj_r2,ic.h.max,ela_level.qda_mda_25
1,1,-0.2365158164100192,-0.7345821036207573,0.7233090549151244,-0.1808803643527524,-0.4033886728498242,-0.1685113564556069,-0.8114757654582949,0.3781819234519322,0.2065855826145462,1.2063894176644971,-0.2312980303354223,-1.3748937278225282,2.158683673243661,-1.3986030742194266,2.0235371567087115,-1.3288064895003455,-0.3155392966548762,-0.4571909652882212,-1.310046349870236,-1.4368424218557094,-1.5294914494787628,-0.4027592716067654,0.0817245528810471,-0.1341070879148287,-0.0264826091949464,0.5726001840606351,-1.4320100293360032,1.2531669073718814,0.8500919598289857,-0.7089779228413847
1,2,-0.236515508511459,-0.6908310752568954,0.7233090549151244,-0.1808797461560857,-0.4389307454631972,-0.1685113465749877,-0.7701619972259495,-1.6570460786709806,-1.6865457524887113,0.8740680084325955,-0.2312980303354223,-0.9616077981033392,1.3503043476980583,-0.8869433603594178,1.3232149600749623,-0.9806146601653402,-0.3175664672160484,0.0119003979791553,-0.9523638325025808,-0.7795330388059416,-0.8165578943525568,-0.7695076333620765,0.8703928544860062,-0.1341070473225919,-0.4275409547562688,1.40627782684435,-1.0559703643696738,1.2531669073718814,0.646803710467724,-0.167629191967901
1,3,-0.2365155758922202,-0.699616246786502,0.7233090549151244,-0.1808808115205566,-0.4359412253368388,-0.1685113465382415,-0.7784164963732713,-1.36407298188759,-1.4098573265890042,0.9054190847752314,-0.2312980303354223,-0.9507318525844132,1.320819387495792,-0.9261503547042316,1.345415375530211,-1.0085249119254391,-0.3176643781751254,-0.0146437329664011,-0.979667841461944,-0.8341268413848247,-0.8831565878635806,-0.7159963065579206,0.8170148236605207,-0.1341070842155463,-0.1933151913823651,1.3488792280415258,-1.0810817753661413,1.2531669073718814,0.6852301478469854,-0.3485536362335126
1,4,-0.2365157017093936,-0.7170991752036296,0.7233090549151244,-0.1808807011542807,-0.4244361024263076,-0.1685113473561659,-0.7949667671636513,-0.6815080010837318,-0.8302678870727818,1.0276882825114912,-0.2312980303354223,-1.1195952172203705,1.161109186400157,-1.0675092884036823,1.2001035652776757,-1.134349817401296,-0.3173120366252074,-0.1604188783231455,-1.127109489842504,-1.041583291184584,-1.1124307786392358,-0.6181097331356858,0.5614951376379289,-0.1341070848799904,-0.1675694741921403,1.081128744227778,-1.2278869473454883,1.2531669073718814,0.6951466478158265,-0.4016200578783481
1,5,-0.2365157017093936,-0.7170991752036296,0.7233090549151244,-0.1808804954936747,-0.413972781984053,-0.1685113503670425,-0.7949667671636513,-0.6596908555785854,-0.7749302018928352,1.0527691435856013,-0.2312980303354223,-1.1756921993706204,2.0284584323502965,-1.1302854802097255,1.910516859845624,-1.1952033171405276,-0.3159040494531279,-0.1621594770736746,-1.143491895218122,-1.092901465608737,-1.1692034354027323,-0.5463262459593781,0.5686016802034518,-0.1341070786920997,-0.3227749690934822,1.0826089373201144,-1.2904425924905336,1.2531669073718814,0.7224170227301446,-0.4123045723034822
2,1,-0.0369907250843269,1.592963863872484,0.7207426107287825,-0.1537678709849954,-0.2630926071219301,-0.1443779628533376,1.493840756405728,0.5277852069157976,1.1502387404198562,-0.0664642818463775,4.683576419829152,0.5341209198415914,-0.8684389075228375,0.5664717327270928,-0.5456563773395942,0.5489586453102521,-0.3222937738035984,0.715102293192588,0.1507181294556844,0.4400925108063358,0.4269816451401698,-0.2774644576263017,0.8037492775382107,-0.1338524193976032,4.573149129145383,1.33966913768921,0.5342951752143001,1.2482121458251658,-0.4811981609880613,-0.3809633299897545
2,2,-0.0322842174662329,1.601705328081048,0.7191385831123192,-0.1597408874761738,-0.2334540818287902,-0.1527016621020103,1.469035986468026,0.431166419678722,0.631812005576201,-0.0852749276519549,3.549383511947458,0.5324036652859717,-0.6079884257361046,0.5348023814844386,-0.3862170299791727,0.5997461526114164,-0.3190799499989644,0.3848236802798434,0.1589093321434931,0.4291737502905577,0.416063826531804,-0.1391181005228744,0.2304881772526678,-0.1338723783126436,3.093318114937927,0.7314742426380804,0.5803575267462818,1.2435670568751205,0.1423017745528826,-1.352185691234485
2,3,0.0147296018460249,1.64545635644491,0.7181761665424407,-0.1440007791074868,-0.287582514419675,-0.1363221579432295,1.5351545246380731,-0.4134687848776506,-0.6992049484887108,-0.1605175108742713,3.2715645125566115,0.5982317565847348,-0.440906984589902,0.6415106573411267,-0.3700712732844465,0.5869348895084195,-0.3223296285210069,0.6855121144336068,0.2080565482703464,0.5416369836030617,0.5328844856413066,-0.7277426953685906,1.015840092327049,-0.1338072495667682,5.214930600024831,1.561533635640528,0.561895439075802,1.2475928006318264,-1.2472477835811078,0.1632346047304321
2,4,0.0265826175944097,1.636714892236346,0.71689294444927,-0.1584744291571858,-0.3787930754466022,-0.1602654177587239,1.4360179898787389,0.4592170353281951,-0.2535909573028612,-0.0413834207722674,4.486918540553075,0.5822040473989496,-0.0526883419266672,0.5331148494466417,-0.1702675341872101,0.524708754436724,-0.3230239689138982,-0.49678958686274,0.1124925169125758,0.3243536493391016,0.3221705864998693,-0.2604974515664462,-0.8113309628530424,-0.1336667070608411,0.5142564633635837,-0.3665001000772642,0.5123041170635478,1.2466637828418174,0.3740999613245674,7.054034107980542
2,5,-0.027577709848139,1.6279734280277824,0.7191385831123192,-0.1443580748735591,-0.2456537397181723,-0.136194180673641,1.5599592945757752,-0.1329626283829142,-0.4079539738574345,-0.1040855734575322,6.67633695276585,0.5564452290646514,-0.5047910650281564,0.5053830729588464,-0.4063992258475804,0.5873924346192407,-0.3207203033204028,0.6885581622470315,0.1589093321434931,0.4772162965599779,0.4728364832953008,-0.5946169555143487,0.8615491570711331,-0.1337919860358168,4.969807601945797,1.3992057931809647,0.5654987036714488,1.2475928006318264,-0.8728999097573203,1.0685691270201665
