f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nb_fitness.cor,ela_level.lda_mda_25,disp.diff_mean_25,disp.ratio_mean_10,disp.diff_mean_05,nbc.nn_nb.mean_ratio,disp.diff_mean_02,ela_distr.kurtosis,disp.diff_median_05,disp.ratio_mean_02,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_50,ic.h.max,disp.ratio_mean_05,disp.diff_median_02,disp.ratio_median_25,nbc.nn_nb.cor,disp.ratio_median_02,disp.diff_median_10,ela_level.lda_qda_25,disp.ratio_median_05,ela_level.lda_qda_10
1,1,-0.2367752253329674,-0.1809047051959524,0.656098097745949,-0.8424512858438185,-0.1685198480225557,-0.4859204792805152,0.4090545888009675,0.2500560257420526,-0.5286310710112506,-0.3150059936670169,-1.4486170472207467,-1.412902835502264,-1.3911810781832616,1.1540045044350622,-1.3414096493044747,-0.3018390070553053,-1.288639545603296,-1.3415492104584916,-0.0263047265452066,-0.1969103471899242,0.8009849627287833,-1.3910152880638,-1.2434435923458562,-1.3605981153281468,2.087397690375053,-1.2442069927627195,-1.3158608652541857,-0.0965574690560722,-1.2900000481691931,-0.0231400210610231
1,2,-0.236774917416714,-0.1809040869966539,0.656098097745949,-0.797847529859554,-0.1685198381419229,-0.5235257378564732,-1.6318698910348544,-1.6535683682103228,-0.0382142942899702,-0.3167213833340324,-0.7465603905521199,-0.8727538807844955,-0.9438384857697298,0.8254287235025553,-0.9671106324440568,-0.3038621865268782,-0.8783274800608115,-0.967330932479066,-0.4273084558495189,-0.8416414461692799,0.5913111841774734,-0.9436913369105238,-0.8956936427517894,-0.7128724630986694,1.277214148978453,-0.8957949559794138,-0.808522080709588,-0.296105895492912,-0.8786462857998643,0.1055479772070659
1,3,-0.2367749848013472,-0.1809051523656604,0.656098097745949,-0.8068039284138369,-0.1685198381051766,-0.5203626787239161,-1.3380767806143832,-1.3753463414018985,-0.0659651508576864,-0.3255691826691668,-0.8130754864830207,-0.9107219107580246,-0.934449192082336,0.8564264386848709,-0.9921058053569922,-0.3039599047190426,-0.8682256948822297,-0.9916855638369264,-0.1931145894168768,-0.7697638614651388,0.6309446423182683,-0.9344083495973556,-0.9245194763160236,-0.7666702747456348,1.247663381511105,-0.9237228590592846,-0.8473979748199205,-0.2751082150274535,-0.867821186790145,0.1466351091842269
1,4,-0.2367751106257506,-0.1809050419989145,0.656098097745949,-0.8246276071288277,-0.1685198389231021,-0.508189693577408,-0.6536013425071145,-0.7925444115611,-0.2183673959426848,-0.3141031570001662,-1.037648775933396,-1.06617592027229,-1.1177007240006878,0.977317527895882,-1.1382314316172282,-0.3036082568585074,-1.0360949161387512,-1.1382817102794298,-0.1673723782868612,-0.5783310981827531,0.6411726315158921,-1.1183275357394944,-1.0497440924630317,-0.9711019590041066,1.0875967243962756,-1.0496273401570633,-0.987563142537662,-0.2185976790096761,-1.0358950924673642,-0.0097027200370457
1,5,-0.2367751106257506,-0.180904836337433,0.656098097745949,-0.8246276071288277,-0.1685198419339829,-0.4971189866134577,-0.6317231321566538,-0.73690000619941,-0.220187124242208,-0.3211452830015996,-1.0939829898340567,-1.1256352879666878,-1.1795326580396217,1.0021157000417358,-1.2004975132524092,-0.3022030417289319,-1.092799603607857,-1.200105005264766,-0.3225567372530138,-0.556659464603615,0.6692996018093631,-1.1792471399821582,-1.1106788019623968,-1.0216719019522569,1.9568818007275768,-1.1105193255607155,-1.0498091939395715,-0.2241641781934723,-1.0917298136753897,0.101930242315995
2,1,-0.0372386684333009,-0.1537920964035113,0.6534574654664461,1.530459620679688,-0.1443864208587775,-0.3374803506960625,0.5590766026327036,1.1989395698044614,0.6969559387170695,0.4012143341454334,0.4779451956349849,0.6194613349676432,0.5914713371333106,-0.1045027319668098,0.6157937350156386,-0.3085801860020836,0.6098675124478585,0.6157201057818268,4.572700632436725,-1.4715635955362243,-0.5721225870523605,0.5914826900046123,0.6346731081384179,0.4889706490945643,-0.9464811029398612,0.6347456996928517,0.6326190269270994,0.4603038353684837,0.6100896990630934,0.946929749016097
2,2,-0.0325318903589406,-0.159765138323319,0.6518070702917571,1.5393714600371835,-0.1527101316829423,-0.3061213351545987,0.4621873853663782,0.677639351152894,0.3516624938826988,1.1509299022980346,0.467170428819648,0.5865079504623172,0.5906469113461247,-0.123101361076195,0.6616428687612596,-0.3053726895677294,0.6080716395272218,0.6616192187254859,3.0930711421020374,-0.531737085987607,0.0709622337483046,0.5903223165904664,0.685578303581641,0.4782110867651698,-0.6854493236449042,0.6855653266086826,0.6012171210675339,1.9805922706796604,0.6083804729036641,-0.380262136736724
2,3,0.0144846305705402,-0.144024962945043,0.6508168331869433,1.583975216021448,-0.1363306047457291,-0.3633918755092332,-0.3848119010585982,-0.6607550304413209,0.666020557625189,0.8002681408933258,0.5821295550777735,0.686084481902329,0.6470284749031083,-0.1974958775137429,0.6432662401551518,-0.3086159701287917,0.6738005884225274,0.6433532452070909,5.214394705305022,-1.5907575802214844,-1.3622347525688816,0.6471806138836198,0.6724822114867509,0.589034578757923,-0.5179949746632372,0.6727459612605446,0.7070242532444359,0.6857118213047302,0.6739008090151227,2.2720543576883068
2,4,0.0263383274444314,-0.1584986746127002,0.6494965170471921,1.5750633766639524,-0.1602738978583197,-0.4598971291444763,0.4903165129598271,-0.2126711346340634,-0.5700298898253846,6.226948494331235,0.3745244023444648,0.5843588166902293,0.6418529130168863,-0.0797045598209559,0.5939044711628908,-0.3093089435056195,0.6574581448447329,0.5941756241960279,0.5143607079891082,0.4676864159036414,0.3100414812427886,0.6419589335199635,0.610825954213563,0.3749192884029959,-0.128909869676423,0.610480472426735,0.5995438401158696,1.4674878775606393,0.657948031527116,1.2704586121318548
2,5,-0.0278251122845802,-0.144382260232213,0.6518070702917571,1.5661515373064572,-0.1362026272981669,-0.319029172422812,-0.1035206251241041,-0.3678897390640264,0.6692050821493533,1.055409782945259,0.5224865545172848,0.5578528335011608,0.6046621497282831,-0.1416999901855803,0.6468528256175106,-0.3070098133646246,0.6324506144248658,0.6471001115698393,4.969305088156244,-1.5289934245209402,-0.976128160358542,0.6048269842672909,0.67338414620403,0.5255531610145023,-0.5820216375091691,0.6732037957372637,0.5720462564768539,0.4572739687241393,0.6323096391356762,2.3931192717216394
3,1,-0.2367695653645431,-0.1809047063934512,0.5862863818565953,-0.4856212379697035,-0.1685196942150399,-0.2683882762096485,0.6122093991981082,0.3086290840175104,-0.3812330787499381,0.145260139093335,-0.8016219941990005,-0.7896540415971459,-0.7654877071418714,0.6518415184816058,-0.7652265435318878,-0.282161178147269,-0.734478059117807,-0.7659368654813798,-0.3013815090416823,0.1288865442831173,0.5772476990307379,-0.7655740178391155,-0.7297015773837738,-0.7774298370750269,0.3685280493573524,-0.7305167098837847,-0.7654072081883732,0.0934081233428397,-0.735641030460943,0.0175594964635228
3,2,-0.2367633563519212,-0.1809009193892428,0.6316722491605488,-0.2626024580483816,-0.1685158810007594,-0.2083540528755575,0.2590325749692436,-0.0310946539801442,0.8284313083575613,-0.1477103592996307,-0.3407674009634742,-0.5725915306163979,-0.6372436958018601,0.3852611679137231,-0.7019251588766439,-0.2989673308869809,-0.5932326539097253,-0.702240137314668,3.552268001771148,-1.4155785421234517,-1.5463385581261322,-0.6373527555759843,-0.6815021860923877,-0.3029331383487841,0.0336193513940183,-0.6819862553515504,-0.533657796382876,-0.2500237376928789,-0.5926357751220206,0.417060792291767
3,3,-0.2367435855216706,-0.1809003533773295,0.6220999571473513,-0.1377475886498715,-0.1685174287324757,-0.3190611225150601,-1.3974604944227758,-1.510064375435451,0.1014498526983719,0.0627408677432055,-0.2986015812215642,-0.3626927988759394,-0.3892289381568032,0.3790616248772614,-0.4619567088693226,-0.2987085841246301,-0.3767401733269636,-0.4615039735081302,0.974966861661566,-0.6512922645658518,-0.798416848049812,-0.3890328449487441,-0.4383045089252956,-0.307236963280541,-0.128909869676423,-0.4375026447835003,-0.3496526677315317,0.0187888494739793,-0.3767035369807812,0.6197831510092684
