f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ela_distr.kurtosis,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,ela_level.qda_mda_25,nbc.dist_ratio.coeff_var,disp.diff_mean_25,disp.diff_median_05,ela_level.qda_mda_10,disp.diff_mean_02,ela_meta.lin_simple.coef.min,ic.h.max,ela_level.lda_mda_25,disp.ratio_mean_25,ela_level.lda_qda_10,disp.ratio_mean_02,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_50,ela_level.lda_mda_10,disp.ratio_median_05
1,1,-0.2367751085933172,-0.180904696111196,-0.7926120457104401,0.6862857257919568,-0.3635692101221919,-0.1685198405008589,0.3892600610478307,2.079038816976557,0.2245635159289279,1.9240088394920365,-0.2952321532033847,-0.8575368250536771,-0.4131310567946692,1.147808385778195,-0.6828993083762033,-1.246237327903768,-1.4571924334654849,-1.3068283818683792,-0.1525444872698104,-1.3601598705951006,-0.1341097197468771,0.8335404436279377,-0.3099694240852571,-1.457062876621786,-0.0053664764419787,-1.36029194994395,-0.0271894504981091,-0.2558119146628895,0.3787487344201202,-1.3081628656950892
1,2,-0.2367748006770719,-0.1809040779118984,-0.7491938193836785,0.6862857257919568,-0.3997364970350277,-0.1685198306202261,-1.6625041197893355,1.2759060073513864,-1.6838178864911846,1.2347407477429593,-0.2972609942408572,-0.8165115643152898,0.0650391742883038,0.8180934215347173,-0.1410830122190449,-0.8917862377196893,-0.757215729246702,-0.903204490901098,-0.1690068715790721,-0.9927721798380033,-0.1341096791546262,0.6296181600043905,-0.3116826554559675,-0.757391317841131,0.1214754987260351,-0.992980943521098,-0.4282817563488039,-0.2710574146668594,1.2796022496125157,-0.9035121016391344
1,3,-0.2367748680617033,-0.1809051432809032,-0.757912164530211,0.6862857257919568,-0.3966943887900228,-0.1685198305834798,-1.3671506236198194,1.246612409431932,-1.404900604599014,1.2565907448877425,-0.2973589858828032,-0.8247084196076748,0.037981304069323,0.8491986068407095,-0.3221637217242005,-0.918843572848245,-0.8235337638216298,-0.893267366985173,-0.1854692558883344,-1.0173058239110844,-0.1341097160475933,0.6681644453234742,-0.3205193225259503,-0.8227511418619886,0.1619732377857022,-1.0168860403095694,-0.1940361595147798,-0.2687998057812542,1.0111935424321532,-0.8928633973218725
1,4,-0.2367749938861034,-0.1809050329141576,-0.7752621051203256,0.6862857257919568,-0.3849868813016707,-0.1685198314014054,-0.6790398187142439,1.0879387540348624,-0.8206422983196314,1.1135725817582514,-0.2970063539881948,-0.841143114468907,-0.110615196313604,0.9705088295340588,-0.3752759770711856,-1.0649531825424454,-1.047441719841825,-1.0584002839702549,-0.1402725280574507,-1.1607332815690954,-0.1341097167120377,0.6781118737929145,-0.30906772336383,-1.0477603720977269,0.0078780671498622,-1.1607763344401736,-0.1682882622626873,-0.2614692169291708,0.7982052565724294,-1.058198543300414
1,5,-0.2367749938861034,-0.1809048272526763,-0.7752621051203256,0.6862857257919568,-0.3743395024441537,-0.1685198344122861,-0.6570454094250243,1.9496587594989463,-0.7648588419411921,1.8127724903913165,-0.2955972065737326,-0.841143114468907,-0.1123894828853412,0.995392977778854,-0.3859697197584975,-1.0811875836195788,-1.1036090348389578,-1.1141806728849808,-0.2399447821480746,-1.221849637514462,-0.1341097105241449,0.7054673020838806,-0.3161009889909589,-1.1034769433941969,0.1179096600666931,-1.2214585032109069,-0.3235068994501263,-0.2622394599607304,0.7819051326545927,-1.1131234392526077
2,1,-0.0372385569162413,-0.1537920873619022,1.5172289199029776,0.6837443565076626,-0.2208052211697407,-0.1443864133668264,0.5400788676024834,-0.9284372360878996,1.1758182457506394,-0.6046317391724448,-0.3019921963336843,1.4316809210036248,0.7818509492698292,-0.1150621376449436,-0.354601407875715,0.2013301014739575,0.4636620679725962,0.5607326043929688,-1.5129360633715638,0.560904303547489,-0.1338550511413754,-0.5019018283945647,0.4053497582226149,0.4630158880565227,0.9507876897843732,0.5608503477295087,4.572831769389157,-0.2724385401027592,-2.558533595573923,0.5609649710453648
2,2,-0.0325317789650743,-0.1597651292722043,1.525903890198035,0.682156000704979,-0.1906453298316367,-0.1527101241807318,0.442675055035941,-0.6696771211326737,0.6532153386263686,-0.4477090324053636,-0.2987757241991063,1.4070493708500076,0.445180072282838,-0.1337252488285348,-1.3266626181524066,0.2094473020125241,0.4529192230860966,0.5589660045856932,-0.064246244156495,0.6059068459300636,-0.1338750100633342,0.1235427366215599,1.1541220372954204,0.4523011628072005,-0.3573656926712861,0.6059022609077809,3.092875448003777,-0.133369832749471,-1.1067358919586658,0.5592835966794816
2,3,0.0144847407338147,-0.1440249539189775,1.5693221165247966,0.6812029872233685,-0.2457259260858918,-0.1363305972637072,-0.4088227903038353,-0.5036800662557397,-0.6885235858443937,-0.4318181253909757,-0.3020280805969322,1.4727061817420115,0.7516880775503094,-0.2083776935629062,0.1900665529980604,0.2581505052439241,0.5675377649853657,0.6236235575319785,-1.6919270782249958,0.5878695366041445,-0.1338098812948832,-1.2703406776589066,0.8039014770932558,0.566948722974936,2.2569034501489806,0.5879734383164277,5.214667584193139,-0.2847093083986375,1.3437160703560085,0.6237362807050149
2,4,0.026338437297452,-0.1584986655636011,1.560647146229739,0.6799323025812215,-0.3385409559246518,-0.1602738903467864,0.4709535812649367,-0.117981026982864,-0.2393199634285766,-0.2351681510879251,-0.3027229931563658,1.374261949680467,-0.4534960763016735,-0.0901779894001485,7.086817670135367,0.1634498322939793,0.3605476749281618,0.607547499285771,-0.9514191003865496,0.5394192187970988,-0.1336693387402396,0.3560638770947533,6.223754003373256,0.3601545256630413,1.2696755470340784,0.5397035313397078,0.5135954100500797,0.5548555960011787,3.0074153849031293,0.608043453290103
2,5,-0.0278250010139073,-0.1443822512055789,1.551972175934682,0.682156000704979,-0.2030595897405455,-0.1362026198163027,-0.1260375280138726,-0.5671495284145679,-0.3949264470105242,-0.4675726661733485,-0.3004174292426937,1.4973377318956291,0.7547930790508484,-0.1523883600121259,1.096183016702993,0.2094473020125241,0.5080714661254496,0.5829475969694589,-1.7209607378249674,0.5913898967743941,-0.133794617758641,-0.8948252529374957,1.0587221009684662,0.5080177341036703,2.376231693856239,0.5916511455146546,4.9695238299123226,-0.285479551430197,1.214401753941174,0.5828228378018513
