f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.mmce_mda_10,ela_level.mmce_lda_10,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,disp.ratio_median_05,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,disp.diff_median_10,disp.ratio_median_02,ela_meta.quad_simple.cond,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,disp.ratio_median_25,disp.ratio_mean_25,ic.m0,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.adj_r2,disp.diff_mean_02,ela_meta.quad_simple.adj_r2,ic.h.max,ela_level.qda_mda_25
1,1,-0.2366137365105274,-0.1808914910311606,-0.7357886019737772,-0.3854276625872292,0.6815471173013756,-0.1685182885594265,-0.811661391737422,0.2502929574997709,0.4084706611801042,1.228103630143986,-0.3103019298129026,-1.3792724777335004,2.216982204541772,2.0730822009713563,-1.4180120516522046,-1.3215288883345793,-0.2348723627043607,-1.3344516416536052,-0.4548734088130726,-1.485829749033245,-1.574634964199227,-0.4002268218199905,0.0249439225484076,-0.1341091243897864,-0.0279090345338817,0.509514336864884,-1.4094716237701996,1.1815214556633833,0.8405416672358911,-0.7197321817256178
1,2,-0.2366134286053406,-0.1808908728332919,-0.692160068028267,-0.4209232933081118,0.6815471173013756,-0.1685182786787961,-0.7703637800131066,-1.6535839706683255,-1.631980632727981,0.8926809905254356,-0.3123266295452017,-0.9652159600653404,1.3926944518998845,1.3602497431308702,-0.9020762658216736,-0.974427163046311,-0.2348723627043607,-0.9730791338519916,0.0139236157492832,-0.8144551127364877,-0.8481757904068007,-0.7669321366038735,0.840470744749022,-0.1341090837975387,-0.4291249763981909,1.3638736400630644,-1.0368654657383374,1.1815214556633833,0.6378383472339869,-0.1764841351356192
1,3,-0.2366134959875519,-0.1808919381998344,-0.7009206427765663,-0.4179376795091591,0.6815471173013756,-0.1685182786420499,-0.7786150510868959,-1.3753250350129882,-1.33825563789282,0.9243246357724724,-0.3124244211649249,-0.9543197359161784,1.3626292451165989,1.382846737471635,-0.9416109231132171,-1.002250034587158,-0.2348723627043607,-1.0006648214704352,-0.0126038596665829,-0.8702171257179447,-0.9160379796890948,-0.7134270906745521,0.7852748965504224,-0.1341091206905029,-0.1948071737617198,1.305051111592722,-1.0617475918698736,1.1815214556633833,0.67615421869776,-0.3580433507064872
1,4,-0.2366136218074331,-0.1808918278333438,-0.7183546223751717,-0.4064475900404622,0.6815471173013756,-0.1685182794599752,-0.7951588495898434,-0.7924457908507613,-0.6539388946066451,1.0477348522358954,-0.3120725090685968,-1.1234979529689588,1.1997760417071082,1.234939138150266,-1.084151229818596,-1.127681012845074,-0.2348723627043607,-1.1496275346100318,-0.1582875361307652,-1.082112775047485,-1.149661910005188,-0.6155520066575029,0.5210533510316813,-0.1341091213549472,-0.1690513397645719,1.0306583426823577,-1.2072123292542376,1.1815214556633833,0.6860421855271202,-0.4112959552735336
1,5,-0.2366136218074331,-0.1808916221723379,-0.7183546223751717,-0.3959979417441276,0.6815471173013756,-0.1685182824708552,-0.7951588495898434,-0.7367940037196886,-0.6320657566933882,1.0730497684335265,-0.3106662380300408,-1.179699530159374,2.084194207915571,1.958042957054732,-1.1474520584231336,-1.1883439950570838,-0.2348723627043607,-1.1661789471810982,-0.1600270427154129,-1.1345290672500574,-1.2075116451310794,-0.5437769450449979,0.528401910703092,-0.1341091151670548,-0.3243178228300311,1.032175256024,-1.26919679730972,1.1815214556633833,0.713234094307866,-0.4220179561930726
2,1,-0.0370843509950282,-0.1537789449460178,1.5852406869375566,-0.2453149180424366,0.6790060716294327,-0.1443848675621302,1.492753593750454,1.199302380155862,0.5584578925852992,-0.0566283668855626,-0.3170481742270528,0.533301603185214,-0.869712358542728,-0.5420063259189576,0.5634853914220882,0.5503574199217356,4.683226981744248,0.1413826459331376,0.716684275946655,0.4312682572692905,0.4189559078314463,-0.2749467142781641,0.7715575851637881,-0.1338544558042578,4.573530133984839,1.2956125396891716,0.5388798296626335,1.1766713170006506,-0.4869178796058518,-0.3905667534957572
2,2,-0.0323777420832227,-0.1597519730510972,1.5939576767368595,-0.215715120631607,0.6774179180844686,-0.1527085762594519,1.4679585241737172,0.6779330059806049,0.4615911389694482,-0.0756145540337804,-0.3138382676106426,0.5315811467406097,-0.6041363652903229,-0.3797188211080108,0.5315513712568961,0.600985923873113,3.5482898733213792,0.1496583522186705,0.3866129015098944,0.4201158546729976,0.4078309587687739,-0.1366165955340657,0.1787737716699496,-0.1338744147246513,3.093117618608126,0.6723297022011325,0.5845215994897115,1.172124312004339,0.1347880347902336,-1.365196637081893
2,3,0.0146370890629971,-0.1440118340774284,1.6375862106823695,-0.2697728250217364,0.6764650259574898,-0.1363290535074734,1.5340512054747693,-0.6606389265929706,-0.3852117716723482,-0.1515593026266589,-0.3170839852427261,0.5975319771171175,-0.4337668601850099,-0.3632846434056366,0.6391514356500926,0.5882147697232155,3.270288583027232,0.1993125899318693,0.6871126640076566,0.5349856014148038,0.526867913739357,-0.7251721007565999,0.9908712660239052,-0.1338092859613081,5.215563793575121,1.522980995008632,0.5662280836799874,1.1760650496678091,-1.250763317174003,0.1555404933394523
2,4,0.0264903599126279,-0.1584855122696145,1.6288692208830666,-0.3608642036049361,0.6751945031215185,-0.1602723405021644,1.43495343987856,-0.2124955881164743,0.4897137448579207,-0.0313134506879317,-0.3177774793347074,0.5814743836341423,-0.0379083042050184,-0.1599116943387545,0.5298497360793547,0.5261834495665743,4.48644006542415,0.1027626832673159,-0.4944471836137909,0.3130527897485997,0.3121563968298025,-0.2579816997152075,-0.8985250761589358,-0.133668743417687,0.5130425220177105,-0.452882905443581,0.5170895653580931,1.1751556486685468,0.3659192594265537,7.070516286381095
2,5,-0.0276711331714173,-0.1443691305382247,1.6201522310837642,-0.2278988375485456,0.6774179180844686,-0.1362010760926115,1.5588462750515062,-0.3677347837978729,-0.1039857127876186,-0.0946007411819983,-0.3154766215776968,0.5556675369650744,-0.4989081415488064,-0.4002615432359787,0.501886197995092,0.5886708823714261,6.677295064266858,0.1496583522186705,0.6901568005307889,0.4691864260966829,0.465680693894665,-0.5920619864934102,0.831325870491266,-0.133794022426263,4.970344474153564,1.3566261652085525,0.5697984479325893,1.1760650496678091,-0.8774925693656174,1.064051371255095
