f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.max,ic.eps.s,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.min,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_level.mmce_lda_10,nbc.dist_ratio.coeff_var,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,ela_level.lda_mda_25,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_10,disp.diff_mean_05,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,disp.ratio_mean_25,disp.diff_mean_02,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_distr.kurtosis,disp.diff_mean_25,ela_level.lda_mda_50,disp.ratio_mean_05,ela_level.mmce_qda_25,ic.h.max,disp.ratio_mean_02
1,1,-0.229630304393637,-0.1682253996166665,-0.8100154865712768,-0.1801586620552593,-0.3855926937838797,-0.1340165045952231,-0.7326384694801998,0.7232901223051407,0.2516457461067982,0.4099927691106588,-1.247896903433653,2.11969416834096,1.9629774699038964,-0.2235836274009414,1.17857603963165,-0.264316691632821,-1.431569511626559,-0.4127545945740719,1.1429638698224152,-1.475125105051636,-1.3801088341422934,0.1271982543969058,-0.0275889363011761,-0.3121234193842862,-1.4752319151601407,-0.4420984224024663,-1.43139873391692,-0.1998140748237099,0.8018412116226329,-1.380265119192492
1,2,-0.2296299968034469,-0.1682253897364949,-0.7670568149501644,-0.1801580439328,-0.4210886096353797,-0.134016464003464,-0.687161401459961,0.7232901223051407,-1.6537958585815264,-1.6318141807112934,-0.8831825347100274,1.2887666751617206,1.245783744003978,-0.225758884991034,1.17857603963165,-0.2816725501802131,-0.9565948316672906,0.0644274694492394,0.8073163252997665,-0.7345745129839519,-0.9831713847499536,0.9378427584493638,-0.4287489938321813,-0.3141488669664702,-0.7343730334537096,-0.5128236270992036,-0.9564388940042524,-0.9172611321404124,0.5948252193541796,-0.9834078541467206
1,3,-0.2296300641167241,-0.1682253896997504,-0.7756399661232138,-0.1801591091693863,-0.4181029718534778,-0.1340165008959841,-0.6962931603731158,0.7232901223051407,-1.375308239434771,-1.337894037857903,-0.9110233262156476,1.25845928939227,1.268518991799076,-0.2369786346662513,1.17857603963165,-0.2990284087276059,-0.9466255668580708,0.0374255159191633,0.8389811879905861,-0.8037530522123267,-1.0096783210128426,0.8829773514870632,-0.1944638287178404,-0.3142466947068343,-0.8045643764455942,-0.502350382501255,-0.946582399271953,-0.8351975389479014,0.6339562910634591,-1.0092358613837424
1,4,-0.2296301898078877,-0.1682253905176377,-0.7928491842251779,-0.1801589988163585,-0.4066127900867645,-0.1340165015604204,-0.7144658149266578,0.7232901223051407,-0.7919499635378897,-0.6531226412101099,-1.0613636003459972,1.0942942831410534,1.119706460776615,-0.2224387549851026,1.17857603963165,-0.2513786879884004,-1.1411964375980148,-0.1108639010083029,0.9624741524847624,-1.041908679064108,-1.1646419483958834,0.6203376223006642,-0.1687115821843534,-0.3138946526270737,-1.0415496888174278,-0.4683431412185023,-1.1418642011556313,-0.5881942485466812,0.6440546321497239,-1.164700597252737
1,5,-0.2296301898078877,-0.1682253935283779,-0.7928491842251779,-0.1801587931804397,-0.396163057850108,-0.1340164953726026,-0.7144658149266578,0.7232901223051407,-0.7362524397085334,-0.6312349709976232,-1.0780680752493694,1.9858365478591984,1.8472343902197552,-0.2313687598286427,1.17857603963165,-0.3564605224662505,-1.2068476936587305,-0.1126345209119152,0.9878060426374194,-1.1008805485702646,-1.2306740203880493,0.6276421883163548,-0.323956438582013,-0.3124878621635296,-1.1009974589023908,-0.4719163658460382,-1.2065474478363445,-0.5686939887781638,0.671825070136958,-1.2302640002390208
2,1,-0.0303050436840755,-0.1440930990129248,1.5870869730379622,-0.1530494232267232,-0.2454788237362424,-0.1337618390753003,1.68673246286923,0.7207237007543938,1.201435099828357,0.5600796505677154,0.2415854421170309,-0.9918641039897954,-0.6681107522015675,0.6846436600837166,1.17360413686752,-1.6985417297764456,0.6735501716003072,0.7797579105083033,-0.1426295554247172,0.5571362440835734,0.6954705404190742,0.8693421615911068,4.573209309628635,-0.3188721556139035,0.5578101979262206,-0.5192307885003022,0.6735789223497272,-0.6824455040945153,-0.5538610792085833,0.6954126162596641
2,2,-0.0256032497804868,-0.1524164212822479,1.5612946037629487,-0.1590217227268019,-0.2158787885550637,-0.1337817977554357,1.6958187901460011,0.7191196872851773,0.679637245006022,0.4631485396267038,0.2499376795687168,-0.7241488630262675,-0.5048303362185886,1.6353457141959815,1.1689429780261484,-0.1712261776058968,0.6726748215194975,0.4437827837980128,-0.1616284730392047,0.5457954999477731,0.7440927311971541,0.2801071696587036,3.093002997091351,-0.3156610633756179,0.5464399165997293,0.1259210787333563,0.6723468605081899,-0.3996917374510132,0.0810721165903932,0.744088476052512
2,3,0.0213634837220745,-0.1360376589492635,1.6300456446590743,-0.1432835037748989,-0.2699369271819234,-0.1337166697760884,1.74129585816624,0.7181572792036469,-0.6600347755210063,-0.3842169785995611,0.3000511042788332,-0.5524070103326871,-0.4882956105494263,1.1906772678843205,1.1729826490220037,-1.8872472463462775,0.7325390409348616,0.749657372146907,-0.237624143497162,0.6671414622008258,0.7246046434417462,1.087342876237172,5.215153542007081,-0.3189079798568537,0.6677527606737129,-0.576155953256213,0.7327178907435227,-1.5989577132148325,-1.333957928122632,0.724717470624746
2,4,0.0332046283046612,-0.1599798343773669,1.526961999070751,-0.1577554164313926,-0.3610290374873234,-0.1335761289242662,1.732209530889469,0.7168740684282737,-0.2115231362635947,0.4912898298999003,0.2026083340091622,-0.1533597643681921,-0.283678380393542,8.072161897764607,1.1720504172537296,-1.106549172778109,0.7270437876497793,-0.4530361973812346,-0.11729766527206,0.4482651003799009,0.6722573654669588,-0.7907422082415901,0.5132872725038955,-0.3196017301001392,0.4486734031467477,3.3186588907575265,0.727173612456605,-0.6174446381994573,0.3171208394818637,0.6725647637038379
2,5,-0.0209014558768982,-0.1359096874757503,1.6558380139340878,-0.1436407566517737,-0.2280626033418148,-0.13370140642478,1.7231232036126982,0.7191196872851773,-0.3668899132612581,-0.102804075867591,0.2499376795687168,-0.6180730128331742,-0.5254987433050415,1.5142182126002717,1.1729826490220037,-1.9178566696025885,0.6875557728932599,0.7527559569782273,-0.1806273906536923,0.6047673694539297,0.7284081535268055,0.9287526318520598,4.969968378551799,-0.3173000224905892,0.6048133293940003,-0.5797291778837484,0.6877476335274071,-1.384454855761143,-0.9527455521160896,0.7286910101996731
