f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_level.mmce_mda_10,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max,disp.diff_mean_25,nbc.nb_fitness.cor,disp.diff_median_05,disp.ratio_median_02,disp.ratio_mean_10,disp.diff_median_10,ela_level.lda_mda_25,nbc.nn_nb.mean_ratio,disp.ratio_median_05,ela_level.lda_qda_25,ic.h.max,disp.ratio_mean_02,nbc.nn_nb.sd_ratio,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_50,ela_level.mmce_qda_25,disp.ratio_median_25,ela_meta.lin_w_interact.adj_r2,disp.diff_median_25,ela_level.qda_mda_10,pca.expl_var_PC1.cor_x
1,1,-0.2367752195018592,-0.1809047077136384,0.6564117301433963,-0.8278255132058094,-0.4606223061659295,0.2502929574997709,0.408470661180105,-0.1685198480249801,-1.4463255691930943,-0.5816930584686232,-1.2905610083551533,-1.2478807030210106,-1.4135952977879187,-1.315855758643365,-0.3208158700492172,1.1443384105114995,-1.2919343273736663,-0.1100193928039486,0.8578843789237465,-1.3462659403380068,1.9408289745509415,0.0639183713479696,-0.0268673338082953,-0.5873802802589517,-0.0861342850370127,-1.3574493186460974,0.015237651545009,-1.3565222289023782,-0.1207265819969238,-0.3077616225301771
1,2,-0.2367749115856063,-0.1809040895143396,0.6564117301433963,-0.7836175675455364,-0.4973942516593679,-1.6535839706683255,-1.6319806327279802,-0.1685198381443473,-0.7419068188497402,-0.0667987794574262,-0.8760751333847523,-0.8952171007486225,-0.869593521307713,-0.8047717110269266,-0.3225351363043062,0.8135467286491509,-0.8763969678878107,-0.3112025117379862,0.6540225314512551,-0.9672501857238252,1.2364097522942608,-0.5286302523802012,-0.4279544765576277,-0.1880080769870505,-0.8396886896276444,-0.7072928518963933,0.8425335164357505,-0.7072291044191297,-0.1378421876617493,-1.1308450316226646
1,3,-0.2367749789702394,-0.1809051548833466,0.6564117301433963,-0.7924944877030937,-0.4943012842814152,-1.3753250350129882,-1.3382556378928188,-0.168519838107601,-0.8086457070997936,-0.0959347265999892,-0.865870590013668,-0.9234857994853054,-0.9078323729701138,-0.8439345937433578,-0.331402930672662,0.8447534910889988,-0.8654617742171302,-0.2900328191382885,0.6925573928637369,-0.9919170433457748,1.258740044642455,-0.4658012871975951,-0.1937118950737924,-0.1611917180143567,-0.7534950374604259,-0.7612925584370652,0.7865411250995332,-0.7597410794887541,-0.1549577933265754,0.0088089194284259
1,4,-0.2367751047946426,-0.1809050445166007,0.6564117301433963,-0.8101600004544516,-0.482398046190506,-0.7924457908507613,-0.653938894606644,-0.1685198389255265,-1.033974581076695,-0.2559436166452122,-1.0354474240780436,-1.0509266544457618,-1.0643952184557968,-0.9851344850868178,-0.3199109930728541,0.9664598646043854,-1.0352450443671686,-0.2330593511350759,0.7025018732282475,-1.1403925517240463,1.1125781310906369,-0.2912345815405347,-0.1679643292641171,-0.2885694231346513,-0.4940606784620659,-0.966491443291622,0.518506541720835,-0.9667250719836104,-0.1079676759558711,-1.6373578987563029
1,5,-0.2367751047946426,-0.1809048388551191,0.6564117301433963,-0.8101600004544516,-0.4715726603676713,-0.7367940037196886,-0.6320657566933872,-0.1685198419364073,-1.090498333370107,-0.2578541705562008,-1.0927289275343974,-1.1125616861175451,-1.124278703134654,-1.0478400476571723,-0.3269690334884841,0.9914252745562652,-1.0916476222475202,-0.2386714508511033,0.7298491942306575,-1.2030084210720704,1.8271474862328565,-0.2660277511978117,-0.3231809683839158,-0.3321460064652789,-0.4735790185411426,-1.0172511674398563,0.5259611500348279,-1.0167688991164128,-0.2115948884356357,-0.1178192973550188
2,1,-0.0372386628630616,-0.1537920989092403,0.6537123007762282,1.5240283631643377,-0.3154715340652366,1.199302380155862,0.5584578925853,-0.1443864208611923,0.4867186583352308,0.7050650005816221,0.6272581960433999,0.654000274279756,0.633265497801398,0.6470081507049922,0.3970230352994048,-0.1226561445461808,0.6274799300852354,0.4514036965095033,-0.4771621100119638,0.6360955597028684,-0.6433948581082943,-1.1527814693738745,4.573094671839551,1.0412346637791017,-0.5930553680798611,0.4990605922222446,0.7726258562467454,0.4992696939390468,-1.5350979955720845,2.4780591467055197
2,2,-0.0325318847948547,-0.1597651408316822,0.6520251574217484,1.5328611195400168,-0.2848074180908867,0.6779330059806049,0.461591138969449,-0.1527101316853604,0.4759076394477862,0.3425373959716979,0.6254440549996516,0.7054400375547042,0.6000770605095042,0.6153744305194101,1.1484328764710872,-0.1413802020100854,0.625753320558286,1.984146272117127,0.1480970929067153,0.6825830990673112,-0.4830227585167153,-0.4898794534951207,3.0931574013419305,1.2665399655050378,-0.2960712992264753,0.4882606509141087,0.1712874522512727,0.4881204739485755,-0.0289246970674027,0.2620653529952978
2,3,0.0144846360731579,-0.1440249654464646,0.6510128714090602,1.57706906520029,-0.340808872888668,-0.6606389265929706,-0.3852117716723473,-0.1363306047481407,0.5912535496248551,0.6725855840948304,0.6918416172008408,0.6924642414132753,0.7003638601524055,0.7219626493329966,0.7969786588517696,-0.2162764318657106,0.6919400190913519,0.6786582153901479,-1.245373218170498,0.6640829558508492,-0.4667825458998467,-1.267905201983919,5.21492222454695,0.6885516569328731,-1.55569338436325,0.5995000463878974,0.9951044999288168,0.5999531080514707,-1.7211913080732828,0.5786358949539009
2,4,0.0263383329315519,-0.158498677120505,0.6496631567254764,1.5682363088246107,-0.4351756200109543,-0.2124955881164743,0.4897137448579214,-0.1602738978607408,0.3829499022423551,-0.6251581599435944,0.675332933702731,0.6294389458691961,0.5979125972078574,0.6136887971169812,6.235922700675746,-0.0976907345943012,0.6758249968398234,1.4668385489258622,0.3805493214271805,0.6142748779603753,-0.2658099147660964,-0.5722719287944672,0.5139105654319612,1.0685298863048804,-0.5247831683434506,0.3845812143560183,-0.9215581265801696,0.3857348888452399,-0.9513002459863856,0.4520076781703331
2,5,-0.0278251067266479,-0.1443822627337922,0.6520251574217484,1.559403552448932,-0.2974292243605122,-0.3677347837978729,-0.1039857127876177,-0.1362026273005784,0.5314098781455344,0.6759290534390591,0.6500710196685352,0.6929276627040406,0.5712175498208975,0.5859882215370664,1.0526968923719011,-0.16010425947399,0.6499258539355807,0.4483490093222989,-0.8699690844101777,0.6678778570234575,-0.5033230242878013,-1.2084622289369025,4.969781625903959,0.841787993919694,-1.3303951252330968,0.5357803926699031,0.8332566705338922,0.5352706103968282,-1.7513770126094304,2.0981744963552025
