f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_level.mmce_lda_10,nbc.nb_fitness.cor,disp.ratio_mean_02,ic.eps.s,disp.diff_mean_02,nbc.nn_nb.cor,disp.ratio_median_02,disp.ratio_mean_05,ela_level.lda_mda_25,ela_level.mmce_mda_10,nbc.dist_ratio.coeff_var,ic.h.max,ela_meta.lin_simple.coef.min,ela_level.qda_mda_10,ela_distr.kurtosis,disp.diff_median_10,disp.ratio_mean_10,disp.ratio_median_05,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_25,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max_by_min,disp.diff_mean_10,nbc.nn_nb.mean_ratio
1,1,-0.2367745368436503,-0.1809046018285033,0.7216190119281817,-0.7715472738959822,-0.1685197751960875,-0.3985557965593593,0.3939592510437995,-0.4409142565309841,-1.4012800965786216,-0.8441749752257286,-1.401136191215105,2.109522862356506,-1.3013261180625586,-1.4493455473638717,-0.2992770312637864,0.2161897294411958,-1.293294534158312,0.8256259720575113,-0.1341097188101725,-0.1923221049695658,-0.3152344166355125,-1.3718644437232284,-1.4714190511612646,-1.3458772043279967,1.9604896039577773,-0.1694715506919314,-0.29418527348173,0.025515843134375,-1.470875483090826,1.1912518006436132
1,2,-0.2367742289274445,-0.180903983629216,0.7216190119281817,-0.7284347740855174,-0.1685197653154547,-0.4340637943341524,-1.662510230197299,0.0294140119852061,-1.0298714074349464,-0.8032957640796139,-1.0296509223241983,1.3112811159568851,-0.9569655330825622,-1.003848754241116,-0.3009877360169629,-1.6928690154766357,-0.9377370737664112,0.6199501407978744,-0.1341096782179216,-0.2086650396472913,-0.3172614173229052,-0.8653325618181913,-0.9312870271229206,-0.9372242841935924,1.2727421366739688,-0.8753365472059678,-1.098219978884429,-0.4017664674789796,-0.9311776405580684,0.8607100668312294
1,3,-0.2367742963120672,-0.1809050489982032,0.7216190119281817,-0.7370917295919144,-0.1685197652787085,-0.4310771403157119,-1.3664794013509534,0.0027998891841972,-1.0540431869536842,-0.8114634386342822,-1.0544581970224356,1.282165915480308,-0.9845686811558602,-0.994603684604327,-0.309811371059665,-1.41385273737326,-0.964878864636022,0.6588278893896335,-0.1341097151108887,-0.2250079743250176,-0.3173593200771942,-0.9041466253282848,-0.969253867008904,-0.9264702599795288,1.2945439295849828,-0.7945977423951888,0.0150588439808014,-0.1522254057177403,-0.9691821412582686,0.8918932492663636
1,4,-0.2367744221364512,-0.1809049386314593,0.7216190119281817,-0.7543195017439484,-0.168519766096634,-0.4195830475780771,-0.6767905554217006,-0.1433596376738019,-1.1995387059799298,-0.8278396261163921,-1.1994853414121285,1.12445857956549,-1.109009102797778,-1.1777716267832037,-0.2983766603410614,-0.8293870600830374,-1.11144453533192,0.6688608567681513,-0.1341097157753331,-0.1801391900279876,-0.317007008052957,-1.044088865788637,-1.1247030039005763,-1.0934406359347222,1.1518412850765272,-0.5515819338558152,-1.5930105668243555,-0.1247962556920984,-1.1247065116831965,1.013507660763367
1,5,-0.2367744221364512,-0.1809047329699815,0.7216190119281817,-0.7543195017439484,-0.1685197691075147,-0.4091297585135351,-0.6547457064650577,-0.1451048260541967,-1.260897838604416,-0.8278396261163921,-1.2612833452461971,1.9809307269182688,-1.1691930158100503,-1.2384423962746294,-0.3053995535383139,-0.7735838044623571,-1.1277296098536866,0.6964515170590808,-0.1341097095874402,-0.2790882308949473,-0.31559913886804,-1.1062359172624738,-1.184160507872969,-1.148908760828312,1.8494986582289743,-0.5323964752869171,-0.1086388030042146,-0.2901501579741161,-1.1838623267611867,1.0384542067114757
2,1,-0.0372380107439211,-0.1537919935269884,0.7190545636815908,1.5220291021346706,-0.1443863483203103,-0.2583942352495134,0.5451239296036419,0.7344701176643926,0.5412942612829718,1.436893174402026,0.5413541513910758,-0.8796377199058905,0.5557774834590025,0.5250546369428164,0.4149872217337019,1.1677820884463856,0.1587912773658631,-0.5212998985086527,-0.1338550502047022,-1.5428427978834691,-0.3219883277694236,0.5735164668386189,0.5608814159432216,0.5417370458773192,-0.5625724301986732,-0.6443116502721552,2.4271629601885367,4.925903277730408,0.5609514464569452,-0.0747854062226932
2,2,-0.0325312333960866,-0.1597650353386427,0.7174517835274717,1.5306429882106878,-0.1527100590451424,-0.2287841249555801,0.4474967413670812,0.4033206224846263,0.5868487688375151,1.4123493123652475,0.5868586197724575,-0.6224534490294132,0.6060061627399225,0.5238990032382179,1.1626552359642757,0.6449936936842781,0.1669338146267462,0.1095229254157231,-0.1338750091266586,-0.1046645462435806,-0.3187747732782885,0.5421645044911546,0.5279290643440674,0.5400390420540462,-0.405995917474117,-0.3661225010231352,0.2624541379508163,3.3493106894802134,0.5284327144590062,-0.0934953156837696
2,3,0.0144852802760478,-0.144024860245373,0.7164901154349999,1.5737554880211528,-0.1363305323033976,-0.282860663622799,-0.405953839668661,0.7048019151976941,0.5687199341984621,1.4777723855481404,0.5686201352679843,-0.45746731299545,0.5933358652636539,0.580525054763549,0.8129511695780103,-0.6972214546656498,0.2157890381920454,-1.2963466284992355,-0.1338098803582156,-1.7205350694703812,-0.3220241794822619,0.6478033545322556,0.6275024746110818,0.6051291886128506,-0.3901400680842886,-1.5460282030103576,0.5716982554133478,5.609648854455426,0.6277986485814053,-0.1683349535280821
2,4,0.0263389753202336,-0.1584985716509557,0.7152078913117046,1.5651416019451356,-0.1602738251302561,-0.373983779407644,0.47584011859705,-0.4806172921849481,0.519911533247166,1.3796786141465749,0.5196294374541583,-0.0741171733871244,0.5317944203789244,0.5753247030928559,6.22481067479924,-0.2478583962465235,0.1207927701484077,0.3440435378886043,-0.1336693378035893,-0.9854001532395786,-0.3227184616904947,0.5404938848278794,0.5257799979354254,0.5892811529289683,-0.1939239318851618,-0.580360121709162,0.4480006084282116,0.6016121715584988,0.526227096114798,-0.0498388602745845
2,5,-0.0278244560482522,-0.1443821575260734,0.7174517835274717,1.5565277158691189,-0.1362025548573626,-0.2409720868086102,-0.1225200673689678,0.7078559948633838,0.5724386695090377,1.5023162475849186,0.5721797590042695,-0.5205502473613776,0.5937883758878062,0.5383444245457,1.0673959923400047,-0.4035201092936697,0.1669338146267462,-0.9176021099601472,-0.1337946168219752,-1.7493580633565526,-0.3204149891406379,0.5130400350280571,0.4992748455621907,0.5638110955798714,-0.4258157292114025,-1.334988158752482,2.056070019233506,5.348498021508433,0.4994203500851922,-0.112205225144846
