f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_mda_10,ela_level.qda_mda_50,nbc.dist_ratio.coeff_var,nbc.nn_nb.mean_ratio,disp.diff_mean_25,ela_meta.lin_simple.coef.max_by_min,nbc.nb_fitness.cor,ic.eps.s,ela_level.mmce_mda_50,ic.m0,disp.diff_median_25,ela_level.lda_qda_50,ela_level.mmce_mda_25,ela_level.qda_mda_25,nbc.nn_nb.cor,ela_level.qda_mda_10,ela_meta.quad_simple.cond,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.sd_ratio,pca.expl_var.cor_init,ela_meta.lin_simple.coef.min,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init
1,1,-0.3826372625103788,-0.3663331636874073,-0.4010514213393069,-0.7568176365366867,0.6637795572105196,0.3716164952434798,0.1984764890025913,-0.5652695806502959,-1.288005997562797,1.1853536375625608,-1.4753576704554834,-0.0286436673966946,-0.3949390799266443,-0.8689458240107716,-0.0202490982089831,-0.4395918316874612,-1.3854821608454553,-0.2430865146445207,0.0947082786082445,-0.6943174893005467,2.123678936228908,-0.183780857179846,-0.234225091163909,1.1725980775323015,0.0571869788877887,1.9579198664163573,-1.22474487139159,-0.1764004854764297,-0.3904175712297784,0.5904986135299416
1,2,-0.3826331879241056,-0.3662687875490649,-0.4635069134137756,-0.7073848906753686,0.6637795572105196,-1.677021055065538,-1.7082344161437486,-0.1654612771148167,-0.93307988903374,0.8554572713094194,-0.7742765060174001,-0.4299850048295525,0.1286700760473698,-0.8195983929393441,-0.594031625290036,-0.8111305156070132,-0.7395733096639606,-0.4010111749693193,-0.952152553836762,-0.1538458178330093,1.3235455708413235,-0.2000773694211852,-0.234225091163909,1.1725980775323015,0.8510151722758934,1.271224791187889,-1.22474487139159,-0.1763867139499011,-0.3904175712297784,1.202106044720889
1,3,-0.3826340796097445,-0.3663797296719582,-0.4582536477252689,-0.7173109465376313,0.6637795572105196,-1.382117640472815,-1.4295612838531293,-0.1386156356304198,-0.9601734851046604,0.8865795700125496,-0.8406991806904466,-0.1955939687768164,0.0990409865163727,-0.8294580195270419,-0.5331924621011244,-0.7569202449995338,-0.791811579578626,-0.3946854027615943,-0.8329668027897237,-0.3344771396129494,1.2943613751433012,-0.2163738816625251,-0.234225091163909,1.1725980775323015,0.7972879136925578,1.2929932229674652,-1.22474487139159,-0.176399230439241,-0.3904175712297784,1.1705798884739331
1,4,-0.3826357446156722,-0.3663682366390212,-0.4380365343179855,-0.737064291537159,0.6637795572105196,-0.69505542987913,-0.8458144067391018,-0.266132432681304,-1.1064789038876306,1.0079565349547372,-1.0649604305113054,-0.1698300850809639,-0.0636761445145122,-0.849226570835376,-0.3641543080912148,-0.6577551158395124,-0.9977167212844058,-0.3561157638839385,-0.5034979113603306,-0.3874575863554914,1.1362803151123202,-0.1716325480544831,-0.234225091163909,1.1725980775323015,0.5400964805924472,1.1505089422284174,-1.22474487139159,-0.1763994558618986,-0.3904175712297784,0.9772194634925984
1,5,-0.3826357446156722,-0.3663468200958136,-0.419650104408212,-0.737064291537159,0.6637795572105196,-0.673094537303076,-0.7900797802809727,-0.3097566000934491,-1.122735061530183,1.0328543739172429,-1.1212163692650077,-0.3251450949542813,-0.0656190356312997,-0.849226570835376,-0.3397457815423693,-0.5850340211221611,-1.0474997078481385,-0.3354252172878385,-0.4875558682266503,-0.3981247903976134,1.994782071895954,-0.270300522170231,-0.234225091163909,1.1725980775323015,0.5472495179778021,1.8470987591748715,-1.22474487139159,-0.1763973565269648,-0.3904175712297784,0.9667107447436178
2,1,2.2577849530527727,2.457036352614278,-0.1545193770079713,1.872994566612932,0.6612004116392656,0.5222054729078551,1.1488985401832223,1.0651237530717246,0.1615013922314432,-0.0782116897843827,0.4485276566816765,4.574233629622099,0.913598087229194,1.8846506894014676,-1.198415887148745,-0.3126604663626304,0.4606369242263092,-0.6641457272212089,-0.6287568216963902,-0.3668343252073879,-0.8725651554352241,-1.5304653687596443,4.683198967150622,1.1675802735096976,0.7839355772398946,-0.5612813749837603,-1.22474487139159,-0.0900003627390796,-0.3904175712297784,1.1684781447241366
2,2,2.3200686848379,1.835034072970912,-0.1024377580860587,1.8828712391126965,0.659588445657232,0.4249500914996169,0.6267530923123846,1.290675080186166,0.1696294710527192,-0.0968850690062566,0.4377678611670379,3.0933584278222352,0.5449344978189191,1.8550225115054355,-0.556508069550767,-0.1725070838164646,0.4495458166755455,-0.4747679217524449,0.1630313206097316,-1.3364831726363189,-0.6147714267693117,-0.0963722915217511,3.5484176927682407,1.1628760822385062,0.2069238948212282,-0.4049444558395264,-1.22474487139159,-0.0967717246961324,-0.3904175712297784,0.7565363697639106
2,3,2.942227693139895,3.474136074717663,-0.1975537050219001,1.9323039849740145,0.6586212660680114,-0.4252501782304684,-0.7138113440751251,0.7120556289064012,0.2183979439803757,-0.1715785858937594,0.552567254256295,5.216467949673173,0.8805689382438202,1.9339981204728949,-1.3098936352673494,-0.7688200604987382,0.5607955519557243,-0.6282996847107678,-1.8092271584998607,0.1764819340047159,-0.4493943178138241,-1.7076529018563922,3.2704545738088804,1.1669530480068722,0.9974140040961668,-0.3891128690907433,-1.22474487139159,-0.0746758186192167,-0.3904175712297784,1.3029897447111494
2,4,3.0990849881072124,1.9669171780397283,-0.3578313718111379,1.9224273124742504,0.6573316932823845,0.4531855248116856,-0.2650009310175961,1.0924487810112011,0.1235703577321543,-0.0533138508218771,0.3452505643010092,0.5124769575315825,-0.4391398528335415,1.815584005154644,-0.6362911637925142,-0.295471843974892,0.3476938900834184,0.5941997234057321,-1.6596756110077169,7.056117394237559,-0.065135741123133,-0.974606151218676,4.486439070918295,1.166012209752634,-0.8417113858718691,-0.1931969830745521,0.816496580927725,-0.0269946607980365,-0.3904175712297784,-0.1892483176447754
2,5,2.382352416623027,3.436928948078697,-0.1238753271583488,1.9125506399744867,0.659588445657232,-0.1428958451097758,-0.4204712048218361,0.8654592945315254,0.1696294710527192,-0.1155584482281306,0.4930071263288059,4.971171989687846,0.8839689976981971,1.9636262983689263,-1.2523332293760436,-0.6339554848411064,0.4964501951726681,-0.6480237938862433,-1.690041407452822,1.080349689840559,-0.5126267418262169,-1.7363940234456643,6.676993251518248,1.1669530480068722,0.8421136146407848,-0.4247339392755053,-1.22474487139159,-0.0694974362970812,-0.3904175712297784,1.22312348221886
