f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ic.eps.s,disp.diff_mean_02,nbc.dist_ratio.coeff_var,ic.h.max,ela_level.lda_mda_50,disp.ratio_mean_02,disp.ratio_mean_10,ela_meta.lin_simple.coef.min,ela_level.lda_qda_50,ela_distr.kurtosis,ela_level.qda_mda_10,disp.ratio_mean_05,ela_meta.lin_simple.coef.max_by_min,disp.diff_mean_05,ela_level.lda_qda_25,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_25,ela_level.qda_mda_50
1,1,-0.236775145312735,-0.18090472066949,-0.7965615744218395,0.6824244127959399,-0.4046414339389118,-0.1685198480272413,0.4084706611801042,2.190575682703545,0.2502929574997709,1.2804242965558077,2.0258118708937007,-0.5508627879020971,-0.8749707496553838,-1.4103232863706954,-1.373117724567867,0.940356688407838,-0.2605721066431323,-1.4104889913990213,-1.5015892761384988,-0.134109721942264,-0.2610064978106086,-0.3153368649362644,-0.121214517025602,-1.471672040715465,-0.0286200384815294,-1.4718624727844822,-0.1129842162786143,1.201240551632934,-0.6631422925807628,-0.5537858933968778
1,2,-0.2367748373964872,-0.1809041024701898,-0.7530781535144208,0.6824244127959399,-0.4401950631037955,-0.1685198381466084,-1.631980632727981,1.3215985608073948,-1.6535839706683255,0.8768464769044763,1.2769256331287504,-0.0507788688623999,-0.8336647270152615,-1.0004477522917634,-0.9505401277257576,0.7269221787757136,-0.2758324810462718,-1.0006946715617355,-0.8993227019809628,-0.1341096813500131,-0.4200878209166041,-0.3173639203176682,-0.1383138283128628,-0.9771922427351456,-0.4298868862473023,-0.9773615002826256,-0.3146210158710254,1.201240551632934,-0.1020115199761418,-0.1507245881034465
1,3,-0.2367749047811192,-0.1809051678391992,-0.7618095896806457,0.6824244127959399,-0.4372045709310483,-0.1685198381098621,-1.33825563789282,1.289903346634896,-1.3753250350129882,0.9149198561168704,1.3006655426832583,-0.0790767529639041,-0.8419176785917097,-1.0278186760334764,-0.982797959545766,0.7672665068159308,-0.2735726695057373,-1.0273646398114715,-0.9416570898196216,-0.1341097182429803,-0.413715717849215,-0.3174618257136408,-0.1554131396001243,-0.9669306645669412,-0.1955393535883481,-0.966982397245574,-0.2934035842754961,1.201240551632934,-0.2895473308203178,-0.1236605196424964
1,4,-0.2367750306055203,-0.1809050574724531,-0.7791855820512426,0.6824244127959399,-0.425695707114718,-0.1685198389277877,-0.6539388946066451,1.1182209365338338,-0.7924457908507613,1.0634060350451835,1.1452770437810214,-0.2344831656524921,-0.8584648465024878,-1.1878333071388736,-1.156990251373811,0.7776779463101796,-0.2662349285035306,-1.1878973333146887,-1.1149884513477193,-0.1341097189074246,-0.3748635894244408,-0.3171095041830635,-0.1084677577023702,-1.1702381820244794,-0.1697802517151994,-1.1695521106662692,-0.2363016374982667,1.201240551632934,-0.3445529131348502,-0.2522148448320079
1,5,-0.2367750306055203,-0.180904851810971,-0.7791855820512426,0.6824244127959399,-0.4152289845101027,-0.1685198419386684,-0.6320657566933882,2.050588486774986,-0.7367940037196886,1.0938647384151006,1.904954149525289,-0.2363387646099686,-0.8584648465024878,-1.256017679300181,-1.176344950465816,0.8063094049193698,-0.2670059230291248,-1.2555980219486325,-1.1812857002271313,-0.1341097127195318,-0.3540215023081894,-0.3157015970099932,-0.2119963151325161,-1.2375797887533164,-0.3250664348460417,-1.2379023013980708,-0.2419263928541286,1.201240551632934,-0.3556278625941516,-0.296193956081052
2,1,-0.0372385919929555,-0.1537921118035598,1.516747729856649,0.6794273011125342,-0.2642997507612991,-0.1443864208634445,0.5584578925852992,-1.0634663056735136,1.199302380155862,-0.2653548994672234,-0.7215431166416937,0.6988831099577765,1.429913566615011,0.73290911957617,0.3526762778025792,-0.4573790636952244,-0.2772149539887166,0.732853264671079,0.7644986162818337,-0.1338550533366887,-0.6851496082336869,-0.3220909583091325,-1.5342394224911011,0.7198162468315552,4.573402956312427,0.7197990504734654,0.4497049176122127,1.1959657855007055,-0.3231413441802001,1.0898729786690222
2,2,-0.0325318140030395,-0.1597651537395575,1.5254357260419475,0.677554106310406,-0.2346515884627999,-0.1527101316876157,0.4615911389694482,-0.7834919138163913,0.6779330059806049,-0.2881989269946549,-0.5510474025684049,0.3467832077767654,1.4051134471277844,0.7831161394574184,0.3623536273485816,0.1972401945057434,-0.1380105630917844,0.7831158971417348,0.727755562686018,-0.1338750122586533,-0.4943847726537296,-0.3188773171075259,-0.0295000292121095,0.71853354956053,3.0928026075877084,0.7188877145970411,1.985903924676428,1.1910206922517417,-1.3298542500307278,1.3172594824346824
2,3,0.0144847060829175,-0.1440249783186175,1.5689191469493664,0.6764301894291287,-0.2887976209845113,-0.1363306047503899,-0.3852117716723482,-0.6038857001722032,-0.6606389265929706,-0.3795750371043892,-0.5337820138014897,0.6673379276806898,1.4712195892551327,0.7629928419727566,0.4204177246245965,-1.261662764626034,-0.2894976943619752,0.763113420954433,0.8387834855081618,-0.1338098834901833,-0.6490410241851493,-0.3221268109893478,-1.72015557066896,0.7813857158407783,5.21551807652977,0.781212962590262,0.6774719098071712,1.195306439734177,0.2409427482802351,0.7339321497138526
2,4,0.0263384027441415,-0.158498690025506,1.5602311507640678,0.6749316335874261,-0.3800378392449459,-0.1602738978629989,0.4897137448579207,-0.1865653802342375,-0.2124955881164743,-0.2348961960973064,-0.3201228278109133,-0.5930776641846689,1.3721016408219924,0.7089393165360903,0.3075153132545672,0.4406075926838388,0.5508863385356614,0.7092606004501594,0.7253592765819414,-0.1336693409354991,0.5824121443035147,-0.3228211119312096,-0.9509974593110624,0.7756135781211643,0.5124001534949326,0.7754917984771554,1.4674296398487665,1.1943174210843843,7.383546819565902,1.117420334066776
2,5,-0.0278250360131235,-0.144382275606756,1.5515431545787697,0.677554106310406,-0.2468552130869402,-0.1362026273028276,-0.1039857127876186,-0.6725586642126286,-0.3677347837978729,-0.3110429545220863,-0.572629138527049,0.6705852258562723,1.496019708742359,0.7669203265924993,0.3623536273485816,-0.8686309237180968,-0.2902686888875694,0.7672164929928545,0.6958050812983485,-0.1337946199539367,-0.6689095955549942,-0.3205175772273761,-1.7503125378483118,0.7345672654483479,4.970267643911531,0.7343804244962496,0.4466433419121868,1.195306439734177,1.1793601324650689,0.888583969490709
