f_id,i_id,ic.eps.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio,ic.eps.s,ela_level.qda_mda_50,disp.ratio_median_05,nbc.nn_nb.cor,disp.diff_median_10,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,disp.ratio_median_02,ela_meta.quad_simple.cond,ela_distr.kurtosis,nbc.nb_fitness.cor,disp.ratio_median_25,disp.ratio_mean_25,ic.m0,ela_meta.lin_w_interact.adj_r2,ic.h.max,ela_level.qda_mda_25,pca.expl_var.cor_init,ela_meta.quad_simple.adj_r2,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init
1,1,-0.2367745182952778,-0.7722706540660224,-0.3982633991320353,0.7234166767407978,-0.1685198223631386,-0.1809046265022407,0.4214158065464607,0.240939169069269,1.180815904114649,-0.848593566802997,-0.5959493654912242,-1.3048178082721371,2.0940603949453265,-1.329779986108402,1.9404189744159872,-1.2784991642631385,-1.2603503060089338,-0.2347121011420518,-0.3146402120644339,-0.4340186403791979,-1.3701037414566353,-1.4566808653887544,-0.4337216707519475,0.1214007322262937,0.8391572122066453,-0.7603948963681744,-1.2939932784412642,1.1926486181528722,-0.3904175712297784,0.6352032655250645
1,2,-0.2367742103790733,-0.7291596699502685,-0.4337699794452938,0.7234166767407978,-0.1685198124825058,-0.1809040083029507,-1.6356707764363003,-1.659673208297538,0.8513550235662979,-0.807686440920811,-0.1944961506400145,-0.9000481688064214,1.2979033211390587,-0.8281356505589066,1.255097484562553,-0.9245418012267664,-0.9194861298640472,-0.2347121011420518,-0.3166668898269569,0.0350117551001525,-0.7245822528045933,-0.7572911348372555,-0.8040375603722456,0.92744073875681,0.6364585989787962,-0.2053760311292123,-1.2939932784412642,1.1926486181528722,-0.3904175712297784,1.2445679393238334
1,3,-0.2367742777636958,-0.737816321106379,-0.4307834446525899,0.7234166767407978,-0.1685198124457596,-0.1809050736719425,-1.339551115179976,-1.3818913992977735,0.8824362387123724,-0.8158596928453237,-0.167540059474945,-0.8893963361889025,1.2688641573528163,-0.8665751956202521,1.2768223732898951,-0.9515614472600774,-0.94680901389143,-0.2347121011420518,-0.3167647769841945,0.0084710740943637,-0.7781969943869876,-0.8226246318719285,-0.7500057045913477,0.8728869697925902,0.6747735807474736,-0.390869178195918,-1.2939932784412642,1.1926486181528722,-0.3904175712297784,1.2131573891280203
1,4,-0.2367744035880792,-0.7550434875862007,-0.4192898107533958,0.7234166767407978,-0.1685198132636851,-0.1809049633051982,-0.6496553086359849,-0.8000116099193262,1.003652977782043,-0.8322470629539717,-0.2955814925090238,-1.0547800531451164,1.1115686868439805,-1.0051671278141707,1.1346231016200188,-1.097467535839956,-1.06998595008045,-0.2347121011420518,-0.316412521087375,-0.137285124871853,-0.9819330124000896,-1.047543228220802,-0.6511669440165365,0.6117390461709693,0.6846613179780994,-0.4452756327489483,-1.2939932784412642,1.1926486181528722,-0.3904175712297784,1.0205060145936975
1,5,-0.2367744035880792,-0.7550434875862007,-0.4088369389789318,0.7234166767407978,-0.1685198162745658,-0.1809047576437195,-0.6276038444998754,-0.7444552481193681,1.028517949898904,-0.8322470629539717,-0.3393851406522619,-1.10972108454074,1.9658040882227363,-1.066714519906655,1.829819540894968,-1.1136793234599427,-1.1295587955827753,-0.2347121011420518,-0.3150048761924525,-0.1390254973968236,-1.0323308694875428,-1.103237356840524,-0.5786851862616725,0.6190021219206432,0.7118525953623255,-0.4562299524576116,-1.2939932784412642,1.1926486181528722,-0.3904175712297784,1.010035831195098
2,1,-0.0372379930256031,1.5212250873088429,-0.2581074330017046,0.7208501031051714,-0.1443863953008343,-0.1537920180835438,0.5726258463369306,1.1883213387105636,-0.0810814308158342,1.4340322306749018,1.0411518140159282,0.564859127487089,-0.887293753776003,0.5968298663636808,-0.5737431483028063,0.1670518985189915,0.577897498062836,4.6832134809862245,-0.3213930472214666,0.7381222551879357,0.4731710741461231,0.4626244901216406,-0.3072080572161857,0.8593292283931983,-0.4882715110050049,-0.4240972813121983,-1.2939932784412642,1.187783082266974,-0.3904175712297784,1.2110633524483
2,2,-0.0325312156973484,1.529838670548754,-0.2284985047285837,0.7192459945829051,-0.1527101060900004,-0.1597650599210138,0.4749693623055896,0.6678459492162749,-0.0997301599034748,1.4094716086417411,1.2676311156795916,0.5631772591790598,-0.6307811403308188,0.5657804203528668,-0.4177189474428023,0.1751577923289846,0.6276161886700408,3.5483164712461144,-0.318180004687072,0.4078865685749238,0.4624481258296428,0.451914080771693,-0.1675159422704503,0.2734411179194752,0.1334199673706554,-1.4198449428297313,-1.2939932784412642,1.1832216423739446,-0.3904175712297784,0.8006321632230123
2,3,0.0144852977792015,1.572949654664508,-0.2825728846873909,0.718283529469545,-0.1363305792216583,-0.1440248847597144,-0.3787373206780707,-0.6684307530247018,-0.174325076254044,1.4749393565570876,0.6866310793181879,0.6276488776535163,-0.466225878875421,0.670399956911507,-0.4019190283683716,0.223793155188944,0.61507453698534,3.2703250030693893,-0.3214288932227085,0.7085359222634496,0.5728944934893796,0.566515460816121,-0.7618663558603269,1.076091689100143,-1.2520992120709236,0.1338427358490745,-1.2939932784412642,1.187174890281237,-0.3904175712297784,1.3450816999504347
2,4,0.026338992774077,1.5643360714245969,-0.3736923628829707,0.7170002426517319,-0.1602738722335744,-0.1584985962278532,0.5033212447663011,-0.2210558395829705,-0.0562164586989732,1.3767786009436904,1.0685892639518035,0.61195144011191,-0.0838768890231737,0.5641259205654343,-0.2063950298222912,0.129224394072356,0.5541579430882255,4.486433517382775,-0.3221230648236815,-0.4736121153222599,0.3595078219914452,0.3598045603621546,-0.2900760053832171,-0.7913257869827707,0.3645458251365589,7.198648659956604,0.7728015412913056,1.1862626023026308,-0.3904175712297784,-0.1416843426513762
2,5,-0.0278244383690937,1.5557224881846865,-0.2406859800442647,0.7192459945829051,-0.1362026017746342,-0.144382182041959,-0.0952184960709509,-0.3760288488144178,-0.1183788889911154,1.4994999785902483,0.8406658859757267,0.586723415491471,-0.5291440670789559,0.536936974058629,-0.4374688462858407,0.1751577923289846,0.6155224531169364,6.677211110703257,-0.3198199592438892,0.7115815741821468,0.5096290984221528,0.5076082093914153,-0.627445641478581,0.9184022444905487,-0.8788371316147617,1.0620387591631812,-1.2939932784412642,1.187174890281237,-0.3904175712297784,1.2655083061210417
