f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,disp.ratio_mean_02,nbc.dist_ratio.coeff_var,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ic.eps.s,disp.diff_mean_02,nbc.nn_nb.mean_ratio,ela_level.lda_mda_25,disp.ratio_median_05,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02,ela_distr.kurtosis,ela_level.qda_mda_10,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_level.lda_mda_50,disp.diff_median_10,ic.h.max,ela_distr.number_of_peaks,pca.expl_var_PC1.cor_init,ela_level.qda_mda_50,ela_level.qda_mda_25
2,1,-0.0372386119602488,-0.1537920958249228,0.7217874391872674,-0.2697244561276601,1.5171270114854736,-0.1443864192169295,0.5156045229540476,-0.874457015126744,0.5322070059451841,0.139933263726496,1.1543169776432065,-0.5409671298726616,1.4305616752428436,0.5322669702982801,-0.0562567164463185,0.4036738973063429,0.5326423459609593,4.573855956727377,0.5474061015133569,-0.3226316723030695,-1.5337229431546608,4.683228995081602,0.7205588389282485,-0.2758470131139457,0.5652617756211484,-0.4735723369955375,0.9023805309063834,1.256577298941769,1.0386449523067778,-0.3850961140822139
2,2,-0.0325318339482748,-0.1597651377441221,0.7201826205001817,-0.240021893073361,1.5258341137421705,-0.152710130038846,0.41668991689845,-0.6024166156168632,0.5786492777165664,0.1482282767824479,0.623199880555021,-0.3763816714187202,1.4056803038496588,0.5786584688558495,-0.075256782206452,1.1526246170741057,0.5309168038288732,3.0946240706140844,0.5985201985328029,-0.3194175395605608,-0.0991952931938412,3.5482864631619653,0.3905556998946775,-0.1366924366583128,0.533446224682369,0.153962811413664,0.5095461042026581,0.83934713692793,1.2642383824509662,-1.358129726915092
2,3,0.0144846863580218,-0.1440249623674493,0.7192197292879299,-0.2942672769499082,1.569413160536937,-0.1363306031060571,-0.4480151876520995,-0.427900132912415,0.5601671491544856,0.19799835511816,-0.7403985091601739,-0.3597147895499668,1.4720030275965503,0.5600644569339849,-0.1512570452469929,0.8023205954486253,0.5970625855588484,5.215377594351659,0.5853703635093735,-0.3226675304671138,-1.7109641693275055,3.2702838443897133,0.6909933403060048,-0.288125358095325,0.6406471130142779,-1.2445797360350714,1.2952149576101084,1.392815719191186,0.6855109219110428,0.1601167060162968
2,4,0.0263383830747973,-0.1584986740336324,0.7179358743382613,-0.3856749098643353,1.5607060582802403,-0.1602738962121803,0.4454070605920101,-0.0224059525109034,0.5104075722565764,0.1012232027987195,-0.2838765099776211,-0.153462126424142,1.3725603419286143,0.5101187709869245,-0.0309232954328002,6.223464732380335,0.5809575256593768,0.5166065844053823,0.5234610851208312,-0.3233619376054331,-0.977695283789682,4.486441138380581,-0.4903222443504017,0.5519579424704799,0.5317509022522385,0.3872611667864706,-0.0142331314023088,-0.1185792554507858,1.065975080932111,7.063766996111834
2,5,-0.0278250559363008,-0.1443822596545829,0.7201826205001817,-0.2522479098578102,1.551998956023544,-0.1362026256585294,-0.1608437507164925,-0.4946270233582339,0.5639583550133747,0.1482282767824479,-0.4420181175375882,-0.3972152737546621,1.4968843989897351,0.5636934693211494,-0.0942568479665854,1.057201945889822,0.5550743936780825,4.97035383738412,0.586275999530271,-0.3210580505655872,-1.7397140003287868,6.677306606609577,0.6940368475171182,-0.2888960767196973,0.5038911036504298,-0.8678091300319326,0.9023805309063834,1.3119241571680942,0.8389432229655379,1.0671396043738972
3,1,-0.2367695062467934,-0.1809047058121012,0.656471318622873,-0.2042819776712957,-0.4526371965357215,-0.1685196925666732,0.5698480165974402,0.4960106578758396,-0.8658001545198917,-0.7614581550202919,0.2472405871105707,0.5694638746330423,-0.4425791711542283,-0.8650898612543088,0.7164126244658601,0.1479808228191551,-0.8259344927016541,-0.2989164273776208,-0.8225676200184732,-0.2961580035372143,-0.1676613855783346,-0.2169546189305903,-0.3098857454058273,0.0474295850538003,-0.8511801147527587,0.648006387497251,-0.538012367007276,0.2496902242859231,0.3340550573080901,-0.1403212485144271
3,2,-0.2367632972342538,-0.1809009188078931,0.7006038325177342,-0.147418894656494,-0.2347419625618882,-0.1685158793523938,0.2092883235560671,0.1469776924669432,-0.8013496549187886,-0.5043127502857788,-0.0988806671716214,0.2944603237986093,-0.0779283904035286,-0.8010396632457939,0.4440783485705856,-0.1446907915409589,-0.6815641343170996,3.5536975354664198,-0.7741704310617192,-0.3129989281966323,-0.4984326370982265,-0.0497426310879313,0.8462122080727835,-0.2858397787264969,-0.6163779581797054,-1.4242319455200143,1.2952149576101084,1.0671207457824232,0.681914852355078,0.1233647947138449
3,3,-0.2367435264042653,-0.1809003527959798,0.6912958841326362,-0.2522781722755934,-0.1127554599455685,-0.1685174270841096,-1.4818323606202832,-0.0224059525109034,-0.5577646784852133,-0.4683676937099868,-1.6057016448656478,-0.0242937919413019,-0.1442097141980189,-0.5582325457952905,0.4377449933172078,0.0655457363707286,-0.4635706449635314,0.9770889645573088,-0.5299747343869597,-0.3127396460873889,-0.6125427910723825,-0.122931484414273,0.1514229904500605,-0.0760980068800769,-0.4299490016130379,-0.694394844487444,-0.1451779403035506,1.007516436923304,0.6567423654633244,-0.0479062482490381
3,4,-0.2367644472028381,-0.1809029902295039,0.6845556456468757,-0.0954885857403684,-0.2783210093566549,-0.1685187753517223,0.1454724486814878,0.5216748465088468,-0.778128519033098,-0.5927928895492728,-0.0600912162606862,0.7798832582260555,-0.2353724093856939,-0.7780683889600298,0.5485787102513338,-0.0861564686689363,-0.7034210013235263,0.3606092067519827,-0.7296493642744056,-0.2917860658441216,-0.3961780835369698,-0.1797139880734226,0.2405542730612356,0.0145544492486784,-0.6808002105246582,-0.6307680202948597,0.1821840819495537,0.7073661673113079,0.711162884743591,0.0780493312632482
3,5,-0.2367657405021984,-0.1809034065191905,0.6797411895856179,-0.241898162975925,-0.3567720006894915,-0.1685194630860138,0.5762296040848974,0.9579660532699676,-0.8984993050528032,-0.8084632290040199,0.4799772925761828,0.752799575189331,-0.4011378188005214,-0.8990978226969137,0.7607461112395119,-0.176348029334611,-0.8989824429599738,-0.2137342784783026,-0.8675958429774897,-0.3046688008571118,0.0199534909557971,-0.2172530143080937,-0.3724950366058723,-0.2037449569787027,-0.9507520521490812,0.6018457503379284,-0.6689571759085177,0.4625627559256369,-0.2736806976499485,-0.519258431069805
