f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_level.mmce_lda_10,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,ela_distr.kurtosis,disp.ratio_median_02,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_10,disp.diff_mean_10,ic.h.max,ic.eps.s,ela_meta.lin_simple.coef.max,disp.ratio_mean_10,disp.diff_median_05,disp.diff_median_10,disp.diff_mean_02,ela_level.lda_mda_50,ela_level.qda_mda_25,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_25,ela_level.mmce_qda_10,disp.ratio_median_25,ela_level.lda_mda_25,disp.diff_median_02
1,1,-0.2367752001957401,-0.1809047091992221,0.6868718694120547,-0.8120901453229986,-0.364672084401323,0.3886620377651569,-1.247466341767429,-0.4128680408325286,2.086393035013552,1.927079039888293,-0.2958868062915797,-1.2758744086559577,1.1492691861976785,0.2225788050018181,-1.4345527523322372,0.8315230791896879,-0.8748697712223972,-0.1685198463610562,-1.4350872647854385,-1.3152668694511125,-1.3390647000841995,-1.3718451463028989,-0.2556058050461508,-0.6799082129287332,-0.296699438904152,-0.1466756779202502,-0.0303152373240611,-1.3756614071601343,-0.3105337603904886,-1.2751159741006677
1,2,-0.2367748922794885,-0.1809040909999232,0.6868718694120547,-0.7682625395986078,-0.4008033393054969,-1.6636954424383972,-0.8934610214681784,0.0651361152608305,1.2816681743723486,1.23555635107546,-0.297915502172417,-0.93430563529691,0.8200036183742851,-1.6876124319540826,-0.9002752324137758,0.6277215811582727,-0.8335583675195853,-0.1685198364804234,-0.9003805294971925,-0.91116466364023,-0.8371756086357934,-1.0037435833511403,-0.270851161596553,-0.1379436287919347,-1.09880732527263,-0.8558886541790899,-1.0804180337183271,-0.7298245584747295,-0.3122473713796946,-0.9341990720551908
1,3,-0.2367749596641213,-0.1809051563689304,0.6868718694120547,-0.777063087801008,-0.3977642617901925,-1.3682565402345157,-0.9204843283612508,0.0380876426061971,1.2523165077228262,1.257477819596904,-0.2980134868033963,-0.9616849982074251,0.85106640779159,-1.4084306357836045,-0.9378980442533656,0.6662450350544534,-0.841812394233434,-0.1685198364436771,-0.9379660161951716,-0.901215763726952,-0.8756339086291465,-1.0283248988263345,-0.2685935739540719,-0.319073897700812,0.0118035943144484,-0.7747668981177728,-0.9625039485299874,-0.7834654927509247,-0.3210859964819176,-0.962458497797937
1,4,-0.236775085488524,-0.1809050460021845,0.6868718694120547,-0.7945766165620033,-0.3860684180191727,-0.6799467574403661,-1.0664101855838428,-0.1104572482020354,1.0933283133712215,1.1139918438201784,-0.2976608801383936,-1.0851165523122064,0.9722112865190592,-0.8236182417001884,-1.0918604438945445,0.6761865715437897,-0.8583617177947002,-0.1685198372616026,-1.0918537636189778,-1.06654437161916,-1.0142934608289975,-1.1720310508351606,-0.2612630540796622,-0.3722006891721171,-1.5924121784222676,-0.5305984442302449,-0.6109864870251303,-0.98730104300047,-0.3096318598698533,-1.0852225362873915
1,5,-0.236775085488524,-0.1809048403407028,0.6868718694120547,-0.7945766165620033,-0.3754316467156076,-0.6579459881273109,-1.0826241697196866,-0.1122309185400449,1.9567565073114732,1.815478836506391,-0.296251833543608,-1.1448125402974272,0.9970615180529044,-0.7677818824660876,-1.1504221420853344,0.7035257968894699,-0.8583617177947002,-0.1685198402724833,-1.150714054108269,-1.1223908631323614,-1.0758708823391585,-1.233266162166856,-0.2620332898635677,-0.3828973585958694,-0.1115976189729952,-0.5113219873443874,-0.6043121048446537,-1.037723521220096,-0.3166666839308061,-1.144959920617178
2,1,-0.0372386444206468,-0.1537921003877686,0.6843303142074217,1.519529722450213,-0.2220503254507775,0.539524455911826,0.1982805770119532,0.781698931816367,-0.9270447410045574,-0.609832726275213,-0.3026463657639205,0.5661732206022992,-0.1118800641447581,1.1747356677305991,0.5768680229072639,-0.5031281945038532,1.4303148094212117,-0.1443864192038486,0.5768000137460665,0.5545072715838996,0.5884851592670116,0.5529518537687623,-0.2722322740366592,-0.3515204616195286,2.4181272534195224,-0.6237679858452227,-0.5753897820626083,0.468513913255499,0.4049439226292364,0.566097023791584
2,2,-0.0325318663728135,-0.1597651423117648,0.6827418422045264,1.5282864868307109,-0.1919204811955127,0.4420924775254397,0.2063875690798748,0.4451449851792061,-0.6677716856003969,-0.4523967250757492,-0.2994301237569197,0.6159946842591386,-0.1305177377951369,0.6516371443796051,0.5446758848004725,0.1219459122632328,1.4055114591460969,-0.1527101300257472,0.5441786479327272,0.5527385782659834,0.5574205640069576,0.5980418407350946,-0.1331648752598185,-1.3238477122386405,0.2586060208893186,-0.3442593610002894,0.3034038716995456,0.4577857264002586,1.1538821149645186,0.6160019671245196
2,3,0.0144846542916857,-0.1440249669224512,0.6817887590027889,1.5721140925551018,-0.2469462028741293,-0.4096515915942618,0.2550295214874053,0.751546536070218,-0.5014455745864107,-0.4364538388783353,-0.3026822474597721,0.6034271078411967,-0.2050684323966589,-0.6913742329878575,0.6430438615894001,-1.2711118883051615,1.4716262131240232,-0.1363306030929936,0.6427519054991268,0.6174727537017131,0.6620911451940316,0.5799694830558468,-0.2845029268699098,0.1932965676969376,0.5671090541079191,-1.5297614594805238,-1.403013172441143,0.5682860510092252,0.803583952749895,0.6031632042401428
2,4,0.0263383510987704,-0.158498678600258,0.6805179814004726,1.5633573281746038,-0.3396687648435917,0.4703791809279385,0.1604479473616512,-0.4532190410222277,-0.1149819637009725,-0.2391606221853369,-0.3033771103005894,0.5423845938111966,-0.0870298326109128,-0.2417446033659241,0.5424924180419247,0.3543293277014953,1.3724953522907029,-0.1602738961990652,0.542051167553595,0.6013776445086765,0.5557652569771144,0.5314250212816103,0.5550540775869146,7.091935234722453,0.4437078408203556,-0.5595131295590311,-0.764497277175983,0.3547951325899633,6.224637412130532,0.5427184500544682
2,5,-0.0278250883249802,-0.1443822642098717,0.6827418422045264,1.5546005637941065,-0.2043223732781688,-0.1267845575692685,0.2063875690798748,0.7546504591617336,-0.5650408523270529,-0.4723253328225167,-0.3010717113421278,0.6038759498561231,-0.1491554114455157,-0.3974986580715591,0.5159548989764996,-0.8958188858326765,1.496429563399138,-0.1362026256454662,0.5158122428776463,0.5767485900566945,0.528563044786694,0.5834966836491807,-0.2852731626538151,1.0996610235362418,2.0479236135572085,-1.3177204337360933,-1.354067703117681,0.5049897485633134,1.0584610398813386,0.6040474165600036
