f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.min,ic.eps.s,ela_level.mmce_lda_10,nbc.nn_nb.cor,ela_meta.lin_simple.coef.max,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,disp.diff_mean_02,ela_level.mmce_mda_10,disp.ratio_mean_02,disp.ratio_median_10,ela_distr.kurtosis,ela_level.lda_mda_50,disp.ratio_median_05,ic.h.max,ela_level.lda_mda_25,ela_level.lda_qda_10,nbc.nb_fitness.cor,pca.expl_var_PC1.cor_x,disp.ratio_mean_05,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.mmce_qda_10
1,1,-0.2267130708505561,-0.1796148624153725,0.7240576777303894,-0.7331033956965284,-0.4032894461906022,-0.1340960483678403,-0.8098464597166425,0.3970568511341841,2.078675156433984,-0.1675144749162797,1.9237405804131007,-1.251649488028799,-1.339077799345132,0.2275075265645982,-1.3392181893373785,-1.3153753601414122,-0.3161011980987904,-0.2516305324200895,-1.288571307205005,0.8174948887012325,-0.2700335446546167,0.0854086771868888,-0.4299419116868562,-0.2648455116010449,-1.3894958020961232,1.1555089441491466,0.2881116986810534,-0.2400175699568449,-0.8679778425847062,-0.0826858294934274
1,2,-0.2267127632886582,-0.1796142443438781,0.7240576777303894,-0.6874792323733124,-0.438832204151748,-0.1340960077756625,-0.7669323596536325,-1.6422690661027928,1.2779963624031336,-0.1675144650371454,1.2367088195694702,-0.8985191710230894,-0.969076117781066,-1.6796571712826307,-0.9692921019852002,-0.8105582453842067,-0.3181286957888345,-0.26689976561377,-0.8808036586142903,0.6126623024342075,-0.2721929907422216,0.2191344633257221,0.0422316748178089,-1.09318032298938,-0.945569910213819,0.8270571771168964,-0.5051205571503233,-0.257017884965714,-0.1311244877344012,-1.1419699514908297
1,3,-0.2267128305957439,-0.1796153094926343,0.7240576777303894,-0.6966405279057464,-0.4358426263793152,-0.1340960446685632,-0.7755066054204677,-1.3487060703596438,1.2487922726512533,-0.1675144650004047,1.258487924380075,-0.9254756837716168,-0.9937843205606088,-1.4009177154434205,-0.9933673917753298,-0.8479259927056191,-0.3182266225480135,-0.2646386422314306,-0.8700729310197978,0.651380657155412,-0.283331186351976,0.2618300456471569,0.0155131323532592,0.0537448004713453,-0.9363574403433688,0.8580431928746596,-0.0418577109555432,-0.2740181999745836,-0.3773886352764768,-1.0230249123682396
1,4,-0.2267129562753463,-0.1796151991487052,0.7240576777303894,-0.7148719618011374,-0.4243372816187404,-0.1340960453330064,-0.7926979681829721,-0.6647667504899664,1.0906034531618765,-0.1675144658182062,1.1159337838015695,-1.071040852613665,-1.13823227527178,-0.8170319079486588,-1.1382821168582231,-0.9875262562837296,-0.317874224139982,-0.2572966416017165,-1.0366815963027078,0.6613724906318512,-0.2688969940821924,0.099372012285723,-0.1312198467553327,-1.6029248223050772,-1.1188794996516578,0.9788886543299156,0.0090633920480996,-0.2273446078593234,-0.4496196549295665,-0.6684340410216546
1,5,-0.2267129562753463,-0.1796149935297414,0.7240576777303894,-0.7148719618011374,-0.4138737594152255,-0.1340960391451247,-0.7926979681829721,-0.6429056763388806,1.9496904266964912,-0.1675144688286302,1.8128651377409253,-1.0872147602627815,-1.1997834786456691,-0.7612840167808115,-1.1993963140177812,-1.0495708178740015,-0.3164660097579854,-0.2580680836968677,-1.092029559684827,0.6888500326920645,-0.2777620885470988,0.2153751038760358,-0.1329718823267794,-0.0736913243576143,-1.179336333176485,1.0036774669361277,-0.2979094117859807,-0.3302737878221154,-0.46416281324898,-0.6617013029581071
3,1,-0.2267074173957237,-0.1796148636126237,0.6561834184738952,-0.3681100891108009,-0.1976880293864721,-0.1340959986711606,-0.3549398505572026,0.6000525396799851,0.3799706025326766,-0.1675143211320915,0.4586008022451279,-0.6882583715845758,-0.769509864561684,0.2861895172675899,-0.7702079748745181,-0.7675500833727672,-0.2963813693753847,0.0552970156438259,-0.7390450993396798,0.5989235314041008,0.309379937167086,0.1277014709958569,-0.2880270303997398,-0.0736913243576143,-0.7688056445745619,0.653535488873441,-0.2560223348977956,-0.2202353852192508,-0.0889493286081012,-0.0579991232604329
3,2,-0.2267012155285435,-0.1796110773913259,0.7003097099527036,-0.1399892724947211,-0.1409464472208027,-0.134095999374329,0.022669933014218,0.2471523426696034,0.0489909186779808,-0.1675105084961535,0.1972515445178681,-0.4375628030232705,-0.706935244504618,-0.0541660288097616,-0.7072418323464867,-0.5362930810817569,-0.313223392704044,-0.2782851868801383,-0.5972865400650679,-1.4756308941418113,-0.0594307235844678,0.5428421645111906,0.87663861571891,0.3086170501292469,-0.6415584044889726,0.3870557533567101,7.366946907679446,-0.5651872315810398,0.2692971379934621,-0.482161621263636
3,3,-0.2266814674509146,-0.1796105114964277,0.6910030739317186,-0.0122780780575073,-0.2455816692559515,-0.1340959613054047,-0.0459669043492973,-1.4080432716268756,-0.1116315749573861,-0.1675120559931285,-0.1056760042114561,-0.402519336450185,-0.469721877582679,-1.5358862940603009,-0.4692668524979028,-0.3529796036559571,-0.312964093679739,-0.0683465311928076,-0.3832367633117716,-0.7449780711771168,0.2054992148475422,0.7535005565310992,0.1767004049262801,-0.9020261357458256,-0.3951248354544381,0.3808585502051589,2.268743953625478,-0.6841894366431263,0.0366066048828391,-1.247449514486334
3,4,-0.2267023641737389,-0.1796131483846993,0.6842637857785915,-0.1856134358179371,-0.0891270991653003,-0.1340959799546529,-0.1403693502421526,0.1846921308093589,0.4043073439925807,-0.1675134040562525,0.6585725827788647,-0.5238236438185638,-0.6844931786663945,-0.0160227348528172,-0.6845555015827116,-0.5990426945082821,-0.2920091464655616,0.0223910200678973,-0.618747995254053,-0.6812801327648088,0.0143314085658426,0.3025116854062597,0.2664922279628813,0.5634892997871662,-0.6432857425896817,0.4893096053573194,1.0489471409304638,-0.4585488919799493,0.2077311011079424,-0.3273086458021463
3,5,-0.2267036559847644,-0.1796135645883238,0.6794500085263577,-0.2677460455166734,-0.2352238391959064,-0.1340959656344761,-0.3120257504941927,0.6062985608660088,0.8180319488109509,-0.1675140916862369,0.632833640729968,-0.7340844432570722,-0.8027343561690864,0.5150492810092574,-0.8021540324806506,-0.8648472367756943,-0.3048927219231823,-0.1961133030207662,-0.8107715416818133,0.5527113015755669,-0.099323648676547,-0.1535791735431549,-0.3511003109717914,1.8378505480767275,-0.839050727336741,0.6969159109343066,-0.0874767948206923,-0.0245772142989892,-0.6037771331153533,0.2225316293871855
