f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.s,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nb_fitness.cor,ela_level.mmce_mda_10,ela_distr.kurtosis,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.sd_ratio,disp.diff_mean_02,ic.h.max,ela_level.qda_mda_10,ela_level.lda_mda_50,disp.diff_median_02,disp.ratio_mean_02,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,disp.diff_median_05,nbc.nn_nb.mean_ratio,disp.ratio_median_10,ela_level.qda_mda_25,disp.diff_mean_10,ela_level.lda_mda_25,ela_meta.quad_simple.cond
1,1,-0.2367739875931902,-0.1809045025645146,0.7204860230271984,-0.7619323847166775,-0.1685196848834506,-0.3936475134914637,-0.8339557172763692,0.4070358698718439,2.115520672300312,-0.4278665655347627,0.2419757538420422,-0.3147806808344237,-1.28302826496068,0.0411349973009493,1.9688676106555056,-1.3983941974122127,0.810138911551271,-0.1568699270363223,-0.2504329893504545,-1.2975591851062858,-1.3985282812028146,-0.1341097167950072,-1.452456042227138,-1.3470125002747997,1.182697346779072,-1.3736785821752069,-0.6985121894708056,-1.4722135836154744,-0.3056761162463932,-0.2248599761681031
1,2,-0.2367736796770224,-0.1809038843652381,0.7204860230271984,-0.7188823465224458,-0.168519675002818,-0.429135511427167,-0.7931313039759434,-1.6334420105037553,1.316982006413659,0.0424528007477739,-1.6571934607413952,-0.3168074312199856,-0.9286765900448708,-0.375810782848,1.2802272971933752,-1.027319083561488,0.5959522474285712,-0.1733219041625341,-0.2656752466677561,-0.9542741323417012,-1.0275311188340426,-0.1341096762027563,-1.0065596411133872,-0.9391152124634834,0.853096270963776,-0.8676220546985558,-0.1575720308680496,-0.9324174792617924,-0.3073875321735967,-0.2248599761681031
1,3,-0.2367737470616368,-0.1809049497342068,0.7204860230271984,-0.7275267597862225,-0.1685196749660718,-0.4261505396381826,-0.8012880299100944,-1.3397131885201308,1.2878559760469774,0.0158391816909699,-1.3796225755330465,-0.3169053218848666,-0.95572633622165,-0.1323064530621903,1.3020573935855462,-1.052098968670951,0.6364387510127386,-0.1897738812887465,-0.2634181179709432,-0.982729859819541,-1.051676115634013,-0.1341097130957234,-0.9973062787037632,-0.9290728785366263,0.8841907120784303,-0.9050815462575807,-0.3383599259800233,-0.970428899373463,-0.3162148353770696,-0.2248599761681031
1,4,-0.2367738728860053,-0.1809048393674648,0.7204860230271984,-0.74472957225145,-0.1685196757839973,-0.4146629209351215,-0.8176422654080672,-0.6553875287923243,1.1300899782274267,-0.1303175787029531,-0.7981846159913535,-0.3165530533654713,-1.1017949655762584,-0.1055408508544906,1.1591694899276983,-1.1969659893108855,0.6468868809699424,-0.1446057259058726,-0.256089088320115,-1.1063466684247776,-1.1970104232953718,-0.1341097137601677,-1.1806385214444368,-1.0959541521033744,1.0054590324255617,-1.045024552459225,-0.3913862967904255,-1.125981585842354,-0.3047753710215488,-0.2248599761681031
1,5,-0.2367738728860053,-0.1809046337059906,0.7204860230271984,-0.74472957225145,-0.1685196787948779,-0.4042155196736762,-0.8176422654080672,-0.63351410587865,1.986880704847447,-0.1320627340509411,-0.7426704389496785,-0.315145358029649,-1.1180248132823265,-0.2668946211256772,1.8577325744771749,-1.258695762275878,0.6756192383522585,-0.244214969233667,-0.2568591675225572,-1.1664990134937046,-1.258301569018372,-0.1341097075722749,-1.2413637122575931,-1.1523251198794653,1.0303345853172865,-1.107221444104401,-0.4020627472891638,-1.185148171313794,-0.3118011837753331,-0.2248599761681031
2,1,-0.0372374860616201,-0.1537918947344308,0.717922833803641,1.5283210458102154,-0.1443862583648223,-0.2535648980205397,1.444054701613319,0.5570250555656158,-0.8747517786794813,0.7474955613345818,1.188638562342088,-0.3215337579694458,0.1641331554970149,4.8229755069555305,-0.5574699081839528,0.5419514512552194,-0.592522535203487,-1.516401491375134,-0.2670560783411005,0.5564436447327779,0.5418936731640102,-0.1338550481896045,0.5237151673781628,0.5403214216410898,-0.0797369624757465,0.572801413174931,-0.3707451591595308,0.5599832770273774,0.4088850706224709,4.68969921633645
2,2,-0.0325307092933128,-0.1597649364422264,0.7163208405389176,1.5369224520428295,-0.1527099689664725,-0.2239714655873257,1.419543740181195,0.4601570398050589,-0.6174718437737475,0.4163523340540205,0.668558377425399,-0.3183206003003627,0.1722480793500486,3.2845228016670496,-0.4006901250038133,0.5874056783790859,0.0644036358557703,-0.0686275042684564,-0.1280169506174213,0.6066952485766235,0.587397705594723,-0.1338750071115556,0.52255849707696,0.5385361178318707,-0.0983936271445349,0.5409961844927397,-1.3412345094948703,0.5274586244020644,1.1568639053330527,3.5555790596523247
2,3,0.0144857985898605,-0.1440247616226452,0.7153596445800834,1.579972490237061,-0.136330442467127,-0.2780175457060583,1.4848791149137444,-0.3866569044243274,-0.4524243383625254,0.7178279204188002,-0.6667036703663469,-0.3215696052551768,0.2209376224682513,5.490180363860963,-0.3848136912640524,0.5691873308947618,-1.3996405743975626,-1.6952793517655869,-0.2793242366696604,0.5937673023007086,0.5692889579947454,-0.1338098783431298,0.5792353418359064,0.603878237249287,-0.1730202858196953,0.6470136134333784,0.1730420529095559,0.6268426499023703,0.8070144600035851,3.2777778805676827
2,4,0.0263394921745468,-0.1584984727765606,0.7140780499683048,1.5713710840044472,-0.1602737349396505,-0.369089336500274,1.3869168364445912,0.4882800121226395,-0.068931605201157,-0.4675688497014703,-0.2196684552413166,-0.3222638017307757,0.1262635108495235,0.6032947851726685,-0.1883428237345111,0.520250723467051,0.3086286736054366,-0.9552395079428764,0.5600620939921994,0.5329026736904094,0.5205346375332677,-0.1336693357885409,0.5740303254804936,0.5876319725853939,-0.0548614095840217,0.5395826187735313,7.058640861229378,0.525252604484869,6.221123782974314,4.493053951401487
2,5,-0.0278239325250056,-0.144382058897133,0.7163208405389176,1.5627696777718338,-0.136202465022986,-0.2361525625847974,1.5093900763458683,-0.1054271812485163,-0.5155307374903461,0.7208819422777778,-0.3745237911996584,-0.3199606136225572,0.1722480793500486,5.235347118779206,-0.4205356671785145,0.5727430244681608,-1.005223668513078,-1.724294656879089,-0.2800943158721025,0.5946576567274247,0.5730035728870492,-0.1337946148068935,0.537016875841997,0.562771617042019,-0.1170502918133232,0.5120180872489649,1.0776932918360076,0.4984409777989583,1.0615650605445417,6.682331926471373
