f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,disp.diff_mean_05,ic.eps.s,disp.ratio_median_05,disp.diff_median_05,ela_distr.kurtosis,disp.ratio_mean_05,disp.ratio_median_02,disp.diff_median_02,ela_level.lda_qda_25,ela_level.lda_mda_50,nbc.nn_nb.mean_ratio,disp.diff_mean_02,ela_level.qda_mda_25,disp.ratio_mean_25,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.max_by_min,nbc.nb_fitness.cor,ela_level.lda_mda_25,ela_level.lda_mda_10,disp.ratio_mean_02,disp.diff_median_25,ela_meta.lin_simple.coef.min
1,1,-0.2367745868706842,-0.1809045411169521,0.7228824951741755,-0.41294891480322,-0.7739025109046733,-0.1685198286391383,0.3821630471821078,-1.4497994910407006,-0.8538063585246185,-1.3492285327834856,-1.347900427621412,-0.3158948308302746,-1.449624780264511,-1.3060640976580078,-1.3052902060367035,-0.064089754558013,-0.2543452806260504,1.2097842270551296,-1.403482048442148,-0.7461223254948408,-1.4974817846334203,0.2065169268386515,2.020579284094949,-0.0280977721616176,-0.4533011605374385,-0.3006868632684648,0.4358305386435693,-1.4036022953524352,-1.408826776423212,-0.1341097133262158
1,2,-0.2367742789544749,-0.1809039229176714,0.7228824951741755,-0.4486037764206561,-0.7307757829763657,-0.1685198187585055,-1.671399316191106,-1.0043117612562735,-0.8128402881414282,-0.9401250427968042,-0.939830908031834,-0.3179222070094247,-1.0041548928627149,-0.9611245615403956,-0.9610103520299422,-0.2630901289044948,-0.269585850635269,0.8769563652707966,-1.031718656951707,-0.1954204161150848,-0.7925597367099059,-1.705203231822553,1.320144797735026,-0.4293748471885578,0.0158176713502508,-0.3023971792892943,1.3477125621612642,-1.031919052055216,-0.7587715591838566,-0.1341096727339649
1,3,-0.2367743463390984,-0.1809049882866473,0.7228824951741755,-0.4456047693687223,-0.7394355954774545,-0.1685198187217592,-1.3757869698556044,-0.9949613993635932,-0.8210253171890187,-0.9293591614813652,-0.92978433379968,-0.3180201278997102,-0.994910381580706,-0.988774116997918,-0.9895485409864104,-0.2421501177621035,-0.2673289718011513,0.9083552201561148,-1.0565445042941488,-0.3794707910920032,-0.8584100352142465,-1.4257979778643766,1.342348772806954,-0.1950213416129927,-0.0107280139420951,-0.3112188092914698,1.076017918242242,-1.0561086999293785,-0.8113451689671418,-0.134109709626932
1,4,-0.2367744721634838,-0.1809048779199046,0.7228824951741755,-0.4340631361688555,-0.7566690531910639,-0.1685198195396847,-0.6870730991377864,-1.1774530965958545,-0.8374363004294375,-1.0965136345368656,-1.096736071817563,-0.3176677506114294,-1.1780672613555043,-1.1134237522572397,-1.113523577116452,-0.1857947857614403,-0.2600007534691924,1.0308107542088352,-1.2016802272191929,-0.4334540703667298,-1.085107784163615,-0.8405174985204136,1.1970136632452413,-0.1692615832065078,-0.1565116954656344,-0.2997866969417119,0.8604221684117598,-1.2017117727103914,-1.0185721041258928,-0.1341097102913764
1,5,-0.2367744721634838,-0.180904672258429,0.7228824951741755,-0.4235666114870869,-0.7566690531910639,-0.1685198225505654,-0.6650594137723764,-1.2390286505232604,-0.8374363004294375,-1.1520429171112352,-1.153130841840721,-0.3162596206257747,-1.2387343666436867,-1.173708848582656,-1.1738502368754955,-0.1913459967689871,-0.260770747424362,1.055929838117091,-1.2635244978178193,-0.4443231869992246,-1.1412424648558408,-0.7846364477287731,1.907540865546946,-0.3245517241832559,-0.1582523961405431,-0.3068079942903821,0.8439224936798345,-1.2631162634678788,-1.0686746690409197,-0.1341097041034835
2,1,-0.0372380585333476,-0.1537919331037753,0.7203165600484535,-0.2722076343659999,1.5204307981524323,-0.1443864015520147,0.5331140325449233,0.524632048521936,1.432108553886452,0.5404669507422504,0.5402304078490872,-0.3226499930925042,0.5246561603994809,0.5541617318120087,0.5540853142334456,0.4912421516779485,-0.2709665294514353,-0.0650092812886422,0.5404625926487856,-0.412440444877239,0.437005673067866,1.1594358982328457,-0.5490261946836742,4.574042516376709,0.7190607440130579,0.4134150837443542,-2.53741084804925,0.5404080597653047,0.449143339175706,-0.1338550447209295
2,2,-0.0325312811327311,-0.1597649748519072,0.7187128505948774,-0.24247505435112,1.5290475270092372,-0.152710112349741,0.4356248544981091,0.5238110411362371,1.4075125415984426,0.538767074745076,0.5384443502078153,-0.3194358433064433,0.52350059648923,0.6044748573166807,0.6044825415395498,2.007355173182076,-0.1319427932697812,-0.0838485942198289,0.5860011291940932,-1.4004431467710516,0.4262105421655138,0.6359186855533221,-0.3895612828034608,3.093404430952497,0.3887627909492767,1.1609132014796937,-1.0678398185924962,0.5859962422973791,0.4379810330466778,-0.1338750036428715
2,3,0.0144852330666476,-0.1440247999260317,0.7177506249227315,-0.296775257791438,1.5721742549375448,-0.1363305854645538,-0.4166192503627529,0.5799588240137462,1.4730746242696422,0.6039289879701017,0.603814059878364,-0.3226858514466932,0.5801232280915337,0.5917832580902764,0.5915171315380504,0.7160310632367036,-0.2832333297027576,-0.1592058459445826,0.5677489899497238,0.1411598956045161,0.5417184428206704,-0.7081676413823309,-0.3734129372966038,5.216174002458988,0.6894688325396228,0.8112886001689931,1.412611282773506,0.5678540063917578,0.5499449281118911,-0.1338098748744755
2,4,0.026338928243761,-0.1584985111776889,0.7164676573598706,-0.3882752658759458,1.56355752608074,-0.1602738785010937,0.4639281642536354,0.5748047220924151,1.3747724254080806,0.5880634786631396,0.5875609353427904,-0.3233802622672388,0.5749231904954043,0.530138347562031,0.5304761241205224,1.4956600015750554,0.556060081432094,-0.0398901973803863,0.518721613911026,7.151015515788414,0.3333724164052965,-0.2581781271128414,-0.1735771616492484,0.5129362090297546,-0.4929021008915941,6.221918340380704,3.0966780837452754,0.5190095251073926,0.3354752752358318,-0.1336693323199508
2,5,-0.0278245037321148,-0.1443820972029323,0.7187128505948774,-0.2547134265630523,1.5549407972239355,-0.1362026080173981,-0.1335861528074849,0.537768166693116,1.4976706365576518,0.5625653387055212,0.5626900826880803,-0.3210763630105924,0.5379451453673683,0.5922365294912194,0.5924100661111565,0.4882206064459929,-0.2840033236579272,-0.1026879071510156,0.5713112786956066,1.0621363782646085,0.4823452228577397,-0.4140568477421396,-0.409746714687032,4.970917319037225,0.6925150587207118,1.0656756041092712,1.281713863233568,0.571575490680091,0.4851865108747815,-0.1337946113382462
