f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.min,ela_level.mmce_lda_10,nbc.nb_fitness.cor,ic.eps.s,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,ic.h.max,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_10,ela_distr.kurtosis,ela_level.qda_mda_10,ela_level.lda_mda_25,disp.ratio_median_02,disp.ratio_median_05,ela_level.lda_mda_50,disp.diff_mean_05,disp.ratio_median_25,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,disp.diff_mean_02,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,ela_meta.lin_w_interact.adj_r2
1,1,-0.2364580482621222,-0.1808589033119105,-0.7340150135778878,-0.4034667084867374,0.7174016441401084,-0.1340998341284853,0.346901647912173,-0.4337294112793912,-0.8108532702795608,1.9295582451298456,1.181185733073319,0.836130360707578,2.0860112128546087,-1.278794415029071,-0.1685061693054712,0.1716745416276384,-0.3153747633100006,-0.19349844597068,-0.3019590652744496,-1.2689511253193473,-1.313961243146032,-0.2550523273569767,-1.4140417668359582,-1.3772878654914154,-0.0301840755694037,-0.6053581822818129,-1.3652410050414894,-0.345323461742284,-0.7020587820712656,0.1198303370435205
1,2,-0.2364577403674317,-0.180858285117556,-0.6901888292764605,-0.4390106359576938,0.7174016441401084,-0.1340997935362873,-1.760068527594536,0.0351805392417274,-0.7694814359957256,1.24473899726743,0.8517121600980851,0.6335869978378961,1.2910451145633657,-0.9248398721023984,-0.1685061594248605,-1.793211691210506,-0.3174018415126219,-0.2098506093852636,-0.3036695599471426,-0.9277998122519592,-0.9089728546684752,-0.2702942407334217,-0.9729240815601996,-0.731768679735742,-0.4316825097891945,-0.6053581822818129,-0.9975524660332726,-1.1519774856560687,-0.161054117461624,0.9250788728886076
1,3,-0.236457807747346,-0.1808593504780423,-0.6989890920582655,-0.4360209598152769,0.7174016441401084,-0.1340998304292064,-1.4567680735399708,0.0086466737669702,-0.7777475367517367,1.2664479647789184,0.8827945726429223,0.6718726335022858,1.262049390613538,-0.9518593028601596,-0.1685061593881143,-1.5060360110264694,-0.3174997480108438,-0.226202772799848,-0.3124921114168247,-0.9551457125109746,-0.8983152654980131,-0.2680371629686171,-0.9636654427272386,-0.7853832300476739,-0.1971997262008437,-0.6053581822818129,-1.0221062003382768,-0.035071914083181,-0.3418635711601094,0.8705786716239625
1,4,-0.2364579335629381,-0.1808592401121791,-0.7165020528180767,-0.4245152364793089,0.7174016441401084,-0.1340998310936499,-0.7501425476043342,-0.1370720956435808,-0.7943210687675387,1.1243529047037202,1.0040159815677667,0.6817527975447082,1.1049892192186124,-1.0977642289520706,-0.168506160206038,-0.9044785335883356,-0.3171474225137215,-0.1813086514252621,-0.3010588049204001,-1.0784264103999788,-1.0637883605130818,-0.2607082986970162,-1.1443669742915172,-0.989118521233018,-0.1714257577642231,-0.6053581822818129,-1.1656511085829149,-1.6483799619105095,-0.3948962652567129,0.6096871756292989
1,5,-0.2364579335629381,-0.1808590344523423,-0.7165020528180767,-0.4140513699808498,0.7174016441401084,-0.1340998249057651,-0.727556343578994,-0.1388120212484836,-0.7943210687675387,1.8190398650713535,1.0288819116036376,0.7089232486613753,1.957946765409515,-1.1139758874067276,-0.168506163216912,-0.8470433975515229,-0.3157394994899961,-0.2803135680990173,-0.3080808356819837,-1.1380494388335691,-1.1187590836028334,-0.2614783605226555,-1.205338498313456,-1.039516198526237,-0.3268015624940326,-0.6053581822818129,-1.226817511792421,-0.1591725331468257,-0.4055739889003239,0.6169431195846506
2,1,-0.0369354645450826,-0.1537465113501182,1.5975292347776588,-0.2631633210355367,0.7148418306446213,-0.1338451658541711,0.5017784755145106,0.7381104836221797,1.4977033488591938,-0.5827613586997087,-0.0807602162469223,-0.490281661987782,-0.890883112661522,0.1667451305111582,-0.1443727961807763,1.1510947561500302,-0.3221289327225444,-1.5447817681394973,0.412217473592759,0.570845180631459,0.556726119142958,-0.271675041248361,0.5410214419504689,0.4659803742328418,4.574494922810713,0.9965484170449403,0.557396299643085,2.384890157657812,-0.3742526662123976,0.8570342429073051
2,2,-0.032229016077841,-0.1597195055010607,1.6062857151575645,-0.2335232489771308,0.713241947209942,-0.1338651247501741,0.4017538576880052,0.4079596000920045,1.4728637160873803,-0.4268515011171987,-0.0994096637738203,0.1309336521795971,-0.6347542177713305,0.1748509597384865,-0.1526964883666557,0.6130182185420524,-0.3189152553407695,-0.105791387656092,1.1597936715951915,0.6206057532339301,0.5550433419055169,-0.132639050936398,0.5402084882968429,0.455257464170454,3.0930400629633144,0.5960717672132521,0.6024356939303704,0.2131293240440909,-1.3448577454166697,0.2717214305088938
2,3,0.0147842123700833,-0.1439794560034208,1.6501118994589918,-0.2876545064042246,0.7122820171491342,-0.1337999960664206,-0.4726548981501574,0.7085317483388437,1.5390751831430285,-0.4110631611088434,-0.1740074538814196,-1.253524334264997,-0.4704451153889469,0.2234859351024567,-0.1363169981061489,-0.7684479482380032,-0.3221647858064003,-1.7225743812653391,0.8101325500824933,0.6080535367215946,0.6195498026741031,-0.2839429227464753,0.5958054853864775,0.5657034378130381,5.216980632237183,1.3970250668766286,0.584383614123289,0.5233808717031939,0.1695993913688742,1.0735838591748164
2,4,0.0266370791511144,-0.1584530519188716,1.641355419079086,-0.378869827496853,0.7110021104013908,-0.1336594536945477,0.4307932628634418,-0.4733127187909142,1.4397993130633364,-0.2156824535054454,-0.0558942862110512,0.361882486671249,-0.0886680833828209,0.1289179274502921,-0.1602602376054004,-0.3059439580468646,-0.3228590945649172,-0.987024339671136,6.221327460165853,0.547085627947397,0.6038438817913174,0.555424467200268,0.5907019430053817,0.3523175275715445,0.5111483598642728,0.0621029007710009,0.5358936210801231,0.3992802526394287,7.05601929325529,-0.79199995334574
2,5,-0.0275225676105995,-0.1443367504331379,1.6325989386991808,-0.2457235435381048,0.713241947209942,-0.1337847325500281,-0.1822608463957859,0.7115766181474226,1.5639148159148415,-0.446586926127643,-0.1180591113007184,-0.8805481416635094,-0.5332691839469176,0.1748509597384865,-0.1361890209451511,-0.4661577585705902,-0.3205555339271764,-1.7514136512874243,1.0645461261367892,0.6085018301684636,0.5786022232296971,-0.2847129845721145,0.5540287004084824,0.502438268444957,4.971588656208735,0.9965484170449403,0.5879068570635039,2.012588300466895,1.0743585081042095,0.9160492537441696
