f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.mmce_lda_10,pca.expl_var_PC1.cov_init,disp.diff_mean_25,nbc.nb_fitness.cor,disp.ratio_median_02,disp.ratio_median_10,disp.diff_median_02,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio,ela_level.lda_qda_25,disp.ratio_median_05,nbc.nn_nb.mean_ratio,disp.ratio_mean_02,ela_level.mmce_mda_50,ela_level.qda_mda_50,disp.ratio_median_25,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_25,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_10,pca.expl_var_PC1.cor_x,disp.ratio_mean_25
1,1,-0.236775079552583,-0.7899151116698321,-0.1809046857662026,-0.4110442856281206,0.7013320126397528,0.247029393225707,-0.1685198469700708,-0.8699970665667002,0.4087617951139555,0.224234477661579,-1.559130799925584,-0.5054263244969152,-1.3080883583210323,-1.4019885583196825,-1.307330807067657,0.5171626466845757,1.9939686807081012,-0.0926909860419476,-1.3646429964634592,1.2064734963947,-1.3977556375852531,0.0418419706437828,-0.7054765859426855,-1.4676932207126414,-1.3080797067973486,-0.1258018276581196,0.0422824429582091,-0.1466044464508119,-0.3179377919037863,-1.5590050138976927
1,2,-0.2367747716363397,-0.7465557948058791,-0.1809040675669062,-0.4466725712742854,0.7013320126397528,-1.653490074005818,-0.168519837089438,-0.8287820652846382,-1.6319220902791287,0.3524624845230671,-0.8372309110153595,-0.0239994981589779,-0.9628840212189556,-0.8902989331250172,-0.9627845022966244,1.3568970473404738,1.3002881391178034,-0.2919056807562444,-0.9531273448617564,0.8741439460478057,-1.0268702830685623,-0.5366350107206264,-0.275201524606926,-0.8017623271548845,-0.950675045990593,-0.8357749610735465,0.8422570703780441,-0.1631074920086064,-1.11678989088904,-0.83742048729504
1,3,-0.2367748390209706,-0.7552623109793601,-0.1809051329359091,-0.4436757995844211,0.7013320126397528,-1.375721844179672,-0.1685198370526917,-0.8370168307755594,-1.3381636136681787,0.3418289424906513,-0.905626018315132,-0.0512416469591765,-0.9905548025109748,-0.9281753997944536,-0.9913447780007482,1.2990814415348104,1.3222780121941526,-0.2709431175412511,-0.94229798560908,0.9054957904201578,-1.05100800326239,-0.4752980863473842,-0.2463101535819825,-0.8570722020350956,-0.97795784452546,-0.7545662561188938,0.7881138136563975,-0.1796105375664016,-0.0106869846018103,-0.9048273113727764
1,4,-0.2367749648453699,-0.7725887113245961,-0.1809050225691636,-0.4321427691416099,0.7013320126397528,-0.7938704995964876,-0.1685198378706172,-0.8535275355848572,-0.6537688649681989,0.3003372784818119,-1.1365467441091337,-0.2008501690586276,-1.115300128007784,-1.0696761620689563,-1.1154157629431962,1.0293857216161275,1.1783442975125926,-0.214527091707612,-1.1104380371637927,1.0277679834723112,-1.1962985113521574,-0.3048769312025685,-0.3835441659504621,-1.0672497265799017,-1.1252849566137408,-0.5101360946712273,0.5289310048527747,-0.1343021761259096,-1.6083911825720787,-1.1368835909846549
1,5,-0.2367749648453699,-0.7725887113245961,-0.1809048169076828,-0.4216540682270848,0.7013320126397528,-0.7383168536312531,-0.168519840881498,-0.8535275355848572,-0.631893233731213,0.3013797826026369,-1.194473212536492,-0.2026365394717562,-1.1756315036116944,-1.1325653897465144,-1.175789111709487,1.0308766684707154,1.8820202359557725,-0.2200842812847412,-1.166294732256545,1.0528494589701942,-1.257571185690333,-0.2802687040588119,-0.4304926438659953,-1.1192410089673028,-1.141654635734661,-0.4908389766622009,0.5361394266056563,-0.234220615594014,-0.1335873075226042,-1.194345145936169
2,1,-0.0372385291747136,1.5167918822922948,-0.1537920770660411,-0.2704079091522653,0.6987866190734877,1.1943652507380302,-0.1443864198104548,1.4298082397378564,0.558766123596149,0.4391988273757163,0.4218846293642501,0.6976941487446456,0.5535655174567944,0.5661584078620349,0.5534837518876714,1.2898044388840448,-0.5508593580367098,0.4632390041865428,0.5361945355194733,-0.0664113851226557,0.542081529530199,-1.1459640977578038,1.0491582864828768,0.4338602776690607,0.1515500148180271,-0.6034054983815211,0.7746580930510178,-1.5103561202722318,2.385869312353592,0.4212085721236785
2,2,-0.032531751254193,1.525455082464913,-0.1597651189655191,-0.2406974908330548,0.6971957480945724,0.6739153043269419,-0.1527101306331841,1.4050627694376372,0.4618883281180699,0.4391988273757163,0.4108053198909454,0.3587303628536493,0.6039172670209613,0.5339991437087392,0.603919983450274,0.6771909424102809,-0.3929320877611084,1.980984856289532,0.5344846366901035,-0.0852224917460628,0.587571848357027,-0.4988044525742553,1.2918973948263734,0.422798302693017,0.159734854378487,-0.3235972872506395,0.1931787383185388,-0.0580881111862751,0.2351136612397601,0.4101582730945402
2,3,0.0144847681385658,1.568814399328866,-0.1440249436408158,-0.294957220672265,0.6962412255072228,-0.662296074941998,-0.1363306036987958,1.4710232410199182,-0.3850111097709466,0.4391988273757163,0.529013700491955,0.6673258517214733,0.5912159247885583,0.641196690886392,0.5909445390440198,1.5132808063105208,-0.3769394527964907,0.6882700099743376,0.6000307584826188,-0.1604669182396983,0.5694685582116567,-1.258353911280032,0.6691851657709029,0.5367366449462566,0.2088438917412472,-1.510370044805758,0.9897894355870284,-1.6897892337915297,0.5423644685417361,0.5283964727063091
2,4,0.0263384646250223,1.5601511991562478,-0.1584986552592109,-0.3863890276342368,0.6949685287240905,-0.2149430311167254,-0.1602738968072569,1.3721237074739512,0.4900141397084795,0.4391988273757163,0.3155407061519768,-0.5460662513955722,0.5295236910883191,0.532569843079704,0.5298562897594785,-0.428760302170263,-0.1790305951093453,1.468738596787586,0.5840717027418331,-0.0413299096247725,0.5207289308971983,-0.5792402995068311,1.0785655748475524,0.3166033429230112,0.1133540968692132,-0.5390817716847667,-0.8635758906539587,-0.9474522390645346,0.4194641456208229,0.3151257014439617
2,5,-0.0278249733336724,1.55148799898363,-0.1443822409267698,-0.2529267409613901,0.6971957480945724,-0.3699084645986806,-0.1362026262512556,1.4957687113201374,-0.103752993866845,0.4391988273757163,0.4676849244310621,0.670451999944447,0.5916695441540012,0.504698480813514,0.5918381646918336,1.349773634590779,-0.4129228814668807,0.4602142047964601,0.558423220301284,-0.1040335983694699,0.5731820536260922,-1.200322569657443,0.8342787144848638,0.4714709925876059,0.159734854378487,-1.2981017467064704,0.8332865899744578,-1.7188946050480045,2.017168343591228,0.4676198280460543
