f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,ic.eps.s,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,ela_level.lda_mda_50,ela_level.lda_mda_25,ic.h.max,ela_level.mmce_mda_10,disp.diff_median_25,ela_level.lda_qda_25,ela_meta.lin_simple.coef.min,disp.diff_mean_02,disp.diff_median_05,ela_distr.kurtosis,ela_level.lda_qda_50,disp.ratio_mean_10,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_25,disp.diff_median_10,disp.diff_mean_05,nbc.nb_fitness.cor,disp.ratio_mean_25
1,1,-0.2367752097776092,-0.1809047202315976,0.6824013214278404,-0.8177516775461674,-0.4084481135296551,-0.1685198480699464,0.408470661180105,2.187469559889888,1.279390654306488,-0.89846582234419,2.0313822638638888,-1.3733117480963613,-0.260550697391664,-0.320818743149703,0.9498484849489396,0.2502929574997709,-1.4458921765560084,-0.1129842162786143,-0.134109721958177,-1.4121202080575246,-1.3564296164757057,-0.3159782234627397,-0.2610231177677998,-1.5022129039036851,-0.0268531897055409,-0.6631422925807628,-1.3921666306610967,-1.4724635305636744,-0.5611698564703657,-1.545274945808787
1,2,-0.236774901861357,-0.1809041020322975,0.6824013214278404,-0.7737979883171462,-0.4440433763835645,-0.1685198381893136,-1.6319806327279802,1.320279229010842,0.8762324473993389,-0.8566649339469214,1.2798101893625726,-0.9506571723032724,-0.2758109823281557,-0.322538007934833,0.7350892398954493,-1.6535839706683255,-0.7145868002451163,-0.3146210158710253,-0.1341096813659262,-1.0015107654347182,-0.9043182442083956,-0.3180056484726954,-0.4201058930736203,-0.89960979182548,-0.4279197615085623,-0.1020115199761418,-0.8274282803324035,-0.977684994687268,-0.0562912923546607,-0.7530142640615993
1,3,-0.2367749692459899,-0.1809051674013068,0.6824013214278404,-0.78262385398651,-0.4410493823117404,-0.1685198381525673,-1.3382556378928188,1.288649186547174,0.9142662405037912,-0.8650167598005217,1.30363524071564,-0.9829208803790808,-0.2735511840361666,-0.3314057947212956,0.7756839752409246,-1.3753250350129882,-0.7737315659003556,-0.2934035842754961,-0.1341097182588933,-1.0289306985783535,-0.8931873700689772,-0.3181035717214756,-0.4137337318374482,-0.9419678355126736,-0.1936891938517832,-0.2895473308203178,-0.8707025360688919,-0.9673000658601292,-0.0848604875411709,-0.8270233017133274
1,4,-0.2367750950703928,-0.1809050570345607,0.6824013214278404,-0.8001877657663388,-0.4295270414898716,-0.1685198389704928,-0.653938894606644,1.117319789868944,1.0625980336111316,-0.8817621706369898,1.1476894500410155,-1.1571449039884456,-0.2662134860527662,-0.3199138669470024,0.7861600359752401,-0.7924457908507613,-1.0068597183696293,-0.2363016374982667,-0.1341097189233376,-1.1892318461872962,-1.0781577629902457,-0.3177511859459357,-0.3748812487446778,-1.115396052118736,-0.1679429485825528,-0.3445529131348502,-1.0267257852307223,-1.1699834816522356,-0.2417568873359394,-1.0818085133012432
1,5,-0.2367750950703928,-0.1809048513730786,0.6824013214278404,-0.8001877657663388,-0.4190480622384872,-0.1685198419813736,-0.6320657566933872,2.0477702056753304,1.0930250680946954,-0.8817621706369898,1.910091093339176,-1.1765031288339307,-0.2669844760582684,-0.3269719013280643,0.8149692029946134,-0.7367940037196886,-1.0632245841804568,-0.2419263928541286,-0.1341097127354448,-1.2575383068587176,-1.140639069826181,-0.3163430220444631,-0.3540389713680321,-1.1817303469496276,-0.3231516269556468,-0.3556278625941516,-1.0960142635692032,-1.2383720373431486,-0.243630277184236,-1.1448981847420618
2,1,-0.0372386535738491,-0.1537921113677472,0.6794044041511207,1.5205758074818712,-0.2679420887044528,-0.1443864209059808,0.5584578925853,-1.059881466380567,-0.2647813457341089,1.4340321020492444,-0.7258259518138503,0.352796633959383,-0.277193447165608,0.3970195484523979,-0.4565626686330687,1.199302380155862,0.6443049305955191,0.4497049176122126,-0.1338550533526012,0.7349497935579069,0.7354821340107228,-0.3227335484278847,-0.685170100050495,0.7651412459184228,4.572872893217878,-0.3231413441802001,0.7767614179737496,0.720428172212806,0.7005582063568224,0.62889219307477
2,2,-0.0325318755159042,-0.1597651533032867,0.6775313308531711,1.5293577633717856,-0.238259208083287,-0.1527101317302102,0.461591138969449,-0.7804827579514475,-0.2876016215967753,1.408934865359176,-0.5547187648236368,0.3624757463821253,-0.1379898723790728,1.1484287471746777,0.2021196500370888,0.6779330059806049,0.6317474519880046,1.985903924676428,-0.1338750122745658,0.7852467123420898,0.7335033119414929,-0.319519321226727,-0.4944035230425973,0.7283776608314259,3.0930115257021527,-1.3298542500307278,0.7418067465538889,0.7195163248035936,0.3450824826427038,0.6167595639515345
2,3,0.0144846452496011,-0.1440249778835542,0.6764074868744009,1.573311452600807,-0.2924686462019215,-0.1363306047928698,-0.3852117716723473,-0.6012458506572994,-0.3788827250474494,1.4758329904465126,-0.5373914547486786,0.4205504209185801,-0.2894761155291258,0.7969748300459043,-1.2658383603590255,-0.6606389265929706,0.7577056725244461,0.6774719098071711,-0.1338098835060958,0.765087382797139,0.8059281996753087,-0.3227694076457479,-0.6490611863788538,0.8394676244638787,5.214667527891462,0.2409427482802351,0.8595847424392813,0.7818765559558265,0.6687105789357946,0.7465786955701416
2,4,0.0263383420821513,-0.1584986895893324,0.6749090282360413,1.5645294967108925,-0.3838157077569201,-0.1602738979056463,0.4897137448579214,-0.1847836248856027,-0.2343543112505452,1.3755275619447755,-0.3229659925710699,0.307627442653251,0.550902990468272,6.235914221616239,0.4469975697017419,-0.2124955881164743,0.5164295377525868,1.467429639848766,-0.1336693409514112,0.7109370710415877,0.7879209188453162,-0.3234638351916749,0.58240322363107,0.7259800357170548,0.5138969741327399,7.383546819565902,0.7399441530501663,0.77615218055355,-0.6037894755190939,0.5124189534917216
2,5,-0.0278250974579593,-0.1443822751716652,0.6775313308531711,1.5557475408209782,-0.2504771232854786,-0.1362026273453066,-0.1039857127876177,-0.6697776093285919,-0.3104218974594417,1.500930227136581,-0.5763779024173347,0.3624757463821253,-0.2902471055346279,1.052692844928992,-0.8703670676385733,-0.3677347837978729,0.6848531248777981,0.4466433419121868,-0.1337946199698491,0.7690218998310627,0.7603658215312893,-0.3211598804439667,-0.6689299391221956,0.6964093259731637,4.969539502012731,1.1793601324650689,0.7093355331389914,0.7350177307602007,0.6719890111703123,0.6798492353923531
3,1,-0.2367695498092047,-0.1809047214290965,0.603170320924565,-0.4661221637139977,-0.2025429757719302,-0.1685196942624305,0.6115783703746379,0.3476554232528959,0.663243206014427,-0.4553597016814369,0.4286060819302463,-0.6990002493119681,0.0461969813491768,0.1404871449868797,0.7206846563857625,0.3088737860587893,-0.7860973272772206,0.0789694601695278,-0.134109672261408,-0.7800420746592043,-0.7458145964630779,-0.296259101639718,0.0307687655052402,-0.8069016207365247,-0.3019730803107091,-0.0698941665441671,-0.7794354543864849,-0.7804220051610339,-0.4094252787584099,-0.8148906725900946
