f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_level.lda_qda_10,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.lda_mda_10
1,1,-0.134109701142869,-0.2367747224794083,0.6978093828289011,-0.7744304871819511,-0.1934482741004544,0.031645846930889,-0.1685198108078104,-0.1809046158235659,-0.8437631869316776,0.4218952760432283
1,2,-0.1341096605506183,-0.2367744145631897,0.6978093828289011,-0.7312952394166733,-0.2097868107643437,0.1572946027359376,-0.1685198009271776,-0.1809039976242771,-0.8028936183652333,1.3257466500113244
1,3,-0.1341096974435853,-0.2367744819478153,0.6978093828289011,-0.7399567626942166,-0.2261253474282336,0.19741137416767,-0.1685198008904314,-0.1809050629932669,-0.8110593663305569,1.0564447327976711
1,4,-0.1341096981080296,-0.2367746077722045,0.6978093828289011,-0.7571936249380838,-0.1812686376782813,0.0447657973362356,-0.1685198017083569,-0.1809049526265228,-0.8274316910010305,0.8427476648872388
1,5,-0.1341096919201368,-0.2367746077722045,0.6978093828289011,-0.7571936249380838,-0.2801910505705597,0.1537623083960364,-0.1685198047192376,-0.1809047469650445,-0.8274316910010305,0.8263932974451134
2,1,-0.1338550325379915,-0.0372381880755618,0.6952654186188068,1.5203560754997014,-1.543605531143709,0.9788053435014744,-0.1443863837912031,-0.1537920074555852,1.4367669048238776,-2.525161737027678
2,2,-0.1338749914599014,-0.0325314105318452,0.6936754409874979,1.5289745066216351,-0.105814304721409,-0.3170420657650487,-0.1527100945646081,-0.1597650492818822,1.4122288321880805,-1.0685327435157546
2,3,-0.13380986269161,0.0144851050969768,0.6927214544087122,1.572109754386913,-1.7212499843256373,2.2726342988594834,-0.1363305677272809,-0.1440248741500258,1.4776364733903216,1.3900738286170204
2,4,-0.1336693201373109,0.0263388006344782,0.6914494723036652,1.5634913232649792,-0.9863128987535776,1.294693380184046,-0.16027386069386,-0.1584985855910905,1.379565840326786,3.0593095988765637
2,5,-0.1337945991554052,-0.0278246329881287,0.6936754409874979,1.5548728921430457,-1.7500652217146793,2.3908400058768837,-0.1362025902804991,-0.1443821714316022,1.5021745460261189,1.2603291802428271
3,1,-0.1341096514461001,-0.2367690625116222,0.6305533290245298,-0.4293485050597294,-0.1744361587097457,0.0713841582547746,-0.1685196570002955,-0.1809046170210648,-0.4105294286314377,0.8798175644227226
3,2,-0.1341096521492697,-0.2367628534997003,0.6742777138855279,-0.2136722662333407,-0.5059599208352186,0.4614503760752664,-0.1685158437860383,-0.1809008300169156,-0.0509098882385896,1.042270947681162
3,3,-0.134109614080277,-0.2367430826716787,0.6650558436239355,-0.0929280462150509,-0.6203296774824469,0.659385012479002,-0.1685173915177451,-0.1809002640050111,-0.1162767007010044,1.7411475830412964
3,4,-0.1341096327295587,-0.2367640034681702,0.6583779375724377,-0.2568075139986184,-0.4034727363071828,0.2356358450601696,-0.1685187397853499,-0.1809029014384942,-0.2061815857992165,0.9245195020978664
3,5,-0.1341096184093561,-0.2367652967674018,0.6536080046785104,-0.3344595784072403,0.0136055450764762,-0.1929071503913866,-0.1685194275196374,-0.1809033177281744,-0.3696598600649936,0.1602253969692253
4,1,-0.1341096072666651,-0.2367586932870748,0.5658412394302529,-0.0929280462150509,0.8352854071186415,-0.9083229075906124,-0.1685177710480347,-0.18090238662661,-0.0345375635681158,-1.094699731423156
4,2,-0.1341095175299902,-0.236704034814601,0.6863615438834761,0.0709945137241264,0.0418266538595587,-0.1564488266688367,-0.1685131822533127,-0.1808961510220005,0.0880711421312169,0.569084583022348
4,3,-0.1341096670401607,-0.2367594689769706,0.6329382954714934,-0.222333789510884,0.1466903528114327,-0.2953436862485143,-0.1685184697239712,-0.1809022317980884,-0.1898500898685695,0.0228487104553769
4,4,-0.1341095390286376,-0.2367582871690521,0.6501100538896307,-0.036822059611263,0.3091845265413909,-0.5104351808746259,-0.168515818013033,-0.180899857584165,-0.0018337429669952,-0.5582764793214614
4,5,-0.1341096102994663,-0.2367640034681702,0.6577419465199141,-0.0670296606936403,1.1718592623947712,-1.055291582804349,-0.1685157194171609,-0.1809002495580276,0.0308292488942989,-1.0140181853753394
5,1,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.9004613151924117,0.944870087164569,-0.1685197905929983,-0.1809046039474935,-0.8927985034634454,1.4227825635012668
5,2,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.8630312130169553,0.7849076149147687,-0.1685197905929983,-0.1809035199491148,-0.8927985034634454,1.2243495718701491
5,3,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.8817462641046835,0.7285170588456353,-0.1685197905929983,-0.1809044802295787,-0.8927985034634454,1.4369563486177757
5,4,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.9910659276012548,0.9373008850076386,-0.1685197905929983,-0.1809030544099434,-0.8927985034634454,0.7435311690716802
5,5,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.9560123398496366,0.795630651303754,-0.1685197905929983,-0.1809046499669075,-0.8927985034634454,0.5123894425563117
