f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ela_distr.kurtosis,ela_meta.quad_simple.cond,ic.m0,ela_meta.quad_simple.adj_r2,ela_level.lda_qda_10
1,1,-0.1341093471817451,-0.2367027873148275,-0.7391317846350022,0.7240788769500791,-0.2109898335945324,-0.3148478786282199,-0.2336882167241587,-0.4220053394686425,1.251473089014058,0.043924181246214
1,2,-0.1341093065894963,-0.2367024794035585,-0.6957302249728189,0.7240788769500791,-0.2274656811152783,-0.3168746624646396,-0.2336882167241587,-0.7902671348543732,1.251473089014058,0.1700005055148881
1,3,-0.1341093434824616,-0.2367025467871009,-0.7044452234664241,0.7240788769500791,-0.2439415286360249,-0.3169725547451741,-0.2336882167241587,-0.7365349867731809,1.251473089014058,0.2102537897693443
1,4,-0.1341093441469059,-0.2367026726094675,-0.7217885040507132,0.7240788769500791,-0.1987078381699754,-0.3166202804117012,-0.2336882167241587,-0.6382444719905139,1.251473089014058,0.0570887773545899
1,5,-0.1341093379590134,-0.2367026726094675,-0.7217885040507132,0.7240788769500791,-0.2984616058864948,-0.315212561842324,-0.2336882167241587,-0.5661647611498891,1.251473089014058,0.1664561911780176
2,1,-0.1338546785887426,-0.0371694604010453,1.569822517752853,0.7215115033891494,-1.5724939605362112,-0.3216010672205897,4.683188427131947,-0.2961934805468255,1.2465221201237564,0.994306754147021
2,2,-0.1338746375097219,-0.0324627585173689,1.5784941580449978,0.7199068949135685,-0.1226193787105288,-0.3183878565193815,3.548533478173076,-0.1572762196539873,1.241880586789099,-0.3059502768648451
2,3,-0.1338095087444673,0.0145530013350376,1.621895717707181,0.7189441298282196,-1.7516313572163262,-0.3216369150979686,3.270601302453189,-0.7483298485471027,1.2459032490124688,2.2925384626806755
2,4,-0.1336689661967216,0.0264065063279313,1.6132240774150366,0.717660443047755,-1.0105177796467524,-0.3223311230310552,4.486450434483847,-0.2791564579844952,1.2449749423455374,1.311269721987141
2,5,-0.1337942452089743,-0.0277560566336925,1.6045524371228923,0.7199068949135685,-1.7806887610256428,-0.320027896909464,6.676760759557775,-0.614654748442673,1.2459032490124688,2.4111464103109443
3,1,-0.1341092974849785,-0.2366971274380236,-0.3919193073375364,0.6562039384330017,-0.1918179382976634,-0.2951349929811379,-0.2157535299043385,-0.1572762196539873,1.010113355611863,0.0837977175360053
3,2,-0.1341092981881481,-0.2366909185259097,-0.1749115090266202,0.7003306715114801,-0.5261278625368088,-0.3119710864685671,-0.0485839118885093,-0.6172758288368773,1.1713292801023034,0.4751912864504028
3,3,-0.1341092601191571,-0.2366711480156982,-0.0534218285336758,0.69102394235311,-0.6414587951820334,-0.3117118787398277,-0.1217542198995221,-0.6474182533702286,1.1246045112000835,0.6737994719700305
3,4,-0.134109278768438,-0.2366920684758943,-0.2183130686888034,0.6842845867556698,-0.4227793644521269,-0.2907643094699472,-0.1785223354464433,-0.3250253648830748,1.0039246444989864,0.2486083342004771
3,5,-0.1341092644482361,-0.2366933617543364,-0.2964445477210254,0.6794707613289266,-0.0021959113770733,-0.3036433488005569,-0.2160518496714707,0.086484257007034,1.044770137843973,-0.1813929444548301
4,1,-0.1341092533055455,-0.2366867583801584,-0.0534218285336758,0.5908963734768541,0.8263894384844631,-0.2782044541244607,-0.1277950537898637,0.3630082385956082,0.6318283888372692,-0.8992431803259638
4,2,-0.1341091635688749,-0.2366321007863032,0.1115127698229126,0.7125256959258955,0.026262370704216,-0.3016151861996227,0.156881097730296,-0.2175610687206902,1.077725024520042,-0.1448105571921318
4,3,-0.1341093130790384,-0.2366875340575852,-0.1836265075202254,0.6586108511463734,0.1320073557010061,-0.2986391229949207,-0.175282888186612,0.0799315560215206,1.0029963378320548,-0.2841780602240703
4,4,-0.1341091850675212,-0.2366863522686639,0.0030305497681849,0.6759406226826483,0.2958671483164292,-0.299665613176019,0.1555309799917203,0.0261994079403283,0.9804075422700544,-0.5000014868084965
4,5,-0.1341092563383466,-0.2366920684758943,-0.0273635494557815,0.6836427433654375,1.1657918974118393,-0.2873973665253643,-0.0429180551124906,0.148079646270839,0.929505393366643,-1.0467119732707484
5,1,-0.13410931024394,-0.2367029873783536,-0.7825333442971855,0.7240788769500791,-0.9239446899468308,-0.3204780635234714,-0.2203220815663702,-1.2686143067966984,1.251473089014058,0.960256019982088
5,2,-0.13410931024394,-0.2367029873783536,-0.7825333442971855,0.7240788769500791,-0.8862000210811211,-0.3204594502025248,-0.2245102178800275,-1.2581299852198815,1.251473089014058,0.7997492135838167
5,3,-0.13410931024394,-0.2367029873783536,-0.7825333442971855,0.7240788769500791,-0.905072355513976,-0.3200409951723524,-0.2195488952018561,-1.3184148342865842,1.251473089014058,0.743166766848779
5,4,-0.13410931024394,-0.2367029873783536,-0.7825333442971855,0.7240788769500791,-1.0153107534709698,-0.3205070175782775,-0.217378300215454,-1.3236569950749928,1.251473089014058,0.9526610606887947
5,5,-0.13410931024394,-0.2367029873783536,-0.7825333442971855,0.7240788769500791,-0.9799625715173684,-0.3202809001978878,-0.2075723376089214,-1.3786996833532872,1.251473089014058,0.8105087392493162
6,1,-0.1339231544657766,-0.2294833203832796,0.9361424034043938,0.6457739833417252,-0.5051586020558585,-0.3075452523767935,-0.2321413654305339,-1.0484435536835175,0.8609654177915326,0.5140521615010885
6,2,-0.1340156719745418,-0.230119266832893,0.9101274825279604,0.6215443953604515,-0.3445939789445849,-0.3042231192789341,-0.2302071378489487,-0.8911787300312471,0.7180061910840786,0.1669625217975705
6,3,-0.133517644036506,-0.2298086212488595,0.9361424034043938,0.6311720462139376,-0.3029550188466985,-0.3078396186006544,-0.231392455342826,-0.8833154888486345,0.8609654177915322,0.1835448495879283
6,4,-0.1339472113674981,-0.2271826651817773,0.9795439630665772,0.6735337099692766,-0.7576884104192987,-0.3131692328317295,-0.2307405198447253,-1.026164370332779,0.8782938089075873,0.7043058917980929
6,5,-0.1340260320372998,-0.2323553061156069,0.8319960034957384,0.5032847507101301,0.0022975015831303,-0.2951997949133227,-0.2319699522932289,-0.6723185171151717,0.401453617660431,-0.0546837069117147
7,1,-0.1341092527817352,-0.2366832722402059,-0.1836265075202254,0.7155744520294995,-1.5479299696870985,-0.2934735817410796,-0.230274049880719,-0.826962260373238,0.51501646658172,1.885575227215026
7,2,-0.1341091802309373,-0.2366875340575852,-0.2270280671824087,0.7125256959258955,-1.2657436357863143,-0.2915708867109713,-0.2300301124541024,-0.714255803422445,0.2782982665141826,1.1527882380670809
7,3,-0.1341092028750367,-0.2366882747228301,-0.2270280671824087,0.7112420091454309,-1.153408311781226,-0.2656514926015471,-0.2303319561969,-0.5334012562223306,-0.5344342203843618,0.906711556964368
7,4,-0.1341092558960631,-0.2366926049034113,-0.3051161880131699,0.7038608101577583,-0.9293367854990744,-0.2973741065528016,-0.2296860245091923,-0.5412644974049462,-0.0339222091304513,0.8381037580149494
7,5,-0.1341091962530134,-0.2366909185259097,-0.2791012671367364,0.7061072620235714,-1.219012141000198,-0.3025941090049682,-0.2283053656481831,-0.7194979642108534,0.4569972998984998,1.252029039499451
8,1,-0.1340439908361574,-0.2319353147188524,0.8450034639339553,0.7037003493102002,0.0250641272481618,-0.3084317979596627,-0.144897821317413,0.061583993262091,1.0056265400550273,-0.1765828035690775
8,2,-0.1340728893276122,-0.2305575604431012,0.8927408437422107,0.7125256959258955,-0.0896676836690357,-0.3089543497106852,-0.13594431277493,-0.1481024382742697,1.0571475600697269,-0.0454431731048743
8,3,-0.1340233396273772,-0.2298086212488595,0.9144633026740324,0.7134884610112444,-0.0821786620686966,-0.3117111893575704,-0.1454529997552683,-0.1166494735438161,1.0494116711786308,-0.048227991512415
8,4,-0.1340713168182138,-0.2314747608574723,0.8667259228657771,0.7049840360906648,-0.0510243322112853,-0.3104151507138735,-0.1755150790276773,-0.0104957175785336,0.9779320578249036,-0.108607917894099
8,5,-0.1340376534069706,-0.2314747608574723,0.8667259228657771,0.706428183718688,0.0085882797274153,-0.3057301088933605,-0.1707920815185813,-0.0288432803379661,1.0328568689516853,-0.136962432589062
9,1,-0.1340867623686497,-0.2332505006495489,0.8059377244178441,-0.1178591901872847,0.8392705556370466,-0.1961210875139779,-0.2332175266905284,0.0065413049837966,-0.0534166491360131,-0.8840532617393766
9,2,-0.1340982519684128,-0.2332505006495489,0.7972660841256998,-0.077262595755085,0.9704782140749908,-0.1947616257026106,-0.2331721065597298,0.0117834657722051,-0.0066918802337934,-0.952154730069243
9,3,-0.1340949692363966,-0.2330875767000604,0.8059377244178441,-0.1449770734246039,0.8132087604678662,-0.2035567645410605,-0.2332558553641238,-0.0262221999437618,-0.0695072980294931,-0.8722810748347714
9,4,-0.1340974480417367,-0.2332505006495489,0.7972660841256998,-0.0515888601457885,0.8806099548709194,-0.2030797120190188,-0.2333912891449437,0.0261994079403312,-0.034386362463917,-0.907091304929034
9,5,-0.1341018167081279,-0.2330875767000604,0.8059377244178441,-0.0878530116939196,0.925843645336969,-0.18908042652032,-0.2330627763023573,0.0261994079403283,-0.0172126891256838,-0.9298761828089148
10,1,-0.1254657549522028,0.0654290571607982,1.6392823564929309,0.6955168460847369,-1.9888835615150744,-0.2826578635065257,-0.2113433831237605,-0.976363842842896,0.6302812110590501,2.8270970142736576
10,2,-0.1041900837000491,0.0326128641924194,1.6305673579993256,0.697121454560318,-2.021535695692553,-0.2691611376733881,-0.2132192258245682,-0.8754522476660218,0.5007824310221035,2.6384888584901995
10,3,-0.1318729071392725,-0.0461587768574864,1.5784941580449978,0.7054654186333391,-1.2570563707299207,-0.2431914186591819,-0.1953349188050016,-0.5281590954339221,-0.3657918425584693,0.8231670047381386
10,4,-0.1303134900353878,0.1266068092878757,1.673968917661509,0.6915053248957843,-2.175509979795529,-0.2341915332903183,-0.2095197474698476,-1.0340276115153946,0.6527152888432285,3.308364268158696
10,5,-0.1325186235627294,-0.0461587768574864,1.5611508774607088,0.7078723313467108,-1.3319465867333138,-0.215812602311084,-0.2095023451208827,-0.538643417010739,-1.2653210028151112,0.9805092447642044
11,1,-0.1329351821561521,-0.0853834258842325,1.5437642386749593,0.7118838525356632,-1.5308550004383248,-0.2317911042704498,-0.1302055836626205,-0.1363075765003478,-1.1802262250130549,1.2951937248163363
11,2,-0.1335698428558741,-0.0853834258842325,1.539428418528887,0.7118838525356632,-1.6018509252095414,-0.2309397171827021,-0.1417336827227277,-0.1114073127554077,-1.4000801872980029,1.4144345857210463
11,3,-0.1287883407526902,-0.0707689944815455,1.569822517752853,0.7038608101577583,-1.741446287839865,-0.2501266041674752,-0.1523221419504707,-0.4036577767092101,-0.0554279802476982,1.6529163075304654
11,4,-0.1315394579877084,-0.0629407098763797,1.587165798337142,0.7016143582919447,-1.87774648096604,-0.2583199122953146,-0.1771327578815895,-0.4377318218338679,0.1255918198039478,1.9616514028028509
11,5,-0.1331806728225264,-0.0853834258842325,1.539428418528887,0.7104397049076405,-1.590767173241039,-0.2118424498913762,-0.1701963556076376,-0.1048546117698971,-1.4051858739661265,1.395320604832924
12,1,0.1054418267806666,3.0840694937672857,2.2469041917634955,-0.9450348593493032,-0.2472366981401738,4.455392626915929,-0.2283933780280735,-0.6565920347499434,-1.2526341450337135,0.0645571539929953
12,2,1.5049655104200357,6.393693300196739,2.342378951380007,-0.1565302544487874,-0.1453860043755603,1.134440440863314,-0.2237801458350741,-0.8715206270747156,-0.6807972382038979,0.0207595554016686
12,3,10.218186565159163,4.456881707335702,2.4551969915808063,-0.7455820258345821,-0.3212282315515263,4.99731739813266,-0.2044404368656937,-0.9304949359443132,-1.2529435805893572,0.2050639009189268
12,4,2.4922413917078874,3.756480102073916,2.3771088707500456,-0.822442771814913,-0.104346166005701,5.504189839095448,-0.2091991091901678,-0.7706090318978415,-1.2947173806012755,-0.0324051596513864
12,5,0.3714410720334922,5.028794008859986,2.351050591672151,-1.013712102104171,-0.0366454107386335,5.264027673978088,-0.2295668184187821,-0.6120336680484688,-1.3471667072829063,-0.0702533734629663
13,1,-0.1341091130181139,-0.2366896575336401,-0.2704296268445919,0.7109210874503147,-0.7346222238902537,-0.3176005819815613,-0.2315533835648796,-0.9082157525935776,0.9525583422621088,0.6621538677203138
13,2,-0.1341090869396933,-0.2366882747228301,-0.2530429880588422,0.7112420091454309,-0.7208424241456296,-0.3188945524784864,-0.232667829992597,-0.9842270840255086,1.010113355611863,0.693546366132594
13,3,-0.1341090807884879,-0.2366909185259097,-0.2877729074288809,0.697121454560318,-0.5333173232731343,-0.3155152006532724,-0.2322733187415609,-0.5124326130686968,0.4983069465769527,0.3724061706811628
13,4,-0.1341092962294641,-0.2366909185259097,-0.2877729074288809,0.6948750026945044,-0.5545861446180982,-0.3153952481405047,-0.2320560069088607,-0.5347117964194356,0.4894880332411032,0.4045581650227722
13,5,-0.1341092025203947,-0.2366903025755901,-0.2791012671367364,0.6943936201518303,-0.5363129319132697,-0.3150319436909152,-0.2313624362908614,-0.5137431532657989,0.530488244363912,0.3006338053595385
14,1,-0.1341093029350525,-0.2367017102429977,-0.5655255459862693,0.5841570178794138,-0.6237847042052327,-0.2319806843912033,-0.1911763229787124,-0.8217200995848296,0.4082611998845953,0.5955713912491065
14,2,-0.1341092987873709,-0.2367016033749144,-0.5481822654019802,0.5262306519109388,-0.8065168312535107,-0.2268537485437703,-0.2252163181892816,-0.8059936172196014,0.1857770353766745,0.7910150103965286
14,3,-0.1341093193606868,-0.2367023349250658,-0.6263137444342023,0.5138751666489648,-0.78884274027671,-0.2254970442614322,-0.2247215259023348,-0.5347117964194356,-0.0049899846777524,0.5768371583256487
14,4,-0.1341093412404715,-0.236702257531958,-0.6176421041420578,0.3503655629872585,-0.7627809451075295,-0.1082669020277573,-0.2274119725581933,-0.6657658161296581,-0.2410893136340021,0.6851919109099713
14,5,-0.1341092963211818,-0.2367016033749144,-0.5481822654019802,0.5520648483677932,-0.5009647499596689,-0.2136513889344936,-0.2078363747485926,-0.8230306397819288,0.202486555381442,0.380127712629344
15,1,-0.1341092484424653,-0.2366940734557326,-0.2964445477210254,0.3270987400913337,-0.2634129847969069,-0.1712723040501181,-0.2315865785455303,-0.4508372238048889,0.2114601864951131,0.0337975688551559
15,2,-0.1341092642831441,-0.2366931171801898,-0.2704296268445919,0.2443009427513526,-0.5183392800724554,1.2655602568167794,-0.2284601160363542,-0.6841133788890935,-0.1187075513768633,0.4397481430816993
15,3,-0.1341073002305659,-0.2366867583801584,-0.1749115090266202,0.1419269220092831,-0.3526821222729511,0.9454345755300908,-0.2269668204716691,-0.8282728005703401,-0.1369642491598499,0.278861588718763
15,4,-0.1341092946091167,-0.2366957408363569,-0.3572327461689584,0.4612440086499073,-0.5851413527474817,-0.2381782308842009,-0.2317825725007485,-0.5491277385875588,0.4559142754537466,0.4087353926340835
15,5,-0.1341092955996687,-0.2366951489515882,-0.3225028267989196,0.1424083045519573,-0.2014038859460979,0.0596576538776721,-0.2321853933734153,-0.377446972767165,-0.177345589171371,-0.0663293111614314
16,1,-0.134109350483585,-0.2367021765183692,-0.6523286653106358,-2.487224065230227,1.416224779727184,-0.3039294424373304,-0.2177153837149057,2.687906548255006,-1.8435013385356245,-1.1555730564746234
16,2,-0.1341093505732646,-0.2367021765183692,-0.6436570250184913,-2.489149595400924,1.416224779727184,-0.3050931196876286,-0.2136147377106698,2.6669379051013697,-1.844120209646912,-1.1555730564746234
16,3,-0.1341093507057459,-0.2367021765183692,-0.6523286653106358,-2.489149595400924,1.416224779727184,-0.3043010194740074,-0.2169070010996099,2.647279802144835,-1.8438107740912688,-1.1555730564746234
16,4,-0.1341093504285543,-0.2367021765183692,-0.6436570250184913,-2.488026369468017,1.416224779727184,-0.3056701326369766,-0.2204954959738063,2.695769789437619,-1.843501338535625,-1.1555730564746234
16,5,-0.1341093506446007,-0.2367021765183692,-0.6523286653106358,-2.489791438791156,1.416224779727184,-0.305033832813502,-0.2192487046822102,2.698390869831826,-1.8433466207578029,-1.1555730564746234
17,1,-0.1341093187512732,-0.2367025467871009,-0.6176421041420578,0.1242762287778916,0.0906679564671339,0.0344814138416017,-0.2094449608751706,-0.2319770108888163,-0.2401610069670707,-0.1735448198517598
17,2,-0.134109348147839,-0.2367036169587195,-0.9301246620694849,-0.1602208539426237,0.729930840272094,0.1059558768947162,-0.2306907056208131,0.7142330114190114,-0.5393851892746632,-0.7872175307498833
17,3,-0.134109343924745,-0.2367034804878791,-0.8693364636215518,0.2828115461652973,0.6119038598507468,-0.2146254860640382,-0.2311156709825379,0.2568544826303257,0.2407018465034561,-0.6064574995694951
17,4,-0.1341093446829453,-0.236703524061434,-0.8867231024073017,0.0058561232800122,0.6508467721725107,0.0769383989210504,-0.229009856240158,0.5726946701319691,-0.3869881781200723,-0.6251917324929529
17,5,-0.1341093463053308,-0.2367036906887523,-0.9908695023159568,-0.1295728320590263,1.0549543777268178,0.7371914983073125,-0.2250093172483432,1.013036176358327,-0.7802807693433924,-1.0083574288396158
18,1,-0.1341092277122101,-0.2366977305249868,-0.3441819275292809,0.1276459065766118,0.1490823249497798,0.0644185277464865,-0.2096097176139966,-0.1716921618221105,-0.2457308469686595,-0.2420260361462906
18,2,-0.1341093350016247,-0.236702408825474,-0.661043663804241,-0.1761064778508759,0.668820424013325,0.1082921933646572,-0.2310290072846923,0.7037486898421945,-0.570638180394691,-0.7569642762315968
18,3,-0.1341093102174438,-0.2367018122553769,-0.5915838250641635,0.2351546744405407,0.651745454764552,-0.2073842148335102,-0.2314310885575282,0.397082283720266,0.2035695798261954,-0.6193689303680939
18,4,-0.1341093023439824,-0.236702091628736,-0.6176421041420578,-0.0061784402868455,0.3980174029450569,0.1105499202572675,-0.2292296479075856,0.6487060015639001,-0.3834296692301681,-0.5205078769003892
18,5,-0.1341093295515507,-0.2367028408553538,-0.7131168637585686,-0.1196242595104236,1.0879060727683108,0.7417062627102758,-0.2212293095237871,1.0798737264105436,-0.7593938693374335,-1.0313954720292726
19,1,-0.1341093469249354,-0.2367029407380382,-0.7304601443428577,-0.1754646344606436,0.8880989764712592,-0.200034021206331,-0.2333227238900217,0.0157150863635114,-0.1018433135942739,-0.9108887845756812
19,2,-0.1341093496520105,-0.2367029873783536,-0.7391317846350022,-0.1263636151078643,1.1430252717468077,-0.1972227203611203,-0.2327091605713889,0.0759999354302142,-0.0161296646809308,-1.0345600384014784
19,3,-0.1341093486206951,-0.2367029640581959,-0.7304601443428577,-0.1221916330713537,0.906971310904114,-0.1930795329948338,-0.233321592737339,0.0510996716852712,-0.0665676602508766,-0.920382483692298
19,4,-0.1341093457692914,-0.2367029407380382,-0.7304601443428577,-0.1971268488809875,0.9444164189058104,-0.1710710044309907,-0.2330979290472666,0.0288204883345354,-0.1038546447059589,-0.9391167166157556
19,5,-0.1341093477096319,-0.2367029873783536,-0.7391317846350022,-0.1358308051137924,0.8994822893037743,-0.1906460136266156,-0.2331723675949643,0.0550312922765776,-0.0834318980334657,-0.9165850040456508
21,1,-0.1341093507383566,-0.236703803860732,-1.0603293410560344,-1.6388675641905388,1.4386918445282015,-0.147103251491942,-0.2304502486639895,0.9186772821669638,-1.3634120739542075,-1.1650667555912404
21,2,-0.1341093507037077,-0.2367037958104858,-1.0603293410560344,-1.648334754196467,1.4347975532960262,-0.1521715898475058,-0.2313134051726525,0.9252299831524772,-1.4064236161887016,-1.163421181077693
21,3,-0.13410935058957,-0.2367037873343007,-1.0429427022702848,-1.4933295754553395,1.4383922836641885,-0.1780785750762989,-0.2323704238487855,0.809902445807477,-1.255264347256686,-1.1649401729363522
21,4,-0.1341093500209198,-0.2367037958104858,-1.0603293410560344,-1.5162754766561484,1.4198195100953466,-0.1544810204094126,-0.2316714149967346,0.8911559380278165,-1.204981069464562,-1.157092048333282
21,5,-0.1341093506772114,-0.2367037784747704,-1.05165770076389,-1.5782133638135758,1.416224779727184,-0.1687753615142297,-0.2327625422768389,0.947509166503213,-1.2727474561505627,-1.1555730564746234
22,1,-0.1341093507383566,-0.236703918566092,-1.2165489409190178,-1.174333410509832,1.187360279620816,0.0560101323543739,-0.232092638853432,0.3577660778071998,-1.2252490983592337,-1.0367119435345789
22,2,-0.1341093506568297,-0.2367039211217257,-1.225263939412623,-1.1993653027288955,1.1001880681928673,-0.0303563662206243,-0.2304922753367399,0.3092760905144159,-1.1709431583437395,-0.9935472582176929
22,3,-0.134109350577341,-0.2367039211217257,-1.225263939412623,-1.4296266189747728,1.2445764046474084,-0.0113549230630611,-0.2299288742889986,0.3800452611579386,-1.432416202862784,-1.083927273807887
22,4,-0.1341093503776,-0.2367039223356517,-1.2165489409190178,-1.1475364489676287,0.9800641617234253,-0.0354467648084212,-0.2312042489387697,0.3892190425376533,-1.1734186427888904,-0.9310154267029088
22,5,-0.1341093507302039,-0.2367039131140734,-1.1992056603347288,-1.3606284545247889,1.326356520523113,-0.0173235946466399,-0.2300533010840982,0.3813558013550406,-1.2818758050420562,-1.1187375039021492
