f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ic.eps.s,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ela_level.mmce_lda_10,ela_level.lda_mda_10,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_10
1,1,-0.2267130708505561,-0.1796148624153725,-0.7331033956965284,-0.8098464597166425,0.7240576777303894,-0.2400175699568449,0.3970568511341841,0.4453835721538599,1.1555089441491466,-0.0826858294934274
1,2,-0.2267127632886582,-0.1796142443438781,-0.6874792323733124,-0.7669323596536325,0.7240576777303894,-0.257017884965714,-1.6422690661027928,1.4252973256164458,0.8270571771168964,-1.1419699514908297
1,3,-0.2267128305957439,-0.1796153094926343,-0.6966405279057464,-0.7755066054204677,0.7240576777303894,-0.2740181999745836,-1.3487060703596438,1.1333326728959907,0.8580431928746596,-1.0230249123682396
1,4,-0.2267129562753463,-0.1796151991487052,-0.7148719618011374,-0.7926979681829721,0.7240576777303894,-0.2273446078593234,-0.6647667504899664,0.9016522197250998,0.9788886543299156,-0.6684340410216546
1,5,-0.2267129562753463,-0.1796149935297414,-0.7148719618011374,-0.7926979681829721,0.7240576777303894,-0.3302737878221154,-0.6429056763388806,0.8839215727987555,1.0036774669361277,-0.6617013029581071
3,1,-0.2267074173957237,-0.1796148636126237,-0.3681100891108009,-0.3549398505572026,0.6561834184738952,-0.2202353852192508,0.6000525396799851,0.9418416860914796,0.653535488873441,-0.0579991232604329
3,2,-0.2267012155285435,-0.1796110773913259,-0.1399892724947211,0.022669933014218,0.7003097099527036,-0.5651872315810398,0.2471523426696034,1.117966112226492,0.3870557533567101,-0.482161621263636
3,3,-0.2266814674509146,-0.1796105114964277,-0.0122780780575073,-0.0459669043492973,0.6910030739317186,-0.6841894366431263,-1.4080432716268756,1.8756557575455743,0.3808585502051589,-1.247449514486334
3,4,-0.2267023641737389,-0.1796131483846993,-0.1856134358179371,-0.1403693502421526,0.6842637857785915,-0.4585488919799493,0.1846921308093589,0.9903054543568214,0.4893096053573194,-0.3273086458021463
3,5,-0.2267036559847644,-0.1796135645883238,-0.2677460455166734,-0.3120257504941927,0.6794500085263577,-0.0245772142989892,0.6062985608660088,0.1616932213323562,0.6969159109343066,0.2225316293871855
4,1,-0.226697060103096,-0.1796126336792372,-0.0122780780575073,0.0398612957767227,0.590876507085259,0.8303840823288843,0.456394052401422,-1.1988384194824118,0.4397319801449026,0.9676213084192596
4,2,-0.2266424645264053,-0.1796063993636549,0.161102858287661,0.1686035959657527,0.7125046123250286,0.0047869661708764,0.0941248236120039,0.6049593944909482,0.3188865186896397,-0.1141052737899566
4,3,-0.2266978349004014,-0.1796124788827218,-0.1491505680271551,-0.1232208587084823,0.6585903071000121,0.1138980788641658,0.4657630841804594,0.0127557871510704,0.4831124022057682,0.2584395657260804
4,4,-0.2266966544523953,-0.1796101051595971,0.0470652392719904,0.0742011500728974,0.675919905208053,0.2829739390432861,0.618790603238058,-0.6172732002983415,0.3746613470536077,0.5838552387973178
4,5,-0.2267023641737389,-0.1796104970524307,0.0151146513703176,0.1084981331402381,0.6836219488116271,1.1805905715115967,0.4501480312153982,-1.1113672279791156,0.3994501596598127,1.1965344025797158
5,1,-0.2267132706870804,-0.179614850541755,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-0.9756675648861072,-3.5254444536891647,1.5304991640460863,-0.5270317114972011,-2.2169637956365027
5,2,-0.2267132706870804,-0.179613766767461,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-0.93672138868397,-3.5754126231773604,1.3153673146731144,-0.5084401020425404,-2.239406255848312
5,3,-0.2267132706870804,-0.1796147268494153,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-0.9561944767850384,-3.6128887502935063,1.5458657247155851,-0.4991442973152136,-2.232673517784769
5,4,-0.2267132706870804,-0.1796133013245261,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-1.0699420390262016,-3.625380792665556,0.7940862950386138,-0.5177359067698672,-2.243894747890674
5,5,-0.2267132706870804,-0.1796148965516559,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-1.0334686359162633,-3.6659799303747143,0.5434931518129532,-0.5208345083456498,-2.286535422293112
6,1,-0.2195017954773505,-0.1785737032044265,1.0279619614287636,0.8809948055032526,0.6457535677607223,-0.5435504670242964,-1.3705671445107297,1.547047767844005,0.2507172840225691,-1.173389395787363
6,2,-0.2201370203511891,-0.1787243046834082,1.0006148105856774,0.8638034427407482,0.6215242222578129,-0.3778746698469503,-1.0457740428374576,0.7148894054342797,0.4676193943268832,-0.8614391988432114
6,3,-0.2198267272407454,-0.1784810903182702,1.0279619614287636,0.8809948055032526,0.6311517767622802,-0.3349102373699891,-1.2675077949413265,0.9761209368157427,0.4180417691144732,-1.0230249123682396
6,4,-0.2172037507111459,-0.1780234593297928,1.0735861247519796,0.9196003470684276,0.6735130165819362,-0.8041189316147873,-1.5704398224635117,1.5494118541008508,0.3529711360231715,-1.3529290774818383
6,5,-0.2223705225149698,-0.1791722916411605,0.9184822008869408,0.812315096910903,0.5032657610946069,-0.0199407647511156,-0.8302863119196143,0.7420763973880062,0.4056473628113639,-0.6325261046827549
7,1,-0.2266935779186874,-0.1796123656660251,-0.1491505680271551,-0.200474813067667,0.7155533379181099,-1.6195158587674738,0.7405880163655284,1.3366440909847297,0.2166326666890304,-0.9669187618387158
7,2,-0.2266978349004014,-0.1796131741953739,-0.194774731350371,-0.2433889131306771,0.7125046123250286,-1.328346827161018,1.1091032663409772,0.048217081003759,0.3374781281442934,-0.4978713434118981
7,3,-0.2266985747252515,-0.1796133335163047,-0.194774731350371,-0.2261975503681725,0.7112209383910998,-1.2124355884641806,0.7437110269585472,-0.0758974474806458,0.3684641439020564,-0.5315350337296123
7,4,-0.2267028999925992,-0.1796136314551775,-0.2768617624643689,-0.3292171132566971,0.7038398132710083,-0.9812313043435548,0.0504026753098332,1.1392428885381018,0.5140984179635244,-0.7402499136994404
7,5,-0.2267012155285435,-0.1796134076363162,-0.2495146116212825,-0.2948772589605223,0.7060862426553837,-1.280127751863134,0.7031118892493884,1.019856532567388,0.4211403706902489,-0.7043419773605452
8,1,-0.2219510076608828,-0.1791665390064727,0.9321557763084842,0.812315096910903,0.7036793540292672,0.0035505796247769,0.0660177282748944,0.3248151730547207,0.7526907392982747,-0.0333124170274421
8,2,-0.2205748166521481,-0.179012724808203,0.982337798105548,0.8552291969739128,0.7125046123250286,-0.1148334321642597,-0.2681444051774141,0.773991561855424,0.6969159109343066,-0.3519953520351412
8,3,-0.2198267272407454,-0.1789472703223605,1.0051726690595248,0.8552291969739128,0.7134673677754756,-0.1071060162511374,-0.4024338606769397,0.6699717665542089,0.6721270983281017,-0.3991245184799364
8,4,-0.2214909763663156,-0.1791277895883559,0.9549906472624612,0.812315096910903,0.704963027963196,-0.0749599660525479,-0.1369779602709004,0.3011743104862599,0.7433949345709479,-0.1993866225948325
8,5,-0.2214909763663156,-0.1791102694509928,0.9549906472624612,0.812315096910903,0.7064071611388663,-0.0134497353840927,-0.3774497759328421,0.5293086342718799,0.7340991298436209,-0.334041383865689
9,1,-0.2232647013176504,-0.1793174445721232,0.8910894714591158,0.8208893426777379,-0.1178719636852731,0.843675237699455,0.4501480312153982,-1.1113672279791156,0.9633956464510376,0.9451788482074452
9,2,-0.2232647013176504,-0.1793243509041794,0.8819737545114205,0.812315096910903,-0.0772757755247696,0.9790595644973612,0.4501480312153982,-1.1113672279791156,0.9571984432994862,1.0461699191605922
9,3,-0.2231019622295998,-0.179316387763639,0.8910894714591158,0.8208893426777379,-0.1449895755395224,0.8167838303217888,0.4501480312153982,-1.1113672279791156,0.9293110291175056,0.9294691260591834
9,4,-0.2232647013176504,-0.1793263026425453,0.8819737545114205,0.812315096910903,-0.0516022968461902,0.8863305735398912,0.4501480312153982,-1.1113672279791156,0.9540998417237108,0.9788425385251592
9,5,-0.2231019622295998,-0.1793189761822559,0.8910894714591158,0.8208893426777379,-0.0878660854796835,0.9330041656551517,0.4501480312153982,-1.1113672279791156,0.9726914511783644,1.0147504748640592
10,1,0.0750759601383465,-0.1398390080604665,1.7671098701326529,1.6534486066374328,0.6954959327004698,-2.0745061077321267,0.8530163977139691,1.243262683839317,-0.2326645617984827,-1.2541822525498767
10,2,0.0422970020187205,-0.1446817342356544,1.7579485746002188,1.6491400481395984,0.6971005251178812,-2.1081976411133407,1.546324749362683,0.7952683381670392,-0.2357631633742583,-1.0095594362411535
10,3,-0.0363852608957223,-0.1571965310819098,1.7032086943293074,1.6191087523412582,0.7054444056884193,-1.3193830247017952,0.6687587727262534,-1.4577058646070291,-0.1830869365860659,-0.5046040814754408
10,4,0.1361842970121164,-0.1299065507191519,1.8035727379234348,1.7435639296468703,0.6914844516569418,-2.26707331228714,0.037910632937784,1.5139505602481675,-0.3101296011928801,-1.577353679599933
10,5,-0.0363852608957223,-0.1594311589631709,1.6849772604339164,1.5933431438119183,0.7078512943145362,-1.3966571838330208,0.6874968362843272,-0.9695220525683664,-0.1366079129494247,-0.5741757081320503
11,1,-0.0755654037277583,-0.1658508923748014,1.6667002479537871,1.5933431438119183,0.7118627753580642,-1.6018973504855545,0.4501480312153982,-1.1113672279791156,-0.994920549439368,-0.8277755085254972
11,2,-0.0755654037277583,-0.1661272957089564,1.662142389479939,1.5847688980450834,0.7118627753580642,-1.6751532533419564,0.4501480312153982,-1.1113672279791156,-1.0197093620455795,-0.8793931670126589
11,3,-0.0609675545698007,-0.1596454758209484,1.6940929773816118,1.6276829981080931,0.7038398132710083,-1.8191922859625596,0.4532710418084101,-1.1113672279791156,-0.9422443226511754,-0.9781399919446204
11,4,-0.0531481523171231,-0.1572592028806382,1.7123244112770026,1.6362572438749283,0.7015933838866325,-1.9598312555813888,0.5906835079009477,-1.0688136753558903,-0.9019625021660924,-1.0364903884953252
11,5,-0.0755654037277583,-0.1659895463618093,1.662142389479939,1.5847688980450834,0.7104186421823943,-1.6637166777905346,0.4501480312153982,-1.1113672279791156,-1.0383009715002334,-0.8726604289491162
12,1,3.090291300475911,1.3505508704379112,2.4058481566576755,2.683387008149673,-0.9450393548607527,-0.2774182629763572,0.2533983638556211,0.6085055238762191,0.6163522699641336,-0.1702114243194803
12,2,6.396159846751331,1.835215861909671,2.5062122002518032,2.657621399620333,-0.1565426409448833,-0.1723254065578917,-0.5117392314323678,0.9560262036325528,0.3808585502051589,-0.5023598354542601
12,3,4.461545854531916,8.43486492987864,2.624807677741321,3.056709668837676,-0.7455885173765393,-0.353765132198008,-1.0863731805466172,0.9950336268705124,0.3033935108107615,-0.8973471351821064
12,4,3.761938958999664,5.383631954552564,2.5427206466273238,2.975168591595074,-0.8224484941705361,-0.1299791673539803,-0.2962515005145297,0.8106348988365327,0.4056473628113639,-0.3497511060139558
