f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,nbc.nn_nb.mean_ratio,ela_level.lda_mda_25,ela_level.lda_qda_10,disp.diff_mean_02,nbc.dist_ratio.coeff_var
1,1,-0.1340165045952231,-0.229630304393637,0.7232901223051407,-0.7326384694801998,-0.264316691632821,1.1429638698224152,-0.2235836274009414,0.09405617591199,-1.3801088341422934,-1.247896903433653
1,2,-0.134016464003464,-0.2296299968034469,0.7232901223051407,-0.687161401459961,-0.2816725501802131,0.8073163252997665,-0.225758884991034,0.226758766219806,-0.9831713847499536,-0.8831825347100274
1,3,-0.1340165008959841,-0.2296300641167241,0.7232901223051407,-0.6962931603731158,-0.2990284087276059,0.8389811879905861,-0.2369786346662513,0.2691276655349521,-1.0096783210128426,-0.9110233262156476
1,4,-0.1340165015604204,-0.2296301898078877,0.7232901223051407,-0.7144658149266578,-0.2513786879884004,0.9624741524847624,-0.2224387549851026,0.1079126712854972,-1.1646419483958834,-1.0613636003459972
1,5,-0.1340164953726026,-0.2296301898078877,0.7232901223051407,-0.7144658149266578,-0.3564605224662505,0.9878060426374194,-0.2313687598286427,0.223028171311554,-1.2306740203880493,-1.0780680752493694
2,1,-0.1337618390753003,-0.0303050436840755,0.7207237007543938,1.68673246286923,-1.6985417297764456,-0.1426295554247172,0.6846436600837166,1.0943885534532358,0.6954705404190742,0.2415854421170309
2,2,-0.1337817977554357,-0.0256032497804868,0.7191196872851773,1.6958187901460011,-0.1712261776058968,-0.1616284730392047,1.6353457141959815,-0.2742068357454427,0.7440927311971541,0.2499376795687168
2,3,-0.1337166697760884,0.0213634837220745,0.7181572792036469,1.74129585816624,-1.8872472463462775,-0.237624143497162,1.1906772678843205,2.460852174132913,0.7246046434417462,0.3000511042788332
2,4,-0.1335761289242662,0.0332046283046612,0.7168740684282737,1.732209530889469,-1.106549172778109,-0.11729766527206,8.072161897764607,1.428010326676901,0.6722573654669588,0.2026083340091622
2,5,-0.13370140642478,-0.0209014558768982,0.7191196872851773,1.7231232036126982,-1.9178566696025885,-0.1806273906536923,1.5142182126002717,2.585693868026913,0.7284081535268055,0.2499376795687168
3,1,-0.1340164548990561,-0.2296246504187499,0.6554403525572724,-0.368821925318289,-0.2441207835049454,0.6299930942311948,0.3600723301935104,0.1360253686298232,-0.7690768995496988,-0.6660243609661898
3,2,-0.1340164556022172,-0.2296184479810671,0.699550722960733,-0.1414365852170947,-0.5962869314847666,0.3576752750901782,-0.0114387687460723,0.5479896349267775,-0.7019469071206081,-0.4071049999639213
3,3,-0.1340164175336856,-0.2295986980868354,0.6902474448392758,-0.0141371400695331,-0.7177779413165147,0.3513423025520157,0.2554309913858747,0.7570361853213184,-0.4474646344192068,-0.3709119710066151
3,4,-0.1340164361827414,-0.229619596731925,0.6835105882685656,-0.1869136532373336,-0.4874183642329404,0.4621693219698739,0.062863451041844,0.3094980318635346,-0.6778710803966236,-0.4961955327819118
3,5,-0.1340164218627124,-0.2296208886617828,0.6786985478609151,-0.2687814620010403,-0.0443706296776818,0.6743239019983395,-0.051623790542003,-0.1431030718268779,-0.8047201023055651,-0.713353706525744
4,1,-0.1340164107201563,-0.2296142921733668,0.5901570043601511,-0.0141371400695331,0.8284712747239167,0.4115055416645667,-0.1291316530942672,-0.8986817762803143,-0.6527365446798904,-0.4154572374156073
4,2,-0.1340163209845684,-0.2295596915744921,0.71174122532678,0.1586848047346513,-0.0143923285503671,0.2880125771703835,0.0627489638002599,-0.1045980029524206,-0.5412976203320656,-0.3068781505436879
4,3,-0.1340164704929278,-0.2296150670419449,0.6578463727610977,-0.1505683441302495,0.0970007272174432,0.4558363494317113,-0.1577534634902288,-0.2512903241661815,-0.7046132853245675,-0.4794910578785338
4,4,-0.1340163424829554,-0.2296138864853508,0.6751697182286384,0.0450148505022462,0.2696126294978749,0.3450093300138532,0.0398515154834905,-0.4784569069722311,-0.7020253300089601,-0.3681278918560581
4,5,-0.1340164137529208,-0.229619596731925,0.6828689828808789,0.0131672733971638,1.1860019608002048,0.3703412201665033,-0.1175684416942992,-1.0539011715700792,-0.6534031392308801,-0.387616445909987
5,1,-0.1340164676578637,-0.2296305042485441,0.7232901223051407,-0.7781155375004387,-1.0153520251381734,-0.5764381742888991,-1.6839828810444926,1.0585481952275306,0.7150762625070095,0.6118679691417742
5,2,-0.1340164676578637,-0.2296305042485441,0.7232901223051407,-0.7781155375004387,-0.9755913310114196,-0.5574392566744045,-1.6710458227455176,0.8896055400966972,0.5835610787411389,0.609083889991218
5,3,-0.1340164676578637,-0.2296305042485441,0.7232901223051407,-0.7781155375004387,-0.9954716780747964,-0.5479397978671607,-1.6892492941573496,0.8300492570971049,0.6468875610851703,0.600731652539532
5,4,-0.1340164676578637,-0.2296305042485441,0.7232901223051407,-0.7781155375004387,-1.1115981498100778,-0.5669387154816483,-1.7507289428878754,1.050554063281277,0.6305756003080082,0.6035157316900938
5,5,-0.1340164676578637,-0.2296305042485441,0.7232901223051407,-0.7781155375004387,-1.0743619441993082,-0.5701052017507366,-1.6413936271753014,0.9009305603538904,0.6326145954051535,0.6035157316900938
6,1,-0.1338303141260375,-0.2224183656635389,0.6450142650073637,1.0227490971191893,-0.574197656969903,0.2183498792505887,0.1212519442496056,0.5888929433851103,-0.1168337371282647,-0.2038672219728935
6,2,-0.1339228305183961,-0.2230536489709799,0.6207936616221907,0.9954901152888764,-0.40505692639895,0.4400039180862981,-0.0643318743578099,0.2235611134413042,-0.2266257808207026,-0.4210253957167315
6,3,-0.1334248085900514,-0.2227433273170314,0.6304177424374912,1.0227490971191893,-0.3611939384337214,0.3893401377809979,0.0159236819924668,0.2410149681906255,-0.3642971613221851,-0.3736960501571769
6,4,-0.133854370737465,-0.2201201095028505,0.6727636980248132,1.0682261651394285,-0.840215634341757,0.3228439261302773,0.0820973076279302,0.7891459486387716,-0.1351846930025723,-0.2957418339414402
6,5,-0.1339331904561395,-0.2252873565920451,0.5025778689409169,0.9136223065251696,-0.0396372137102109,0.3766741927046658,0.0627489638002604,-0.0097343038568739,0.1203562886915778,-0.3319348628987464
7,1,-0.1340164101963522,-0.2296108096686361,0.7147888509182918,-0.1505683441302495,-1.6726657224876056,0.1835185302906878,0.6348417099947433,2.032499937346138,0.2534007187803072,-0.1565378764133388
7,2,-0.1340163376464298,-0.2296150670419449,0.71174122532678,-0.1960454121504884,-1.375407199730445,0.307011494784871,0.8532833669367231,1.2611994400650686,0.1574111034377757,-0.2762532798875059
7,3,-0.134016360290256,-0.2296158069348507,0.7104580145514067,-0.1960454121504884,-1.2570718005436776,0.3386763574756907,0.9198004542969382,1.0021895650064403,0.1967793933903498,-0.3068781505436879
7,4,-0.1340164133106426,-0.2296201326000747,0.7030795525930098,-0.2778677892778113,-1.0210321242991376,0.487501212122524,0.5825210405909252,0.9299759064252796,-0.220155892531684,-0.4822751370290955
7,5,-0.1340163536683126,-0.2296184479810671,0.705325171449913,-0.2506088074474983,-1.32617967366875,0.3925066240500791,0.5031813821733191,1.3656560974961205,-0.0870330395546027,-0.3681278918560526
8,1,-0.1339511490382887,-0.2248678031472711,0.7029191512460882,0.9272517974403264,-0.0156545728083591,0.7313206548418092,-0.2048077197811901,-0.1380401215942504,-1.0819450126289718,-0.7690352895369846
8,2,-0.1339800471810262,-0.2234914855443151,0.71174122532678,0.9772720290989508,-0.1365144605111112,0.6743239019983395,-0.1065776665022496,-8.1099889318329e-06,-0.9684670931840024,-0.7272741022785542
8,3,-0.1339304980787062,-0.2227433273170314,0.7127036334083102,1.000033278927262,-0.1286254338986602,0.6489920118456893,-0.1189422885933052,-0.0029392917025579,-0.95195907518596,-0.6938651524718097
8,4,-0.1339784746906032,-0.2244077295349565,0.7042023620214614,0.9500130472686374,-0.0958070831908634,0.7218211960345654,-0.2109900308267182,-0.0664926406752767,-1.0437138545574984,-0.7690352895369846
8,5,-0.1339448116855756,-0.2244077295349565,0.7056459741437566,0.9500130472686374,-0.0330104313557519,0.7123217372273216,-0.2061815666801961,-0.0963373999412918,-1.0175598212921924,-0.7523308146336124
9,1,-0.133993920054658,-0.2261816176492009,-0.1183357449928842,0.8863178930584727,0.8420404004973326,0.946641721139356,-0.4527870850518027,-0.8826935123878064,-0.7236700471940408,-0.9973297798830706
9,2,-0.1340054095157764,-0.2261816176492009,-0.0777542042217007,0.8772315657817019,0.9802561467474776,0.9403087486011936,-0.4665255540418643,-0.9543742288392172,-0.8515385666515551,-1.0028979381841945
9,3,-0.1340021268233728,-0.2260188635909696,-0.145443572622647,0.8863178930584727,0.8145865878860028,0.911810372179462,-0.4424832333092566,-0.8703026078711127,-0.7438247295004381,-0.963920830076326
9,4,-0.1340046055988012,-0.2261816176492009,-0.0520899887142328,0.8772315657817019,0.8855878273980633,0.9371422623321122,-0.4533595212597221,-0.9069423792914436,-0.7640186232510118,-1.0028979381841945
9,5,-0.1340089742124759,-0.2260188635909696,-0.0883406931185312,0.8863178930584727,0.9332375481372688,0.9561411799465998,-0.4596563195468333,-0.9309247751302052,-0.8212673317477831,-1.0084660964853187
10,1,-0.1253730166676984,0.0721864878196597,0.6947386825530826,1.759513944356166,-2.137171609428731,-0.2756219787261442,0.7849344837111667,3.023505827616755,0.7663648314890484,0.3501645289889495
10,2,-0.1040976021485534,0.039404514401536,0.6963426960222995,1.750382185443011,-2.171567765459018,-0.2787884649952254,1.0402410324431453,2.8249848842847816,0.9186228692239548,0.3557326872900737
10,3,-0.1317800915398182,-0.0392849864033942,0.7046835660622264,1.6958187901460011,-1.3662559288600011,-0.224958198420837,2.941530653426092,0.9142541135976467,1.0453934682445452,0.3334600540855723
10,4,-0.1302206932533818,0.1333004459787585,0.6907286488800408,1.79585925346325,-2.333766152611015,-0.3547841354531827,-0.0574626398627793,3.530067321944381,0.718918984036245,0.4253346660541244
10,5,-0.1324258001714306,-0.0392849864033942,0.7070895862660516,1.6776461355924592,-1.4451461949845137,-0.177460904384611,2.822578409420474,1.0798658804175412,0.9438750392732156,0.316755579182205
12,1,0.1055317787089856,3.0876791943338064,-0.9452046883741152,2.39619289663951,-0.3024995804370841,0.5919952590022196,-0.0796731647300457,0.1157735676993136,-0.9443520550158416,-0.6521039652133797
12,2,1.5050385743300254,6.393851843638519,-0.1569924696010077,2.4962333599567588,-0.1952088185077486,0.3513423025520157,-0.0975331744171254,0.0696740734759155,-0.8550675966273836,-0.4015368416627972
12,3,10.218154486842128,4.45905988851244,-0.7458258141504743,2.614446477827549,-0.3804431633681022,0.2721801458249772,0.2427229075700673,0.2636650087050116,-0.6218379266693042,-0.3068781505436879
12,4,2.492302542183776,3.759388636949913,-0.822658059325956,2.5326241007002266,-0.1519769526715159,0.3766741927046658,-0.0873438099161634,0.013715149852138,-0.8666741841034414,-0.426593554017855
12,5,0.3715278141553736,5.030375820379757,-1.0138564648565918,2.5053196872335297,-0.0806601520949567,0.4653358082389551,-0.0334203191301715,-0.0261222743466942,-0.8725166892856459,-0.5129000076852783
13,1,-0.1340162704344174,-0.2296171883037151,0.7101372118575634,-0.2415224801707273,-0.8159174323754071,0.6838233608055833,0.0192438119983983,0.7447785163370626,-0.7682926706661815,-0.7300581814291217
13,2,-0.1340162443563115,-0.2296158069348507,0.7104580145514067,-0.2233043939808014,-0.8014016234084972,0.5191660748133436,0.014206373368709,0.7778209283815789,-0.6072904808800562,-0.5407407991908986
13,3,-0.1340162382051803,-0.2296184479810671,0.6963426960222995,-0.2596951347242692,-0.6038603970327197,0.8073163252997665,0.1116350159565625,0.439802382587474,-0.7275911916116278,-0.8609099015055314
13,4,-0.1340164536435568,-0.2296184479810671,0.6940970771653959,-0.2596951347242692,-0.6262652326120813,0.7883174076852789,0.1691076112316534,0.4736442078266156,-0.7161414499122734,-0.841421347451597
13,5,-0.1340163599356182,-0.2296178326730385,0.693615873124631,-0.2506088074474983,-0.6070160076776997,0.8706460506813988,0.0849594886675263,0.3642578356953744,-0.7410015055197756,-0.930511880269582
14,1,-0.1340164603490643,-0.2296292284449392,0.5834201477894408,-0.5507301973992443,-0.69915983851113,0.2278493380578325,0.1434624691168725,0.6746966262749029,-0.3128909580076185,-0.2539806466830098
14,2,-0.1340164562014328,-0.2296291216882942,0.5255152615507164,-0.5325575428457023,-0.8916520878549385,0.186685016559769,0.3550348915638217,0.8804122883585046,-0.3263404833599422,-0.2066513011234552
14,3,-0.1340164767745005,-0.2296298524756112,0.5131643578377474,-0.6144253516094091,-0.8730339850495538,0.3988395965882416,0.1543387570673375,0.6549777674741429,-0.4707954437038499,-0.418241316566169
14,4,-0.1340164986540211,-0.2296297751632062,0.3497153853245615,-0.6053390243326381,-0.8455801724382238,0.367174733897422,0.1964700619701931,0.7690273832406999,-0.3675517111887821,-0.3848323667594253
14,5,-0.1340164537352735,-0.2296291216882942,0.5513398784051059,-0.5325575428457023,-0.5697798020669308,0.24684825567232,0.1191911739010966,0.447929750066165,-0.2919912582618794,-0.2205716968762653
15,1,-0.1340164058571347,-0.2296215996210422,0.3264571900209188,-0.2687814620010403,-0.3195398779199788,0.6743239019983395,0.0187858630320629,0.0833973333169847,-0.8577731862755187,-0.7105696273751819
15,2,-0.1340164216976223,-0.2296206443426693,0.2436900950093346,-0.2415224801707273,-0.5880823438078169,0.5159995885442553,0.0654966575982724,0.510683685844259,-0.6456000618398818,-0.5435248783414602
15,3,-0.1340144576687443,-0.2296142921733668,0.1413540356733063,-0.1414365852170947,-0.413577075140397,0.367174733897422,-0.0449835305301401,0.3413413241161126,-0.6897913594260884,-0.4210253957167315
15,4,-0.134016452023229,-0.2296232652629818,0.4605527160474383,-0.332476616211205,-0.6584524611908814,0.6394925530384385,-0.0175065925500168,0.4780409803970551,-0.7152003752520526,-0.6743765984178757
15,5,-0.134016453013769,-0.2296226739954093,0.1418352397140713,-0.2960858754677371,-0.2542187375688832,0.7471530861872155,-0.025291724977718,-0.0219919728411298,-0.8070727889561176,-0.7718193686875521
16,1,-0.1340165078970231,-0.2296296942340955,-2.486822033638327,-0.6416843334397222,1.449811010720572,-2.8499753154894902,-0.4602287557547527,-1.1684837294663857,2.343605962019274,2.724984044418357
16,2,-0.1340165079867016,-0.2296296942340955,-2.488746849801387,-0.6325980061629511,1.449811010720572,-2.830976397875003,-0.4602287557547527,-1.1684837294663857,2.33101908843882,2.719415886117233
16,3,-0.1340165081191812,-0.2296296942340955,-2.488746849801387,-0.6416843334397222,1.449811010720572,-2.8151439665295963,-0.4602287557547527,-1.1684837294663857,2.333450197977724,2.716631806966671
16,4,-0.1340165078419931,-0.2296296942340955,-2.487624040372935,-0.6325980061629511,1.449811010720572,-2.8531418017585715,-0.4602287557547527,-1.1684837294663857,2.351997211072911,2.744472598472291
16,5,-0.1340165080580368,-0.2296296942340955,-2.489388455189073,-0.6416843334397222,1.449811010720572,-2.821476939067759,-0.4602287557547527,-1.1684837294663857,2.3417238126988327,2.713847727816109
17,1,-0.1340164761650941,-0.2296300641167241,0.123709887511922,-0.6053390243326381,0.0534533003167132,-0.1932933357300243,0.1362497728970897,-0.1348424688157486,-0.3880592964927628,0.1914720174069084
17,2,-0.1340165055613053,-0.2296311331724062,-0.1606817005802061,-0.932764827751081,0.7268606119555462,-0.2661225199189004,-0.2621658278146975,-0.7807683300730687,-0.3449659193434806,0.3278918957844534
17,3,-0.1340165013382623,-0.2296309968438727,0.2821864182705365,-0.8690696735409164,0.6025295525433153,-0.5416068253289982,-0.2579297998760948,-0.590507989752224,-0.202549954096718,0.5589704652811016
17,4,-0.1340165020964534,-0.2296310403719906,0.0053336934837265,-0.8872877597308423,0.6435524909280611,-0.4276133196420588,-0.2565559529770888,-0.6102268485529839,-0.2875603650700059,0.4643117741619924
17,5,-0.1340165037188193,-0.2296312068255559,-0.1300450433181665,-0.9964145503248618,1.0692443669359268,-0.478277099947366,-0.3133416248026772,-1.0135308052414966,-0.1282442673834429,0.5645386235822258
18,1,-0.1340163851271296,-0.2296252528768356,0.1270783157972771,-0.3188016936596646,0.114987707893832,-0.2217917121517557,0.1116350159565625,-0.2069228918644718,-0.2534071971928226,0.2443695212675926
18,2,-0.1340164924152496,-0.2296299262989588,-0.1765614339254519,-0.6508160923528769,0.6624861547979439,-0.345284676645939,-0.2196910611870901,-0.74892503782049,-0.0357444705725638,0.3947097953979424
18,3,-0.1340164676313678,-0.2296293303509435,0.2345472182347991,-0.5780346108659412,0.6444991741215559,-0.7030976250521637,-0.246710050200878,-0.6040980140608554,-0.0082964596494545,0.7148788977125748
18,4,-0.1340164597580014,-0.2296296094329821,-0.006696407535399,-0.6053390243326381,0.3772189524917091,-0.4529452097947159,-0.2568994147018406,-0.5000410632271168,-0.0953066542757116,0.4838003282159267
18,5,-0.1340164869652413,-0.2296303578783332,-0.1201001598090224,-0.7053794876498868,1.1039560840307123,-0.538440339059917,-0.2697219857592315,-1.0377796721451331,0.1627046484015177,0.600731652539532
19,1,-0.1340165043384164,-0.2296304576568636,-0.1759198285377653,-0.7235521422034288,0.893476854010515,0.813649297837929,-0.4504973402201255,-0.9109394452645708,-0.6371696013420698,-0.8247168725482248
19,2,-0.1340165070654586,-0.2296305042485441,-0.126837016379733,-0.7326384694801998,1.162019319898353,0.8453141605287486,-0.4777453037170814,-1.0411105604560724,-0.7649204864670568,-0.852557664053845
19,3,-0.1340165060341556,-0.2296304809527038,-0.1226665813597696,-0.7235521422034288,0.913357201073892,0.8326482154524165,-0.4567941385072371,-0.920932110197388,-0.6329347653710755,-0.8358531891504731
19,4,-0.1340165031827864,-0.2296304576568636,-0.1975740103721914,-0.7235521422034288,0.9528023341361476,0.8326482154524165,-0.4585114471309949,-0.940650968998148,-0.6836743741346525,-0.8497735849032834
19,5,-0.1340165051231034,-0.2296305042485441,-0.1363006958481118,-0.7326384694801998,0.9054681744614402,0.8294817291833353,-0.4487800315963682,-0.916935044224261,-0.623367172992163,-0.8386372683010349
20,1,-0.1340073034507006,-0.2280558299483052,0.7191196872851773,0.7134959482542886,-0.8222286536653681,0.6426590393075198,0.136020798413922,0.5787670429198553,-0.6959083447175242,-0.6938651524718155
