f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.intercept,ela_level.qda_mda_10,ic.eps.ratio,disp.ratio_mean_02,ic.eps.s,ela_distr.number_of_peaks,disp.ratio_mean_10
2,1,-0.1338550526862963,-0.0372386119602488,0.7217874391872674,-0.1537920958249228,-1.5337229431546608,1.5171270114854736,0.5322070059451841,1.4305616752428436,0.9023805309063834,0.5519307707997567
2,2,-0.1338750116082592,-0.0325318339482748,0.7201826205001817,-0.1597651377441221,-0.0991952931938412,1.5258341137421705,0.5786492777165664,1.4056803038496588,0.5095461042026581,0.5183878065801606
2,3,-0.1338098828397949,0.0144846863580218,0.7192197292879299,-0.1440249623674493,-1.7109641693275055,1.569413160536937,0.5601671491544856,1.4720030275965503,1.2952149576101084,0.619745894113293
2,4,-0.1336693402851227,0.0263383830747973,0.7179358743382613,-0.1584986740336324,-0.977695283789682,1.5607060582802403,0.5104075722565764,1.3725603419286143,-0.0142331314023088,0.516200221957142
2,5,-0.1337946193035496,-0.0278250559363008,0.7201826205001817,-0.1443822596545829,-1.7397140003287868,1.551998956023544,0.5639583550133747,1.4968843989897351,0.9023805309063834,0.4892200116065953
3,1,-0.1341096715950808,-0.2367695062467934,0.656471318622873,-0.1809047058121012,-0.1676613855783346,-0.4526371965357215,-0.8658001545198917,-0.4425791711542283,-0.538012367007276,-0.8823955470252359
3,2,-0.1341096722982504,-0.2367632972342538,0.7006038325177342,-0.1809009188078931,-0.4984326370982265,-0.2347419625618882,-0.8013496549187886,-0.0779283904035286,1.2952149576101084,-0.6614495001004911
3,3,-0.1341096342292576,-0.2367435264042653,0.6912958841326362,-0.1809003527959798,-0.6125427910723825,-0.1127554599455685,-0.5577646784852133,-0.1442097141980189,-0.1451779403035506,-0.4477954019191381
3,4,-0.1341096528785393,-0.2367644472028381,0.6845556456468757,-0.1809029902295039,-0.3961780835369698,-0.2783210093566549,-0.778128519033098,-0.2353724093856939,0.1821840819495537,-0.7139515310529064
3,5,-0.1341096385583368,-0.2367657405021984,0.6797411895856179,-0.1809034065191905,0.0199534909557971,-0.3567720006894915,-0.8984993050528032,-0.4011378188005214,-0.6689571759085177,-0.986670414055726
4,1,-0.1341096274156457,-0.2367591370212144,0.5911551980584786,-0.1809024754176117,0.839768259507786,-0.1127554599455685,-0.7539595816826854,-0.061327009490605,0.6404909131038998,-0.8466649981826211
4,2,-0.1341095376789706,-0.2367044785433029,0.7128004545395865,-0.1808962398129052,0.0481105419364332,0.0528536249768014,-0.647805817633811,0.0629970475705156,1.2952149576101084,-0.6082182742737368
4,3,-0.1341096871891414,-0.2367599127111874,0.6588785466535019,-0.1809023205890877,0.1527362155802695,-0.2434926003298683,-0.8037191585805946,-0.2188124284251716,0.0512392730483119,-0.762078392759286
4,4,-0.134109559177618,-0.2367587309031513,0.676210588474029,-0.1808999463751274,0.3148615512266678,-0.0560722242544733,-0.8008757541864286,-0.0281656476171593,1.2952149576101084,-0.8145804237117014
4,5,-0.1341096304484469,-0.2367644472028381,0.6839137181720414,-0.1809003383489961,1.1755781412031605,-0.086590617664195,-0.7544334824150453,0.0049543143038851,0.575018508653279,-0.784683433863797
5,1,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809046927385297,-0.8920385708064845,-0.8448486176886212,0.5511630352396268,-0.93159540891845,-0.6689571759085177,0.6408925454691274
5,2,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809036087401342,-0.8546934295058518,-0.8448486176886212,0.4255793411639497,-0.93159540891845,-0.6689571759085177,0.5512015759254177
5,3,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.180904569020613,-0.8733660001561682,-0.8448486176886212,0.4857647341738018,-0.93159540891845,-0.6689571759085177,0.5883905145167122
5,4,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809031432009555,-0.982437523954842,-0.8448486176886212,0.470126010005888,-0.93159540891845,-0.6689571759085177,0.596411658134443
5,5,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809047387579445,-0.9474635027367888,-0.8448486176886212,0.472021612935332,-0.93159540891845,-0.6689571759085177,0.6627683916992995
6,1,-0.1339235285667051,-0.2295555825127135,0.646039997156815,-0.1798633301140147,-0.4776853363756523,0.8808555140773673,-0.2426206914651201,0.7509400566230107,1.0333253398076252,-0.1415335546967176
6,2,-0.1340160460800298,-0.2301915392484086,0.6218072349818183,-0.180013962734188,-0.3188202908428016,0.8547342073072776,-0.3473527533169094,0.7343386757100873,1.1642701487088667,-0.3413329502656294
6,3,-0.1335180181174494,-0.2298808886398548,0.6314361471043335,-0.1797706980774779,-0.2776220794079763,0.8808555140773673,-0.4786232561809195,0.7509400566230107,1.0333253398076252,-0.3194571040354575
6,4,-0.1339475854696122,-0.2272548900993868,0.6738033604434002,-0.1793129724606184,-0.727542115077506,0.924434560872134,-0.2601550185624788,0.7882207137603863,1.4261597665113503,-0.1845560522827257
6,5,-0.1340264061432984,-0.2324276146978202,0.5035320977435908,-0.1804620423261413,0.0243993411106345,0.7762832159744408,-0.0170439428612645,0.6846173328761193,0.6404909131038998,-0.091219108367321
7,1,-0.1341096268918352,-0.2367556508248756,0.7158496100450497,-0.1809022073489802,-1.5094189623082173,-0.2434926003298683,0.1104353541438565,-0.2934151426523242,-0.538012367007276,0.1486860052902396
7,2,-0.1341095543410338,-0.2367599127111874,0.7128004545395865,-0.1809030160455156,-1.2302195725844376,-0.287071647124635,0.0184986120658138,-0.3348564950060312,-0.538012367007276,0.0444111382597497
7,3,-0.1341095769851343,-0.2367606533884121,0.711516599589918,-0.1809031753993907,-1.119073318713507,-0.287071647124635,0.0564106706546983,-0.3182551140931076,-0.538012367007276,0.1501443950389177
7,4,-0.1341096300061634,-0.2367649836390316,0.704134433629323,-0.1809034733998709,-0.8973735909922886,-0.3654791029461881,-0.3416659445285775,-0.417739199713445,-0.6689571759085177,-0.254558760219279
7,5,-0.1341095703631107,-0.2367632972342538,0.706381179791243,-0.1809032495347287,-1.1839827309741309,-0.3393577961760983,-0.2141866475234575,-0.3845778378399992,-0.6689571759085177,-0.1101781751001385
8,1,-0.1340443649430411,-0.2320076165079373,0.7039739517606145,-0.1804562885019306,0.0469249818951434,0.7893438693594859,-1.163883715174986,0.6846173328761193,-0.6689571759085177,-1.1470932864103265
8,2,-0.1340732634359202,-0.2306298399477734,0.7128004545395865,-0.1803024424981471,-0.0665923920583677,0.8372764672826009,-1.0553604474643077,0.726058685229826,-0.472539962556655,-0.9997959217938296
8,3,-0.1340237137332431,-0.2298808886398548,0.7137633457518382,-0.1802369744777052,-0.0591826418003057,0.8590877584356258,-1.039721723296393,0.726058685229826,-0.6689571759085177,-0.9553150344591452
8,4,-0.1340716909264443,-0.2315470551973535,0.705257806710283,-0.180417531071256,-0.0283580807267676,0.8111551605125108,-1.1273933587831857,0.6846173328761193,-0.538012367007276,-1.0975080349552668
8,5,-0.134038027513542,-0.2315470551973535,0.7067021435286606,-0.1804000073111001,0.0306235313274066,0.8111551605125108,-1.10180271923569,0.6846173328761193,-0.6689571759085177,-1.047922783500211
9,1,-0.1340871364776414,-0.2333228237110382,-0.1176932160273449,-0.1806072252716513,0.8525130299516528,0.7501183736930673,-0.8217273864103143,0.6928973233563802,-0.538012367007276,-1.0625066809869912
9,2,-0.1340986260779708,-0.2333228237110382,-0.0770913032440729,-0.1806141330317905,0.9823318544729006,0.7414112714363709,-0.9439937753594624,0.6846173328761193,-0.538012367007276,-1.1835530301272816
9,3,-0.1340953433457927,-0.233159897126345,-0.1448146518390957,-0.1806061682446416,0.8267270990535969,0.7501183736930673,-0.841157316437116,0.6928973233563802,-0.4070675581060341,-1.0741737989764186
9,4,-0.134097822151255,-0.2333228237110382,-0.0514142042506991,-0.1806160851737345,0.8934148513761555,0.7414112714363709,-0.8601133457315587,0.6846173328761193,-0.538012367007276,-1.1106335426933724
9,5,-0.1341021908178616,-0.233159897126345,-0.0876831065788394,-0.1806087571984885,0.9381697429348508,0.7501183736930673,-0.9150858306854388,0.6928973233563802,-0.538012367007276,-1.1850114198759596
10,1,-0.1254661286363193,0.0653615650758231,0.6957893764564764,-0.1411206254566657,-1.945705057502913,1.5868709005616135,0.599500909940452,1.4968843989897351,0.5095461042026581,0.6160999197415978
10,2,-0.1041904563356217,0.0325448413236883,0.6973941951435625,-0.1459643530049119,-1.9780115686280637,1.5781202627936337,0.7449884347752919,1.492723703773404,0.6404909131038998,0.711624448280018
10,3,-0.1318732811391572,-0.0462280738139075,0.7057392523164088,-0.158481737645715,-1.2216242622850852,1.5258341137421705,0.866307022259719,1.4637230371162893,0.1167116774989328,0.9106946489745908
10,4,-0.1303138639584186,0.1265403067191765,0.6917773297387619,-0.1311861142938413,-2.13035603393382,1.6216993095884005,0.5549542410985148,1.5839070989372797,0.2476564864001746,0.4892200116065953
10,5,-0.1325189975944374,-0.0462280738139075,0.7081464803470376,-0.1607168276006253,-1.2957217648657064,1.5084199092287771,0.7691573721257055,1.4388416657231045,-0.0142331314023088,0.896110751487809
11,1,-0.1329355562083897,-0.085453357277639,0.7121585270647522,-0.1671378884769621,-1.4925247317198356,1.4909621692041004,1.8619724609502688,1.4388416657231045,1.2297425531594877,1.8127087085320468
11,2,-0.13357021693939,-0.085453357277639,0.7121585270647522,-0.167414348965464,-1.5627691641662649,1.4866086180757518,1.8316428140791623,1.4305616752428436,1.098797744258246,1.7397892210981376
11,3,-0.128788714600556,-0.0708386894946138,0.704134433629323,-0.1609311887745832,-1.7008869089765415,1.5171270114854736,1.7003723112151532,1.4720030275965503,1.0333253398076252,1.588845882109946
11,4,-0.1315398319711595,-0.0630102782712778,0.7018876874674027,-0.158544422403642,-1.8357443636732715,1.5345412159988667,1.6785728775265456,1.4802830180768116,1.0333253398076252,1.5159263946760368
11,5,-0.1331810468868626,-0.085453357277639,0.710714190246375,-0.1672765711346736,-1.5518027337843323,1.4866086180757518,1.86671146827388,1.4305616752428436,1.0333253398076252,1.8112503187833688
12,1,0.1054414644765312,3.084050826520412,-0.944977249220105,1.3495774340572653,-0.2224935374879939,2.196977555688347,-1.031665410846255,2.491476855478701,2.670135451073147,-0.9334391882289732
12,2,1.504965217089612,6.393728164282901,-0.1563693463861141,1.834342643969468,-0.1217209339783501,2.2928427515345766,-0.9468371797536294,2.466595484085516,0.2476564864001746,-0.65488674623144
12,3,10.218186701248555,4.456885244566466,-0.745498286415333,8.435356379386466,-0.2957018700376478,2.4061221518941998,-0.7250516370086618,2.851987640989269,4.830724797943636,-0.46967124814931
12,4,2.492241147034077,3.756472310696421,-0.8223691015267454,5.383492473798054,-0.0811155025641697,2.3277146960726465,-0.9577368965979322,2.7732449315219867,5.223559224647361,-0.6928048796970718
12,5,0.371440722838785,5.028806796455648,-1.0136634890273797,2.4921931955333174,-0.014131360231288,2.3015498537912733,-0.963897606118626,2.6116402173234903,3.3903319000299765,-0.6957216591944279
13,1,-0.134109487128207,-0.2367620362215884,0.7111956358525008,-0.1809010900217894,-0.7047200842826746,-0.3306506939194017,-0.8639045515904467,-0.4342991806739672,-0.6689571759085177,-0.6884297104510377
13,2,-0.1341094610497852,-0.2367606533884121,0.711516599589918,-0.1809008816063131,-0.6910861438078405,-0.3131929538947249,-0.71083461503783,-0.4260191901937061,-0.6689571759085177,-0.5236316688504034
13,3,-0.1341094548985795,-0.2367632972342538,0.6973941951435625,-0.1809019393833383,-0.505545997345966,-0.3480648984327948,-0.8250446915368412,-0.4509005615868908,-0.6689571759085177,-0.7409317414034531
13,4,-0.1341096703395663,-0.2367632972342538,0.6951474489816422,-0.1809000650869661,-0.5265896880788626,-0.3480648984327948,-0.8146188754248984,-0.4509005615868908,-0.6689571759085177,-0.7380149619060954
13,5,-0.1341095766304923,-0.2367626812739716,0.6946660033755165,-0.1809016374850594,-0.5085098974491905,-0.3393577961760983,-0.83784001131059,-0.4509005615868908,-0.6689571759085177,-0.8926042752659836
14,1,-0.134109677045155,-0.2367740891258918,0.584414959572718,-0.1809047767347169,-0.5950557804633559,-0.6269533837147879,-0.4298114807477323,-0.5752246186480114,-0.0142331314023088,-0.1619510111782132
14,2,-0.1341096728974733,-0.23677398225608,0.5264810049689186,-0.1809049460876298,-0.7758536867600707,-0.6095391792013947,-0.44260680052148,-0.5420632567745657,0.2476564864001746,-0.1203869033408847
14,3,-0.1341096934707902,-0.2367747138180638,0.5141239010783574,-0.1809046723807237,-0.7583666761510441,-0.6879901705342314,-0.5809858143709039,-0.6249459614819796,-0.1451779403035506,-0.3092483757947097
14,4,-0.1341097153505759,-0.2367746364237042,0.3505928768643086,-0.1809047084273369,-0.7325807452529882,-0.6792830682775347,-0.4819405613074475,-0.5917845996085337,-0.2761227492047924,-0.2443500319785312
14,5,-0.1341096704312841,-0.23677398225608,0.5523185858310009,-0.1809047156749059,-0.473535876231138,-0.6095391792013947,-0.4099076499885675,-0.5171818853813811,-0.1451779403035506,-0.1466379188170923
15,1,-0.1341096225525652,-0.2367664522151059,0.3273230059015637,-0.1809017922964727,-0.2384985980454082,-0.3567720006894915,-0.9496805841477952,-0.3099751236128464,-0.4070675581060341,-0.8692700392871321
15,2,-0.1341096383932447,-0.2367654959240959,0.2445143616479333,-0.1809028195285188,-0.4907264968298415,-0.3306506939194017,-0.7473249714296304,-0.2022524474646494,-0.1451779403035506,-0.6461364077393703
15,3,-0.1341076743405697,-0.2367591370212144,0.1421269294118554,-0.1809018473908704,-0.3268228211215084,-0.2347419625618882,-0.7895021366097628,-0.0779283904035286,-0.4070675581060341,-0.5331112022168105
15,4,-0.1341096687192189,-0.2367681196226992,0.4614858481419413,-0.1809036571855087,-0.5568214691317552,-0.4178087875089349,-0.8136710739601765,-0.3845778378399992,-0.538012367007276,-0.7124931413042284
15,5,-0.1341096697097709,-0.2367675277283571,0.1426083750179811,-0.1809038161949714,-0.1771458659086543,-0.3829368429708649,-0.901342709446969,-0.3016951331325853,-0.4070675581060341,-0.9283348241086
16,1,-0.1341097245936899,-0.2367745554088051,-2.487368489378323,-0.1809047575742468,1.423360189832756,-0.7141114773043212,2.105083536651484,-0.7658299995036225,-0.6689571759085177,2.182410509821966
16,2,-0.1341097246833695,-0.2367745554088051,-2.489294271802826,-0.1809054526885438,1.423360189832756,-0.7054043750476247,2.0927621176100963,-0.7741099899838837,-0.6689571759085177,2.183868899570644
16,3,-0.1341097248158508,-0.2367745554088051,-2.489294271802826,-0.180904712369053,1.423360189832756,-0.7141114773043212,2.0951316212719022,-0.7658299995036225,-0.6689571759085177,2.1583470789687773
16,4,-0.1341097245386592,-0.2367745554088051,-2.488170898721866,-0.1809057180332464,1.423360189832756,-0.7054043750476247,2.112665948369261,-0.7658299995036225,-0.6689571759085177,2.2006403816804463
16,5,-0.1341097247547056,-0.2367745554088051,-2.4899361992776603,-0.180904967126194,1.423360189832756,-0.7141114773043212,2.1031879337220403,-0.7658299995036225,-0.6689571759085177,2.1853272893193223
17,1,-0.1341096928613765,-0.2367749256835256,0.1244739238539107,-0.1809048188042677,0.1118343941557673,-0.6792830682775347,-0.5013704913342492,-0.5337832662943045,0.1167116774989328,-0.1174701238435286
17,2,-0.1341097222579438,-0.2367759958724538,-0.1600604293664115,-0.1809049290216623,0.744330676183947,-0.9930434980975976,-0.4606150283511998,-0.8404327137307752,-0.4070675581060341,-0.4076896838304876
17,3,-0.1341097180348496,-0.236775859399406,0.2830300101379939,-0.1809044925639346,0.6275530121168883,-0.9320067112781544,-0.3246055181635798,-0.8487127042110362,-0.1451779403035506,-0.1327832162046495
17,4,-0.1341097187930499,-0.2367759029736656,0.0060383047469746,-0.180904881856162,0.6660837134588108,-0.9494644513028312,-0.4061164441296796,-0.7907113708968072,-0.4070675581060341,-0.2253909652457153
