f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,disp.ratio_median_02,nbc.nn_nb.cor,ela_distr.skewness,ic.eps.s,ela_meta.lin_simple.intercept
1,1,-0.1341097218169262,-0.2367751814738077,0.6794143111193759,-0.8025023781476435,-0.1382597412735882,-1.3090685965571387,2.176173065768868,-0.3846673008641717,-0.8758125290008748,-0.1809047184027699
1,2,-0.1341096812246753,-0.2367748735575575,0.6794143111193759,-0.7588975059693714,-0.1549129417526296,-0.9637326199375232,1.3631514905561657,-0.4201674094498746,-0.8344905425960382,-0.1809041002034699
1,3,-0.1341097181176424,-0.2367749409421899,0.6794143111193759,-0.7676533294537198,-0.1715661422316716,-0.9914139531488196,1.3334972081775915,-0.4171814190080865,-0.8427466837358658,-0.1809051655724789
1,4,-0.1341097187820868,-0.2367750667665921,0.6794143111193759,-0.7850778538006816,-0.12584553728012,-1.116206848773517,1.172869845293624,-0.4056898800351444,-0.8593002467212199,-0.1809050552057328
1,5,-0.134109712594194,-0.2367750667665921,0.6794143111193759,-0.7850778538006816,-0.2266730965441373,-1.176561231021097,2.045199985263478,-0.3952389134888861,-0.8593002467212199,-0.1809048495442508
2,1,-0.133855053211355,-0.0372386265362837,0.6768723115698561,1.5172681094742495,-1.5144196717689549,0.5532951985110669,-0.8683332584318756,-0.2445368807374292,1.4299625685301474,-0.1537921095476051
2,2,-0.1338750121333193,-0.0325318485082074,0.6752835618514065,1.525980371647731,-0.0489380296132726,0.6036661491086723,-0.6063870974210924,-0.2149333492362674,1.4051528644049656,-0.1597651514812312
2,3,-0.1338098833648505,0.0144846719589365,0.6743303120203363,1.569585243826003,-1.695485378795628,0.5909599633723389,-0.4383461639424802,-0.2689978731444004,1.4712845549349838,-0.1440249760665411
2,4,-0.1336693408101686,0.0263383687162644,0.6730593122455766,1.5608729816525218,-0.9463941427020004,0.5292442040815805,-0.0478981126245289,-0.3601007431385514,1.3721282998456557,-0.1584986877676825
2,5,-0.1337946198286041,-0.0278250704801312,0.6752835618514065,1.552160719479041,-1.724855568731393,0.591413755720065,-0.5025971090960677,-0.227118603160332,1.4960942590601654,-0.1443822733545377
3,1,-0.1341096721201571,-0.2367695215054391,0.6122101980289485,-0.453663400721468,-0.1188814716252481,-0.7999135824083754,0.4512823074148775,-0.1793125945721084,-0.4377829608273271,-0.1809047196002687
3,2,-0.1341096728233267,-0.2367633124928783,0.6559008152863187,-0.2356390398301082,-0.4567900486181703,-0.7518115935494015,0.1152004404576532,-0.1226390992173625,-0.0741825050293244,-0.1809009325960515
3,3,-0.1341096347543339,-0.2367435416628221,0.6466860669193096,-0.1135802467796408,-0.5733624519714632,-0.5094864798636257,-0.0478981126245289,-0.227148764679946,-0.1402729148536435,-0.1809003665841368
3,4,-0.1341096534036156,-0.2367644624614666,0.6400133181018205,-0.2792439120083802,-0.3523290637950897,-0.7077937358199627,0.4759942093970264,-0.0708819315597021,-0.2311730288031442,-0.1809030040176674
3,5,-0.1341096390834131,-0.2367657557608313,0.6352470689464708,-0.3577413941914431,0.0727817266153604,-0.8425700630946359,0.8960965430935571,-0.2168033634523367,-0.3964609744224906,-0.1809034203073549
4,1,-0.134109627940722,-0.2367591522798247,0.5475480844880408,-0.1135802467796408,0.9102863179795376,-0.6969027194745339,0.6638046644613582,0.031908527284882,-0.0576289420439702,-0.1809024892057739
4,2,-0.1341095382040469,-0.2367044938017262,0.667975313146537,0.052126979759966,0.1015463456246147,-0.5879925560202537,0.3104244661166295,-0.1212818308347316,0.0663370171705395,-0.1808962536010523
4,3,-0.1341096877142177,-0.2367599279698004,0.6145933226066232,-0.2443948633144566,0.2084296141537375,-0.7504502165062232,0.4117432642434396,-0.0951016318097612,-0.2146607465234893,-0.1809023343772495
4,4,-0.1341095597026943,-0.2367587461617602,0.6317518195658812,-0.05686342003028,0.37405326255439,-0.723676467990378,0.4166856446398695,-0.0937745249467442,-0.0245630967789612,-0.1808999601632834
4,5,-0.1341096309735232,-0.2367644624614666,0.6393778182144406,-0.0873998989483306,1.2533422478478,-0.6887344572154637,0.6984013272363662,0.0002841739695808,0.0084614677803487,-0.1809003521371531
5,1,-0.1341096848791193,-0.2367753815405704,0.6794143111193759,-0.8461072503259154,-0.8588891438212171,0.5619172531178641,0.4191568348380841,-0.5168350798128125,-0.9253906565455388,-0.1809047065266972
5,2,-0.1341096848791193,-0.2367753815405704,0.6794143111193759,-0.8461072503259154,-0.8207381754510487,0.438031942188619,0.3326651779005631,-0.5139998969690946,-0.9253906565455388,-0.1809036225282991
5,3,-0.1341096848791193,-0.2367753815405704,0.6794143111193759,-0.8461072503259154,-0.8398136596361329,0.5197145647793309,0.1275563914487276,-0.5191876783427062,-0.9253906565455388,-0.1809045828087802
5,4,-0.1341096848791193,-0.2367753815405704,0.6794143111193759,-0.8461072503259154,-0.9512387101140856,0.4843187616566884,-0.0157726400477356,-0.5203338160880391,-0.9253906565455388,-0.1809031569891193
5,5,-0.1341096848791193,-0.2367753815405704,0.6794143111193759,-0.8461072503259154,-0.9155100254499592,0.5038318326089136,-0.168986432337058,-0.5220530227060383,-0.9253906565455388,-0.1809047525461121
6,1,-0.1339235290917686,-0.2295555977466798,0.6018833248590247,0.8806195511471325,-0.4355950661902985,-0.2208745467097814,-0.2060542853102813,-0.2689073885855584,0.7522985037731066,-0.179863343899667
6,2,-0.1340160466050997,-0.2301915544845506,0.5778932041104322,0.85448276462669,-0.2733020578854547,-0.3415833112049427,0.1300275816469381,-0.2520470991213205,0.7357449407877525,-0.1800139765202041
6,3,-0.1335180186424848,-0.2298809038749341,0.5874257024211312,0.8806195511471325,-0.2312148784929671,-0.4427790047478788,-0.077552395003107,-0.2930667657963893,0.7522985037731066,-0.1797707118629065
6,4,-0.1339475859946773,-0.2272549053254823,0.6293686949882064,0.9242244233254048,-0.6908432117145218,-0.2458331258347211,0.0237664031237029,-0.3283859052644081,0.7894717792551799,-0.1793129862449415
6,5,-0.134026406668369,-0.2324276299416121,0.4608023498606807,0.775985282443627,0.0773235085641902,-0.0035080121489452,0.2733566131434062,-0.1921161596482603,0.6861668132430886,-0.1804620561132397
7,1,-0.1341096274169116,-0.2367556660834739,0.6709939376115917,-0.2443948633144566,-1.48959126378202,0.0985952660894431,-0.0133014498495203,-0.157445492851943,-0.2890485781933348,-0.1809022211371417
7,2,-0.1341095548661101,-0.2367599279698004,0.667975313146537,-0.2879997354927285,-1.2043673573955211,0.0119209276737449,0.018824022727273,-0.1474167875802809,-0.3303705645981716,-0.1809030298336791
7,3,-0.1341095775102107,-0.2367606686470276,0.6667043133717773,-0.2879997354927285,-1.0908228086747818,0.0650146323577071,-0.24065094808529,-0.0471900579028885,-0.3138170016128174,-0.1809031891875546
7,4,-0.1341096305312397,-0.2367649988976619,0.6593960646669083,-0.366453656364924,-0.864339282159812,-0.3347764259890509,0.6020249095059861,-0.2209958146786857,-0.4130145374078446,-0.1809034871880354
7,5,-0.134109570888187,-0.2367633124928783,0.6616203142727377,-0.3403168698444814,-1.1571328251276938,-0.2176980002756975,0.3549058896844974,-0.2119473587944793,-0.3799486921428356,-0.1809032633228927
8,1,-0.1340443654681129,-0.2320076317502923,0.6592371896950633,0.7890536757038484,0.1003352037715936,-1.0794496686076973,0.550129915343473,-0.2355185863728368,0.6861668132430886,-0.1804563022890151
8,2,-0.134073263960994,-0.2306298551854148,0.667975313146537,0.8370146789688608,-0.0156316286551886,-0.9846070679329268,0.8911541626971272,-0.2605828091720885,0.7274887996479249,-0.18030245628486
8,3,-0.1340237142583135,-0.2298809038749341,0.6689285629776072,0.8588388957134304,-0.0080619920738061,-0.9637326199375232,1.2766598336186492,-0.2943335496201782,0.7274887996479249,-0.18023698826426
8,4,-0.134071691451518,-0.2315470704381328,0.660508189469823,0.8108778924484179,0.0234276961047456,-1.0463228272236864,1.0048289118150118,-0.2801123931221672,0.6861668132430886,-0.1804175448582469
8,5,-0.1340380280386134,-0.2315470704381328,0.661938064216428,0.8108778924484179,0.0836820032925516,-1.0204566634032946,0.7552387017953085,-0.2574309303724232,0.6861668132430886,-0.1804000210980487
