f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_10,ela_meta.lin_simple.coef.max,ic.m0,ela_meta.lin_simple.intercept
1,1,-0.1341097197468771,-0.2367751085933172,0.6862857257919568,-0.7926120457104401,0.0872714584538914,-0.1525444872698104,-0.0053664764419787,-0.1685198405008589,-0.3816207017031013,-0.180904696111196
1,2,-0.1341096791546262,-0.2367748006770719,0.6862857257919568,-0.7491938193836785,0.8782082146699385,-0.1690068715790721,0.1214754987260351,-0.1685198306202261,-0.7522314597958325,-0.1809040779118984
1,3,-0.1341097160475933,-0.2367748680617033,0.6862857257919568,-0.757912164530211,0.8246766520746196,-0.1854692558883344,0.1619732377857022,-0.1685198305834798,-0.6981565805011632,-0.1809051432809032
1,4,-0.1341097167120377,-0.2367749938861034,0.6862857257919568,-0.7752621051203256,0.5684220121952517,-0.1402725280574507,0.0078780671498622,-0.1685198314014054,-0.5992391183767701,-0.1809050329141576
1,5,-0.1341097105241449,-0.2367749938861034,0.6862857257919568,-0.7752621051203256,0.5755489953810186,-0.2399447821480746,0.1179096600666931,-0.1685198344122861,-0.5266996461522129,-0.1809048272526763
2,1,-0.1338550511413754,-0.0372385569162413,0.6837443565076626,1.5172289199029776,0.8113729501278539,-1.5129360633715638,0.9507876897843732,-0.1443864133668264,-0.2550063501838747,-0.1537920873619022
2,2,-0.1338750100633342,-0.0325317789650743,0.682156000704979,1.525903890198035,0.2364629731426216,-0.064246244156495,-0.3573656926712861,-0.1527101241807318,-0.1152030037147303,-0.1597651292722043
2,3,-0.1338098812948832,0.0144847407338147,0.6812029872233685,1.5693221165247966,1.024073803871977,-1.6919270782249958,2.2569034501489806,-0.1363305972637072,-0.7100266759560923,-0.1440249539189775
2,4,-0.1336693387402396,0.026338437297452,0.6799323025812215,1.560647146229739,-0.8083527618908714,-0.9514191003865496,1.2696755470340784,-0.1602738903467864,-0.2378606567489785,-0.1584986655636011
2,5,-0.133794617758641,-0.0278250010139073,0.682156000704979,1.551972175934682,0.8693390800387616,-1.7209607378249674,2.376231693856239,-0.1362026198163027,-0.575498927466915,-0.1443822512055789
3,1,-0.134109670050108,-0.2367694486250411,0.619098275338431,-0.4452662350963479,-0.4611894920419374,-0.1333882582553957,0.0347492084756157,-0.1685196866933433,-0.1152030037147303,-0.1809046973086948
3,2,-0.1341096707532777,-0.2367632396125817,0.6627780599122364,-0.2281751034625402,0.5416562308975919,-0.4674250016942426,0.4285196775714978,-0.1685158734790675,-0.5781367264568986,-0.1809009103044924
3,3,-0.1341096326842848,-0.2367434687828486,0.6535655962566701,-0.1066387696287883,0.4591416033468188,-0.5826616918590776,0.6283339938753264,-0.1685174212107819,-0.6084714148417126,-0.1809003442925799
3,4,-0.1341096513335666,-0.2367643895811512,0.6468945018853981,-0.2715933297893018,0.0962989704891971,-0.3641609546634165,0.2005607061350075,-0.1685187694783932,-0.284022139073697,-0.1809029817261001
3,5,-0.134109637013364,-0.2367656828804947,0.6421294344773464,-0.3497548121477676,-0.2076272680327481,0.0560788193402937,-0.2320519340715619,-0.1685194572126841,0.130112302353772,-0.1809033980157861
4,1,-0.1341096258706729,-0.2367590793995961,0.5544521941691994,-0.1066387696287883,-0.5071189392391048,0.8839870920570044,-0.9542616139689566,-0.1685178007410733,0.4084000957970691,-0.1809024669142086
4,2,-0.1341095361339978,-0.2367044209223907,0.6748495640126332,0.0583591653832006,0.1919589225826073,0.0845138467835649,-0.1952473850519267,-0.1685132119463289,-0.1758723804843585,-0.1808962313095114
4,3,-0.1341096856441687,-0.236759855089559,0.6214808090424568,-0.2368934486090728,0.0928146675983776,0.1901724224411925,-0.3354612551924726,-0.1685184994170132,0.1235178048788101,-0.1809023120856849
4,4,-0.1341095576326453,-0.2367586732815382,0.6386350517114421,-0.0501647130079655,0.0593970353273349,0.3538983172987632,-0.5525953592702466,-0.1685158477060621,0.0694429255841408,-0.1808999378717281
4,5,-0.1341096289034741,-0.2367643895811512,0.6462591595643247,-0.0805704838921412,-0.0772826644352699,1.2231122088278052,-1.102625972473712,-0.1685157491101895,0.192100578618392,-0.1809003298455962
5,1,-0.1341096828090702,-0.2367753086600766,0.6862857257919568,-0.8360302720372016,1.416216256493309,-0.864916753743336,0.9165301683785544,-0.1685198202860467,-1.2336297754678918,-0.1809046842351234
