f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.s,ela_level.lda_qda_10,ela_level.qda_mda_10,ic.m0,ela_distr.kurtosis,ela_meta.lin_simple.coef.max
1,1,-0.1341097219413259,-0.2367752195018592,0.6564117301433963,-0.8278255132058094,-0.8991872760109842,-0.0290344394635086,-0.1207265819969238,-0.368769140468779,-0.3086004816696782,-0.1685198480249801
1,2,-0.134109681349075,-0.2367749115856063,0.6564117301433963,-0.7836175675455364,-0.857369790677814,0.1005227967416531,-0.1378421876617493,-0.742628741229514,-0.3106246185772194,-0.1685198381443473
1,3,-0.1341097182420421,-0.2367749789702394,0.6564117301433963,-0.7924944877030937,-0.8657249326025231,0.1418874564939035,-0.1549577933265754,-0.6880798315099758,-0.3107223830128898,-0.168519838107601
1,4,-0.1341097189064864,-0.2367751047946426,0.6564117301433963,-0.8101600004544516,-0.8824769921615655,-0.015506374638873,-0.1079676759558711,-0.5882952405596031,-0.3103705687408647,-0.1685198389255265
1,5,-0.1341097127185936,-0.2367751047946426,0.6564117301433963,-0.8101600004544516,-0.8824769921615655,0.0968806254427126,-0.2115948884356357,-0.5151198738626608,-0.3089646886166474,-0.1685198419364073
2,1,-0.1338550533357505,-0.0372386628630616,0.6537123007762282,1.5240283631643377,1.4342367607218436,0.9475877788380505,-1.5350979955720845,-0.2410448640522986,-0.3153448507670501,-0.1443864208611923
2,2,-0.1338750122577151,-0.0325318847948547,0.6520251574217484,1.5328611195400168,1.409129559238092,-0.3885687776874712,-0.0289246970674027,-0.100015975509103,-0.3121358364384619,-0.1527101316853604
2,3,-0.1338098834892452,0.0144846360731579,0.6510128714090602,1.57706906520029,1.4760542460550137,2.281663094621321,-1.7211913080732828,-0.7000539824240224,-0.3153806518279998,-0.1363306047481407
2,4,-0.133669340934561,0.0263383329315519,0.6496631567254764,1.5682363088246107,1.3757089915392546,1.2733019550004243,-0.9513002459863856,-0.2237488682875659,-0.3160739531429297,-0.1602738978607408
2,5,-0.1337946199529986,-0.0278251067266479,0.6520251574217484,1.559403552448932,1.5011614475387651,2.403545755589429,-1.7513770126094304,-0.5643469387315129,-0.313773734976911,-0.1362026273005784
3,1,-0.1341096722445568,-0.2367695595334424,0.5850455662488939,-0.4741619479236255,-0.4559052211955295,0.0119399876495694,-0.1008102408596713,-0.100015975509103,-0.2889133405570456,-0.1685196942174643
3,2,-0.1341096729477264,-0.2367633505208286,0.631442008497093,-0.2531222196222605,-0.0879447708313297,0.4141397610896896,-0.4481014394405033,-0.5670078611568559,-0.3057274465284642,-0.1685158810031838
3,3,-0.1341096348787335,-0.2367435796906039,0.6216565770411091,-0.1293753027989989,-0.1548276819386281,0.618231431376736,-0.5679106790942848,-0.5976084690483037,-0.3054685773185202,-0.1685174287349001
3,4,-0.1341096535280153,-0.2367645004894267,0.6145705749522933,-0.2973301652825336,-0.2468177945296781,0.181300953050293,-0.3407399129975044,-0.270315010731075,-0.2845483650489467,-0.1685187770025131
3,5,-0.1341096392078127,-0.2367657937888024,0.6095091448888532,-0.3769133002274006,-0.4140877358623592,-0.2605724720389986,0.0961748207009614,0.1474498100478287,-0.2974105846770705,-0.1685194647368048
4,1,-0.1341096280651216,-0.2367591903077396,0.5163788317215595,-0.1293753027989989,-0.0711927112722873,-0.9982422376207964,0.9569341892265708,0.4281771259215485,-0.2720049125596634,-0.168517808265192
4,2,-0.1341095383284465,-0.236704531829175,0.6442642979911404,0.0386237234664141,0.0542597447272235,-0.2229800611320785,0.12573813957657,-0.1612171912919987,-0.2953850708056467,-0.168513219470442
4,3,-0.1341096878386174,-0.2367599659977218,0.5875762812806139,-0.2619991397798178,-0.2301075106802594,-0.3661954397082668,0.2355892086617252,0.1407975039844682,-0.2924128942648796,-0.1685185069411327
4,4,-0.134109559827094,-0.2367587841896716,0.6057974295089974,-0.071874058793329,-0.0377303678638265,-0.5879776563044515,0.4058116868191757,0.08624859426493,-0.2934380438755357,-0.1685158552301783
4,5,-0.1341096310979229,-0.2367645004894267,0.6138957176105014,-0.1028328698900837,-0.004309800164989,-1.1497825791659906,1.3095156659219855,0.2099814870433959,-0.2811858192474395,-0.1685157566343057
5,1,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.9125969188589456,-0.8613655180384823,-1.228247083854674,-0.3142233136846064,-0.1685198278101679
5,2,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.7476585900355073,-0.8221552214245176,-1.2176033941533018,-0.3142047246721902,-0.1685198278101679
5,3,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.6895139267988533,-0.8417603697314999,-1.2788046099361974,-0.3137868161337964,-0.1685198278101679
5,4,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.9047922660755024,-0.9562793312706988,-1.2841264547868836,-0.3142522299261427,-0.1685198278101679
5,5,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.7587151814787191,-0.9195585772988902,-1.3400058257190932,-0.314026407849383,-0.1685198278101679
6,1,-0.1339235292161652,-0.2295556357131762,0.5740791344447742,0.8785746910116007,0.7484467115417,0.4540735678316419,-0.4263179413216336,-1.0047296001258323,-0.301307392465058,-0.16811039715523
6,2,-0.1340160467294978,-0.2301915924564693,0.5486032697921266,0.8520764218845641,0.7316946519826577,0.0974009356282755,-0.2595185842971486,-0.8450742546052326,-0.2979895979897379,-0.1682681919493212
6,3,-0.1335180187668748,-0.2298809418442041,0.5587261299190064,0.8785746910116007,0.7484467115417,0.1144410942054605,-0.2162627808896793,-0.8370914873292035,-0.3016013742540103,-0.1682449473364188
6,4,-0.1339475861190743,-0.2272549432723627,0.6032667144772773,0.9227826366718738,0.7860657380577036,0.6495801200569004,-0.6886534972388748,-0.9821117595104136,-0.306924028142514,-0.1680809849033414
6,5,-0.1340264067927673,-0.2324276679325959,0.4242608045669537,0.772493286939697,0.6815220247247782,-0.130364848101883,0.100842713155005,-0.6228872320890655,-0.2889780578595317,-0.1683652070502113
7,1,-0.1341096275413112,-0.236755704111359,0.6474698703646523,-0.2619991397798178,-0.3053873394218905,1.8634637829751413,-1.5095801834899805,-0.7798816551843223,-0.287254099078415,-0.1685189373323619
7,2,-0.1341095549905097,-0.2367599659977218,0.6442642979911404,-0.3062070854400909,-0.347204824755061,1.1104448669192375,-1.2164365373760526,-0.6654619908945599,-0.2853538889203151,-0.1685192198463565
7,3,-0.1341095776346103,-0.2367607066749554,0.6429145833075566,-0.3062070854400909,-0.3304527651960186,0.8575741167356692,-1.099739226024967,-0.4818583435458669,-0.2594683448897937,-0.1685195059527478
7,4,-0.1341096306556393,-0.2367650369256266,0.6351537238769488,-0.3857460566030795,-0.4308397954214014,0.7870720865918969,-0.8669669889833338,-0.489841110821899,-0.2911495299025197,-0.1685195503175628
7,5,-0.1341095710125867,-0.2367633505208286,0.6375157245732205,-0.3592477874760428,-0.3973774520129405,1.2124256632895658,-1.1678904558540013,-0.670783835745246,-0.2963627151623502,-0.1685193066705771
8,1,-0.1340443655925115,-0.2320076697376951,0.6349850095415008,0.7857424215032155,0.6815220247247782,-0.255629525276151,0.1244933682554919,0.1221710470070669,-0.3021927802416219,-0.1683197283291215
8,2,-0.1340732640853931,-0.2306298931610705,0.6442642979911404,0.8343667453513279,0.7233395100579482,-0.1208691872153603,0.0053065142622495,-0.0907027470203994,-0.302714649553158,-0.1682810574365298
8,3,-0.1340237143827118,-0.2298809418442041,0.6452765840038286,0.8564928000724035,0.7233395100579482,-0.1237308932359559,0.0130863350189884,-0.05877167791628,-0.3054678888365788,-0.1683251815051508
8,4,-0.134071691575917,-0.2315471084216088,0.6363347242250846,0.807868476224291,0.6815220247247782,-0.1857778828643313,0.0454503893670227,0.0489956803101246,-0.3041735427868586,-0.168353772718104
8,5,-0.1340380281630118,-0.2315471084216088,0.6378531532441168,0.807868476224291,0.6815220247247782,-0.2149152532558538,0.1073777625906658,0.0303692233327204,-0.2994946195135083,-0.1683700687401723
9,1,-0.1340871371271154,-0.233322876956509,-0.228832387952239,0.7459508540307818,0.6898771666494873,-0.9826329320539092,0.970315480928162,0.0662916760748573,-0.1900287447681288,-0.1684895137469498
9,2,-0.1340986267274458,-0.233322876956509,-0.1861476610838962,0.7371180976551029,0.6815220247247782,-1.0526146520121196,1.1066179405862304,0.0716135209255433,-0.1886710583798052,-0.1684808599674402
9,3,-0.1340953439952675,-0.2331599503698693,-0.2573451106429502,0.7459508540307818,0.6898771666494873,-0.970535720239572,0.94324170469471,0.0330301457580634,-0.1974547109874278,-0.168484134585343
9,4,-0.1340978228007299,-0.233322876956509,-0.1591533674122168,0.7371180976551029,0.6815220247247782,-1.0063070454970215,1.0132600915053616,0.086248594264933,-0.1969782814840201,-0.1684892336445892
9,5,-0.1341021914673369,-0.2331599503698693,-0.1972828072234639,0.7459508540307818,0.6898771666494873,-1.0297210038473517,1.060250208876066,0.08624859426493,-0.1829972787012179,-0.1684812610662457
10,1,-0.1254661292850557,0.0653615153987956,0.6263805784336529,1.594778741733526,1.5011614475387651,2.83098057302935,-1.967656029646776,-0.931554233428893,-0.2764525059007233,-0.1477740755363035
10,2,-0.1041904569825377,0.0325447912545928,0.628067721788133,1.5859018215759686,1.4969629887215992,2.6371650289071704,-2.001576048146158,-0.8291087200531744,-0.2629734064531583,-0.1526353697089764
10,3,-0.1318732817884418,-0.0462281248241192,0.6368408672314286,1.5328611195400168,1.4676991041303045,0.7717229361177913,-1.2074119452982348,-0.4765364986951809,-0.2370376032409191,-0.1584695578131778
