f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_25,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var
1,1,-0.134109721958177,-0.2367752097776092,0.6824013214278404,-0.8177516775461674,-0.1212145170256027,-0.1809047202315976,-0.1685198480699464,-0.080136576399948,1.279390654306488,-1.3733117480963613
1,2,-0.1341096813659262,-0.236774901861357,0.6824013214278404,-0.7737979883171462,-0.1383138283128635,-0.1809041020322975,-0.1685198381893136,-0.8445770320629581,0.8762324473993389,-0.9506571723032724
1,3,-0.1341097182588933,-0.2367749692459899,0.6824013214278404,-0.78262385398651,-0.155413139600125,-0.1809051674013068,-0.1685198381525673,-0.7571382030460111,0.9142662405037912,-0.9829208803790808
1,4,-0.1341097189233376,-0.2367750950703928,0.6824013214278404,-0.8001877657663388,-0.1084677577023709,-0.1809050570345607,-0.1685198389704928,-0.4939559850148051,1.0625980336111316,-1.1571449039884456
1,5,-0.1341097127354448,-0.2367750950703928,0.6824013214278404,-0.8001877657663388,-0.2119963151325168,-0.1809048513730786,-0.1685198419813736,-0.4731784414860255,1.0930250680946954,-1.1765031288339307
2,1,-0.1338550533526012,-0.0372386535738491,0.6794044041511207,1.5205758074818712,-1.5342394224911022,-0.1537921113677472,-0.1443864209059808,-0.594380778737239,-0.2647813457341089,0.352796633959383
2,2,-0.1338750122745658,-0.0325318755159042,0.6775313308531711,1.5293577633717856,-0.0295000292121102,-0.1597651533032867,-0.1527101317302102,-0.2931063975699373,-0.2876016215967753,0.3624757463821253
2,3,-0.1338098835060958,0.0144846452496011,0.6764074868744009,1.573311452600807,-1.720155570668961,-0.1440249778835542,-0.1363306047928698,-1.570925324589872,-0.3788827250474494,0.4205504209185801
2,4,-0.1336693409514112,0.0263383420821513,0.6749090282360413,1.5645294967108925,-0.9509974593110632,-0.1584986895893324,-0.1602738979056463,-0.5251223003079741,-0.2343543112505452,0.307627442653251
2,5,-0.1337946199698491,-0.0278250974579593,0.6775313308531711,1.5557475408209782,-1.7503125378483129,-0.1443822751716652,-0.1362026273453066,-1.3423723457733,-0.3104218974594417,0.3624757463821253
3,1,-0.134109672261408,-0.2367695498092047,0.603170320924565,-0.4661221637139977,-0.1013171366186072,-0.1809047214290965,-0.1685196942624305,-0.0091466360099515,0.663243206014427,-0.6990002493119681
3,2,-0.1341096729645776,-0.2367633407966045,0.6546798366181839,-0.2463537175688915,-0.4482777074655819,-0.1809009344248781,-0.16851588104815,-0.5052104877595606,0.3361525853161745,-0.3989477642069509
3,3,-0.1341096348955847,-0.2367435699664228,0.6438160114900752,-0.1233185155511919,-0.5679728864764108,-0.1809003684129632,-0.1685174287798663,-0.840248377161129,0.3285458266952856,-0.3570049437084002
3,4,-0.1341096535448665,-0.2367644907652,0.6359491036386862,-0.2903074067979128,-0.3410183912091249,-0.1809030058464946,-0.1685187770474794,-0.1909501418867717,0.4616641025608566,-0.5021916300495439
3,5,-0.1341096392246639,-0.2367657840645729,0.6303298837448366,-0.3694328293660409,0.0954803914693267,-0.1809034221361823,-0.1685194647817711,0.1752540628079658,0.7164905163606571,-0.7538485530408421
4,1,-0.1341096280819728,-0.2367591805835245,0.5269362376980093,-0.1233185155511919,0.955420300934139,-0.1809024910346009,-0.1685178083101582,0.8003118306320802,0.4008100335937377,-0.4086268766296932
4,2,-0.1341095383452977,-0.236704522105079,0.6689151936826018,0.0437142854749787,0.12501556551096,-0.1808962554298773,-0.1685132195154082,-0.1649782124757974,0.2524782404863891,-0.2827984151340403
4,3,-0.1341096878554686,-0.236759956273505,0.6059799308714897,-0.2551795832382554,0.2347620543182911,-0.1809023362060765,-0.168518506986099,0.3492659898614936,0.4540573439399679,-0.4828334052040521
4,4,-0.1341095598439452,-0.2367587744654574,0.6262091224893471,-0.0661479827078495,0.4048224774843258,-0.1808999619921097,-0.1685158552751446,0.3934182698601498,0.3209390680743968,-0.3537785729008251
4,5,-0.1341096311147741,-0.2367644907652,0.6351998743195063,-0.0969287381019992,1.3076661134517218,-0.1809003539659795,-0.168515756679272,0.893810776511586,0.3513661025579521,-0.3763631685538848
5,1,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.861148350910727,-0.180904708355525,-0.1685198278551342,-1.796015379484983,-0.7858443112650514,0.7819039513676265
5,2,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.8219753832344558,-0.1809036243571265,-0.1685198278551342,-1.7934181865438852,-0.7630240354023765,0.7786775805600522
5,3,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.8415618670725914,-0.1809045846376079,-0.1685198278551342,-1.7631176022310815,-0.7516138974710432,0.7689984681373099
5,4,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.955971804412812,-0.1809031588179465,-0.1685198278551342,-1.7769692979169367,-0.7744341733337097,0.7722248389448904
5,5,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.919286009287415,-0.1809047543749399,-0.1685198278551342,-1.785626607720595,-0.7782375526441625,0.7722248389448904
6,1,-0.1339235292330159,-0.2295556260046666,0.5909953444878916,0.8788343808263815,-0.4265149476454308,-0.1798633457281611,-0.1681103972001932,-0.9536591355890516,0.1688038956566037,-0.1634226952535502
