f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ic.eps.s,ela_level.lda_qda_10,ela_meta.lin_w_interact.adj_r2,ic.m0,ela_level.lda_mda_10
1,1,-0.1341070879148287,-0.2365158164100192,0.7233090549151244,-0.7345821036207573,-0.1779482174250736,-0.8114757654582949,0.0176637224366635,0.0817245528810471,-0.4027592716067654,0.4103760119960113
1,2,-0.1341070473225919,-0.236515508511459,0.7233090549151244,-0.6908310752568954,-0.1942348812248848,-0.7701619972259495,0.1431414430950328,0.8703928544860062,-0.7695076333620765,1.3068745707411764
1,3,-0.1341070842155463,-0.2365155758922202,0.7233090549151244,-0.699616246786502,-0.2105215450246967,-0.7784164963732713,0.183203606919693,0.8170148236605207,-0.7159963065579206,1.0397634199449708
1,4,-0.1341070848799904,-0.2365157017093936,0.7233090549151244,-0.7170991752036296,-0.1658072498652133,-0.7949667671636513,0.030765813750389,0.5614951376379289,-0.6181097331356858,0.8278047739690311
1,5,-0.1341070786920997,-0.2365157017093936,0.7233090549151244,-0.7170991752036296,-0.2644155961440737,-0.7949667671636513,0.1396139569721066,0.5686016802034518,-0.5463262459593781,0.8115834490218923
2,1,-0.1338524193976032,-0.0369907250843269,0.7207426107287825,1.592963863872484,-1.5238188896095153,1.493840756405728,0.963533929969832,0.8037492775382107,-0.2774644576263017,-2.5127067434782937
2,2,-0.1338723783126436,-0.0322842174662329,0.7191385831123192,1.601705328081048,-0.0905924752260831,1.469035986468026,-0.330549550555036,0.2304881772526678,-0.1391181005228744,-1.0679274015198512
2,3,-0.1338072495667682,0.0147296018460249,0.7181761665424407,1.64545635644491,-1.7008993432874682,1.5351545246380731,2.255601704138743,1.015840092327049,-0.7277426953685906,1.3706784488665915
2,4,-0.1336667070608411,0.0265826175944097,0.71689294444927,1.636714892236346,-0.9682955934559372,1.4360179898787389,1.278991974677218,-0.8113309628530424,-0.2604974515664462,3.0263350151378265
2,5,-0.1337919860358168,-0.027577709848139,0.7191385831123192,1.6279734280277824,-1.7296230958071364,1.5599592945757752,2.373646507609518,0.8615491570711331,-0.5946169555143487,1.241989270952626
3,1,-0.1341070382180769,-0.2365101567668225,0.655458686738713,-0.3845738767098625,-0.1589964631852921,-0.3735333131971385,0.0573479413195813,-0.465163378327998,-0.1391181005228744,0.8645731105158784
3,2,-0.1341070389212463,-0.2365039481109768,0.6995694461914629,-0.1658187348905532,-0.4894676777414724,-0.010005170749088,0.4468831946084144,0.5348061222251859,-0.5972272641389413,1.0257049383241168
3,3,-0.1341070008522666,-0.2364841784167783,0.6902660860159738,-0.0433508213285744,-0.6034743243401545,-0.0760824364233987,0.6445483991395199,0.4525281516332387,-0.6272458133217602,1.7188962243984864
3,4,-0.1341070195015419,-0.236505098013498,0.6835291700268266,-0.2095697632544151,-0.3873058775426534,-0.1669644720354114,0.2213760460356426,0.0907261734640436,-0.3061778524968241,0.908911398704725
3,5,-0.1341070051813443,-0.2365063912385611,0.6787170871774355,-0.2883303557735749,0.0284482310925407,-0.3322195449647931,-0.2065836096636353,-0.2123283861634927,0.103640601564275,0.1508348128417953
4,1,-0.1341069940386571,-0.2364997881369324,0.5901747627486434,-0.0433508213285744,0.8475193596430723,0.0065451000412921,-0.9210255312034056,-0.5109610970835924,0.3790281614588332,-1.0938815214352744
4,2,-0.1341069043020131,-0.2364451327990283,0.7117600560765862,0.1229118279183092,0.0565797412922157,0.1304864047383284,-0.170174913609148,0.1861117670101777,-0.1991551988885121,0.5563679365202508
4,3,-0.1341070538121321,-0.2365005637823437,0.6578647281634086,-0.1746039064201598,0.161110510771007,-0.1504554737407679,-0.3088807072284905,0.0872518637653434,0.0971148300027904,0.0145756832858352
4,4,-0.1341069258006531,-0.2364993820421999,0.6751882264212156,0.013556110669176,0.3230887852891345,0.0396043691263157,-0.5236794157852366,0.0539300752914453,0.0436035031986344,-0.5618220631691428
4,5,-0.1341069970714573,-0.236505098013498,0.6828875589802412,-0.01708272138184,1.1830246339191943,0.0726223657156028,-1.0677941502465789,-0.0823576187984785,0.1649828542422091,-1.0138563183627252
5,1,-0.1341070509770346,-0.2365160164652878,0.7233090549151244,-0.7783331319846191,-0.8827165782169266,-0.861044032837962,0.9296448668602928,1.4068578565989511,-1.2458889573502985,1.4031210987608644
5,2,-0.1341070509770346,-0.2365160164652878,0.7233090549151244,-0.7783331319846191,-0.845405312057358,-0.861044032837962,0.7699001381506422,1.4068578565989511,-1.2354477228519274,1.2063023560689188
5,3,-0.1341070509770346,-0.2365160164652878,0.7233090549151244,-0.7783331319846191,-0.8640609451371423,-0.861044032837962,0.7135863418310727,1.4068578565989511,-1.2954848212175651,1.4171795803817182
5,4,-0.1341070509770346,-0.2365160164652878,0.7233090549151244,-0.7783331319846191,-0.9730335320158824,-0.861044032837962,0.9220859680254516,1.4068578565989511,-1.3007054384667505,0.7293954026230582
5,5,-0.1341070509770346,-0.2365160164652878,0.7233090549151244,-0.7783331319846191,-0.9380912351362862,-0.861044032837962,0.780608578166668,1.4068578565989511,-1.355521919583203,0.5001340100368351
6,1,-0.1339208952542621,-0.2292966474565424,0.6450325072316996,0.954181366831684,-0.4687391965417116,0.8163114663935572,0.4855595603133534,1.1195956137836889,-1.026623032884486,1.4182610020448585
6,2,-0.1340134127354985,-0.2299325676579441,0.6208116902230986,0.9279569742059928,-0.3100182547835468,0.7997611956031773,0.140117883561096,0.9278768876826832,-0.8700045154089069,0.6569401511925085
6,3,-0.1335153849456516,-0.2296219348955736,0.6304358559218803,0.954181366831684,-0.2688574135440225,0.8163114663935572,0.1566214793505001,0.9654626016958952,-0.8621735895351288,0.8959343387470111
6,4,-0.1339449521488254,-0.2269960872128543,0.6727821849965201,0.997932395195546,-0.7183693344188261,0.8534773488043734,0.6749099761261331,1.1172267662618476,-1.004435409575445,1.4204238453711433
6,5,-0.1340237727951739,-0.2321685146498175,0.5025948548897294,0.8491963816868329,0.0328900484924895,0.75019292822351,-0.080475980769029,0.6003442369961227,-0.6520437452553938,0.6818128494447867
7,1,-0.1341069935148468,-0.2364963021408677,0.7148077085478671,-0.1746039064201598,-1.499536954489796,-0.2248285110581369,1.8505707082384844,1.160655637495601,-0.8060519541063801,1.225767946005487
7,2,-0.1341069209640705,-0.2365005637823437,0.7117600560765862,-0.2183549347840217,-1.2205908217730204,-0.2661422792904825,1.1212629523235251,1.0349487956699004,-0.6938086832488827,0.0470183331801128
7,3,-0.1341069436081633,-0.2365013044170182,0.7104768339834154,-0.2183549347840217,-1.1095453867743046,-0.2495920085001022,0.8763546300746601,0.9188752670996874,-0.5136973881519636,-0.0665309414498539
7,4,-0.1341069966291739,-0.2365056344188744,0.7030983069476828,-0.2970718199821388,-0.8880467590968644,-0.3487698157551732,0.8080725772665919,0.8061181250600519,-0.5215283140257446,1.0451705282606805
7,5,-0.1341069369861419,-0.2365039481109768,0.7053439456107317,-0.2708474273564474,-1.1743959208135548,-0.3157105466701496,1.2200325637654543,0.9733587601020324,-0.699029300498068,0.9359469402832832
9,1,-0.1340845031084535,-0.2330636722352778,-0.1183242354433405,0.8229282817400985,0.8602525695229251,0.7584474273708316,-0.9059077335337226,-1.2119820403804311,0.0240261885141892,-1.0138563183627252
9,2,-0.1340959927047978,-0.2330636722352778,-0.0777423367468109,0.8141868175315349,0.989953637601426,0.75019292822351,-0.973685859752802,-1.2170355817603586,0.0292468057633746,-1.0138563183627252
9,3,-0.1340927099737583,-0.2329007550103529,-0.1454323021615756,0.8229282817400985,0.8344900286032231,0.7584474273708316,-0.8941914403397181,-1.2014011881162074,-0.0086026692932252,-1.0138563183627252
9,4,-0.1340951887783609,-0.2330636722352778,-0.0520778948833929,0.8141868175315349,0.9011172896024529,0.75019292822351,-0.928836393332742,-1.166816014297328,0.0436035031986373,-1.0138563183627252
9,5,-0.1340995574434522,-0.2329007550103529,-0.0883289190154708,0.8229282817400985,0.9458315847619362,0.7584474273708316,-0.9515130898372663,-1.1949263382231752,0.0436035031986344,-1.0138563183627252
10,1,-0.125463498257198,0.0656035578008221,0.6947573633420718,1.6629829921830803,-1.9354273020047568,1.5599592945757752,2.7876222004643383,1.2874679414981605,-0.954839545708181,1.1403356346172235
10,2,-0.1041878333356468,0.0327887192961419,0.6963613909585357,1.6541978206534738,-1.967704508444384,1.555811408754246,2.5999095460657737,1.262358157766645,-0.8543426636613507,0.7304768242862031
10,3,-0.1318706485378117,-0.045979670513488,0.7047023345641463,1.601705328081048,-1.2120033081331194,1.5269000254907517,0.7932067428914035,1.141862780488995,-0.5084767709027782,-1.330712865663492
10,4,-0.1303112318979334,0.1267787848621647,0.6907472943009129,1.6979488490173356,-2.119910784682625,1.6467140806141272,3.266604423298796,1.290784328028738,-1.012266335449226,1.3879811954768704
10,5,-0.1325163647691348,-0.045979670513488,0.7071083759888418,1.5842223996639204,-1.286033598132264,1.5020952555530496,0.9498019304198702,1.0952754458927867,-0.518918005401149,-0.8840857187856196
11,1,-0.13293292323861,-0.0852027005723286,0.7111184450300008,1.5666957639257502,-1.482658048369991,1.5020952555530496,1.262992305476804,0.9326145827263655,-0.118235631526127,-1.0138563183627252
11,2,-0.1335675837494879,-0.0852027005723286,0.7111184450300008,1.562325031821468,-1.5528387632891802,1.493840756405728,1.381667017183816,0.9836237660300104,-0.0934376995924964,-1.0138563183627252
11,3,-0.1287860830690459,-0.0705888723693128,0.7030983069476828,1.592963863872484,-1.6908312238475849,1.5351545246380731,1.6190164405978391,1.2164025158429277,-0.3844871112346137,-1.0138563183627252
11,4,-0.1315371994854657,-0.06276091087071,0.7008526682846337,1.6104467922896115,-1.8255663516460272,1.543409023785395,1.926285678234147,1.2778346282426731,-0.4184211233543216,-0.974925138489593
11,5,-0.1331784138319382,-0.0852027005723286,0.7096748201751837,1.562325031821468,-1.5418822803693064,1.493840756405728,1.3626437884494649,1.05453126851712,-0.0869119280310147,-1.0138563183627252
12,1,0.105444014768833,3.08411940229224,-0.9452004717303404,2.275497389277146,-0.2137788777846587,2.5514897321520658,0.0381987309379832,-0.6881508917173056,-0.6363818935078347,0.5596122015096805
12,2,1.5049672819781872,6.393606606486751,-0.1569813010001139,2.371740910213433,-0.1130976833858231,2.526684962214364,-0.0053909190096031,0.1688981416847993,-0.8504272007244617,0.8775501704735875
12,3,10.218185744087544,4.456874954068411,-0.7458198390039118,2.4854673595668486,-0.2869208043038137,2.9108906250264552,0.178038359382551,-0.4293148191641365,-0.9091591447778,0.9132370853572948
12,4,2.492242869500872,3.756502257356428,-0.8226527618325192,2.406750474368732,-0.072529084466292,2.8323903381354256,-0.0583032108534935,-0.5360708808151078,-0.7499303186776314,0.7445353059070523
