f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.kurtosis,ic.eps.s,ela_level.qda_mda_10,nbc.nn_nb.mean_ratio,ela_level.qda_mda_50,ic.m0
1,1,-0.134109721942264,-0.236775145312735,0.6824244127959399,-0.7965615744218395,-0.3153368649362644,-0.8749707496553838,-0.121214517025602,1.2804242965558077,-0.5537858933968778,-0.3470550995362204
1,2,-0.1341096813500131,-0.2367748373964872,0.6824244127959399,-0.7530781535144208,-0.3173639203176682,-0.8336647270152615,-0.1383138283128628,0.8768464769044763,-0.1507245881034465,-0.7942097401611065
1,3,-0.1341097182429803,-0.2367749047811192,0.6824244127959399,-0.7618095896806457,-0.3174618257136408,-0.8419176785917097,-0.1554131396001243,0.9149198561168704,-0.1236605196424964,-0.728966536368863
1,4,-0.1341097189074246,-0.2367750306055203,0.6824244127959399,-0.7791855820512426,-0.3171095041830635,-0.8584648465024878,-0.1084677577023702,1.0634060350451835,-0.2522148448320079,-0.6096192123586637
1,5,-0.1341097127195318,-0.2367750306055203,0.6824244127959399,-0.7791855820512426,-0.3157015970099932,-0.8584648465024878,-0.2119963151325161,1.0938647384151006,-0.296193956081052,-0.5220978414178481
2,1,-0.1338550533366887,-0.0372385919929555,0.6794273011125342,1.516747729856649,-0.3220909583091325,1.429913566615011,-1.5342394224911011,-0.2653548994672234,1.0898729786690222,-0.1942905248031613
2,2,-0.1338750122586533,-0.0325318140030395,0.677554106310406,1.5254357260419475,-0.3188773171075259,1.4051134471277844,-0.0295000292121095,-0.2881989269946549,1.3172594824346824,-0.0256129735354103
2,3,-0.1338098834901833,0.0144847060829175,0.6764301894291287,1.5689191469493664,-0.3221268109893478,1.4712195892551327,-1.72015557066896,-0.3795750371043892,0.7339321497138526,-0.7432882152500891
2,4,-0.1336693409354991,0.0263384027441415,0.6749316335874261,1.5602311507640678,-0.3228211119312096,1.3721016408219924,-0.9509974593110624,-0.2348961960973064,1.117420334066776,-0.1736036553080584
2,5,-0.1337946199539367,-0.0278250360131235,0.677554106310406,1.5515431545787697,-0.3205175772273761,1.496019708742359,-1.7503125378483118,-0.3110429545220863,0.888583969490709,-0.5809758545962149
3,1,-0.1341096722454949,-0.2367694853444123,0.6031882726659062,-0.44869420716249,-0.2956213381909434,-0.4371104037669356,-0.1013171366186065,0.6636355533150906,0.3796828250374909,-0.0256129735354103
3,2,-0.1341096729486646,-0.2367632763319018,0.654701129724439,-0.2312771026253965,-0.312459687348986,-0.0736504163401663,-0.4482777074655811,0.3362044920885392,0.7303074976878323,-0.5841584499031532
3,3,-0.1341096348796717,-0.2367435055020059,0.6438365998720939,-0.1095582760693655,-0.3122004448920445,-0.1397152937096324,-0.56797288647641,0.3285898162460621,0.7049349335056914,-0.620758295932948
3,4,-0.1341096535289535,-0.2367644263004808,0.6359691817031544,-0.2747605235328152,-0.2912500691031542,-0.2305802905663248,-0.3410183912091241,0.4618466434894291,0.7597880008327955,-0.2292990731794868
3,5,-0.1341096392087509,-0.236765719599835,0.6303495972967688,-0.3530393691623542,-0.3041308339451225,-0.3958043811268135,0.0954803914693274,0.7169382842124391,-0.2328833673599009,0.2703683900098928
4,1,-0.1341096280660598,-0.236759116118882,0.5269492442192782,-0.1095582760693655,-0.2786885310100259,-0.057103248429388,0.9554203009341397,0.4009292367496035,-0.0603499309213458,0.6061321948919255
4,2,-0.1341095383293847,-0.2367044576412266,0.6689374102206148,0.0556874113750108,-0.3021023996144796,0.0668148194909785,0.1250155655109607,0.2524430578212821,1.4124670089848088,-0.0988126655949997
4,3,-0.1341096878395556,-0.2367598918088513,0.605998064869099,-0.2400085387916214,-0.2991259376819897,-0.2140743874134288,0.2347620543182917,0.454231967646952,0.3789578946322864,0.2624119017425433
4,4,-0.1341095598280321,-0.2367587100008208,0.6262285687320862,-0.0529994209030725,-0.3001525653904626,-0.0240501773657138,0.4048224774843265,0.3209751404035849,0.7803276956469086,0.1971686979502998
