f_id,i_id,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.h.max,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.coef.max,nbc.nb_fitness.cor,ic.eps.s,ela_meta.lin_simple.intercept,nbc.nn_nb.mean_ratio
1,1,-0.225098447814069,0.7227373050311902,0.8082865777797101,-0.7333641313674035,-0.2711258793032415,-0.1678306899929399,-0.4169574079059621,-0.8107087039461732,-0.1794099320312573,1.1523512017030757
1,2,-0.2250981402181381,0.7227373050311902,0.6043441999645811,-0.6876693434958026,-0.2886660886416032,-0.1678306801133564,0.0574562072974421,-0.7676059067918833,-0.1794093139770858,0.8236549936171417
1,3,-0.2250982075326716,0.7227373050311902,0.642894283575976,-0.6968448203811091,-0.3062062979799656,-0.167830680076614,0.0306109099621845,-0.7762178542752579,-0.1794103790959889,0.8546640698516673
1,4,-0.225098333226181,0.7227373050311902,0.6528426922498837,-0.7151044758742563,-0.2580504505237344,-0.1678306808944527,-0.1168181819609506,-0.793484808979424,-0.1794102687551525,0.9755994671662976
1,5,-0.225098333226181,0.7227373050311902,0.6802008161031353,-0.7151044758742563,-0.3642484452450916,-0.1678306839050137,-0.1185785293271978,-0.793484808979424,-0.1794100631419515,1.0004067281539195
2,1,-0.0257694669227272,0.7201715437433334,-0.5272872866925417,1.6975894535740244,-1.7205849964460849,-0.1436998257036063,0.7686365432609867,1.5944359892106847,-0.1523036881267533,-0.1066172934185261
2,2,-0.0210675852654441,0.7185679429384232,0.0982189086794711,1.7067192813205982,-0.1770465746702073,-0.1520226525826269,0.4346106305157329,1.568557087023144,-0.1582753278302433,-0.1252227391592374
2,3,0.0259000248183676,0.7176057824554767,-1.2958018567519909,1.7524140691921994,-1.9112949088886413,-0.1356448650863442,0.7387106380347979,1.6375387863649744,-0.142538847576002,-0.1996445221220895
2,4,0.0377413904025984,0.7163229018115485,0.3307629614320902,1.7432842414456255,-1.122304401559402,-0.1595856155159738,-0.4570053104880677,1.5341092970896455,-0.1570091614314641,-0.0818100324309042
2,5,-0.016365703608161,0.7185679429384232,-0.9202494293119357,1.734154413699052,-1.9422294599035717,-0.1355169012294804,0.7417912459257292,1.6634176885525152,-0.1428960609849583,-0.1438281848999487
3,1,-0.2250927937336568,0.65490499098348,0.5906651380379554,-0.3678058283945953,-0.2507154538913285,-0.1678305362017578,-0.274369271240004,-0.3538018302157338,-0.1794099332284751,0.6500041667038156
3,2,-0.2250865911802125,0.6990040131185162,-1.4748732128823507,-0.1393318890365901,-0.606622247011552,-0.1678267233924256,0.8958216404722892,0.0254683369520833,-0.1794061471132942,0.3833261110869262
3,3,-0.2250668409173712,0.6897031284500359,-0.7473958286027734,-0.0114230023070936,-0.7294037123800876,-0.1678282709597789,0.1925628676568529,-0.0434703026523302,-0.1794055812342564,0.3771242958400224
3,4,-0.2250877399525106,0.6829680050694121,-0.6839747233066038,-0.1850266769081912,-0.4965972975254615,-0.1678296190842113,0.2827806701769806,-0.1382878444442846,-0.1794082180486235,0.4856560626608521
3,5,-0.2250890319064807,0.6781572026546807,0.5446537479211296,-0.2672864249048196,-0.0488435900516323,-0.1678303067454683,-0.3377417764248742,-0.310699033061444,-0.1794086342405831,0.6934168734321489
4,1,-0.2250824352949487,0.5896384382236265,-1.299532510004709,-0.0114230023070936,0.8332694832194579,-0.1678286504497662,0.3140268359278542,0.0427352916562495,-0.1794077033575872,0.4360415406856151
4,2,-0.2250278336770152,0.7111913792358351,-1.8367465783957804,0.1622263214327369,-0.0185468648308246,-0.1678240621423281,0.4407718462975951,0.1720436831191191,-0.1794014692167349,0.3151061433709779
4,3,-0.2250832101779889,0.6573103921908456,-0.2288350264752789,-0.1485073659218966,0.0940293878317545,-0.1678293490515103,0.2783798017613647,-0.1210639494775354,-0.1794075485654103,0.4794542474139483
4,4,-0.225082029599361,0.6746292808838779,-2.000895321515276,0.0480121763231008,0.2684747425241934,-0.1678266976221571,0.4940223541265486,0.0772261413271647,-0.1794051749088142,0.3709224805931187
4,5,-0.2250877399525106,0.6823265647474481,-1.8417207827327344,0.0160121300713602,1.194597795589721,-0.167826599036755,0.7444317669750995,0.1116739312606631,-0.1794055667906642,0.3957297415807337
5,1,-0.2250986476727061,0.7227373050311902,0.4663100296140958,-0.7790589192390046,-1.030138574308735,-0.1678306697802745,0.3179876175019097,-0.8624234485838376,-0.1794099201579727,-0.5314416378314821
5,2,-0.2250986476727061,0.7227373050311902,0.4712842339510497,-0.7790589192390046,-0.9899555492790324,-0.1678306697802745,0.3355910911643736,-0.8624234485838376,-0.1794088364140538,-0.512836192090764
5,3,-0.2250986476727061,0.7227373050311902,0.4886939491303908,-0.7790589192390046,-1.0100470617938837,-0.1678306697802745,0.2920224938497752,-0.8624234485838376,-0.1794097964690997,-0.5035334692204083
5,4,-0.2250986476727061,0.7227373050311902,0.4663100296140958,-0.7790589192390046,-1.12740700791238,-0.1678306697802745,0.3153470964525394,-0.8624234485838376,-0.1794083709841639,-0.5221389149611196
5,5,-0.2250986476727061,0.7227373050311902,0.475014887203765,-0.7790589192390046,-1.0897752860591663,-0.1678306697802745,0.3157871832941009,-0.8624234485838376,-0.1794099661665841,-0.5252398225845784
6,1,-0.2178863744812468,0.6444815857515623,0.1516916053017331,1.0304272909931562,-0.5842983442172723,-0.1674212826052517,0.3897217726764503,0.8875673397752976,-0.1783688020010256,0.2468861756550296
6,2,-0.2185216696455362,0.6202672135974151,0.2648547539674437,1.0030378077534354,-0.4133610313925061,-0.1675790606421602,0.2863013649094735,0.8703003850711315,-0.1785193992590787,0.463949709296682
6,3,-0.2182113421997831,0.6298888184268775,0.2685854072201591,1.0304272909931562,-0.3690321387010087,-0.1675558184977438,0.2537349386339154,0.8875673397752976,-0.1782761917105436,0.4143351873214519
6,4,-0.2155880754261924,0.6722238796765122,0.1989465465028,1.0761220788647574,-0.8531419164398065,-0.1673918734768279,0.3065453596213073,0.9263426333191916,-0.1778185735481536,0.3492161272289486
6,5,-0.2207554189562415,0.5020818342755183,0.0173880882039631,0.920778059756807,-0.0440598965957151,-0.1676760654404306,0.2040051255374547,0.8185856404334672,-0.1789673736610381,0.4019315568276375
7,1,-0.225078952725221,0.7142382207651649,0.0708607848262223,-0.1485073659218966,-1.694434138887072,-0.1678297793970336,0.4676171436328526,-0.1986575963027404,-0.1794074353518868,0.212776191797052
