f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.lda_qda_10,ic.m0,ela_level.lda_mda_10
1,1,-0.2367745368436503,-0.1341097188101725,0.7216190119281817,-0.7715472738959822,-0.1923221049695658,-0.1809046018285033,-0.8441749752257286,0.0334722536154145,-0.416596573649891,0.4385615400061542
1,2,-0.2367742289274445,-0.1341096782179216,0.7216190119281817,-0.7284347740855174,-0.2086650396472913,-0.180903983629216,-0.8032957640796139,0.1593021767868213,-0.7847212189191284,1.3525469901424767
1,3,-0.2367742963120672,-0.1341097151108887,0.7216190119281817,-0.7370917295919144,-0.2250079743250176,-0.1809050489982032,-0.8114634386342822,0.1994767908114271,-0.7310090820648978,1.0802256316579528
1,4,-0.2367744221364512,-0.1341097157753331,0.7216190119281817,-0.7543195017439484,-0.1801391900279876,-0.1809049386314593,-0.8278396261163921,0.04661112109516,-0.6327551731852095,0.8641325698645621
1,5,-0.2367744221364512,-0.1341097095874402,0.7216190119281817,-0.7543195017439484,-0.2790882308949473,-0.1809047329699815,-0.8278396261163921,0.1557647893884282,-0.5607023066734357,0.8475948355436388
2,1,-0.0372380107439211,-0.1338550502047022,0.7190545636815908,1.5220291021346706,-1.5428427978834691,-0.1537919935269884,1.436893174402026,0.9819974174416404,-0.2908315702838865,-2.5415381846241205
2,2,-0.0325312333960866,-0.1338750091266586,0.7174517835274717,1.5306429882106878,-0.1046645462435806,-0.1597650353386427,1.4123493123652475,-0.3157184167116618,-0.1519660457339248,-1.068577314440604
2,3,0.0144852802760478,-0.1338098803582156,0.7164901154349999,1.5737554880211528,-1.7205350694703812,-0.144024860245373,1.4777723855481404,2.2776918873672893,-0.7427995511304623,1.4175954118047778
2,4,0.0263389753202336,-0.1336693378035893,0.7152078913117046,1.5651416019451356,-0.9854001532395786,-0.1584985716509557,1.3796786141465749,1.2983409190693531,-0.2738008927447392,3.1055468281602856
2,5,-0.0278244560482522,-0.1337946168219752,0.7174517835274717,1.5565277158691189,-1.7493580633565526,-0.1443821575260734,1.5023162475849186,2.3960680299492254,-0.6091742350540834,1.2863960528587883
4,1,-0.2367585076519839,-0.1341096249339683,0.5885882591362825,-0.090404232434942,0.8366884911934374,-0.1809023726315528,-0.0347584268581029,-0.9078518001497968,0.3681246452692374,-1.095037689354082
4,2,-0.2367038491817848,-0.1341095351972932,0.7100789948185228,0.0734318807309005,0.0430161543896891,-0.1808961370269586,0.0878792065802411,-0.1548936253490101,-0.2122284431801341,0.5874011488944543
4,3,-0.2367592833418474,-0.134109684707464,0.6562255816401157,-0.2197417318663364,0.147908080594003,-0.1809022178030316,-0.1901075968878935,-0.293988751264391,0.0851533876957281,0.0350408225756358
4,4,-0.2367581015339781,-0.1341095566959406,0.6735356073046036,-0.0343278340800715,0.3104459945706598,-0.180899843589114,-0.0020468902666566,-0.5093903767736759,0.0314412508414974,-0.5526000036278187
4,5,-0.2367638178328583,-0.1341096279667695,0.6812289520443763,-0.0645195047765109,1.1733529455545937,-0.1809002355629757,0.0306238079520164,-1.0550323829757895,0.1532760978523147,-1.0134515333708627
5,1,-0.2367747369103841,-0.1341096818723656,0.7216190119281817,-0.814659773706447,-0.8995254601148004,-0.1809045899524309,-0.8932218609265115,0.9480132313642224,-1.2628902421336246,1.4506708804466195
5,2,-0.2367747369103841,-0.1341096818723656,0.7216190119281817,-0.814659773706447,-0.8620852824894646,-0.1809035059540549,-0.8932218609265115,0.7878201163227129,-1.2524098251864586,1.2500130373527552
5,3,-0.2367747369103841,-0.1341096818723656,0.7216190119281817,-0.814659773706447,-0.8808053713021325,-0.1809044662345164,-0.8932218609265115,0.7313482532126537,-1.312672222632668,1.4650035835247537
5,4,-0.2367747369103841,-0.1341096818723656,0.7216190119281817,-0.814659773706447,-0.9901544615094628,-0.1809030404148846,-0.8932218609265115,0.9404331155105232,-1.317912431106251,0.7638036483176299
5,5,-0.2367747369103841,-0.1341096818723656,0.7216190119281817,-0.814659773706447,-0.9550914380190688,-0.1809046359718448,-0.8932218609265115,0.7985586137821203,-1.3729346200788772,0.5300703365819188
6,1,-0.2295549541599245,-0.1339235260850886,0.6434033404071615,0.8925693771297321,-0.4841177750336916,-0.1798632273466657,0.7664904469548542,0.5026814249593946,-1.042801486243116,1.4661060991461456
6,2,-0.2301909108058844,-0.1340160435983831,0.6192013600799604,0.8667277189016814,-0.3248484479925803,-0.1800138599641268,0.7501142594727443,0.1562701304453414,-0.8855952320356112,0.689935101684176
6,3,-0.2298802602411643,-0.1335180156359655,0.628818041004676,0.8925693771297321,-0.2835453948979636,-0.1797705953117967,0.7664904469548542,0.1728200500592515,-0.8777349193252367,0.9335910540124372
6,4,-0.227254262071232,-0.1339475829879878,0.6711314370734246,0.935681876940197,-0.7346103920032013,-0.1793128697031787,0.803265401637248,0.692563327094559,-1.0205306002303858,1.4683111303889351
6,5,-0.2324269859397796,-0.1340264036616483,0.5010764627213705,0.7891166053567686,0.0192446130402694,-0.1804619395480124,0.7010673737719615,-0.0649429172184467,-0.6668165282635012,0.7152929609762572
7,1,-0.2367550214561369,-0.1341096244101579,0.7131242771113494,-0.2197417318663364,-1.5184769680003145,-0.1809021045629261,-0.2636983446254545,1.8715240128732409,-0.8214026782342146,1.2698583185378651
7,2,-0.2367592833418474,-0.1341095518593564,0.7100789948185228,-0.2628542316768013,-1.2385670686108978,-0.180902913259447,-0.3045775557715693,1.1401691682554966,-0.7087381960521704,0.0681162912174825
7,3,-0.2367600240189676,-0.134109574503457,0.7087967706952275,-0.2628542316768013,-1.1271379685354936,-0.1809030726133192,-0.2882013682894594,0.894573414595643,-0.5279510037135366,-0.0476478490289758
7,4,-0.2367643542689761,-0.134109627524486,0.701423981986279,-0.3404222757913339,-0.9048740569184192,-0.180903370613794,-0.3863359780637986,0.8260997013838939,-0.5358113164239139,1.085738209764924
7,5,-0.2367626678644362,-0.1341095678814334,0.7036678742020458,-0.3145806175632831,-1.19221256297953,-0.1809031467486558,-0.3536244414723523,1.2392160154105,-0.7139784045257533,0.9743841320040444
8,1,-0.2320069878091595,-0.1340443624613851,0.7012637039708671,0.8020374344707941,0.0418275773222182,-0.1804561857239054,0.7010673737719615,-0.1866037766703191,0.0668126580381879,0.3261049466238775
