f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ic.eps.ratio,ela_level.mmce_qda_50,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_02
1,1,-0.1341091243897864,-0.2366137365105274,0.6815471173013756,-0.1409026014268038,-0.7357886019737772,-0.1090687618784519,-0.0175476508939078,0.3521909277029598,0.0249439225484076,-1.3215288883345793
1,2,-0.1341090837975387,-0.2366134286053406,0.6815471173013756,-0.1575020715980587,-0.692160068028267,-0.493186558955472,0.110390473446521,1.2660755791063552,0.840470744749022,-0.974427163046311
1,3,-0.1341091206905029,-0.2366134959875519,0.6815471173013756,-0.1741015417693143,-0.7009206427765663,-0.4396653224924359,0.1512381878443688,0.9937842535374318,0.7852748965504224,-1.002250034587158
1,4,-0.1341091213549472,-0.2366136218074331,0.6815471173013756,-0.1285284509355037,-0.7183546223751717,-0.3038037222401138,-0.0041886499587624,0.7777150235313196,0.5210533510316813,-1.127681012845074
1,5,-0.1341091151670548,-0.2366136218074331,0.6815471173013756,-0.2290306976087411,-0.7183546223751717,-0.3025686167832744,0.1067938193485971,0.7611791130716675,0.528401910703092,-1.1883439950570838
2,1,-0.1338544558042578,-0.0370843509950282,0.6790060716294327,-1.512622454669634,1.5852406869375566,-0.9740542834849032,0.946869455077918,-2.6275801371262264,0.7715575851637881,0.5503574199217356
2,2,-0.1338744147246513,-0.0323777420832227,0.6774179180844686,-0.0518690795991611,1.5939576767368595,-0.1341825728341841,-0.3725887911318045,-1.1547817121866069,0.1787737716699496,0.600985923873113
2,3,-0.1338092859613081,0.0146370890629971,0.6764650259574898,-1.693103966713465,1.6375862106823695,-1.1206201310298327,2.264272470374541,1.3311168269143223,0.9908712660239052,0.5882147697232155
2,4,-0.133668743417687,0.0264903599126279,0.6751945031215185,-0.9464296175555416,1.6288692208830666,-0.2811601221980601,1.2685130929779511,3.0188820878294056,-0.8985250761589358,0.5261834495665743
2,5,-0.133794022426263,-0.0276711331714173,0.6774179180844686,-1.7223793959245883,1.6201522310837642,-1.040749978154225,2.3846319307229167,1.199931937267752,0.831325870491266,0.5886708823714261
3,1,-0.1341090746930212,-0.2366080767455235,0.6143682223493875,-0.1215868543184334,-0.386760330409697,-0.1160676928005411,0.0229147077077336,0.8151964205731969,-0.5405685694981934,-0.8097704970422832
3,2,-0.1341090753961908,-0.2366018679560548,0.6580424448359047,-0.4584051945206338,-0.1686176606821468,-0.9242383633923852,0.420088081664165,0.9794531311390664,0.4934554269323811,-0.7614225563319595
3,3,-0.1341090373272009,-0.2365820978363718,0.648831154275112,-0.5746014857194214,-0.046492633593916,-0.433078093389293,0.6216291630799605,1.6860877047815008,0.4083754360700422,-0.5178584021874969
3,4,-0.1341090559764812,-0.2366030178833243,0.6421609093862621,-0.3542812452645774,-0.2122461946276568,-0.4223738460966867,0.1901591232611859,0.8603945758295797,0.0342520981321955,-0.7171796294555308
3,5,-0.1341090416562798,-0.2366043111362202,0.6373964487513691,0.0694579569252872,-0.2907862727193742,0.046554525683299,-0.2461920899762005,0.0876163603485324,-0.2791231465219853,-0.8526450859740803
4,1,-0.1341090305135895,-0.2365977078924792,0.5497303730693422,0.9042604022651484,-0.046492633593916,0.2100001478050321,-0.9746429967378172,-1.1812391689220512,-0.587925954047288,-0.7062329258984755
4,2,-0.1341089407769215,-0.2365430513782799,0.6701124117776328,0.0981297690392739,0.1193045123888214,-0.5306514244795972,-0.2090694816083444,0.5010141218398182,0.1328860990551369,-0.5967658903279317
4,3,-0.1341090902870806,-0.236598483554584,0.6167504526668339,0.2046681866838763,-0.177378235430446,0.0794906711990135,-0.3504950588159876,-0.0512852875125387,0.0306594689595056,-0.7600542183873279
4,4,-0.1341089622755672,-0.2365973017890067,0.6339025109524478,0.3697574627507251,0.0102549699995446,-0.1695889292635772,-0.5695056029931267,-0.6388613058454863,-0.0037971108331115,-0.7331435721429013
4,5,-0.1341090335463905,-0.2366030178833243,0.6415256479682765,1.2462094877930094,-0.0202980792470113,-0.111127270973184,-1.1242894975978572,-1.0996620106544368,-0.1447261551981757,-0.6980228982306856
5,1,-0.1341090874519823,-0.2366139365701016,0.6815471173013756,-0.8592069470193091,-0.7794171359192872,-1.179905192958119,0.9123158853514368,1.3641886478336214,1.3952053492775536,0.5590235602377371
5,2,-0.1341090874519823,-0.2366139365701016,0.6815471173013756,-0.821179069899706,-0.7794171359192872,-1.162613716562369,0.7494388354883209,1.1635529342565154,1.3952053492775536,0.4345048072762419
5,3,-0.1341090874519823,-0.2366139365701016,0.6815471173013756,-0.8401930084595075,-0.7794171359192872,-1.1766115784065474,0.6920208218536102,1.378519770231987,1.3952053492775536,0.5166050839541516
5,4,-0.1341090874519823,-0.2366139365701016,0.6815471173013756,-0.9512585543326344,-0.7794171359192872,-1.1634371202002616,0.9046087694273148,0.6773971667427666,1.3952053492775536,0.4810282973937234
5,5,-0.1341090874519823,-0.2366139365701016,0.6815471173013756,-0.9156451456015772,-0.7794171359192872,-1.1654956292949938,0.760357249714161,0.4436896322463566,1.3952053492775536,0.5006411412667793
6,1,-0.1339229316792822,-0.2293944121857059,0.6040452243071198,-0.4372785961208539,0.9482466573535115,-0.6360470901298843,0.4595228248092569,1.3796221642626276,1.0981602372265091,-0.2277707579255538
