f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.lda_mda_10,ela_level.qda_mda_10,ic.eps.s,nbc.nn_nb.mean_ratio,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var
1,1,-0.1341097167950072,-0.2367739875931902,0.7204860230271984,-0.7619323847166775,0.374156704010598,-0.1568699270363223,-0.8339557172763692,1.182697346779072,-0.4278665655347627,-1.28302826496068
1,2,-0.1341096762027563,-0.2367736796770224,0.7204860230271984,-0.7188823465224458,1.2774977878318408,-0.1733219041625341,-0.7931313039759434,0.853096270963776,0.0424528007477739,-0.9286765900448708
1,3,-0.1341097130957234,-0.2367737470616368,0.7204860230271984,-0.7275267597862225,1.0083479112288904,-0.1897738812887465,-0.8012880299100944,0.8841907120784303,0.0158391816909699,-0.95572633622165
1,4,-0.1341097137601677,-0.2367738728860053,0.7204860230271984,-0.74472957225145,0.7947714909285707,-0.1446057259058726,-0.8176422654080672,1.0054590324255617,-0.1303175787029531,-1.1017949655762584
1,5,-0.1341097075722749,-0.2367738728860053,0.7204860230271984,-0.74472957225145,0.778426356721913,-0.244214969233667,-0.8176422654080672,1.0303345853172865,-0.1320627340509411,-1.1180248132823265
2,1,-0.1338550481896045,-0.0372374860616201,0.717922833803641,1.5283210458102154,-2.571236480029012,-1.516401491375134,1.444054701613319,-0.0797369624757465,0.7474955613345818,0.1641331554970149
2,2,-0.1338750071115556,-0.0325307092933128,0.7163208405389176,1.5369224520428295,-1.1154298600227532,-0.0686275042684564,1.419543740181195,-0.0983936271445349,0.4163523340540205,0.1722480793500486
2,3,-0.1338098783431298,0.0144857985898605,0.7153596445800834,1.579972490237061,1.3417886490446969,-1.6952793517655869,1.4848791149137444,-0.1730202858196953,0.7178279204188002,0.2209376224682513
2,4,-0.1336693357885409,0.0263394921745468,0.7140780499683048,1.5713710840044472,3.010082013737493,-0.9552395079428764,1.3869168364445912,-0.0548614095840217,-0.4675688497014703,0.1262635108495235
2,5,-0.1337946148068935,-0.0278239325250056,0.7163208405389176,1.5627696777718338,1.2121172510052147,-1.724294656879089,1.5093900763458683,-0.1170502918133232,0.7208819422777778,0.1722480793500486
3,1,-0.1341096670982381,-0.2367683276263365,0.6527217079293978,-0.417532079162824,0.8318204617969941,-0.1377258081985475,-0.4012006228399884,0.6789674007217305,-0.2865089823478037,-0.7176885698659922
3,2,-0.1341096678014078,-0.2367621186154375,0.6967765227092919,-0.2022818881916654,0.9941821282497868,-0.4715513804322365,-0.041978412699979,0.411555207135736,0.8735830352266535,-0.4661259304219441
3,3,-0.1341096297324149,-0.236742347790673,0.6874849617738961,-0.0817761868727473,1.6926641966809306,-0.5867152203157221,-0.1072730038028576,0.4053363189128066,0.1763934737057873,-0.4309612603921311
3,4,-0.1341096483816967,-0.236763268583718,0.6807565900620577,-0.2453319263858972,0.8764971619618591,-0.3683526148223597,-0.19707855633786,0.514166862814086,0.2658326852901285,-0.5526851181876435
3,5,-0.1341096340614941,-0.2367645618827366,0.6759506102678873,-0.3228305965417468,0.1126345567040796,0.051621492181313,-0.3603762095395628,0.7224996182822436,-0.3493345748753409,-0.7636731383665168
5,1,-0.1341096798572003,-0.2367741876598994,0.7204860230271984,-0.8049824229109092,1.3744789174580074,-0.8687918463160522,-0.8829368565109458,-0.5057308057464629,0.3007357922498725,0.5238947796481743
5,2,-0.1341096798572003,-0.2367741876598994,0.7204860230271984,-0.8049824229109092,1.176157955750566,-0.8311018623541843,-0.8829368565109458,-0.4870741410776676,0.318187345729744,0.5211898050305019
5,3,-0.1341096798572003,-0.2367741876598994,0.7204860230271984,-0.8049824229109092,1.388644700437111,-0.8499468543351183,-0.8829368565109458,-0.4777458087432734,0.274994750867062,0.5130748811774684
5,4,-0.1341096798572003,-0.2367741876598994,0.7204860230271984,-0.8049824229109092,0.6956110100748499,-0.96002553765232,-0.8829368565109458,-0.4964024734120618,0.2981180592278911,0.515779855795146
5,5,-0.1341096798572003,-0.2367741876598994,0.7204860230271984,-0.8049824229109092,0.4645997799540929,-0.9247285685451736,-0.8829368565109458,-0.4995119175235334,0.2985543480648879,0.515779855795146
6,1,-0.1339235240699727,-0.2295544057983837,0.6423087517086956,0.8997732853619677,1.3897343760508856,-0.4506125004534205,0.7745506369382057,0.2747396662312741,0.3718508726803488,-0.2686627833314549
6,2,-0.1340160415832426,-0.2301903623660407,0.6181186534113717,0.8739690666641267,0.6226027439517824,-0.2902805051870616,0.758196401440233,0.492400754033826,0.269322995986103,-0.4796508035103338
6,3,-0.1335180136209572,-0.2298797118395698,0.6277306129997122,0.8997732853619677,0.8634210545965301,-0.2487018720862705,0.7745506369382057,0.4426496482503902,0.2370376220483409,-0.4336662350098088
6,4,-0.1339475809728655,-0.2272537139929665,0.6700232351884106,0.9428233235561996,1.3919137272784396,-0.7027764407697283,0.8112762954567204,0.3773513219096171,0.2893922824879554,-0.3579269457148267
6,5,-0.1340264016465051,-0.2324264372246166,0.5000517498012558,0.7964703965082769,0.6476652830686562,0.0561083950339165,0.7092152622056563,0.4302118718045244,0.187736983467704,-0.3930916157446397
7,1,-0.1341096223949926,-0.2367544722080797,0.7119954587241643,-0.2109263014554422,1.195772116798557,-1.4918730891142358,-0.2542572051362584,0.2405357810051552,0.4490739968287793,-0.2226782148309298
7,2,-0.1341095498441912,-0.2367587340932654,0.7089516715211897,-0.253976339649674,0.0080256977814762,-1.2100955899707455,-0.2950816184366842,0.3618041013522935,0.3347663215356211,-0.338992123391081
7,3,-0.1341095724882917,-0.2367594747702945,0.7076700769094111,-0.253976339649674,-0.1063902416651228,-1.0979230186556628,-0.2787273829387113,0.3928985424669477,0.2392190662333255,-0.368746844185538
7,4,-0.1341096255093207,-0.2367638050197698,0.7003009078916834,-0.3314320027743605,1.0137962892977732,-0.8741761297391756,-0.3767304450375354,0.5390424157058038,0.0428890895847706,-0.5391602450992479
7,5,-0.1341095658662681,-0.2367621186154375,0.702543698462296,-0.3056277840765194,0.9037390523062822,-1.1634318003036717,-0.3440627576712608,0.445759092361855,0.2688867071491062,-0.4282562857744527
8,1,-0.1340443604462371,-0.2320064391457093,0.7001407085652112,0.8093725058571977,0.2630097914053276,0.0788420361537736,0.7092152622056563,0.7784696122886157,-0.2332817442341957,-0.8177726307200756
8,2,-0.1340732589390991,-0.2306286629495937,0.7089516715211897,0.8567232471677362,0.6770865246406381,-0.0357235500160316,0.7500396755060819,0.7224996182822436,-0.1722013070546454,-0.7771980114549065
8,3,-0.1340237092364514,-0.2298797118395698,0.709912867480024,0.8782697697804334,0.5811950706282508,-0.0282453785950262,0.7500396755060819,0.6976240653905258,-0.2982887809467171,-0.7447383160427711
8,4,-0.1340716864296241,-0.2315458779568191,0.7014223031769897,0.8309190284698948,0.2412162791297823,0.0028638145163568,0.7092152622056563,0.7691412799542214,-0.3624232399852445,-0.8177726307200756
8,5,-0.1340380230167418,-0.2315458779568191,0.702864097115241,0.8309190284698948,0.4515236725887687,0.0623900590275612,0.7092152622056563,0.7598129476198273,-0.2642582516609676,-0.8015427830140078
9,1,-0.1340871319808121,-0.2333216460012945,-0.1200798429731808,0.7706231707792726,-1.0609460793338974,0.8918688330454982,0.7173719881398072,0.989911811868238,-0.230227722375218,-1.0395805493696662
9,2,-0.1340986215811346,-0.2333216460012945,-0.0795494133756785,0.762021764546659,-1.0609460793338974,1.022886396341516,0.7092152622056563,0.9836929236453086,-0.2358994772561766,-1.0449904986050218
9,3,-0.1340953388489585,-0.2331587194596512,-0.1471535291470065,0.7706231707792726,-1.0609460793338974,0.865844796500399,0.7173719881398072,0.955707926642126,-0.1966334819264657,-1.0071208539575307
