f_id,i_id,2_1,3_1,4_1,5_1,6_1,7_1,8_1,9_1,10_1,11_1,12_1,13_1,14_1,15_1,16_1,17_1,18_1,19_1,20_1,21_1,22_1,23_1,24_1,25_1,26_1,27_1,28_1,29_1,30_1,1_1
1,1,0.35064828118840363,0.23143227176053816,0.41065299134911504,-0.5695280918740446,-0.6989913133282477,0.3552246870800586,-0.09345373090706222,-0.15157078734710216,-0.5238165118328459,-0.5217751895398344,-0.5702281031007566,0.3197635331582982,0.11403548786461615,-0.06384180172222864,-0.6590944046729657,0.1737668460609072,0.01803994055033653,0.5107463662036283,0.32821510820778443,0.45001340750482965,0.13680209192556825,0.5043978574834683,0.07226529886479027,-0.14617078174703413,-0.145089068832164,0.13398553904149457,-0.09347422263885541,0.10389272269970418,0.4589782066309235,
2,1,,0.08710607905581547,0.02645040952558042,-0.2254855548257675,-0.2274719747885292,0.0639298367478206,0.015540641136264965,0.0042381850351727035,-0.22588868082058755,-0.21931409198121576,-0.22732271498038314,0.06684482120200996,0.06419706932720426,0.040040333248894666,-0.21982184714350606,0.07140166542480442,0.2538913009889523,-0.06157874307526967,0.5151764398172719,0.29192883560569394,-0.12638310441266243,-0.02372653578694961,0.026513077817050368,-0.20116167750081337,-0.10327211581332651,-0.1472420386048432,-0.1679709937940117,-0.043402120749328255,0.0910083937340379,0.4518787105284011
3,1,-0.3184235949997116,,-0.40955083767912503,0.10820800432993272,-0.09729931491088495,-0.5656890239413757,-0.7477268677789317,-0.6762394678615706,0.17128526139950062,0.1136474238389037,0.12673555238640732,-0.613172177574338,-0.5965277990497979,-0.3020921739367961,0.033742113363936066,0.9376421845258301,0.4299274175073937,0.018283962235033147,0.8430314248136159,0.38831954088947906,0.3079824620162217,-0.230204603612582,-0.5252176489138907,0.5229449454155521,-0.3259527331487686,-0.06150176539474783,0.22262083445250536,0.27329382351238296,0.2920080988321361,0.24858345614849964
4,1,0.4406122931700638,-0.4397649644242769,,-0.7390865811360536,-0.605894867402518,0.9013908580386878,0.531624395198976,0.5672655674373037,-0.7262736443816935,-0.6988806170155497,-0.7515489083302198,0.8268728570148227,0.7799039809360119,0.4875205859015842,-0.6550256236702743,-0.3220744137271876,-0.25730273605217535,0.3197584147915803,-0.3964792610158969,-0.15033637279990986,-0.061416722943642865,0.6323847167080128,0.6289041990441472,-0.17534290914703776,0.5935641431586857,0.456669193484456,-0.3238014771888753,-0.1999118756838303,-0.11950027681282416,0.37188688811665815
5,1,-0.5176496363363947,0.12494716244001436,-0.722758366680194,,0.9365205591465853,-0.6824884890861265,-0.1975089163036956,-0.19900647419109818,0.9459072755878647,0.9347298513715335,0.995744169143576,-0.5928407735812966,-0.5068260260796098,-0.46568091517079235,0.9624713755392009,0.004931577062322834,0.09401113993141197,-0.48101686545775246,0.01180037102357423,-0.25906948835191557,-0.2352513669748424,-0.5847454469387716,-0.5913707261012096,0.1422594047285335,-0.09918649292505322,-0.15964387195241425,0.27023111345799633,0.1392109113784612,-0.13174048577936825,-0.5669795642813154
6,1,-0.42284044199516346,-0.11412120294376082,-0.5985183765597306,0.9327774748284512,,-0.5187814131716142,0.05962409082567022,0.10098061933995395,0.8381713945392956,0.8405019593307669,0.9265516509233933,-0.4004083416438673,-0.2349346207135894,-0.2648357654963942,0.937537353223021,-0.1640273606079472,0.06085460910148066,-0.5727991205468697,-0.1985960881021669,-0.43015819155091517,-0.3068429891226374,-0.45712314307091795,-0.3527459474294976,0.16977667070911096,-0.04139504642653691,-0.2546989172686498,0.1339313148853163,-0.07484027200418364,-0.3439916985891551,-0.709978160366739
7,1,0.49466561318037416,-0.5831229729656211,0.9033298801083718,-0.6969106270634942,-0.5238398391057104,,0.7633391437761723,0.6774884085677539,-0.7478824404806952,-0.7244708337049968,-0.7126691595338146,0.9531559585864272,0.8379303806305972,0.4001478619318818,-0.6129738977021442,-0.4527995473496196,-0.36483102158877,0.36964718229494986,-0.4857613533168932,-0.08901778359648271,-0.14144325495229504,0.5987342053531899,0.6515824634666622,-0.2267227997632446,0.4951884763488481,0.337164667052102,-0.3758310296059415,-0.13892676112814129,-0.04846743944846632,0.3512096829370235
8,1,0.36634981054055904,-0.76175079279311,0.5375426198413205,-0.23961285312198743,0.03856989823667045,0.7580370521454222,,0.9131412408337172,-0.3763532911522405,-0.3201963385511106,-0.2480280984725387,0.7815723613819068,0.8033088247995739,0.39156941541976864,-0.12820144152170965,-0.6160445312924434,-0.31131619320131954,0.044303909524590734,-0.6538483538481819,-0.31989504109476874,-0.27441687574657503,0.4240628748303419,0.6262579758023858,-0.17567594461802005,0.24224879173344815,-0.034308495865913,-0.4374011148903578,-0.421096944159024,-0.28221844919322825,-0.08901895240284063
9,1,0.3421448516115134,-0.6975920995357856,0.5706375829392771,-0.23960948843668528,0.0790003436957798,0.6715596615890967,0.9160470546992763,,-0.39790583159922743,-0.3208412534873213,-0.25472738471368617,0.73974161896211,0.8868203901671524,0.46645897438900064,-0.13569554771179804,-0.5251148491151332,-0.26283600389636574,-0.0728534220966488,-0.6127275463999156,-0.4268811472451266,-0.2727596487791115,0.5392348976034905,0.7168592347851658,0.030750545339090718,0.22870652093057842,-0.02650113534033882,-0.43654637216721714,-0.6206761432052414,-0.4279026822816716,-0.16017269649173982
10,1,-0.5005707728437847,0.18818818933964832,-0.7156917209475981,0.9482344968727576,0.8525116196526984,-0.7413335093361049,-0.34013807865551327,-0.36183682444721166,,0.9871758281735744,0.9503580782150021,-0.7324301991477791,-0.651175138920076,-0.4248621974360671,0.8936432062635966,0.06788225136016623,0.19681702874526286,-0.4758608828677273,0.07836825099593003,-0.19727511127273512,-0.19438292498879628,-0.5634324977823018,-0.5822997552870808,0.053945510268796903,-0.07022635124388343,-0.11421241612370481,0.32104391674601307,0.2357947557976806,-0.03127082565286288,-0.5182941405257069
