f_id,i_id,disp.ratio_mean_10,ela_level.mmce_qda_50,disp.ratio_median_05,ela_level.mmce_mda_10,ic.eps.s,disp.diff_median_25,ela_level.mmce_lda_50,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.min
1,1,-1.4272449190143723,-0.1162302754051375,-1.3081628656950892,0.2245635159289279,-0.8575368250536771,-1.368783750819832,-0.2347817899695612,1.174529759361414,0.3787487344201202,-0.1341097197468771
1,2,-0.892909287569274,-0.5010523014980877,-0.9035121016391344,-1.6838178864911846,-0.8165115643152898,-0.7237739151843315,-0.8752106301109707,1.174529759361414,1.2796022496125157,-0.1341096791546262
1,3,-0.930468688718597,-0.4474329409492306,-0.8928633973218725,-1.404900604599014,-0.8247084196076748,-0.775939476671696,-0.8038126809859619,1.174529759361414,1.0111935424321532,-0.1341097160475933
1,4,-1.084249633046961,-0.3113222564790555,-1.058198543300414,-0.8206422983196314,-0.841143114468907,-0.9815580269752135,-0.6136573390952353,1.174529759361414,0.7982052565724294,-0.1341097167120377
1,5,-1.1430690725826964,-0.3100848866202356,-1.1131234392526077,-0.7648588419411921,-0.841143114468907,-1.0312717225255703,-0.5921303192585493,1.174529759361414,0.7819051326545927,-0.1341097105241449
2,1,0.5832460443937774,-0.9828016331985868,0.5609649710453648,1.1758182457506394,1.4316809210036248,0.47476579250591,-1.5009293400306447,1.1696529640866573,-2.558533595573923,-0.1338550511413754
2,2,0.5506473188679512,-0.1413901292011395,0.5592835966794816,0.6532153386263686,1.4070493708500076,0.4636901222387385,-0.567374246446361,1.165080968516573,-1.1067358919586658,-0.1338750100633342
2,3,0.6491521633916483,-1.1296361897785334,0.6237362807050149,-0.6885235858443937,1.4727061817420115,0.5747850133155569,-1.6193279491324186,1.1690433646773128,1.3437160703560085,-0.1338098812948832
2,4,0.5485213150293088,-0.2886371424006929,0.608043453290103,-0.2393199634285766,1.374261949680467,0.3619799594035693,0.4253801516888107,1.168128965563296,3.0074153849031293,-0.1336693387402396
2,5,0.5223006010194031,-1.0496196055748548,0.5828228378018513,-0.3949264470105242,1.4973377318956291,0.5105292163457077,-1.5579759425978628,1.1690433646773128,1.214401753941174,-0.133794617758641
3,1,-0.8107038058084892,-0.1232420379384494,-0.762837113026885,0.2832829436957007,-0.4226526675161873,-0.786846052736315,0.088841074908619,0.9367859897170216,0.835152204119525,-0.134109670050108
3,2,-0.5959774181057506,-0.9328943822261891,-0.6221621244146343,-0.0572897373515809,-0.0616631604395489,-0.3154959631219599,-1.445317872119206,1.095586635851289,0.9970667683700276,-0.1341096707532777
3,3,-0.3883377098651492,-0.4408336350355252,-0.4097484961913571,-1.539955288462591,-0.1272789870550913,-0.3194696768819376,-0.6861316392120791,1.0495618804457718,1.6936253971255488,-0.1341096326842848
3,4,-0.6470015102331347,-0.4301097629257546,-0.6434595330491583,-0.0191221093031788,-0.217526363824251,-0.5209454192229254,-0.5566107365280181,0.9306899956235756,0.8797058761616122,-0.1341096513335666
3,5,-0.9120433221170424,0.0396783268061542,-0.8340152945159515,0.5122887119861141,-0.3816274067778,-0.944357302413722,-0.0367332074720496,0.9709235566403188,0.1179467517347399,-0.134109637013364
4,1,-0.7759790764440205,0.2034236047899712,-0.7359351231727488,0.6649592241797235,-0.0452284655783168,-0.7755167411653153,0.1591626730417932,0.5641683507551366,-1.1328160902272053,-0.1341096258706729
4,2,-0.5442446580321528,-0.5385858538822874,-0.5946996764385382,-0.0983933367883221,0.077847316636845,-0.3586149847727803,-0.567374246446361,1.0033847251879189,0.5254498496806397,-0.1341095361339978
4,3,-0.6937735946832357,0.0726748563746815,-0.7112749658064581,0.4007217992292461,-0.2011326532394809,-0.6198655277159831,-0.2659959687327559,0.9297755965095584,-0.0189742891750814,-0.1341096856441687
4,4,-0.7447976868106199,-0.1768613984873064,-0.7252864188554867,0.6855110238980933,-0.0124000601323146,-0.5770001473689916,-0.4267310501800117,0.9075252180684809,-0.598172025722187,-0.1341095576326453
4,5,-0.7157423010158583,-0.1182925585031704,-0.6838125178303608,0.6355995102963371,0.0203873610372256,-0.6746520493429072,-0.2889581232252217,0.8573856666498878,-1.0524021455658803,-0.1341096289034741
5,1,0.6697035338318453,-1.1890299430018827,0.6130875763877528,-3.345577692290852,-0.9067589410844494,0.7694969875544556,-1.7129704854220025,1.174529759361414,1.3763163181916769,-0.1341096828090702
5,2,0.5825373764475639,-1.1717067649784056,0.5234142768739678,-3.363193520620884,-0.9067589410844494,0.7796426397075895,-1.6964664368805429,1.174529759361414,1.1785414813219317,-0.1341096828090702
5,3,0.6186794417044612,-1.18573029004503,0.5940320002410732,-3.363193520620884,-0.9067589410844494,0.7809953933280075,-1.708665081454665,1.174529759361414,1.3904430922538022,-0.1341096828090702
5,4,0.6264747891128122,-1.1725316782176192,0.5845042121677333,-3.3485136636791903,-0.9067589410844494,0.7889428208479625,-1.7014894081757697,1.174529759361414,0.6993178381375567,-0.1341096828090702
