f_id,i_id,ela_level.mmce_mda_50,ela_level.lda_mda_10,ela_level.mmce_mda_10,disp.ratio_mean_10,disp.diff_median_25,ic.eps.s,ela_meta.lin_simple.intercept,pca.expl_var.cor_init,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.coef.min
1,1,-0.0002146421646212,0.3799737550414695,0.2225788050018181,-1.4350872647854385,-1.3747362815699358,-0.8748697712223972,-0.1809047091992221,-1.2472191289246497,0.6183816207324883,-0.1341097214906005
1,2,-0.5719361431505978,1.280550473838159,-1.6876124319540826,-0.9003805294971925,-0.7297500515355557,-0.8335583675195853,-0.1809040909999232,-1.2472191289246497,1.2250344390314074,-0.1341096808983496
1,3,-0.5113155141571641,1.0122242379602566,-1.4084306357836045,-0.9379660161951716,-0.781913703905619,-0.841812394233434,-0.1809051563689304,-1.2472191289246497,1.193763675201566,-0.1341097177913168
1,4,-0.3428845449778041,0.7993013949154404,-0.8236182417001884,-1.0918537636189778,-0.9875247291308924,-0.8583617177947002,-0.1809050460021845,-1.2472191289246497,1.0019696570452026,-0.1341097184557611
1,5,-0.3185636938247491,0.7830062793762957,-0.7677818824660876,-1.150714054108269,-1.0372366052955555,-0.8583617177947002,-0.1809048403407028,-1.2472191289246497,0.9915460691019268,-0.1341097122678683
2,1,-1.1741494575224931,-2.5564060651122933,1.1747356677305991,0.5768000137460665,0.4687457928696574,1.4303148094212117,-0.1537921003877686,-1.2472191289246497,1.1916789576129103,-0.1338550528850403
2,2,-0.5345473719750069,-1.105054441092528,0.6516371443796051,0.5441786479327272,0.4576705279418157,1.4055114591460969,-0.1597651423117648,-1.2472191289246497,0.7830743102363189,-0.1338750118070037
2,3,-1.285226777714054,1.3446445949587973,-0.6913742329878575,0.6427519054991268,0.5687613532485629,1.4716262131240232,-0.1440249669224512,-1.2472191289246497,1.3251008832868996,-0.1338098830385377
2,4,-0.6140438854454386,3.007832720987431,-0.2417446033659241,0.542051167553595,0.3559640874212549,1.3724953522907029,-0.158498678600258,0.8017837257372707,-0.1550486046589206,-0.1336693404838619
2,5,-1.2278731287262543,1.215370011681585,-0.3974986580715591,0.5158122428776463,0.5045079078656651,1.496429563399138,-0.1443822642098717,-1.2472191289246497,1.245881614917968,-0.133794619502292
3,1,-0.3254606516144212,0.836236990137501,0.2813539199850766,-0.8181179548374619,-0.7928198808192949,-0.4369523839191649,-0.1809047103967209,0.8017837257372707,0.2056075381785851,-0.1341096717938314
3,2,-1.1153438174210784,0.9981018044929976,-0.0595417469178225,-0.6032424365452355,-0.3214870413329049,-0.0734450474412771,-0.1809009233925099,-1.2472191289246497,1.0061390922225188,-0.1341096724970011
3,3,-0.6746645144388717,1.6944464085324182,-1.5436134002450987,-0.3954585195167798,-0.3254606096657948,-0.1395185312856343,-0.1809003573805961,-1.2472191289246497,0.9477669997401494,-0.1341096344280082
3,4,-0.684465454455774,0.8807769726111637,-0.0213379221787046,-0.6543019656443791,-0.5269289785440129,-0.2303953654051064,-0.1809029948141224,-1.2472191289246497,0.6538218197396424,-0.13410965307729
3,5,0.0426190956870264,0.1192519064151596,0.5105768684197848,-0.9195278529093706,-0.9503253660144778,-0.3956409802163533,-0.1809034111038093,0.8017837257372707,0.4140792970441931,-0.1341096387570874
4,1,0.1475254536457224,-1.1311266259551604,0.6633921673762571,-0.7833691086449903,-0.7814909838702051,-0.0568957238800108,-0.1809024800022297,0.8017837257372707,0.1430660105189027,-0.1341096276143963
4,2,-0.8601563792032106,0.5266297948937619,-0.1006843274061038,-0.551473747319715,-0.3646044849451133,0.0670384872284243,-0.1808962443975182,-1.2472191289246497,0.7017703242787315,-0.1341095378777212
4,3,-0.136701806844448,-0.0176270641136497,0.3989041499515937,-0.7011065339852597,-0.6258454668308431,-0.2138873119774094,-0.1809023251737056,-1.2472191289246497,0.7142786298106677,-0.1341096873878921
4,4,-0.4619478162942481,-0.5966468362712365,0.6839634576203969,-0.7521660630844033,-0.5829816552398834,-0.0238383468910476,-0.1808999509597433,-1.2472191289246497,0.6183816207324883,-0.1341095593763686
