f_id,i_id,ic.eps.max,disp.diff_mean_05,ela_level.mmce_lda_10,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_10,disp.ratio_mean_25,disp.ratio_median_02,disp.diff_median_25,disp.diff_median_05
1,1,-0.2367027873148275,-1.4531259496215827,0.4457018253296704,-0.8155195462519023,-0.1685170108452869,0.2639600313461607,-1.5032474830529703,-1.3008554761502116,-1.413284330023998,-1.348530848988739
1,2,-0.2367024794035585,-1.007140350868934,-1.6405649934156967,-0.7744436576823667,-0.1685170009646587,-1.6572680449075423,-0.7972134483545392,-0.9566048608068348,-0.7624610364239767,-0.9404121347658816
1,3,-0.2367025467871009,-0.997779539182204,-1.3402448081751686,-0.7826506284255307,-0.1685170009279124,-1.3764731722243086,-0.8631676231119731,-0.9841991939683932,-0.8150967648485689,-0.9303643493735912
1,4,-0.2367026726094675,-1.180475185809556,-0.6405626744764903,-0.7991056047655744,-0.1685170017458376,-0.7882818073404882,-1.0902229788342856,-1.1085998762541085,-1.0225685501461506,-1.0973362141814764
1,5,-0.2367026726094675,-1.242119555453876,-0.6181984053628338,-0.7991056047655744,-0.1685170047567169,-0.7321228328038363,-1.14644620977505,-1.1687645698686533,-1.0727303140256643,-1.153737782850201
2,1,-0.0371694604010453,0.5235121786475531,0.599056813537606,1.4765232428989232,-0.1443835948994178,1.221618333971077,0.4342915524441056,0.5556550696700532,0.4468810805079808,0.5398276092263564
2,2,-0.0324627585173689,0.522690253718962,0.5000150503199852,1.4518612958157155,-0.1527073018544831,0.6954974146277617,0.4234793926478038,0.6058677087017421,0.4357055854940074,0.538041336267727
2,3,0.0145530013350376,0.5789007863353757,-0.3658016539372835,1.5175991314684585,-0.1363277825309438,-0.6552737097536941,0.5391695024682224,0.5932014574144687,0.5478017721227173,0.603418926553564
2,4,0.0264065063279313,0.5737409242836657,0.5287691106089715,1.4190334128430595,-0.160271064514005,-0.2030461779585858,0.3304948183996188,0.531679665447716,0.3330787114343895,0.5871638426300363
2,5,-0.0277560566336925,0.536662977505008,-0.0782610510474155,1.5422610785516664,-0.1361998051428691,-0.3597001595608108,0.4797026235885682,0.5936538235318712,0.4829668392172231,0.5622899916811214
3,1,-0.2366971274380236,-0.8293305913170949,0.6533700385279145,-0.3800987134733393,-0.1685168570378426,0.3230747413847362,-0.8523554633156737,-0.7933006924244964,-0.8261016416180538,-0.797331670779665
3,2,-0.2366909185259097,-0.7014756024251714,0.2923468371217472,-0.0186637219443994,-0.1685130438253346,-0.0197905768390015,-0.3885138080543742,-0.7453498839798213,-0.3505032851073552,-0.6568413025834606
3,3,-0.2366711480156982,-0.4542131864073984,-1.400947824340807,-0.0843605227434267,-0.1685145915563314,-1.512437005313032,-0.3463463848488015,-0.503786377286833,-0.3545128138528267,-0.4415060974206836
3,4,-0.2366920684758943,-0.7031651147783862,0.2284489253684432,-0.1747192706256618,-0.1685159398233178,0.0186339846860724,-0.5766453885100064,-0.701470370591769,-0.5578044521604488,-0.6780532939671848
3,5,-0.2366933617543364,-0.8997878226957512,0.6597598297032442,-0.3390228249038038,-0.1685166275572898,0.5536221105351806,-1.0177815081990722,-0.835823107460341,-0.9850325363587592,-0.8703455779636423
4,1,-0.2366867583801584,-0.8029833311061523,0.5064048414953148,-0.0022087456043556,-0.1685149710864469,0.7073203566354771,-0.8372184396008496,-0.6906135837741058,-0.8146702192373484,-0.7710288014638466
4,2,-0.2366321007863032,-0.6531646816224377,0.135796953326152,0.1210189201042509,-0.1685103822938299,-0.0611708738660047,-0.3982447518710437,-0.582045715597483,-0.3940109374518321,-0.6286181898371157
4,3,-0.2366875340575852,-0.781887257938985,0.5159895282583111,-0.1583053291393339,-0.1685156697620629,0.4413041614618873,-0.6793609065748631,-0.7439927856276136,-0.6576161251860128,-0.746154950514932
4,4,-0.2366863522686639,-0.7961796191972607,0.6725394120539054,0.0306601722220158,-0.1685130180523411,0.7280105051489779,-0.6307061874915084,-0.7173031847008592,-0.6143644002082685,-0.7601325364162071
4,5,-0.2366920684758943,-0.7620697346607368,0.5000150503199852,0.0634880551946716,-0.1685129194565143,0.6777630016161894,-0.7366653534952551,-0.68247099366086,-0.7128964364001711,-0.7181104650644499
5,1,-0.2367029873783536,0.580179336224295,-3.5670870327778106,-0.8648024055646016,-0.1685169906304841,-3.330214338999228,0.7489254025164535,0.5642500259007026,0.7442686806508141,0.5929692297455819
5,2,-0.2367029873783536,0.4919593938888676,-3.6182053621804537,-0.8648024055646016,-0.1685169906304841,-3.347948752010801,0.7586563463331254,0.4407540758497926,0.7545057753201025,0.5026731316868644
5,3,-0.2367029873783536,0.5580786881444051,-3.656544109232436,-0.8648024055646016,-0.1685169906304841,-3.347948752010801,0.7608187782923853,0.5221799769822615,0.7558707212760076,0.5736328249684184
5,4,-0.2367029873783536,0.5632842126921478,-3.669323691583097,-0.8648024055646016,-0.1685169906304841,-3.333170074501157,0.7683872901497949,0.4868954198248577,0.7638897787669504,0.5634510691042306
5,5,-0.2367029873783536,0.5723710494026808,-3.710857334222744,-0.8648024055646016,-0.1685169906304841,-3.359771694018516,0.794336473660916,0.5063471628731693,0.7917005526185177,0.5809118872748331
6,1,-0.2294833203832796,-0.1464936256421586,-1.362609077288825,0.8028950843000269,-0.1681075601658615,-1.4651452372821718,-0.016575511061632,-0.2160815266187807,-0.0316177861590162,-0.142662631441981
6,2,-0.230119266832893,-0.3295545722377733,-1.030339936171644,0.7864401079599832,-0.168265354886605,-1.072032415525651,-0.2976916657654491,-0.3364109138478718,-0.3255930214120864,-0.3392866273631147
6,3,-0.2298086212488595,-0.3735732184134208,-1.2571775228958737,0.8028950843000269,-0.1682421102845074,-1.2966683136722317,-0.1755142600672508,-0.4372885580286512,-0.1750224206513003,-0.367420426461528
6,4,-0.2271826651817773,-0.2152156821715671,-1.5670823948993973,0.8398469700711224,-0.1680781479276445,-1.618843483382474,-0.0760423899412862,-0.2409616630759239,-0.0928697359302596,-0.2310384860701716
6,5,-0.2323553061156069,-0.0622463204615873,-0.8098921406227457,0.7371572486472838,-0.1683623699423997,-0.9005997564137759,-0.1009103574727774,0.0006018436170643,-0.1179506178700165,-0.057144813547597
7,1,-0.2366832722402059,0.1655638722462003,0.7971403399728414,-0.2322501355352409,-0.168516100153092,0.3467206254001662,0.2050737647625307,0.1023842200326489,0.170223597070457,0.1502414769492792
7,2,-0.2366875340575852,0.0720927428669978,1.174138019317341,-0.2733260241047766,-0.1685163826669553,1.0088053778322117,0.1531753977402886,0.015982291608753,0.1054739732872069,0.0507460731536201
7,3,-0.2366882747228301,0.1211342636062571,0.8003352355605133,-0.2568710477647327,-0.1685166687732137,0.722099034145121,0.1531753977402886,0.0689091273448572,0.1276543450706653,0.1037537232009481
7,4,-0.2366926049034113,-0.2691887524823718,0.0910684150988398,-0.3554778012438475,-0.168516713138008,-0.149842938923868,-0.1852452038839228,-0.3296254220868335,-0.2259519666310112,-0.2817239812712816
7,5,-0.2366909185259097,-0.1633430866782725,0.758801592920866,-0.3226088834174759,-0.1685164694911356,0.4235697484503141,-0.0511744224097951,-0.2129149637969618,-0.0886042798180557,-0.1808442159326848
8,1,-0.2319353147188524,-1.1238536907288472,0.1070428930371658,0.7371572486472838,-0.1683168912424498,-0.0020561638274291,-1.0437306917101932,-1.0719582207444978,-1.0116489824989094,-1.0738467247754997
8,2,-0.2305575604431012,-1.0045375885950627,-0.2348109348430107,0.7782331372168191,-0.1682782203678334,-0.4099476630935993,-0.8620864071323432,-0.977413702207354,-0.8363387362873423,-0.9624726058049552
8,3,-0.2298086212488595,-0.9735327537887716,-0.3721914451126141,0.7782331372168191,-0.1683223444159443,-0.4690623731321748,-0.8858731586842044,-0.9566048608068348,-0.8700358395737505,-0.9301410652537626
8,4,-0.2314747608574723,-1.0921639184820633,-0.1006253201610721,0.7371572486472838,-0.1683509356156074,-0.211913384464372,-1.0329185319138938,-1.0389354941741076,-1.0009853422184003,-1.0538404676388502
8,5,-0.2314747608574723,-1.0374602482347337,-0.3466322804112927,0.7371572486472838,-0.1683672316301009,-0.454283695622531,-0.9799389489120192,-1.0131506254821594,-0.9480936864270764,-0.9898918957199168
