f_id,i_id,ic.eps.ratio,disp.ratio_mean_10,disp.diff_median_25,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_10,ela_level.lda_qda_50,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ic.eps.s,pca.expl_var.cor_init
1,1,-0.792067638175949,-1.4332224600018302,-1.3695955625954208,1.177296905841634,0.2055306319080099,-0.2333941025696933,-0.1341097202232762,0.225817212386493,-0.8616134810493047,-1.2939932784412664
1,2,-0.7486688872413153,-0.8987029393747333,-0.7251737200903723,0.8481473615144504,-1.6998910145168669,-0.3911356157793317,-0.1341096796310253,0.3541214159424485,-0.8205367410138246,-1.2939932784412664
1,3,-0.7573833217446734,-0.9362752664214646,-0.7772917272768469,0.8791992053189053,-1.421406312347077,-0.3848171796452043,-0.1341097165239925,0.3434815551597597,-0.8287438818800544,-1.2939932784412664
1,4,-0.7747254799603113,-1.0901091337637463,-0.9827228350199688,1.0003013961562597,-0.8380541467493127,-0.3462922704385111,-0.1341097171884368,0.3019652356351496,-0.8451991993168451,-1.2939932784412664
1,5,-0.7747254799603113,-1.1489488157425929,-1.032391211398651,1.0251428711998247,-0.7823572063153494,-0.3256257189164695,-0.134109711000544,0.3030083592412955,-0.8451991993168451,-1.2939932784412664
2,1,1.5167372404674575,0.5779604047449536,0.4722733947807204,-0.0834079526190939,1.1553100372028655,-0.653965007747547,-0.1338550516177585,0.4409092999737943,1.4304768200713482,-1.2939932784412664
2,2,1.5254083195752768,0.5453504605157162,0.4612078211317281,-0.1020390589017627,0.633517647874213,-0.4648068259821086,-0.1338750105397186,0.4409092999737943,1.4058143617683276,-1.2939932784412664
2,3,1.5688070705099106,0.6438892050345034,0.5722014377330695,-0.1765634840324449,-0.7061403404583604,-0.6181605363208251,-0.1338098817712635,0.4409092999737943,1.471553560106828,-1.2939932784412664
2,4,1.5601359914020916,0.5432237250225036,0.359590377622281,-0.0585664775755286,-0.2576333990691142,0.6029211246280001,-0.1336693392166111,0.4409092999737943,1.3729857983034086,0.7728015412913031
2,5,1.5514649122942727,0.5169939872728978,0.508004216563344,-0.1206701651844315,-0.412998548700681,-0.6378617712112641,-0.1337946182350203,0.4409092999737943,1.4962160184098487,-1.2939932784412664
3,1,-0.4448776306988792,-0.816469166970564,-0.7881883608701291,0.6742570362095207,0.2641589902595446,0.0559376187388894,-0.1341096705265071,0.4363195561067521,-0.4261836223914836,0.7728015412913031
3,2,-0.2278838760257105,-0.6016688821562265,-0.3172679555790496,0.4072111794912401,-0.0758854881793563,-0.6047777375645139,-0.1341096712296768,0.4409092999737943,-0.0647411386427242,-1.2939932784412664
3,3,-0.1064020577251674,-0.3939577156525938,-0.3212380468882301,0.4010008107303505,-1.5562515365556064,-0.2547188245223732,-0.1341096331606839,0.4409092999737943,-0.1304393012768936,-1.2939932784412664
3,4,-0.2712826269603443,-0.6527105339932975,-0.5225301232664618,0.5096822640459324,-0.0377770552508589,-0.125585786031145,-0.1341096518099657,0.440492050531336,-0.2207999222140835,-1.2939932784412664
3,5,-0.3494090497217927,-0.917843558813634,-0.945556022763812,0.7177296175357548,0.4928095878305299,-0.21900210915307,-0.1341096374897631,0.4388230527615026,-0.3851068823560036,0.7728015412913031
4,1,-0.1064020577251674,-0.7817324872481141,-0.7768693771375723,0.4599993139588086,0.6452433195445203,-0.2203184500143464,-0.134109626347072,0.4409092999737943,-0.0482858212059334,0.7728015412913031
4,2,0.0585218669055487,-0.5499183184880851,-0.3603476697850502,0.3388971231214475,-0.116925339025431,0.0428180881548332,-0.1341095366103969,0.4409092999737943,0.0749443989005066,-1.2939932784412664
4,3,-0.2365983105290685,-0.6994987148439448,-0.6213600558566975,0.5034718952850428,0.3814157069626141,-0.4074143644304516,-0.1341096861205678,0.440492050531336,-0.2043856404816239,-1.2939932784412664
4,4,-0.049953332733266,-0.7505403666810159,-0.5785337517342622,0.3947904419694609,0.6657632449675569,-0.3123745542462856,-0.1341095581090444,0.4409092999737943,-0.0154162220366832,-1.2939932784412664
4,5,-0.0803454650061714,-0.7214749816071271,-0.6760966339066741,0.4196319170130193,0.615929140368753,-0.2656883316996778,-0.1341096293798732,0.4409092999737943,0.0174123414282359,0.7728015412913031
5,1,-0.8354663891105829,0.6644476481355465,0.7667359118829092,-0.5088182127400802,-3.3590735558652978,-0.8424650190823472,-0.1341096832854693,0.2954978692770443,-0.9108973619510145,-1.2939932784412664
5,2,-0.8354663891105829,0.5772514929138832,0.7768723152254973,-0.4901871064574045,-3.3766620633707585,-0.8044666462201644,-0.1341096832854693,0.2967496176044198,-0.9108973619510145,-1.2939932784412664
5,3,-0.8354663891105829,0.6134059962984755,0.7782238356711758,-0.48087155331607,-3.3766620633707585,-0.8363220950630567,-0.1341096832854693,0.2942461209496693,-0.9108973619510145,-1.2939932784412664
5,4,-0.8354663891105829,0.6212040264402509,0.7861640182895366,-0.4995026595987389,-3.3620049737828746,-0.8286873180676526,-0.1341096832854693,0.2957064939982735,-0.9108973619510145,-1.2939932784412664
5,5,-0.8354663891105829,0.6857150030676583,0.8137012473702347,-0.5026078439791906,-3.388387735041065,-0.8485640650729284,-0.1341096832854693,0.2963323681619614,-0.9108973619510145,-1.2939932784412664
6,1,0.8830981346635894,-0.0962147466030151,-0.0015189914574257,0.2705830667516549,-1.509348849874379,-0.3502851710510498,-0.1339235274981577,0.4409092999737943,0.7568346977712078,-1.2939932784412664
6,2,0.8570848973401328,-0.2904565883163112,-0.2926027074454183,0.4879459733828118,-1.1194702668366798,-0.2237848142823745,-0.1340160450114694,0.4409092999737943,0.7403793803344172,-1.2939932784412664
6,3,0.8830981346635894,-0.2691892333841993,-0.1435131082815161,0.438263023295695,-1.342258028572505,-0.2341839070864591,-0.133518017048959,0.4409092999737943,0.7568346977712078,-1.2939932784412664
6,4,0.9264968855982232,-0.1380405446361716,-0.0621684714572455,0.3730541513063403,-1.661782581588375,-0.1791608590851001,-0.1339475844010614,0.4409092999737943,0.7937873495214073,-1.2939932784412664
