f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ela_meta.lin_simple.coef.max_by_min,disp.diff_mean_02,disp.diff_median_02,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,disp.ratio_median_02
1,1,-0.1764004854764297,0.6637795572105196,0.0571869788877887,-0.3826372625103788,-0.0286436673966946,-1.414407312285604,-1.311951730927876,-0.5652695806502959,0.5188389923471606,-1.312697088590171
1,2,-0.1763867139499011,0.6637795572105196,0.8510151722758934,-0.3826331879241056,-0.4299850048295525,-1.0410501672929813,-0.9667398759437528,-0.1654612771148167,1.358446817423827,-0.9668282346413086
1,3,-0.176399230439241,0.6637795572105196,0.7972879136925578,-0.3826340796097445,-0.1955939687768164,-1.0659824432996017,-0.9953553207131592,-0.1386156356304198,1.3006399263305626,-0.9945522820669074
1,4,-0.1763994558618986,0.6637795572105196,0.5400964805924472,-0.3826357446156722,-0.1698300850809639,-1.2117403645690712,-1.1196659700180551,-0.266132432681304,1.030984858422728,-1.119537741772476
1,5,-0.1763973565269648,0.6637795572105196,0.5472495179778021,-0.3826357446156722,-0.3251450949542813,-1.2738497621950289,-1.1801559402502566,-0.3097566000934491,1.032475580542612,-1.1799852550118954
2,1,-0.0900003627390796,0.6612004116392656,0.7839355772398946,2.2577849530527727,4.574233629622099,0.5378710395759491,0.5524573101306874,1.0651237530717246,1.2913643220290647,0.552540462797652
2,2,-0.0967717246961324,0.659588445657232,0.2069238948212282,2.3200686848379,3.0933584278222352,0.5836048002981514,0.6029909679149593,1.290675080186166,0.6788431665480013,0.6029891392606272
2,3,-0.0746758186192167,0.6586212660680114,0.9974140040961668,2.942227693139895,5.216467949673173,0.5652744139441718,0.589990459214966,0.7120556289064012,1.5148070042205073,0.5902633469996961
2,4,-0.0269946607980365,0.6573316932823845,-0.8417113858718691,3.0990849881072124,0.5124769575315825,0.5160368570376075,0.5287842075116912,1.0924487810112011,-0.4269413748234379,0.5284523560180341
2,5,-0.0694974362970812,0.659588445657232,0.8421136146407848,2.382352416623027,4.971171989687846,0.568851974258731,0.5908858110538087,0.8654592945315254,1.3513244784066052,0.5907178395804435
3,1,-0.1763836251063078,0.5955933961704907,-0.4932789870118917,-0.3825623654258598,-0.3039520391552105,-0.8396740918548974,-0.8019593235231743,0.3606653573338513,-0.0670148007670961,-0.8027564129914537
3,2,-0.1763838636670958,0.6399224606764198,0.513232851300779,-0.3824802029634102,3.552941888864594,-0.7765319964061796,-0.7541117212554301,0.7084602304933122,1.0059738539669034,-0.7545801994322169
3,3,-0.1763709481934816,0.6305730579806238,0.4304165740169979,-0.3822185800296235,0.9734708990727658,-0.5371673939165894,-0.5126890514299324,0.6832924416016899,0.9180212488937706,-0.5118811613130404
3,4,-0.1763772752404657,0.623802800856082,0.0662474929092393,-0.3824954202383036,0.3563062784910451,-0.7538864084356699,-0.7100962248579316,0.7377028042531014,0.5352369356658803,-0.7104944190997071
3,5,-0.1763724168981585,0.6189669029099804,-0.2387898124795819,-0.3825125341770246,-0.2186752592769253,-0.8731998890294792,-0.8464762169504252,-0.2469569744781634,0.2064498903359964,-0.8454787155817209
4,1,-0.1763686365740205,0.5299863807017157,-0.5393763390508487,-0.3824251518026262,0.6653204437374837,-0.7302450047074993,-0.6994594450124823,-0.0758160100151347,-0.0935165273428048,-0.6995865971617659
4,2,-0.1763381920685977,0.6521734021398763,0.1622571502593421,-0.381701868493032,1.4013185488915938,-0.6254261756974199,-0.5906204754827853,1.3851142118366322,0.6319682376672168,-0.5905083777823619
4,3,-0.1763889156239555,0.5980113451435414,0.0627504524097322,-0.3824354163330761,1.4448149532149377,-0.7790399768328811,-0.7525717160926211,0.3599462776512331,0.5302678619329351,-0.7532167216899744
4,4,-0.1763454858053834,0.6154205777495061,0.0292106548917324,-0.3824197777338999,0.8064076922465387,-0.7766057605363769,-0.7257111609273453,0.7580767285939376,0.4954843458023173,-0.7264016594258697
4,5,-0.1763696654970711,0.6231580144632685,-0.1079687065207494,-0.3824954202383036,1.8395374182642417,-0.7308719998141745,-0.6921533740075275,0.5219788994677707,0.3462464980228589,-0.6914057307083114
5,1,-0.1763879537745178,0.6637795572105196,1.3909900166770532,-0.382639909948714,-0.4124367512506011,0.556312072125224,0.5610168737100221,0.529169696293948,1.9292277535481488,0.561175821831855
