f_id,i_id,ic.eps.max,ic.h.max,disp.ratio_median_05,ela_meta.lin_simple.adj_r2,ela_level.lda_qda_50,ic.eps.s,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_25,ela_level.lda_qda_25
1,1,-0.229630304393637,0.8018412116226329,-1.3232031484010207,0.5333410710526748,-0.1857577517910071,-0.8100154865712768,0.4099927691106588,-0.0275889363011761,-1.3816412198378896,0.1078109128726271
1,2,-0.2296299968034469,0.5948252193541796,-0.8873549718341659,1.379642391677802,-0.4877795648374495,-0.7670568149501644,-1.6318141807112934,-0.4287489938321813,-0.6983456734005987,-0.1988562612778355
1,3,-0.2296300641167241,0.6339562910634591,-0.8758852829771434,1.321374654274336,-0.4756818899894138,-0.7756399661232138,-1.337894037857903,-0.1944638287178404,-0.7536076149593626,-0.1665869046758445
1,4,-0.2296301898078877,0.6440546321497239,-1.0539672941782825,1.0495698505699156,-0.4019196780687531,-0.7928491842251779,-0.6531226412101099,-0.1687115821843534,-0.9714310215572772,-0.0797411865725002
1,5,-0.2296301898078877,0.671825070136958,-1.1131267419671351,1.0510724569786012,-0.3623501999199703,-0.7928491842251779,-0.6312349709976232,-0.323956438582013,-1.0240955622972332,-0.0882958146649745
2,1,-0.0303050436840755,-0.5538610792085833,0.690029079923715,1.3120251032869603,-0.9910092338633713,1.5870869730379622,0.5600796505677154,4.573209309628635,0.571335499268825,0.9635985814146836
2,2,-0.0256032497804868,0.0810721165903932,0.6882180764199748,0.694620825584905,-0.6288350931003079,1.5612946037629487,0.4631485396267038,3.093002997091351,0.5596024128114537,3.2999866285440547
2,3,0.0213634837220745,-1.333957928122632,0.7576398773966903,1.5372491083221342,-0.9224557430578364,1.6300456446590743,-0.3842169785995611,5.215153542007081,0.6772915395670703,1.3100068759441077
2,4,0.0332046283046612,0.3171208394818637,0.7407371780284471,-0.4199792171243769,1.4155039329559158,1.526961999070751,0.4912898298999003,0.5132872725038955,0.451855061603686,2.511444833994736
2,5,-0.0209014558768982,-0.9527455521160896,0.7135721254723415,1.3724632721696386,-0.9601769653270584,1.6558380139340878,-0.102804075867591,4.969968378551799,0.6092217250052222,0.9589422648580208
3,1,-0.2296246504187499,0.5809400003605626,-0.7358343453545537,-0.0571832475606755,0.3682149422919522,-0.3546364010851403,0.6132354210837543,-0.3027729553704553,-0.7651615703257812,0.3997511323322477
3,2,-0.2296184479810671,-1.515728067675423,-0.5843137188749401,1.024359454157528,-0.8968321956366506,0.0233655765759555,0.2599058876536143,3.5523788711324715,-0.2658336542964332,-0.128036935043936
3,3,-0.2295986980868354,-0.7772868757422198,-0.3555236095690716,0.9357056760450908,-0.226587404403127,-0.0453425485643048,-1.3973034284346515,0.974072989950816,-0.2700432349338108,0.2850758013204756
3,4,-0.229619596731925,-0.7129099513172725,-0.6072530965889853,0.549869741548214,0.0206588253035986,-0.1398430429795789,0.1973696870465099,0.3571871334320287,-0.4834779298033955,-0.0627402168191026
3,5,-0.2296208886617828,0.5342351728365846,-0.81250016034623,0.2184615502992741,-0.1582019368593711,-0.311677729464028,0.619489041144464,-0.2175346937429577,-0.932022181547786,0.2011538168689894
4,1,-0.2296142921733668,-1.3377448060299844,-0.7068582892947066,-0.083896250381749,-0.1607222857860449,0.0405747946779197,0.4694021596874135,0.666061721584552,-0.7531597872319818,-0.103780774376668
4,2,-0.2295596915744921,-1.8830552246883483,-0.5547339949805143,0.6473722018451317,0.3430954646561007,0.1694508095412566,0.1066921961662081,1.4017273873614489,-0.311512082489253,-0.1231640456241726
4,3,-0.2296150670419449,-0.2509108466206022,-0.680296904573181,0.544861053519263,-0.5189478798973188,-0.1226767406334801,0.4787825897784799,1.4452041450070867,-0.5882696180104519,-0.2775804970149066
4,4,-0.2296138864853508,-2.0496778526117394,-0.695388600437684,0.5098002373166041,-0.3369786873914512,0.0749503151259825,0.6319962812658853,0.8070852430857539,-0.542859886454061,0.0793315813748971
4,5,-0.229619596731925,-1.8881043952314809,-0.650717180678754,0.3593726401804356,-0.2475903121254112,0.1092829198181802,0.4631485396267038,1.839748319800568,-0.6463080914789752,0.1012054405480586
5,1,-0.2296305042485441,0.4547107367822371,0.7461701885396677,1.954973689936667,-1.3519232001630974,-0.8615573093654384,-3.517280629015491,-0.4112086665378903,0.8835609907985662,-2.050662527219593
5,2,-0.2296305042485441,0.4597599073253696,0.6495833350068467,1.954973689936667,-1.279169127813106,-0.8615573093654384,-3.567309589501175,-0.4112086665378903,0.8943088562557,-2.0761098386339145
5,3,-0.2296305042485441,0.477432004226336,0.7256454821639429,1.954973689936667,-1.3401615718386186,-0.8615573093654384,-3.604831309865437,-0.4112086665378903,0.8957419049833178,-2.093868813408164
5,4,-0.2296305042485441,0.4547107367822371,0.7153831289760804,1.954973689936667,-1.3255435480639088,-0.8615573093654384,-3.617338549986858,-0.4112086665378903,0.9041610662580728,-2.148986607067269
5,5,-0.2296305042485441,0.4635467852327189,0.733493164013485,1.954973689936667,-1.363600816856687,-0.8615573093654384,-3.657987080381476,-0.4112086665378903,0.9333594340832868,-2.0934356676819634
