f_id,i_id,ela_meta.lin_simple.coef.min,disp.diff_median_25,ela_level.lda_mda_50,disp.diff_median_10,ic.eps.s,ic.eps.ratio,disp.diff_mean_02,ela_level.lda_qda_50,ic.eps.max,disp.ratio_mean_10
1,1,-0.1341097167950072,-1.409002345974555,-0.2504329893504545,-1.3731048135193902,-0.8339557172763692,-0.7619323847166775,-1.3983941974122127,-0.2421336586912834,-0.2367739875931902,-1.4727395768544302
1,2,-0.1341096762027563,-0.7590083280529264,-0.2656752466677561,-0.8665008447193898,-0.7931313039759434,-0.7188823465224458,-1.027319083561488,-0.4000838738236561,-0.2367736796770224,-0.9325116058028884
1,3,-0.1341097130957234,-0.811576988304289,-0.2634181179709432,-0.9053204320383872,-0.8012880299100944,-0.7275267597862225,-1.052098968670951,-0.393757078001942,-0.2367737470616368,-0.9704851899749456
1,4,-0.1341097137601677,-1.0187844141248947,-0.256089088320115,-1.0452825883262504,-0.8176422654080672,-0.74472957225145,-1.1969659893108855,-0.3551811979223252,-0.2367738728860053,-1.1259619402643155
1,5,-0.1341097075722749,-1.0688822621440213,-0.2568591675225572,-1.10743848423443,-0.8176422654080672,-0.74472957225145,-1.258695762275878,-0.3344873032554691,-0.2367738728860053,-1.1854300060432
2,1,-0.1338550481896045,0.4487928514013939,-0.2670560783411005,0.5725529531977613,1.444054701613319,1.5283210458102154,0.5419514512552194,-0.6632610055741185,-0.0372374860616201,0.5599219004310136
2,2,-0.1338750071115556,0.4376315961454319,-0.1280169506174213,0.5411965290075239,1.419543740181195,1.5369224520428295,0.5874056783790859,-0.4738525556615569,-0.0325307092933128,0.5269636953005502
2,3,-0.1338098783431298,0.5495849503922559,-0.2793242366696604,0.646850413001983,1.4848791149137444,1.579972490237061,0.5691873308947618,-0.627409162584406,0.0144857985898605,0.6265547934121727
2,4,-0.1336693357885409,0.3351354887185452,0.5600620939921994,0.5395256715906374,1.3869168364445912,1.5713710840044472,0.520250723467051,0.5952880660439107,0.0263394921745468,0.5248142471398664
2,5,-0.1337946148068935,0.4848326298233167,-0.2800943158721025,0.5120679147064684,1.5093900763458683,1.5627696777718338,0.5727430244681608,-0.647136463445167,-0.0278239325250056,0.4983043864914482
3,1,-0.1341096670982381,-0.8225678427166483,0.0559523154004642,-0.823448418610947,-0.4012006228399884,-0.417532079162824,-0.8271738576773666,0.0475808666447012,-0.2367683276263365,-0.849399610256497
3,2,-0.1341096678014078,-0.3475754911747579,-0.277040553517591,-0.5920346663721606,-0.041978412699979,-0.2022818881916654,-0.7644176989386093,-0.6140086575453593,-0.2367621186154375,-0.6323053460275616
3,3,-0.1341096297324149,-0.3515799109994161,-0.0674727926323204,-0.4082960457618701,-0.1072730038028576,-0.0817761868727473,-0.5265161392338574,-0.2634865945895679,-0.236742347790673,-0.4223759090009021
3,4,-0.1341096483816967,-0.5546125161517611,0.0231044542480212,-0.6555272482138488,-0.19707855633786,-0.2453319263858972,-0.7419105251853401,-0.1341827049832891,-0.236763268583718,-0.683892101883943
3,5,-0.1341096340614941,-0.9812962285323508,-0.1950138412298817,-0.9215834442294164,-0.3603762095395628,-0.3228305965417468,-0.8604947386899426,-0.2277226237640462,-0.2367645618827366,-0.9518566392490307
5,1,-0.1341096798572003,0.7458015218005023,-0.4221606514950368,0.664115939643144,-0.8829368565109458,-0.8049824229109092,0.5602797686438751,-0.8520104142552514,-0.2367741876598994,0.6473327922987714
5,2,-0.1341096798572003,0.7560255724166505,-0.4100252654427599,0.5703808385558089,-0.8829368565109458,-0.8049824229109092,0.4373334156007721,-0.8139617671607772,-0.2367741876598994,0.5592054177107862
