f_id,i_id,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ic.eps.ratio,ic.eps.max,ela_meta.quad_w_interact.adj_r2,disp.diff_median_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.intercept
1,1,-0.2366559893248442,-0.134109716057432,-0.848593566802997,-0.1685198223631386,-0.7722706540660224,-0.2367745182952778,0.7234166767407978,-1.3691914438788686,1.1926486181528722,-0.1809046265022407
1,2,-0.2534953315734615,-0.1341096754651812,-0.807686440920811,-0.1685198124825058,-0.7291596699502685,-0.2367742103790733,0.7234166767407978,-0.724520310629506,1.1926486181528722,-0.1809040083029507
1,3,-0.2703346738220794,-0.1341097123581483,-0.8158596928453237,-0.1685198124457596,-0.737816321106379,-0.2367742777636958,0.7234166767407978,-0.7766584793560569,1.1926486181528722,-0.1809050736719425
1,4,-0.2241030251031467,-0.1341097130225926,-0.8322470629539717,-0.1685198132636851,-0.7550434875862007,-0.2367744035880792,0.7234166767407978,-0.98216905689734,1.1926486181528722,-0.1809049633051982
1,5,-0.3260575881720509,-0.1341097068346998,-0.8322470629539717,-0.1685198162745658,-0.7550434875862007,-0.2367744035880792,0.7234166767407978,-1.0318566471910382,1.1926486181528722,-0.1809047576437195
2,1,-1.628197998778802,-0.1338550474520541,1.4340322306749018,-0.1443863953008343,1.5212250873088429,-0.0372379930256031,0.7208501031051714,0.4733900295124474,1.187783082266974,-0.1537920180835438
2,2,-0.1463358809004396,-0.1338750063740033,1.4094716086417411,-0.1527101060900004,1.529838670548754,-0.0325312156973484,0.7192459945829051,0.4623201752123206,1.1832216423739446,-0.1597650599210138
2,3,-1.8112875745001369,-0.1338098776055838,1.4749393565570876,-0.1363305792216583,1.572949654664508,0.0144852977792015,0.718283529469545,0.5733567290319119,1.187174890281237,-0.1440248847597144
2,4,-1.0538233431714037,-0.1336693350510086,1.3767786009436904,-0.1602738722335744,1.5643360714245969,0.026338992774077,0.7170002426517319,0.3606634216012337,1.1862626023026308,-0.1584985962278532
2,5,-1.8409860508295173,-0.1337946140693491,1.4994999785902483,-0.1362026017746342,1.5557224881846865,-0.0278244383690937,0.7192459945829051,0.5091346735502611,1.187174890281237,-0.144382182041959
3,1,-0.2170611183446339,-0.134109666360663,-0.4149616859479771,-0.1685196685556234,-0.4273827811399915,-0.2367688583277508,0.6555628862489268,-0.7875593282470211,0.955453743715342,-0.1809046276997395
3,2,-0.558746681062042,-0.1341096670638326,-0.0550116711924392,-0.168515855341359,-0.2118278605612222,-0.2367626493161131,0.6996758706112544,-0.3164567502072785,1.1138877559998972,-0.1809008406955833
3,3,-0.6766220768023661,-0.1341096289948398,-0.1204385528481631,-0.1685174030730687,-0.0911515593700711,-0.2367428784889965,0.6903720411821089,-0.3204283773225913,1.0679692610767342,-0.1809002746836777
3,4,-0.4531180796843488,-0.1341096476441215,-0.2104260565370476,-0.1685187513406761,-0.2549388446769761,-0.2367637992845304,0.6836347853885898,-0.5217983223393994,0.9493718238579693,-0.1809029121171658
3,5,-0.0232555975559971,-0.134109633323919,-0.3740545600657913,-0.1685194390749649,-0.3325472296685728,-0.2367650925837028,0.6788224598217902,-0.9449878668816472,0.9895124949166282,-0.1809033284068467
4,1,0.8236102326199429,-0.1341096221812279,-0.0386243010837912,-0.1685177826033591,-0.0911515593700711,-0.2367584891036781,0.5902756693926822,-0.7762359658331512,0.5836963924334431,-0.1809023973052806
4,2,0.0058305390552519,-0.1341095324445529,0.0840970765627665,-0.1685131938086284,0.0726787938530336,-0.2367038306337064,0.7118670953804791,-0.3595531295436501,1.021898718157137,-0.1808961617006594
4,3,0.1139084993054709,-0.1341096819547236,-0.1940795526880223,-0.1685184812792969,-0.2204845117173326,-0.2367592647935384,0.6579690490323266,-0.6206664866993098,0.9484595358793632,-0.1809022424767587
4,4,0.2813834122144511,-0.1341095539432003,-0.005890427126118,-0.1685158295683536,-0.0350771324782512,-0.236758082985674,0.6752934210728041,-0.5778236154766822,0.9262605283999532,-0.1808998682628309
4,5,1.1705006829414693,-0.1341096252140291,0.0268025805719326,-0.1685157309724814,-0.0652677417341388,-0.2367637992845304,0.6829931419796833,-0.6754242392678754,0.8762367375730641,-0.1809002602366942
5,1,-0.9653402539013944,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.7679664576822308,1.1926486181528722,-0.1809046146261683
5,2,-0.9267628516591064,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.778106782231965,1.1926486181528722,-0.1809035306277876
5,3,-0.9460515527802504,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.779458825505263,1.1926486181528722,-0.1809044909082532
5,4,-1.0587220609164565,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.7874020797358883,1.1926486181528722,-0.1809030650886153
5,5,-1.0225940175466943,-0.1341096791196251,-0.8976739446096955,-0.1685198021483265,-0.8153816381817763,-0.2367747183620108,0.7234166767407978,0.8149499614293333,1.1926486181528722,-0.1809046606455824
6,1,-0.5373147909274372,-0.1339235233324157,0.7631717127109017,-0.1681103714951103,0.8917874920523567,-0.2295549356415849,0.6451361808541949,-0.0005856404830532,0.8088794751526628,-0.1798632520159022
6,2,-0.3732077464681808,-0.1340160408456766,0.7467843426022539,-0.1682681662885379,0.8659467423326243,-0.2301908922848993,0.6209141421679713,-0.2917819604695917,0.6683871264473563,-0.1800138846340144
6,3,-0.3306501360580377,-0.1335180128834396,0.7631717127109017,-0.1682449216757333,0.8917874920523567,-0.2298802417214714,0.63053879330157,-0.1426346868839154,0.8088794751526625,-0.1797706199806329
6,4,-0.7954159821198876,-0.1339475802353062,0.7999717795010199,-0.1680809592433454,0.9348984761681108,-0.227254243562463,0.6728872582894043,-0.0612585823722973,0.8259088507533058,-0.1793128943700365
6,5,-0.0186630496700102,-0.1340264009089381,0.6977039647955553,-0.1683651813890201,0.7883383573410274,-0.2324269674094926,0.5026913440769338,-0.0861023775191464,0.3572969257427494,-0.1804619642198366
8,1,0.0046058596189889,-0.1340443597086683,0.6977039647955553,-0.1683197026681216,0.8012587322008937,-0.2320069692806197,0.7030444985080139,-0.9713527107109567,0.9510443518187466,-0.1804562103957047
8,2,-0.1126571964032037,-0.1340732582015275,0.738611090677741,-0.1682810317756924,0.8486765079366031,-0.2306291929205953,0.7118670953804791,-0.7976996527967555,1.0016763346313733,-0.1803023643940262
8,3,-0.1050029499265595,-0.1340237084988846,0.738611090677741,-0.168325155844128,0.8702535339525796,-0.2298802417214714,0.7128295604938393,-0.8310782211062977,0.9940739348096576,-0.1802368963744801
8,4,-0.0731612845837187,-0.1340716856920527,0.6977039647955553,-0.1683537470569608,0.8228357582168703,-0.2315464080369383,0.704327785325827,-0.9607898726383166,0.9238277604570042,-0.1804174529655604
8,5,-0.0122334826296289,-0.1340380222791736,0.6977039647955553,-0.1683700430789606,0.8228357582168703,-0.2315464080369383,0.7057714829958669,-0.9083981957980224,0.977804799191186,-0.1803999292056443
9,1,0.8367755365597713,-0.1340871312432391,0.7058772167200679,-0.1684894880852359,0.7624545397050951,-0.23332217629267,-0.1182590648924102,-1.272435847133487,-0.0897241837741347,-0.1806071471633601
9,2,0.970877934830582,-0.1340986208435606,0.6977039647955553,-0.1684808343057627,0.7538409564651845,-0.23332217629267,-0.0776751192790691,-1.3093635290354355,-0.0438056888509718,-0.1806140549234048
9,3,0.8101387588210489,-0.1340953381113848,0.7058772167200679,-0.1684841089236517,0.7624545397050951,-0.233159249731644,-0.1453684989187131,-1.275646949907569,-0.1055371754033037,-0.1806060901363649
9,4,0.8790269771108487,-0.1340978169168453,0.6977039647955553,-0.1684892079828765,0.7538409564651845,-0.23332217629267,-0.0520093829228058,-1.2973641449849167,-0.0710222802127141,-0.1806160070653221
9,5,0.9252586258297814,-0.1341021855834489,0.7058772167200679,-0.1684812354045665,0.7624545397050951,-0.233159249731644,-0.0882622355260276,-1.332770778204406,-0.054144952608505,-0.1806086790901764
10,1,-2.0537741028802325,-0.1254661234078619,1.4994999785902483,-0.1477740499617001,1.590219889060529,0.0653621691064899,0.6948635450444548,0.7370384678055408,0.5821759124691002,-0.1411205478886709
10,2,-2.087146617518402,-0.1041904511218357,1.4953929194981808,-0.1526353441139308,1.5815632379044189,0.0325454501214011,0.6964676535667215,0.7070400076792435,0.4549117394535792,-0.1459642753706402
10,3,-1.305801137182538,-0.1318732759062816,1.466766104632575,-0.1584695321935988,1.529838670548754,-0.0462274535734283,0.7048090178825068,0.8864392495049606,-0.3967090885750154,-0.1584816598401675
10,4,-2.2445179250782124,-0.1303138587266184,1.5854008563168769,-0.141211838029804,1.6246742220201726,0.126540901862854,0.6908532737387888,0.5766523345105756,0.6042228719520757,-0.1311860368617807
10,5,-1.3823436019489828,-0.1325189923611165,1.4422054825994144,-0.1653051812889741,1.5126115040689323,-0.0462274535734283,0.7072151806659066,0.9160996988129336,-1.2807161398441194,-0.160716749764495
11,1,-1.585640388368659,-0.1329355509747815,1.4422054825994144,-0.1653169799853965,1.495341269672911,-0.0854527313391891,0.7112254519715726,1.7002847973257245,-1.197089741805246,-0.1671378105529722
11,2,-1.658202644967249,-0.1335702117053442,1.4340322306749018,-0.1670271659433081,1.4910344780529552,-0.0854527313391891,0.7112254519715726,1.6434144771426311,-1.4131499447384066,-0.1674142710376913
11,3,-1.8008777992919005,-0.1287887093698075,1.4749393565570876,-0.1558856791505219,1.5212250873088429,-0.07083806567913,0.7032049093602405,1.441537515898336,-0.0917008077277809,-0.1609311109355198
11,4,-1.9401850851668287,-0.1315398267385138,1.4831126084816004,-0.1549019926744999,1.538452253788665,-0.0630096555929702,0.7009591574290674,1.3118258643663174,0.0861953481003667,-0.1585443445972368
11,5,-1.6468743601818143,-0.1331810416530852,1.4340322306749018,-0.1665089959570446,1.4910344780529552,-0.0854527313391891,0.709781754301533,1.694285105300465,-1.4181675286207391,-0.1672764932087861
