f_id,i_id,disp.ratio_mean_10,disp.diff_mean_10,disp.diff_median_25,ela_distr.skewness,ela_meta.lin_simple.coef.min,ela_level.mmce_mda_10,ela_level.lda_mda_10,ic.eps.s,ela_level.mmce_lda_50,ela_level.mmce_qda_50
1,1,-1.4709435718780786,-1.4704265664573395,-1.4081770885575104,-0.3661060121643477,-0.134109701142869,0.2176026966299681,0.4218952760432283,-0.8437631869316776,-0.2456250246644039,-0.1314315733957133
1,2,-0.9309769442266316,-0.930889473112892,-0.7581601226274391,-0.4023831627004273,-0.1341096605506183,-1.678399351754474,1.3257466500113244,-0.8028936183652333,-0.8868484062137162,-0.5161106608638124
1,3,-0.9689321581066394,-0.9688826541594672,-0.8107306388128965,-0.399331813589916,-0.1341096974435853,-1.4012913600675168,1.0564447327976711,-0.8110593663305569,-0.8153618779625602,-0.4625112167364245
1,4,-1.1243336941813933,-1.12436070159709,-1.0179453800819924,-0.3875887427706753,-0.1341096981080296,-0.8208230406390548,0.8427476648872388,-0.8274316910010305,-0.6249706218162658,-0.3264510893361322
1,5,-1.1837729913897106,-1.1834988970951816,-1.0680449968033032,-0.3769090208838854,-0.1341096919201368,-0.7654014423016582,0.8263932974451134,-0.8274316910010305,-0.6034168947053646,-0.3252141790870386
2,1,0.5607345748688128,0.5607951827395551,0.4496836981911074,-0.2229083559276219,-0.1338550325379915,1.1626867945938992,-2.525161737027678,1.4367669048238776,-1.5133434075705792,-0.997681051177574
2,2,0.5277923137654109,0.5282861364571435,0.4385220488875498,-0.1926568493420975,-0.1338749914599014,0.6434739259593967,-1.0685327435157546,1.4122288321880805,-0.5786301085278289,-0.1565820817939491
2,3,0.6273352331865649,0.6276224744018354,0.5504793556423163,-0.2479047612672656,-0.13380986269161,-0.6895613603662865,1.3900738286170204,1.4776364733903216,-1.6318889066805369,-1.144461067403344
2,4,0.5256439054325789,0.5260811750571189,0.3360223228403779,-0.3410017308460495,-0.1336693201373109,-0.2432716474388657,3.0593095988765637,1.379565840326786,0.4153559400699012,-0.3037744014360835
2,5,0.4991468693276667,0.4992824134260523,0.485724748995724,-0.2051088194496389,-0.1337945991554052,-0.3978687375379048,1.2603291802428271,1.5021745460261189,-1.5704607844144671,-1.0644742046286269
3,1,-0.8479051553571776,-0.8482316893478723,-0.8217218812568573,-0.1562564119732699,-0.1341096514461001,0.2759412211956433,0.8798175644227226,-0.4105294286314377,0.0783993395694783,-0.1384407314739101
3,2,-0.6309159137412776,-0.6309581852377696,-0.346712760132182,-0.0983424222899277,-0.1341096521492697,-0.0624222212852724,1.042270947681162,-0.0509098882385896,-1.4576629458674175,-0.947792337797467
3,3,-0.4210880332348141,-0.4202430278559446,-0.3507173213326951,-0.2051396411578259,-0.134109614080277,-1.5354699665685694,1.7411475830412964,-0.1162767007010044,-0.6975348364229675,-0.4559143620745921
3,4,-0.682477713729215,-0.682350747099878,-0.5537570945416816,-0.0454523710410638,-0.1341096327295587,-0.0245021803175837,0.9245195020978664,-0.2061815857992165,-0.5678532449723783,-0.4451944732491154
3,5,-0.9503126192221072,-0.9505079758259304,-0.9804558709708072,-0.1945677952496905,-0.1341096184093561,0.5034614670017764,0.1602253969692253,-0.3696598600649936,-0.0473307352441123,0.024419117990076
4,1,-0.8128144859209436,-0.81283923200389,-0.8103046216639056,0.0595880104601761,-0.1341096072666651,0.655141630872532,-1.094699731423156,-0.0345375635681158,0.1488081814650889,0.1881035742867913
4,2,-0.5786379776423968,-0.5793394734884787,-0.390166509329238,-0.0969554454215135,-0.1341095175299902,-0.1032591884812454,0.569084583022348,0.0880711421312169,-0.5786301085278289,-0.5536302717529838
4,3,-0.7297426970514898,-0.7291072362747562,-0.6534451074055152,-0.0702022027152117,-0.1341096670401607,0.3926182703269936,0.0228487104553769,-0.1898500898685695,-0.2768779289752107,0.0574033912992378
4,4,-0.7813044970394271,-0.7814609351573878,-0.6102469684978542,-0.0688460475549844,-0.1341095390286376,0.6755601144705177,-0.5582764793214614,-0.0018337429669952,-0.4378124247366067,-0.192040175601298
4,5,-0.7519429164907394,-0.7525702870698878,-0.7086569299147151,0.0272714494261238,-0.1341096102994663,0.6259723685896944,-1.0140181853753394,0.0308292488942989,-0.2998685712268394,-0.1334930904775359
5,1,0.6481031804039292,0.6475236644738509,0.7467028544674513,-0.5011667374397097,-0.1341096642050622,-3.32937959696308,1.4227825635012668,-0.8927985034634454,-1.7256476196129564,-1.2038327593598352
5,2,0.5600184387578694,0.5594948208882586,0.7569272660432289,-0.4982694968701333,-0.1341096642050622,-3.3468811543327828,1.2243495718701491,-0.8927985034634454,-1.7091230954945988,-1.1865160158725252
5,3,0.5965413804159919,0.5965268649143108,0.7582905209199994,-0.5035708306782944,-0.1341096642050622,-3.3468811543327828,1.4369563486177757,-0.8927985034634454,-1.721336874190776,-1.200534332028919
5,4,0.6044188776363718,0.6044986484374761,0.7662996433210253,-0.5047420555893999,-0.1341096642050622,-3.332296523191364,0.7435311690716802,-0.8927985034634454,-1.7141522984871425,-1.1873406227052543
5,5,0.6695872637322354,0.669629815945891,0.7940759614352215,-0.506498892956058,-0.1341096642050622,-3.358548859245918,0.5123894425563117,-0.8927985034634454,-1.7141522984871425,-1.1894021397870769
6,1,-0.1203108666385151,-0.12008559009364,-0.028222339546705,-0.2478122961427047,-0.1339235084182185,-1.4887991469160295,1.4380466397805816,0.7665223118301222,-1.0161707688791235,-0.6591799463423023
6,2,-0.3165321610370524,-0.3172317542445453,-0.3218333586311229,-0.2305829612661808,-0.1340160259312977,-1.1008479585542963,0.6704816611635231,0.7501499871596486,-0.7004086667044204,-0.4864248148855667
6,3,-0.2950480777087463,-0.294673302998141,-0.1714493050373917,-0.2725004844004785,-0.1335179979700392,-1.322534351903855,0.911436008144163,0.7665223118301222,-0.7776428555184838,-0.5536302717529838
6,4,-0.1625628971841871,-0.1627713812992418,-0.0893984021417753,-0.3085927046874363,-0.1339475653210617,-1.6404793107867908,1.440227222106198,0.8032885920439913,-0.9094798196801624,-0.6740228693314243
6,5,-0.0708974749834098,-0.0713502894059197,-0.1144482105024307,-0.1693402270986444,-0.1340263859945388,-0.9316662373138318,0.6955583579081143,0.7011146706278809,-0.3354322209598257,-0.2505872607250601
7,1,0.1647113055170223,0.1645240429249024,0.1733689753557133,-0.1339106735377068,-0.1341096067428547,0.2992766310219132,1.2439748128007018,-0.2634234790361344,-0.7722544237407577,-0.7008225913951192
7,2,0.0623038416520927,0.0619650690878671,0.108699572138919,-0.1236624555655347,-0.1341095341920534,0.9526681061574748,0.0555574453396279,-0.3042930476025787,-0.430627849032973,-0.6109404466276525
7,3,0.1661435777389093,0.1658244047761989,0.1308524638864374,-0.0212419192601883,-0.1341095568361539,0.6697262620139508,-0.0589231267552456,-0.2879207229321049,0.3424324966780186,-0.6307310106131495
7,4,-0.2313119638347697,-0.2314078720589774,-0.2223157526268864,-0.1988520126876812,-0.1341096098571828,-0.1907669753297582,1.0618961886117098,-0.3860321847354671,8.746439987032468e-05,-0.5148737506147187
7,5,-0.0895170138679436,-0.0895553553240704,-0.0851382306518677,-0.1896055002315861,-0.1341095502141303,0.3751167129572906,0.9517767811680692,-0.3533283641343465,-0.4952890303656774,-0.5717716220730228
8,1,-1.1078625636296917,-1.1080213722481906,-1.0070393410678296,-0.2136926651797138,-0.1340443447942338,-0.0449206639155702,0.3106855774367769,0.7011146706278809,-0.2068283158647816,-0.0345402705500505
8,2,-0.9632030692190916,-0.9629462196209402,-0.8319462928326351,-0.2393055046830972,-0.1340732432870361,-0.447456483418728,0.7249962193039382,0.7419842391943249,-0.327169958900647,-0.1343176973102648
8,3,-0.919518766451534,-0.919638516225588,-0.8656016476029035,-0.2737949961443318,-0.1340236935844906,-0.5057950079844032,0.6290505969768065,0.7419842391943249,-0.2858586486047529,-0.1512221373812102
8,4,-1.059165308085528,-1.0587772343143111,-0.9963889123430608,-0.2592625607341691,-0.1340716707775644,-0.2520224261237168,0.2888797541806079,0.7011146706278809,-0.1669539207096143,-0.0353648773827794
8,5,-1.0104680525413678,-1.0104376959291592,-0.9435627858682092,-0.2360846361775574,-0.1340380073647515,-0.4912103768429844,0.4993059486026132,0.7011146706278809,-0.3153154089896512,-0.1009211205847386
9,1,-1.0247907747602376,-1.025476663426762,-1.310619161438631,0.1636266864453393,-0.1340871163287205,0.6259723685896944,-1.0140181853753394,0.7092804185932042,1.237630629350784,0.1835682367067816
9,2,-1.1436693691768705,-1.143413829592173,-1.3478530602604215,0.1635958647371523,-0.1340986059290194,0.6259723685896944,-1.0140181853753394,0.7011146706278809,1.2096107841066122,0.2107802621868401
9,3,-1.0362489525353369,-1.0365580078986796,-1.313856891770961,0.1571849494342597,-0.1340953231968501,0.6259723685896944,-1.0140181853753394,0.7092804185932042,1.2322421975730584,0.2041834075250078
9,4,-1.072055758082514,-1.0724027650170262,-1.3357541732290847,0.1523921738111837,-0.1340978020023057,0.6259723685896944,-1.0140181853753394,0.7011146706278809,1.213203071958429,0.1975865528631754
9,5,-1.1451016413987576,-1.1453926411050153,-1.3714544103145088,0.1901025337779581,-0.1341021706689007,0.6259723685896944,-1.0140181853753394,0.7092804185932042,1.1733286768032618,0.1848051469558753
10,1,0.6237545526318475,0.6238910012633323,0.715518399161329,-0.0481646813615185,-0.1254661085102821,0.4159536801532635,1.1578418109388415,1.5021745460261189,-1.3710888086386308,-0.95892453003931
10,2,0.7175683831654537,0.7173474421412922,0.6852711815829866,-0.0045981968392171,-0.104190436266059,1.0985144175716628,0.7446214602344908,1.498071257673544,-1.2309895824177737,-0.8537871588663559
10,3,0.9130735414530476,0.9131367069691052,0.8661580630444548,0.1389693198957524,-0.1318732609961128,0.911831138961502,-1.3334734960781798,1.4694707254249983,-0.12133186499154,-0.8447164837063365
10,4,0.4991468693276667,0.4990562635388703,0.5538022894044441,0.1384145291483866,-0.1303138438195136,-0.2461885736671491,1.4075184872219515,1.5879965571416694,-1.599917544799366,-1.1271443239160348
10,5,0.8987508192341762,0.8987761891330487,0.8960644669036046,0.1665239270149157,-0.132518977449679,0.8184894996564223,-0.8831832458383403,1.444932652789201,0.7630894041257746,-0.826162829969933
11,1,1.7989339106902362,1.7991354274763711,1.6867522954304184,0.1823816958771188,-0.1329355360625256,0.6259723685896944,-1.0140181853753394,1.444932652789201,1.14530883155909,-0.864919351108198
11,2,1.7273202995958796,1.7269370759935188,1.6294103871762646,0.1806865019268347,-0.1335701967918413,0.6259723685896944,-1.0140181853753394,1.4367669048238776,1.5817718055548404,-0.913983457655576
11,3,1.5790801246305624,1.579091587248289,1.425859393388489,0.1385994593975085,-0.1287886944656993,0.6376400735028289,-1.0140181853753394,1.4776364733903216,-0.9806071191461366,-0.9193434020683158
11,4,1.5074665135362058,1.507288998068005,1.295072128648332,0.0962041997863126,-0.1315398118290002,0.7455663439493282,-0.9747677035142392,1.4858022213556452,-1.2723008927136668,-0.8838853082609661
11,5,1.797501638468349,1.7976654532096883,1.6807028519147498,0.209997946412656,-0.1331810267403469,0.6259723685896944,-1.0140181853753394,1.4367669048238776,1.206377725039977,-0.9403708763029056
12,1,-0.898034683123228,-0.8977585146407295,-0.6127178679620003,4.126019258401669,0.1054414839896437,0.0455040491612203,0.572355456510775,2.483044191620781,-0.5035512924248555,-0.3182050210088418
12,2,-0.6244706887427862,-0.6242867635659006,-0.2054454735268527,1.9494364587991684,1.5049652328878076,-0.6399736144854566,0.8929010583764211,2.458506118984984,-0.8304494869401913,-0.4983816139601378
12,3,-0.4425721165631202,-0.442518791743371,-0.0131413324724327,4.376661389378219,10.218186693918245,-1.159186483119965,0.9288806667490992,2.8385808580309675,-0.8843338047174442,-0.6175373012894847
12,4,-0.6617097665118506,-0.661375345063748,-0.2799984746002324,4.603093068573894,2.4922411602116323,-0.4357887785055935,0.758795245350995,2.7609245948807413,-0.7047194121266005,-0.446431383498208
12,5,-0.6645743109556246,-0.6643152935971142,-0.3643498701003988,4.282531892575172,0.3714407416458251,-0.6487243931703078,0.8471088295384717,2.6015496089675394,-0.2980724273009301,-0.2217260215795435
13,1,-0.6574129498461898,-0.6577569468688359,-0.5310077787855765,-0.4389068869020029,-0.1341094669792268,-1.0162570979340613,1.1207719114033623,-0.4023636806661142,-0.8232649112365574,-0.5993959509694459
13,2,-0.4955661887729445,-0.4961728524772996,-0.3295016673129561,-0.4355781424178087,-0.1341094409008051,-1.2787804584795994,1.476206830478876,-0.3941979327007907,-1.0079085068199447,-0.6921642196514632
13,3,-0.7089747498341271,-0.7093756586181268,-0.70243707953945,-0.4463657402832529,-0.1341094347495993,-0.0770068524266912,0.9245195020978616,-0.418736005336588,-0.1471963375246214,-0.3804628368798846
