f_id,i_id,ic.eps.max,disp.diff_median_25,ela_meta.lin_simple.coef.min,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_10,disp.ratio_mean_05
1,1,-0.2364580482621222,-1.376352295254937,-0.1340998341284853,-0.8108532702795608,-0.19349844597068,-0.1685061693054712,0.7174016441401084,0.1198303370435205,-1.4343563235335384,-1.4138834654609735
1,2,-0.2364577403674317,-0.7316831494606709,-0.1340997935362873,-0.7694814359957256,-0.2098506093852636,-0.1685061594248605,0.7174016441401084,0.9250788728886076,-0.8997151703944495,-0.97278179318176
1,3,-0.236457807747346,-0.783821157450586,-0.1340998304292064,-0.7777475367517367,-0.226202772799848,-0.1685061593881143,0.7174016441401084,0.8705786716239625,-0.9372960472066126,-0.9636279322784298
1,4,-0.2364579335629381,-0.9893311014238004,-0.1340998310936499,-0.7943210687675387,-0.1813086514252621,-0.168506160206038,0.7174016441401084,0.6096871756292989,-1.0911649201922662,-1.1449888014256555
1,5,-0.2364579335629381,-1.039018538535745,-0.1340998249057651,-0.7943210687675387,-0.2803135680990173,-0.168506163216912,0.7174016441401084,0.6169431195846506,-1.1500179914264113,-1.2050610136037585
2,1,-0.0369354645450826,0.4662234976463569,-0.1338451658541711,1.4977033488591938,-1.5447817681394973,-0.1443727961807763,0.7148418306446213,0.8570342429073051,0.5772841956383398,0.5410379537064366
2,2,-0.032229016077841,0.4551536774734575,-0.1338651247501741,1.4728637160873803,-0.105791387656092,-0.1526964883666557,0.713241947209942,0.2717214305088938,0.544666830857973,0.5398937210935205
2,3,0.0147842123700833,0.5661898889787222,-0.1337999960664206,1.5390751831430285,-1.7225743812653391,-0.1363169981061489,0.7122820171491342,1.0735838591748164,0.6432279983464775,0.5959611191264168
2,4,0.0266370791511144,0.3534972372597334,-0.1336594536945477,1.4397993130633364,-0.987024339671136,-0.1602602376054004,0.7110021104013908,-0.79199995334574,0.5425396114157737,0.5908120723682942
2,5,-0.0275225676105995,0.5019680314870928,-0.1337847325500281,1.5639148159148415,-1.7514136512874243,-0.1361890209451511,0.713241947209942,0.9160492537441696,0.5163039049619984,0.5541966287549733
3,1,-0.2364523886900553,-0.7947219727353492,-0.1340997844317809,-0.3722952946693966,-0.1744704739973452,-0.1685060154982998,0.64972657485317,-0.4385548611205834,-0.8174626852961276,-0.7971420870991162
3,2,-0.2364461801122392,-0.3236208470566189,-0.1340997851349496,-0.0082562173746719,-0.5062707352823622,-0.1685022022925578,0.6937233693068535,0.582437074996976,-0.6026135216341328,-0.6707043833718707
3,3,-0.236426410666504,-0.3275924619278119,-0.1340997470660063,-0.07442635392654,-0.6207358791844512,-0.1685037500208084,0.6844440453857129,0.498429368313898,-0.394855089446132,-0.4258386042077937
3,4,-0.2364473300003086,-0.5289617861416976,-0.1340997657152638,-0.1654361232502212,-0.4036980738636071,-0.1685050982854024,0.6777245349600595,0.129021199386967,-0.6536667882468847,-0.6724207322912448
3,5,-0.2364486232091186,-0.9521500260339096,-0.1340997513950798,-0.3309234603855616,0.0137280613014139,-0.1685057860181542,0.6729248846560212,-0.1804044995090526,-0.9188601453742308,-0.866940276487006
4,1,-0.2364420201904769,-0.7833986452302462,-0.1340997402524032,0.0083173146411302,0.836093225023955,-0.1685041295502505,0.5846113190617186,-0.4853153888328532,-0.7827181010735615,-0.7713968533084996
4,2,-0.2363873655394749,-0.3667170935312656,-0.1340996505158448,0.1324328174926355,0.0419727071993322,-0.1684995407657756,0.7058824834104166,0.2264120915876941,-0.5508511818739816,-0.6226466136293871
4,3,-0.23644279582614,-0.6278296457011804,-0.1340998000258212,-0.1489039217381992,0.1469238651147538,-0.1685048282246267,0.6521264000051892,0.1254738490087949,-0.7004656159752396,-0.7502285499695488
4,4,-0.2364416141008481,-0.5849869065587381,-0.1340996720144643,0.0414230481689542,0.3095535630743452,-0.16850217651961,0.6694051410997265,0.0914515340181432,-0.7515188825879916,-0.7639593413245448
4,5,-0.2364473300003086,-0.6825872294572014,-0.1340997432852005,0.0744874511929983,1.172947791364389,-0.1685020779239582,0.6770845815861878,-0.0477013467256113,-0.7224468835446178,-0.7307765955499734
5,1,-0.2364582483148766,0.7607990176671736,-0.1340997971907264,-0.8604912053194068,-0.9011011537290486,-0.1685061490907043,0.7174016441401084,1.4728220199181956,0.6637911196210586,0.597105351739333
5,2,-0.2364582483148766,0.7709393109553255,-0.1340997971907264,-0.8604912053194068,-0.863639833906547,-0.1685061490907043,0.7174016441401084,1.4728220199181956,0.5765751224909406,0.5101436731576987
5,3,-0.2364582483148766,0.7722913500604125,-0.1340997971907264,-0.8604912053194068,-0.8823704938177979,-0.1685061490907043,0.7174016441401084,1.4728220199181956,0.6127378530083067,0.575364932093924
5,4,-0.2364582483148766,0.7802345798027983,-0.1340997971907264,-0.8604912053194068,-0.9917813326644698,-0.1685061490907043,0.7174016441401084,1.4728220199181956,0.6205376576297,0.5805139788520479
5,5,-0.2364582483148766,0.8077823765689447,-0.1340997971907264,-0.8604912053194068,-0.9566985093386348,-0.1685061490907043,0.7174016441401084,1.4728220199181956,0.6850633140430377,0.5896678397553782
7,1,-0.2364385342382239,0.192182071534048,-0.1340997397285935,-0.2233814895498583,-1.5204021790486628,-0.1685052586148922,0.7089222619363075,1.2214438726649937,0.1851667451265148,0.1868979600088572
7,2,-0.23644279582614,0.1280447164864864,-0.1340996671778864,-0.2647533238336935,-1.2403342165661486,-0.1685055411282542,0.7058824834104166,1.0930942862547637,0.0837692850484118,0.0947872346691005
7,3,-0.2364435364515063,0.150015351944149,-0.1340996898219575,-0.2481797918178913,-1.128842193284893,-0.1685058272340049,0.7046025766626732,0.9745805349840108,0.1865848914213133,0.1428450044115827
7,4,-0.2364478663989436,-0.2002472787174362,-0.1340997428429176,-0.3474969924013636,-0.9064527708465484,-0.1685058715987205,0.6972431128631481,0.8594528908924226,-0.2069507053853116,-0.2433335024476505
7,5,-0.2364461801122392,-0.0641983437680626,-0.1340996831999425,-0.3143912588735396,-1.1939535348811467,-0.1685056279522804,0.699482949671699,1.030209438641711,-0.0665542222002454,-0.1380641020593571
8,1,-0.2316908323545753,-0.9785147885831053,-0.1340344778646835,0.753010331750162,0.0407834589509989,-0.1683060500577167,0.6970831245196802,0.0746822413213293,-1.0748562378020818,-1.0883492870863012
8,2,-0.2303131522593406,-0.8048622660235013,-0.1340633763199752,0.7943821660339968,-0.0730870608269233,-0.1682673792517161,0.7058824834104166,0.2515660306329152,-0.9316234620274186,-0.9699212116494698
8,3,-0.2295642533891954,-0.838240731430335,-0.1340138266817459,0.7943821660339968,-0.0656542592748398,-0.1683115032215354,0.7068424134712245,0.2128676628710367,-0.88837000003606,-0.9395990474071888
8,4,-0.2312303032901594,-0.9679519830746132,-0.1340618038125446,0.753010331750162,-0.0347338048181717,-0.1683400943704676,0.6983630312674236,0.0519469502612257,-1.026639263778927,-1.057455006537562
8,5,-0.2312303032901594,-0.9155604677524946,-0.1340281404434272,0.753010331750162,0.0244312955364146,-0.1683563903560462,0.6998029263586352,0.2362479267271719,-0.9784222897557752,-1.00310395742404
9,1,-0.2330059474735361,-1.2795969967971532,-0.1340772493436522,0.7612764325061728,0.8488776436935388,-0.1684758350953648,-0.1220571940361705,-1.2010739492285964,-0.99260375270376,-0.8720893232451298
9,2,-0.2330059474735361,-1.3165245648548398,-0.1340887389290374,0.753010331750162,0.9791003268860456,-0.1684671813352326,-0.081580143138782,-1.2062337315968468,-1.110309895172049,-0.9928058639077948
9,3,-0.2328430322961364,-1.2828080896717349,-0.1340854562011291,0.7612764325061728,0.8230114942922878,-0.1684704559458029,-0.1490952240822522,-1.190270654895072,-1.003948923062151,-0.873233555858046
9,4,-0.2330059474735361,-1.304525217797193,-0.1340879350033672,0.753010331750162,0.889906708261041,-0.1684755549936314,-0.0559820081839116,-1.1549583943123582,-1.0394025804321163,-0.88124318414846
9,5,-0.2328430322961364,-1.3399317418616576,-0.1340923036642917,0.7612764325061728,0.9348008296356268,-0.16846758243314,-0.0921393738076659,-1.1836596837357511,-1.1117280414668471,-0.9979549106659172
10,1,0.0656575289467888,0.7298711231383098,-0.1254562527153997,1.5639148159148415,-1.9580455344353516,-0.1477604432703181,0.6889237190028151,1.3509221614682787,0.6396826326094812,0.6239948181428644
10,2,0.0328431028552663,0.6998727554941935,-0.1041806080872897,1.5597611002849463,-1.990452549202436,-0.1526217265576773,0.6905236024374947,1.325284492826034,0.7325712149187917,0.7521488707894853
10,3,-0.0459242970022,0.8792714442504166,-0.131863396884659,1.5308090823870175,-1.2317121667657311,-0.15845590159808,0.6988429962978273,1.2022559319830624,0.9261481841588076,0.8917452495652676
10,4,0.1268319871648361,0.5694854842973717,-0.1303039817322045,1.6507915348605176,-2.143270949113277,-0.1411982460048026,0.6849240104161167,1.354308268647443,0.5163039049619984,0.5261629297385257
10,5,-0.0459242970022,0.9089318021182612,-0.1325091125000763,1.5059694496152043,-1.3060401822865686,-0.1652915354159496,0.7012428214498465,1.1546891882757533,0.9119667212108212,0.866000015774651
11,1,-0.0851468341104603,1.693114483068686,-0.1329256705722241,1.5059694496152043,-1.5034553915099118,-0.1653033340860021,0.7052425300365449,0.9886086932976916,1.8032716674917697,1.827727526930759
11,2,-0.0851468341104603,1.6362443382109662,-0.1335603304777416,1.4977033488591938,-1.5739183502236658,-0.1670135162216907,0.7052425300365449,1.0406902465772196,1.7323643527518373,1.7939726648497294
11,3,-0.0705331895723751,1.4343679993326728,-0.1287788343580549,1.5390751831430285,-1.7124657711545055,-0.1558720543298505,0.6972431128631481,1.2783627219147564,1.5855862112401775,1.6486551230093651
11,4,-0.0627053264547019,1.3046567476883948,-0.1315299481503679,1.5473412838990397,-1.8477427594024287,-0.1548883700523433,0.6950032760545969,1.3410863263288009,1.5146788965002456,1.6171887261541693
11,5,-0.0851468341104603,1.6871148095398625,-0.1331711609313952,1.4977033488591938,-1.5629178039265814,-0.1664953473935242,0.7038026349453336,1.1130884429317338,1.801853521196971,1.8334486899953395
12,1,3.0841354370744165,-0.587437477436708,0.105451040063318,2.556838838726884,-0.2294732054827644,1.0387117894264153,-0.9467971046133992,-0.6662302581196349,-0.8670978056140811,-0.9230076745199036
12,2,6.393581048010185,-0.1835157947919849,1.504972972360545,2.5319992059550707,-0.1283871043744266,1.1972620085150334,-0.160614384811944,0.2088365828958411,-0.5962318633075396,-0.7456516195178843
