f_id,i_id,ic.eps.max,ic.eps.s,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,disp.diff_mean_02,ic.eps.ratio,ela_level.qda_mda_10,disp.diff_mean_25,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor
1,1,-0.236775079552583,-0.8699970665667002,-0.1685198469700708,0.7013320126397528,-1.3976059173309754,-0.7899151116698321,-0.1466044464508119,-1.559130799925584,-0.1341097173387209,-0.5054263244969152
1,2,-0.2367747716363397,-0.8287820652846382,-0.168519837089438,0.7013320126397528,-1.026644767861712,-0.7465557948058791,-0.1631074920086064,-0.8372309110153595,-0.13410967674647,-0.0239994981589779
1,3,-0.2367748390209706,-0.8370168307755594,-0.1685198370526917,0.7013320126397528,-1.0514170425867169,-0.7552623109793601,-0.1796105375664016,-0.905626018315132,-0.1341097136394371,-0.0512416469591765
1,4,-0.2367749648453699,-0.8535275355848572,-0.1685198378706172,0.7013320126397528,-1.196239571748282,-0.7725887113245961,-0.1343021761259096,-1.1365467441091337,-0.1341097143038815,-0.2008501690586276
1,5,-0.2367749648453699,-0.8535275355848572,-0.168519840881498,0.7013320126397528,-1.2579503862999204,-0.7725887113245961,-0.234220615594014,-1.194473212536492,-0.1341097081159886,-0.2026365394717562
2,1,-0.0372385291747136,1.4298082397378564,-0.1443864198104548,0.6987866190734877,0.542143813465876,1.5167918822922948,-1.5103561202722318,0.4218846293642501,-0.1338550487332999,0.6976941487446456
2,2,-0.032531751254193,1.4050627694376372,-0.1527101306331841,0.6971957480945724,0.5875840807129262,1.525455082464913,-0.0580881111862751,0.4108053198909454,-0.1338750076552525,0.3587303628536493
2,3,0.0144847681385658,1.4710232410199182,-0.1363306036987958,0.6962412255072228,0.5693713284372939,1.568814399328866,-1.6897892337915297,0.529013700491955,-0.133809878886822,0.6673258517214733
2,4,0.0263384646250223,1.3721237074739512,-0.1602738968072569,0.6949685287240905,0.520449750393091,1.5601511991562478,-0.9474522390645346,0.3155407061519768,-0.1336693363322231,-0.5460662513955722
2,5,-0.0278249733336724,1.4957687113201374,-0.1362026262512556,0.6971957480945724,0.5729259299880711,1.55148799898363,-1.7188946050480045,0.4676849244310621,-0.1337946153505847,0.670451999944447
3,1,-0.2367694195843437,-0.43310158344586,-0.168519693162555,0.6340381702316246,-0.8265610104674431,-0.443040576758208,-0.1274009025290136,-0.8938487995836657,-0.1341096676419518,-0.3607303210335649
3,2,-0.2367632105719248,-0.0704425112256771,-0.1685158799482752,0.6777871221518026,-0.7638241253650645,-0.226243992438443,-0.4622626996653627,-0.4199684132923862,-0.1341096683451214,0.8267594110931281
3,3,-0.2367434397423204,-0.1363618089805037,-0.1685174276799912,0.6685600704740923,-0.5259956298542949,-0.1048725580200651,-0.5777840185699274,-0.376610800629138,-0.1341096302761286,0.113104431048579
3,4,-0.2367643605404868,-0.2270265770355495,-0.168518775947604,0.661878412362647,-0.7413238640024125,-0.269603309302396,-0.3587435957119217,-0.6115445046575647,-0.1341096489254103,0.2046559147213777
3,5,-0.2367656538398219,-0.3918865821637979,-0.1685194636818956,0.6571057994259001,-0.8598716579896756,-0.347658742857684,0.0625341490725171,-1.0623066467722635,-0.1341096346052078,-0.4250396559061649
4,1,-0.2367590503589663,-0.0539318064163794,-0.1685178072102831,0.5692897213897613,-0.7178341774658326,-0.1048725580200651,0.8924873129427147,-0.8790182278477462,-0.1341096234625167,0.2363639895543958
4,2,-0.2367043918821167,0.0697131974298068,-0.1685132184155338,0.6898777415915606,-0.613688016565739,0.0599015092631289,0.0910394095814359,-0.4304370521648004,-0.1341095337258417,0.3649826592995963
4,3,-0.2367598260489241,-0.2105570460537065,-0.1685185058862236,0.636424476699998,-0.7663160109882899,-0.2349505086119241,0.1969589565251014,-0.7171032799544073,-0.1341096832360124,0.2001899886885582
4,4,-0.236758644240911,-0.0209515706252389,-0.1685158541752697,0.6536058832722859,-0.763897416118689,-0.048475124896322,0.3610892459817167,-0.6678134385967909,-0.1341095552244891,0.4190203642967117
4,5,-0.2367643605404868,0.0119874913384471,-0.1685157555793971,0.6612420639710808,-0.7184571488716388,-0.078839641501348,1.2324500514332914,-0.7760766122690069,-0.1341096264953179,0.6731315555641394
5,1,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.5604665018719446,-0.8332744285337851,-0.8607362360426667,0.7430101267755537,-0.134109680400914,0.2403833229839343
5,2,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4375579080440369,-0.8332744285337851,-0.8229292589466275,0.7532170496761575,-0.134109680400914,0.2582470271152122
5,3,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4967401915956383,-0.8332744285337851,-0.8418327474946471,0.7541766749061287,-0.134109680400914,0.2140343593902995
5,4,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4814957148417893,-0.8332744285337851,-0.9522531250449842,0.7622898700322497,-0.134109680400914,0.237703767364242
5,5,-0.2367752796193411,-0.9194468333396836,-0.1685198267552586,0.7013320126397528,0.4834012744360205,-0.8332744285337851,-0.9168465909391694,0.7887231831850954,-0.134109680400914,0.2381503599675239
6,1,-0.2295554959904314,0.7538986882430195,-0.1681103961003915,0.6236975088686735,-0.2170018125743554,0.8837285296782357,-0.4412588235008961,-0.0396951062519427,-0.1339235246136731,0.3131779173188914
6,2,-0.2301914527137698,0.737387983433722,-0.1682681908944553,0.5996753570870483,-0.3196088676483389,0.8577389291603819,-0.2804291431558401,-0.3276699139006014,-0.1340160421269496,0.2082286555476333
6,3,-0.229880802111252,0.7538986882430195,-0.168244946281557,0.6092205829605417,-0.4482707856357524,0.8837285296782357,-0.2387214462006855,-0.2010866222016606,-0.1335180141646285,0.1751808029047696
6,4,-0.2272548036218075,0.7909757198658935,-0.1680809838485079,0.6512195768039125,-0.2341518489224356,0.9270878465421888,-0.6942055035958263,-0.1008494049982953,-0.1339475815165676,0.228771915298603
6,5,-0.2324275281197342,0.6879382166607385,-0.1683652059953287,0.4824281659409718,0.0046660717622619,0.7796834956050939,0.0670349796791887,-0.1256251836630088,-0.1340264021902128,0.1247158387339098
7,1,-0.2367555641626951,-0.2847522831269091,-0.1685189362774527,0.6929003964515001,0.1290038352858429,-0.2349505086119241,-1.4857515796224283,0.1868636866785527,-0.1341096229387063,0.3922248080997949
7,2,-0.2367598260489241,-0.3259672844089713,-0.1685192187914473,0.6898777415915606,0.0392959528497314,-0.2783098254758771,-1.2030994175234673,0.133560867086511,-0.1341095503879049,0.2752175460399252
7,3,-0.2367605667261345,-0.3094565795996736,-0.1685195048978386,0.6886050448084282,0.0760879111691169,-0.2783098254758771,-1.0905786523566838,0.1340842990301317,-0.1341095730320054,0.17741376592118
7,4,-0.2367648969766698,-0.4083972869730954,-0.1685195492626535,0.6812870383054168,-0.3135623804743364,-0.356321943030302,-0.8661372327706717,-0.2115552610740748,-0.1341096260530344,-0.023552905555696
7,5,-0.2367632105719248,-0.3754170511819549,-0.1685193056156679,0.6835142576758984,-0.189151326197131,-0.3303323425124481,-1.1562907792140855,-0.0754629557326913,-0.1341095664099818,0.2077820629443514
8,1,-0.2320075299380118,0.6879382166607385,-0.1683197272742468,0.6811279512075252,-1.1189544720514848,0.7926782958640209,0.0898391880863237,-1.0890889145541895,-0.1340443609899461,-0.3062460234331676
8,2,-0.2306297534046183,0.7291532179428004,-0.1682810563816618,0.6898777415915606,-1.0129027515571607,0.8403692128142829,-0.0250820200706848,-0.9037067678551892,-0.1340732594828102,-0.2437230589736951
8,3,-0.229880802111252,0.7291532179428004,-0.1683251804502752,0.6908322641789101,-0.9974750479192503,0.8620705292466908,-0.0175806357262327,-0.928569785177173,-0.1340237097801589,-0.3727883213221775
8,4,-0.2315469686363768,0.6879382166607385,-0.1683537716632234,0.6824006479906576,-1.0832252296596518,0.8143796122964287,0.0136251231466885,-1.0783585597099652,-0.1340716869733351,-0.4384374340046232
8,5,-0.2315469686363768,0.6879382166607385,-0.1683700676852889,0.6838324318716817,-1.058782763325956,0.8143796122964287,0.0733361425285285,-1.0237471602588712,-0.1340380235604503,-0.3379540982661856
9,1,-0.2333227371155581,0.6961729821516598,-0.1684895126920457,-0.1333979899972413,-0.7841256641189887,0.7536505790863767,0.9053896940151724,-1.3319613363941982,-0.1340871325245242,-0.3031198752101938
9,2,-0.2333227371155581,0.6879382166607385,-0.1684808589125376,-0.0931489542306779,-0.9036262379033674,0.7449873789137589,1.036813947729976,-1.3946859309714124,-0.1340986221248475,-0.3089255790528594
9,3,-0.2331598105340306,0.6961729821516598,-0.1684841335304399,-0.1602837095409142,-0.8029613878004268,0.7536505790863767,0.8792848764964788,-1.3481877266464397,-0.1340953393926712,-0.2687322447574843
9,4,-0.2333227371155581,0.6879382166607385,-0.1684892325896852,-0.0676950185680289,-0.8218337568586777,0.7449873789137589,0.946797335596549,-1.365286503471382,-0.1340978181981321,-0.3183040237217793
