feature_name,feature_importance,rank
ic.eps.max,0.3838619844816515,1
ela_meta.lin_simple.coef.min,0.2788147493627602,2
ela_meta.quad_w_interact.adj_r2,0.1463731017437753,3
ic.eps.ratio,0.0937594211041178,4
ela_level.qda_mda_10,0.02915809814830937,5
disp.diff_median_02,0.013394682556151666,6
disp.ratio_median_02,0.009942735751114205,7
ela_level.lda_qda_10,0.009715891938171137,8
ela_meta.lin_simple.coef.max,0.007947070624061166,9
ela_meta.lin_simple.coef.max_by_min,0.007868196306667786,10
ela_level.lda_qda_50,0.007827605889886756,11
disp.diff_median_25,0.006667405406292991,12
ela_level.lda_mda_10,0.006355220439298602,13
ic.eps.s,0.005574315319526698,14
ic.m0,0.004640148146048183,15
ela_level.qda_mda_50,0.00452761863070243,16
ela_level.mmce_qda_50,0.004015808247551862,17
ela_meta.lin_simple.intercept,0.003596488696363204,18
ela_level.mmce_mda_50,0.0029184472226996628,19
ela_level.mmce_mda_25,0.0028996303851426142,20
ela_meta.lin_w_interact.adj_r2,0.002799213602151246,21
ela_distr.number_of_peaks,0.002365486170727075,22
pca.expl_var_PC1.cov_init,0.0022996934225867184,23
ela_meta.lin_simple.adj_r2,0.0022090153844246075,24
disp.diff_mean_25,0.0018010225010581225,25
disp.diff_median_10,0.0015459238433961143,26
ela_level.mmce_qda_25,0.001525859275793525,27
ela_level.mmce_lda_10,0.0014977448864695406,28
disp.ratio_median_05,0.001429515300003897,29
disp.diff_mean_02,0.0014290903618550633,30
nbc.nn_nb.cor,0.0012173230186145593,31
disp.ratio_mean_02,0.0009517833833369221,32
ela_meta.quad_simple.cond,0.0009478737359985588,33
nbc.dist_ratio.coeff_var,0.000940611747159989,34
ela_distr.skewness,0.0009171966097846049,35
nbc.nn_nb.sd_ratio,0.0009028356646378308,36
ela_meta.quad_simple.adj_r2,0.0008585486105496467,37
disp.ratio_median_10,0.0008389123958963548,38
nbc.nn_nb.mean_ratio,0.0007858025734421608,39
ela_level.lda_mda_25,0.0007291553473547214,40
ela_distr.kurtosis,0.0007216048697039488,41
disp.ratio_median_25,0.0007030892087583769,42
ela_level.lda_qda_25,0.0006954556250664781,43
ic.h.max,0.0006537844626843065,44
disp.ratio_mean_10,0.0004914139861511967,45
ela_level.mmce_mda_10,0.0004524071521982053,46
ela_level.mmce_lda_25,0.0004309597164913159,47
disp.diff_median_05,0.0003835231886960873,48
pca.expl_var.cor_init,0.00035391194303353423,49
ela_level.mmce_qda_10,0.0003426962762761337,50
nbc.nb_fitness.cor,0.0003395936053547238,51
ela_level.mmce_lda_50,0.00018755849742454353,52
ela_level.qda_mda_25,5.3334152143504434e-05,53
pca.expl_var_PC1.cor_init,2.4644654897055737e-05,54
pca.expl_var_PC1.cor_x,0.0,55
pca.expl_var.cov_init,0.0,56
ela_level.lda_mda_50,0.0,57
disp.diff_mean_05,0.0,58
disp.diff_mean_10,0.0,59
disp.ratio_mean_25,0.0,60
disp.ratio_mean_05,0.0,61
