f_id,i_id,2_1,3_1,4_1,5_1,6_1,7_1,8_1,9_1,10_1,11_1,12_1,13_1,14_1,15_1,16_1,17_1,18_1,19_1,20_1,21_1,22_1,23_1,24_1,25_1,26_1,27_1,28_1,29_1,30_1,1_1
1,1,0.3280311170136565,0.3685458706111884,0.17270175396830212,-0.6084083596223708,-0.732453194240474,0.2114424180814911,-0.1588815217594408,-0.2809429592828341,-0.5664770734460922,-0.5277082091867431,-0.601493872967424,0.2190606675916581,-0.021176728510431397,-0.11006212823378592,-0.7003949785571713,0.24835254320147437,0.18396966841779783,0.5621781746601857,0.47818840008727026,0.5802097639682947,0.21628340982280314,0.4592313758566977,0.008426299966388773,-0.026207053570540317,-0.3971944024938596,-0.08885072178600284,-0.16186251218364545,0.1412583728166139,0.6085616226418784,
2,1,,0.17710704565855506,-0.08137187795471457,-0.22708680197873443,-0.25687820086540736,-0.025589805156207346,-0.04640575457260043,-0.062222909447567476,-0.23208131934312481,-0.22857078667471953,-0.2332810704909858,-0.020663997175497828,-0.019685452751704968,-0.003916868233889703,-0.23503852263849012,0.1371398657988283,0.37232605270962016,-0.1937155074569854,0.6600825164983907,0.4366204278065938,-0.15717454042157852,-0.1267962035031307,-0.052844534681459,-0.28524399221410746,-0.23745971000455457,-0.29441346215455866,-0.27684216264769734,-0.04619586700581113,0.11954361628505739,0.5620730607388025
3,1,-0.21918157623186185,,-0.4256891655046233,0.008257458570362752,-0.23915765378512965,-0.5949666560453393,-0.8429087100858368,-0.8314881584221561,0.18244474069102923,0.12376283539220112,0.041763325638862425,-0.6712331975108059,-0.7452923769227571,-0.36683804700935063,-0.12875545208319372,0.9486470765847226,0.47930330103071617,0.17980388177182127,0.8246880998400413,0.8118105675588857,0.385881459662068,-0.2905506311989585,-0.4926421553127158,0.26513821722230535,-0.3179236610954024,0.34353460299634764,0.34225285113009174,0.8691082400897513,0.8868579833636145,0.5277927308880175
4,1,0.2859084531917613,-0.3485741711995285,,-0.7903256117314506,-0.6304422367988616,0.9241579764993032,0.5015849906716096,0.5121132250191565,-0.7535033880102804,-0.7097143305879046,-0.8169771001966346,0.7494997303023192,0.7226176492685692,0.7154677019472386,-0.70581077985057,-0.20137206658198936,-0.07000615916878239,0.6634464733582326,-0.3115649016318487,-0.052006022266509744,0.30456870740426045,0.8616721992803977,0.8777365784223684,-0.07030680243091947,0.38447134787492687,0.3257913216241234,-0.3140128140078542,-0.4337527127771241,-0.029292768556615556,0.3578102163545145
5,1,-0.4523583754200682,0.019147231171914303,-0.780348858136511,,0.9418400641062866,-0.6326801069837011,-0.06569464029089689,-0.059342614154598516,0.9013214871358466,0.8987961154135702,0.9973242550246225,-0.4297858738243985,-0.3740522664874635,-0.5188205262452836,0.9774965048937303,-0.0550433024102468,-0.1204571800181038,-0.6757722904662422,-0.12931043841834566,-0.42276305450965235,-0.4272218066542697,-0.6833689401535614,-0.6577897135420461,0.25911596438424145,0.032121179403788336,-0.07533626104461422,0.17270154357972534,0.11123810834284775,-0.28269809496159826,-0.6489935783454022
6,1,-0.40524721113390205,-0.27003940788370073,-0.6100874849270919,0.9355568199060545,,-0.39133643984658906,0.2164526195145795,0.2168784247934067,0.7576116849338052,0.7711588641203889,0.9302310757445309,-0.14432701795734193,-0.09193671116016677,-0.40156192140001123,0.9501722432383956,-0.3115203167418694,-0.28056786800413946,-0.7131855927755117,-0.3809335039837498,-0.6117994324397902,-0.5389162314542748,-0.598821725231228,-0.428854992651988,0.24361012557332562,0.16240288824510563,-0.10213987282617576,0.05774409455421414,-0.03561365347506107,-0.493068792153027,-0.7689291043969195
7,1,0.28551390527057086,-0.5613541636459622,0.9284478246119767,-0.6507052570184417,-0.4496645358195579,,0.7562965405315245,0.7417934250078356,-0.7503700391022567,-0.7125224749869954,-0.6818217830290942,0.9317039140810606,0.8803238779828392,0.46929636976312383,-0.5779956862639377,-0.42712520137980237,-0.19172728338249523,0.6129924705767823,-0.47484640766779274,-0.19302202095012277,0.02941316342807221,0.7797935588100343,0.8338126656909707,0.046105049457297875,0.4074882633272251,0.34133791098708066,-0.32577317104184544,-0.3439923848553863,-0.10884598074840968,0.2571652728130859
8,1,0.2353539877757307,-0.8274820870448245,0.622575240442697,-0.31263675693384685,0.02261041424366561,0.8157155301314929,,0.9775087140131598,-0.5944703103970679,-0.5512785275576033,-0.332412185602347,0.9117476027592577,0.9461285071518533,0.5240550280204604,-0.15603745128514301,-0.7064595340232078,-0.4387300153056741,0.33116869263426185,-0.7543860433363878,-0.38999522036370915,-0.09838076939886475,0.5482844139770962,0.7501842271465403,-0.16173762951220394,0.32570252972953107,-0.06825444315295903,-0.5517293034987096,-0.5937943071175575,-0.4878368691749495,-0.1597367756622412
9,1,0.20725509116272045,-0.8395560458170404,0.6187093058403575,-0.23415391949111064,0.0905642220970041,0.794951853907224,0.9774224575793197,,-0.5347006640341969,-0.4403050387451999,-0.2658061571051189,0.8934406037372624,0.9121516165781332,0.4671684873455275,-0.11421341244325878,-0.738175033304648,-0.4216151418640126,0.24554227418027486,-0.7403085395580269,-0.6064356189898708,-0.2521900578945784,0.5144445074595002,0.6782064154065541,0.1848636653383393,0.2686742853010773,0.0007060961866256488,-0.457164082698982,-0.7848264162294631,-0.5419776094971276,-0.17987514867566068
10,1,-0.4598222289301761,0.23406151147799004,-0.7037742971111525,0.9021475639080521,0.7689782946597156,-0.7592062103096038,-0.5007467177916303,-0.5266824534935299,,0.9948250061169516,0.9034539564769579,-0.7201930790302409,-0.6723377675154771,-0.5673323110703432,0.8504912462563045,0.02770464145949858,0.1520230851726646,-0.5120056177902912,0.12255322700156246,-0.11341668148236872,-0.2048070720387165,-0.5986102668281323,-0.7324944819548613,-0.06445298617552897,-0.09268475569202539,0.07524406121361715,0.2749527788534025,0.43938147855962584,0.1993632121846638,-0.4715219588642936
11,1,-0.36462597157813703,-0.07572958734914037,-0.6225698741426537,0.9030790355031355,0.8027036514287772,-0.6362275396017782,-0.15416306633668042,-0.2275167252017103,0.9965791966107092,,0.9056863635377344,-0.6074558196381685,-0.5325246476848773,-0.3974857387607824,0.8634181403257547,-0.17319103510773348,0.12482066459958374,-0.5982448298868357,-0.13664120692973758,-0.3762921834182049,-0.30260510455205347,-0.562552302533956,-0.6136550828702503,-0.20922805723075766,0.10420224438969217,0.04965204848596838,0.1475894129489832,0.21253266569893203,-0.17541674553480235,-0.5493041083909183
12,1,-0.4544830301192564,0.03427445614396496,-0.7365420047805089,0.99515947391823,0.9293209190459479,-0.6354218383730112,-0.13994543459675235,-0.16535874543996143,0.944740152825397,0.9204550311405163,,-0.5733353356220112,-0.4794021408343392,-0.4524502266946344,0.9493949763772997,-0.09182232791244838,0.0527977856076155,-0.6095269631610325,-0.07972401666261342,-0.29556672635792425,-0.26267525931968594,-0.6198392099477621,-0.5598145972372977,0.11577756550849083,-0.0038388724949522945,-0.11570137075183173,0.41277192811128127,0.13831221694856755,-0.08677289840358915,-0.6338504637753486
13,1,0.3024222882833828,-0.7250524988982776,0.7817781183519392,-0.4579335999579597,-0.17129043093065333,0.9262660941555274,0.895086144641663,0.909235153409923,-0.7159721407365638,-0.6625470115936722,-0.4960486798291952,,0.9728086330896593,0.4844199325811047,-0.3445374761451907,-0.6074892569032389,-0.40985511280115783,0.35344602403720116,-0.6333642099986732,-0.3731739528469613,-0.1204854945504985,0.6851955701532796,0.7534023728470078,0.18978250901867455,0.3258344218238346,-0.029281577077749477,-0.5195135085382832,-0.7413255005118187,-0.41950556400416383,0.05084173204663622
14,1,0.32504929853354947,-0.7484978568701515,0.7789699546708416,-0.40652927779254844,-0.11724443672222162,0.900966627254394,0.9097192720758858,0.9337766034784211,-0.6485894749388539,-0.6050633504839191,-0.4393100149386002,0.9667981343720751,,0.5420920771082105,-0.28515901136197486,-0.6611022677727494,-0.33149330030743074,0.263896933911659,-0.6605427542412801,-0.3350899045829996,-0.11998665481667947,0.6767706235883669,0.7559537254111106,0.06596663346563103,0.24611673462617523,-0.2313688671438474,-0.54583378315361,-0.7744227235816803,-0.4829477501660655,0.032560254088046636
