f_id,i_id,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_25,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_25,ela_level.mmce_qda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,ic.eps.s,ic.h.max,ic.m0,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1,1,-1.339077799345132,-1.3896611250186441,-1.4113499100942215,-1.4465260627021104,-1.241119056049176,-1.2872216926563258,-1.314801529632052,-1.3569480571672838,-1.3392181893373785,-1.3894958020961232,-1.4118891687990247,-1.4464141584026184,-1.241875075283476,-1.2885713072050047,-1.3153753601414122,-1.3578779479699903,-0.3161011980987904,-0.6132856560317881,-0.40328944619060225,0.44538357215385993,-0.2700335446546167,-0.25163053242008954,0.0854086771868888,-0.032071725282813074,-0.24898714753094336,0.39705685113418415,-0.11833935757320355,-0.2761980467186582,0.22750752656459822,0.0748169539818401,-0.03769396339460245,-0.08268582949342748,-0.19661718643189224,-0.1516404091039368,-0.24001756995684495,-0.8679778425847062,-0.5471618131416467,0.6012718884795464,-0.1675144749162797,0.2881116986810534,-0.13409604836784036,-0.1796148624153725,0.09576419259330864,1.2767881200615148,-0.4669672917109863,0.7240576777303894,-0.2267130708505561,-0.7331033956965284,-0.8098464597166425,0.8174948887012325,-0.42072100773161764,-1.251649488028799,-0.4299419116868562,2.0786751564339836,1.1555089441491466,1.9237405804131007,-1.3183683999911542,-0.3904175712297784,0.6655672311773765,-0.26484551160104497,0.22650430756502213
1,2,-0.9690761177810661,-0.9457192511240541,-0.8735381998535232,-0.7437268315823415,-0.898315072743662,-0.8804912014423107,-0.8094395702399142,-0.7092500825611894,-0.9692921019852002,-0.945569910213819,-0.8736488660276361,-0.7439276028131446,-0.8984163752195352,-0.8808036586142903,-0.8105582453842067,-0.7093288797664814,-0.3181286957888345,-0.6132856560317881,-0.43883220415174806,1.4252973256164458,-0.2721929907422216,-0.26689976561377005,0.21913446332572212,-0.23726423451797002,-0.4079279153689483,-1.6422690661027928,-1.3057509610247229,-0.9362047291415371,-1.6796571712826307,-1.0055733799473325,-0.6205281037264627,-1.1419699514908297,-0.9149553959816707,-0.5414498845299631,-0.257017884965714,-0.13112448773440125,-0.13877840037990855,1.4541941387936401,-0.16751446503714543,-0.5051205571503233,-0.13409600777566252,-0.17961424434387813,0.8950540158469987,1.2767881200615148,-0.4669672917109863,0.7240576777303894,-0.22671276328865825,-0.6874792323733124,-0.7669323596536325,0.6126623024342075,-0.7891454661579089,-0.8985191710230894,0.04223167481780893,1.2779963624031336,0.8270571771168964,1.2367088195694702,-1.3183683999911542,-0.3904175712297784,1.2850934714797484,-1.09318032298938,0.3548431993672377
1,3,-0.9937843205606087,-0.9364013352698111,-0.9114098826871969,-0.8103122813947766,-0.926730923211667,-0.8704775937693537,-0.8481639859936874,-0.7616330489174564,-0.9933673917753298,-0.9363574403433689,-0.9114827334638204,-0.8095503897824523,-0.9259472302837933,-0.8700729310197978,-0.8479259927056191,-0.7631950814445125,-0.31822662254801354,-0.6132856560317881,-0.4358426263793152,1.1333326728959907,-0.28333118635197607,-0.26463864223143063,0.2618300456471569,-0.21567264985975065,-0.4015614423317653,-1.3487060703596438,-1.1814959861704106,-0.8626241522215634,-1.4009177154434203,-0.8825702744891164,-0.558729182180164,-1.0230249123682396,-0.8327898703140288,-0.4871355953494878,-0.27401819997458365,-0.3773886352764768,-0.1113569721848755,1.3954705512300933,-0.16751446500040473,-0.04185771095554321,-0.13409604466856326,-0.17961530949263435,0.8409571075050393,1.2767881200615148,-0.4669672917109863,0.7240576777303894,-0.22671283059574396,-0.6966405279057464,-0.7755066054204677,0.651380657155412,-0.7353895843234676,-0.9254756837716169,0.015513132353259258,1.2487922726512533,0.8580431928746596,1.258487924380075,-1.3183683999911542,-0.3904175712297784,1.253159129196121,0.05374480047134532,0.3442004619982737
1,4,-1.13823227527178,-1.118259780795792,-1.0663907276166658,-1.0351231049324237,-1.050174498899336,-1.0368815008324026,-0.9877830057773774,-0.9681085338095813,-1.1382821168582231,-1.1188794996516578,-1.06638743598556,-1.0354649022997402,-1.0500617408193835,-1.0366815963027078,-0.9875262562837295,-0.9678866478210342,-0.31787422413998206,-0.6132856560317881,-0.4243372816187404,0.9016522197250998,-0.2688969940821924,-0.2572966416017165,0.09937201228572304,-0.1575637542359527,-0.36274364145227495,-0.6647667504899664,-0.8048480936432776,-0.6666557815301764,-0.8170319079486588,-0.5425489511205441,-0.3870243941712864,-0.6684340410216546,-0.5854797732549887,-0.3492608612759738,-0.2273446078593234,-0.44961965492956657,-0.24160875611128113,1.1215393175525743,-0.1675144658182062,0.00906339204809964,-0.13409604533300643,-0.17961519914870527,0.5819961675722258,1.2767881200615148,-0.4669672917109863,0.7240576777303894,-0.22671295627534638,-0.7148719618011374,-0.7926979681829721,0.6613724906318512,-0.6370556541385157,-1.071040852613665,-0.13121984675533271,1.0906034531618765,0.9788886543299156,1.1159337838015697,-1.3183683999911542,-0.3904175712297784,1.0572951631898684,-1.6029248223050772,0.30267291814682495
1,5,-1.1997834786456691,-1.1796216656895868,-1.1253398053607473,-1.0915169042633632,-1.1102425482616158,-1.0930912185699344,-1.0497865179455421,-1.0180294158476442,-1.1993963140177812,-1.179336333176485,-1.1256367000837382,-1.0914056387325939,-1.1100880313693229,-1.092029559684827,-1.0495708178740017,-1.018520877398386,-0.31646600975798544,-0.6132856560317881,-0.41387375941522553,0.8839215727987555,-0.27776208854709883,-0.2580680836968677,0.21537510387603587,-0.1632876978198432,-0.3419199692264891,-0.6429056763388806,-0.7582524780729105,-0.6444706829613401,-0.7612840167808115,-0.5260963064414198,-0.3622308148682795,-0.6617013029581071,-0.5659552919082221,-0.3480074546025781,-0.33027378782211547,-0.46416281324898,-0.28616857692820996,1.123053679409514,-0.16751446882863028,-0.2979094117859807,-0.13409603914512472,-0.1796149935297414,0.5891984186828414,1.2767881200615148,-0.4669672917109863,0.7240576777303894,-0.22671295627534638,-0.7148719618011374,-0.7926979681829721,0.6888500326920645,-0.5649441053362154,-1.0872147602627817,-0.1329718823267794,1.9496904266964912,1.0036774669361275,1.8128651377409255,-1.3183683999911542,-0.3904175712297784,1.0466503824286641,-0.07369132435761434,0.3037163237712331
3,1,-0.769509864561684,-0.7687243031415073,-0.7911447470219292,-0.7988466746030942,-0.7346838737407911,-0.7378974281794043,-0.7664926930840085,-0.7725850791605006,-0.7702079748745181,-0.7688056445745619,-0.7908426656012683,-0.7987925558530587,-0.73548787229827,-0.7390450993396798,-0.7675500833727672,-0.7739683217801179,-0.2963813693753847,-0.48133457943000013,-0.19768802938647217,0.9418416860914796,0.309379937167086,0.05529701564382597,0.12770147099585694,0.16326690639020305,0.042544263630059045,0.6000525396799851,0.29170205944602573,0.05731793509951386,0.2861895172675899,-0.12183132289721897,-0.3692618298945052,-0.05799912326043294,-0.12990854183044045,-0.15874304691984503,-0.2202353852192508,-0.08894932860810122,0.3986326254066725,0.0061276787022830894,-0.1675143211320915,-0.2560223348977956,-0.13409599867116068,-0.17961486361262377,-0.4584890428747585,1.0325598972057901,-0.16333450532108512,0.6561834184738952,-0.22670741739572375,-0.3681100891108009,-0.3549398505572026,0.5989235314041008,-0.1558749557668085,-0.6882583715845758,-0.28802703039973987,0.3799706025326766,0.653535488873441,0.4586008022451279,0.7585133260223087,-0.3904175712297784,0.24403391303349506,-0.07369132435761434,0.43706356257060863
3,2,-0.706935244504618,-0.6414552085469692,-0.5745660608168572,-0.3375046294740811,-0.6871700111309598,-0.5978849404499706,-0.5356462835331804,-0.2992705938506335,-0.7072418323464867,-0.6415584044889726,-0.574547159315153,-0.33728148028202387,-0.687647370055461,-0.5972865400650679,-0.5362930810817569,-0.2988684229798753,-0.31322339270404403,1.3659804929950305,-0.14094644722080274,1.117966112226492,-0.059430723584467895,-0.27828518688013837,0.5428421645111906,-0.18987867624120688,-0.6231942849386969,0.24715234266960345,-0.8281459014284611,-1.523740089572884,-0.05416602880976168,-0.7305791760248238,-1.1744980771085547,-0.48216162126363604,-0.5960555339844871,-0.9788888135450216,-0.5651872315810398,0.2692971379934621,0.7538870210405351,1.096131690841699,-0.16751050849615357,7.366946907679446,-0.13409599937432906,-0.17961107739132595,0.5549477134012457,1.195691825549165,2.6668335052954695,0.7003097099527036,-0.22670121552854355,-0.13998927249472112,0.022669933014218085,-1.4756308941418113,-0.6160777490323917,-0.43756280302327055,0.87663861571891,0.04899091867798081,0.38705575335671016,0.1972515445178681,-1.3183683999911542,-0.3904175712297784,1.0615530754943563,0.30861705012924695,0.44165454731800496
3,3,-0.469721877582679,-0.39532587025074717,-0.36452474843426447,-0.29529421039655573,-0.4474312777081497,-0.38328220178775596,-0.3523581234590089,-0.3032608684353087,-0.4692668524979028,-0.3951248354544381,-0.36539011858303583,-0.2953259279573844,-0.44663955686998774,-0.38323676331177164,-0.35297960365595715,-0.3031777191141174,-0.31296409367973904,-0.08548134962463645,-0.24558166925595154,1.8756557575455746,0.20549921484754222,-0.06834653119280763,0.7535005565310992,0.08653708037324323,-0.2704739940314358,-1.4080432716268756,-1.031613422752397,-0.7413456133785926,-1.5358862940603009,-1.0698170401229614,-0.7252532222749811,-1.247449514486334,-0.9108877957010945,-0.48045075975804474,-0.6841894366431263,0.03660660488283915,0.7281794321076913,1.0067843412822621,-0.1675120559931285,2.268743953625478,-0.1340959613054047,-0.17961051149642773,0.47156165054278104,1.1484117465091466,1.428066153203297,0.6910030739317186,-0.22668146745091464,-0.01227807805750739,-0.04596690434929739,-0.7449780711771168,-0.6462334876224437,-0.402519336450185,0.1767004049262801,-0.11163157495738613,0.38085855020515896,-0.1056760042114561,-1.3183683999911542,-0.3904175712297784,1.001942303231586,-0.9020261357458256,0.44165454731800496
3,4,-0.6844931786663945,-0.6431369787255401,-0.6257942746499068,-0.524011833285442,-0.6434615252421251,-0.6190247788706573,-0.5989832045651761,-0.5055762798242615,-0.6845555015827116,-0.6432857425896817,-0.6259441113039336,-0.5244677906534928,-0.6438687972483618,-0.618747995254053,-0.5990426945082821,-0.505714637423518,-0.2920091464655616,0.24439634187983328,-0.08912709916530039,0.9903054543568214,0.01433140856584268,0.02239102006789734,0.3025116854062597,-0.14618832205024676,-0.1403592013340094,0.1846921308093589,-0.39170030225269,-0.607865270322761,-0.016022734852817227,-0.40857741587624496,-0.7352446646806701,-0.32730864580214636,-0.3007477536146461,-0.46958790192195055,-0.4585488919799493,0.20773110110794243,0.7837567910386958,0.6179298689058821,-0.1675134040562525,1.0489471409304638,-0.1340959799546529,-0.1796131483846993,0.10488704400008926,1.0262976350812842,0.4669865829391135,0.6842637857785915,-0.22670236417373893,-0.1856134358179371,-0.14036935024215266,-0.6812801327648088,-0.3236981966157955,-0.5238236438185638,0.26649222796288136,0.4043073439925807,0.48930960535731943,0.6585725827788647,-1.3183683999911542,-0.3904175712297784,0.7017594857654883,0.5634892997871662,0.4412371850682417
3,5,-0.8027343561690864,-0.8388586649127117,-0.8930939646500781,-0.9628473169344871,-0.7788902593875138,-0.8106629772695576,-0.8643871271703041,-0.9307527717402823,-0.8021540324806506,-0.839050727336741,-0.8929227230234281,-0.9633874149727965,-0.7779124686267992,-0.8107715416818133,-0.8648472367756943,-0.9312576306799739,-0.30489272192318234,-0.6132856560317881,-0.23522383919590648,0.16169322133235628,-0.09932364867654707,-0.1961133030207662,-0.1535791735431549,0.030384469265458375,-0.23448573672402687,0.6062985608660088,0.3491699853161451,-0.07209513988536446,0.5150492810092574,0.29966976459654104,0.00597234045248286,0.22253162938718551,0.04337123012211072,0.006288831743906673,-0.024577214298989288,-0.6037771331153533,-0.22202202168625768,0.2839289482364256,-0.1675140916862369,-0.08747679482069239,-0.1340959656344761,-0.1796135645883238,-0.202248953361511,1.0676285651030224,-0.16838503466902063,0.6794500085263577,-0.22670365598476447,-0.26774604551667347,-0.3120257504941927,0.5527113015755669,0.08799319109187946,-0.7340844432570722,-0.35110031097179145,0.8180319488109509,0.6969159109343066,0.632833640729968,0.7585133260223087,-0.3904175712297784,0.45692952825767796,1.8378505480767275,0.43956773606918864
