mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,fold_number
0.49435431723833606,4.115804541011359,0.37272189981999704,4.115804541011359,0.7414210833108793,,1
0.44849012096765295,4.170783026836394,0.30053179037173516,4.170783026836394,0.7719938031607008,,2
0.6074218941073743,0.2914025397488369,0.4676392606258626,0.2914025397488369,0.7359250044532448,,3
0.5288727578987797,0.29643694554092237,0.38820586343881214,0.29643694554092237,0.7762564964573829,,4
0.5095131292266912,0.4728746317593968,0.3842290845009031,0.4728746317593968,0.8224015386297668,,5
0.6644599506662068,0.11095797942967178,0.5714454178047906,0.11095797942967178,0.7037695844670571,,6
0.5293342692603841,1.9019869166747072,0.3956396704377094,1.9019869166747072,0.7925119525261113,,7
0.41522417591690586,0.89232212898135,0.2820984675367777,0.89232212898135,0.8462724866196261,,8
0.6356677516591828,0.996656153501885,0.5272439978646104,0.996656153501885,0.7377330279276362,,9
0.6822618173553823,0.4108427687389655,0.5984305301163412,0.4108427687389655,0.7148252986098653,,10
0.4270741333176684,0.9751821857554694,0.29331791072203517,0.9751821857554694,0.8339620141155221,,11
0.49234876460469945,0.7915016166256121,0.3228357990007118,0.7915016166256121,0.8135357081598675,,12
0.6554166944642777,1.0341703813882752,0.4930052610173774,1.0341703813882752,0.6802226082603884,,13
0.6318987749683087,2.3724243721217078,0.5052126036375388,2.3724243721217078,0.7083913238620088,,14
0.5848631662139933,2.032213384906665,0.38810174205749637,2.032213384906665,0.744909080310025,,15
0.39950687687972575,0.15770305741028778,0.20994069510550117,0.15770305741028778,0.8507123931361282,,16
0.4500961913803139,1.8087623817906335,0.20049324093302423,1.8087623817906335,0.7863648419625413,,17
0.6291833042939422,1.4920442239368037,0.49669413222581893,1.4920442239368037,0.7281758175238418,,18
0.5316896577240164,1.8363789767610994,0.37121613994430125,1.8363789767610994,0.7763969401596434,,19
0.5718097811437476,3.3422625943526727,0.45409185132484886,3.3422625943526727,0.8011982302125229,,20
0.4203799806286282,1.4722138263549267,0.2656647807615533,1.4722138263549267,0.8656245300192277,,21
0.6422357801854094,0.2150502664049614,0.5020433288601944,0.2150502664049614,0.7099027105763137,,22
0.617692461018152,0.7563698334798623,0.4224154337834163,0.7563698334798623,0.6778472417455115,,23
0.408583434866115,1.2576658326702372,0.2812020936784778,1.2576658326702372,0.8633447263885955,,24
0.36095544573946775,0.2856477456014437,0.194643635384824,0.2856477456014437,0.8555996666270975,,25
0.4040378243074935,0.6543021798688136,0.22319344444062272,0.6543021798688136,0.8406475006120996,,26
0.5229381045318625,1.0327488844383355,0.340633351474217,1.0327488844383355,0.8181091517186069,,27
0.6317385035041,0.5922605317919754,0.49512159030074177,0.5922605317919754,0.7480850460911928,,28
0.6275910951031595,1.0335784655886053,0.3804809590689944,1.0335784655886053,0.6490185320372346,,29
0.6279529150712808,0.7178863826770843,0.5196841778004089,0.7178863826770843,0.7350389142056104,,30
