f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ela_distr.skewness,pca.expl_var.cov_init,ela_level.mmce_qda_50,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_mean_05,ela_meta.quad_simple.adj_r2,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.mmce_mda_50,disp.diff_mean_10,ela_distr.kurtosis,disp.ratio_median_10,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,disp.diff_median_25,disp.ratio_median_05,nbc.nb_fitness.cor,nbc.nn_nb.cor,ela_meta.lin_w_interact.adj_r2,disp.diff_median_05,disp.ratio_mean_10,pca.expl_var_PC1.cor_x
1,1,0.7559982817655736,0.5800180693133068,1.3912695740076884,0.6457556295852903,1.3111157149772124,0.8458810896431126,0.0464140191850754,-0.2300516927671859,-0.6559690833927628,-0.6831851925789078,-0.1464100407063159,0.0166876247003074,-0.0285414246297457,0.6632516907876049,0.0162559568556948,-1.0109475576914422,-0.7823563247978241,-0.1075092803011416,-0.197454349843166,-0.123323789727316,0.4808833415859372,2.877195151670417,-0.1699798676870028,-0.0378321614268969,0.2726626662727749,0.3380368049303409,1.1736806744042536,-0.0381289809731188,-0.1074188530927443,1.1631558044362278
2,1,4.610042660709792,5.014641594423392,1.565523500712647,0.6457556295852903,1.4703474749425132,4.674828067275988,5.240166847275184,-0.2801132736724592,-0.6559690833927628,-0.3476012929035414,-1.63981400264229,-1.635357841009026,-1.6501055179190558,1.268784684621762,-1.635523051532234,-0.3876456227744114,-0.3313655015714571,-1.672874612521987,-0.1997325596103254,-1.6607867444293307,1.347105215897994,0.1130011719154161,-1.6207580113657292,-1.639313574208309,-0.1160816566874942,1.6637802398378796,0.4502868319601573,-1.6393537866674583,-1.6727379932092132,0.7607917687068017
3,1,0.1002408888560771,-0.0104263207608113,1.3181817604058503,0.6457556295852903,1.2781778328348898,-0.274548925661054,0.0151200104930084,-0.1778845174719054,-0.6559690833927628,-0.7289307605887652,1.0553948212700557,1.1064071454028537,1.084907520513925,-0.5870533234604816,1.1060906022771653,-0.819576186798296,-0.9268615811222196,1.0890677909974436,-0.1964925756052071,1.069256122897118,-0.2826135027596304,1.2747407768729468,1.0291197134441563,1.0657321722133055,0.4265107424258706,-0.90345377616999,0.5480559907200883,1.0659410081416083,1.0887974949480674,-0.8486643742108471
4,1,-0.3870866607155813,-0.3303062773001196,-0.1039841093341026,0.6457556295852903,-0.1109451216953285,-0.3628091393370721,-0.2643009436134259,-0.2061903359334891,-0.6559690833927628,-0.4118546098028833,-0.9045677006012872,-1.1083902698170591,-1.0302694915342052,0.6685955270922432,-1.1084921780491197,-0.7158206242658681,-0.3727007260549467,-1.0017940923332398,-0.196247805034584,-1.0074662263645588,0.9473105046770444,0.3399567645407856,-0.923839757179975,-1.0465296242296471,0.0456560643965293,0.8138176264298688,0.339786463879234,-1.0464548430636678,-1.0018869331592974,-0.0439363027521622
5,1,-0.3870915891082795,-0.3303102621192076,-1.430627604170693,-1.7860831191848563,-1.4726152702101718,-0.3628131716933887,-0.2643087932796455,-0.4417222471748779,1.5820611845132777,2.220436166214714,1.3928166369375934,1.2452846136393785,1.2976068848539608,-1.529095323449576,1.2452695353295895,1.8350290945869308,2.123543562265064,1.3069359182936875,-0.1991528937401468,1.3068272203752165,-1.8262653044183037,-1.153399658713964,1.4025325777603133,1.2956637405142497,-2.0902859905401536,-1.3916247232294012,-1.7709827532884226,1.2957991376537643,1.307026153036594,-0.3792396658598592
6,1,-0.3870915882846096,-0.3303102528538652,-1.1664108058636256,-1.786083119184857,-1.2255400160717986,-0.3628131715474596,-0.2643087930354239,-0.3621946223278128,1.5820611845132777,1.0373370485246605,0.5096879342027959,0.4358760564326397,0.4672199725567513,-1.0072315380423271,0.436072204028275,1.738959129279127,1.242733616157532,0.4784983664377943,-0.2001621882897245,0.4685792002962434,-0.7323825528831996,-1.1618180616484388,0.4900802087104102,0.4600849177143113,-1.3558317715155863,-0.4846675322459263,-1.2013427464901607,0.4603309477775884,0.4785655065894099,-0.3792396658599894
7,1,-0.3870915230003903,-0.3303101630035405,-0.6492646856490065,0.1337968498709091,-0.7039367017796778,-0.3628130945112868,-0.2643085568101303,-0.302679352324548,0.4628921917490443,-0.5756307273343575,-1.2357409641268386,-1.4457858368211314,-1.3992706614877517,1.419022825300736,-1.44567255980081,-0.7803796409527121,-0.557869089391555,-1.332511331755739,-0.2005337479676411,-1.3186033739139995,1.2416038337702424,0.228242282356268,-1.2249100932312382,-1.378295686649893,0.034538837448404,0.90302653046103,0.925911754541858,-1.3777421513226364,-1.3319241012561427,-0.2451183206167171
8,1,-0.3870915740679311,-0.3303102127655686,-0.8291342722542215,-1.6754005328012616,-0.8906212677603533,-0.3628131647635562,-0.2643087434854275,-0.3297758352326874,1.5820611845132777,-0.0427472404409039,-1.4107004241026009,-1.1360805625636063,-1.23598630098429,1.0368621890004597,-1.1361812608624484,0.179551452402859,0.1202974391261862,-1.327568666138863,-0.2000934681839136,-1.3165786202423115,0.4808833415859372,-0.7027875773159243,-1.3853467193598492,-1.2266158875143045,-0.5607707346125257,-0.276513422839883,0.2653578555411228,-1.226617342138588,-1.3278828298100591,0.09018504249111
10,1,-0.3870913064220521,-0.3303098414707497,-0.4693670207442903,0.4288122330531503,-0.5392198656874291,-0.3628131511732295,-0.2643087463820069,-0.3673266249810083,-0.6559690833927628,1.7933611305196324,1.361573876227639,1.1707338254755992,1.2207987810645038,-1.3672534239376732,1.1709994791195166,1.8365662140318555,1.7521986593849324,1.2577671634508156,-0.2002744345430312,1.2589080501452596,-1.8790159954821792,-1.153399658713964,1.3646429980862451,1.226523478717462,-1.7732657124065023,-1.329674095429984,-1.6604823852074988,1.226467693354323,1.2578573504425734,-0.3121789932382975
11,1,-0.3870912930759193,-0.3303098237243672,-0.4693670207442903,0.4308849406633301,-0.5337347895604811,-0.3628131496013385,-0.2643087591392821,-0.3667434428613269,-0.6559690833927628,1.846789160332672,1.1022589623349917,0.9734937402194308,1.0140077324005805,-1.4263409853632454,0.9736258018176916,1.83810333347678,1.794878118810975,1.0491701900039792,-0.2002754586876781,1.0510333398519234,-1.68744769635547,-1.153399658713964,1.1067058888960866,1.015886867197016,-1.798369128095819,-1.3668444721096342,-1.6661951073387136,1.015768103674166,1.049058325728243,0.9619737865713752
