f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.max,ela_level.mmce_qda_50,pca.expl_var.cov_init,disp.ratio_median_10,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,nbc.nb_fitness.cor,disp.ratio_median_02,disp.diff_median_25,ela_level.qda_mda_10,disp.diff_mean_05,ela_level.lda_qda_10,ela_distr.kurtosis,ela_level.mmce_qda_25,disp.diff_mean_25,ela_level.mmce_mda_50,disp.diff_median_05,ela_level.lda_mda_10,nbc.nn_nb.mean_ratio,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_median_05,nbc.nn_nb.sd_ratio
1,1,0.5800274713979042,1.4193115933315017,0.6997709232301093,0.0464224193944855,1.3562752659059862,0.8459174821762707,-0.2139737899229546,0.7559986798803504,-0.6931811302432564,-0.7091399635591878,-0.0782513559173186,-0.1079408878183435,1.1583109041481792,0.3365468143658952,0.060640653727999,-0.1314987965416494,-1.7467334236290262,0.0159380399655299,2.87521326131844,-0.1958706957442444,-1.0411928981118317,-0.1083996921181229,-0.806540656445988,0.0060718254780328,3.0975476809812026,0.4680429048381369,0.0520963548968599,0.0157129761734806,0.006370781944798,0.2923671847614441
2,1,5.014633971621558,1.592106277360385,0.6997709232301093,5.240163578559493,1.514744304842687,4.674791746976231,-0.263986570357173,4.610042219200046,-0.3569071969688289,-0.7091399635591878,-1.5736060202534432,-1.557353145103998,0.4339413958014363,-0.060112065973273,-1.5600269317183155,-1.5404244606452304,-0.278026445264676,-1.567467905661523,0.1255348862621872,-0.198148290670056,-0.4144893159167098,-1.5574330796625462,-0.3527529525301134,-1.5575388973996955,0.8275830289312848,1.329836189936922,-1.5459564244016089,-1.5673558120480484,-1.5574847338641005,1.7376606353958728
3,1,-0.0104146519113739,1.3468358339813271,0.6997709232301093,0.0151284810113947,1.323495156404957,-0.274491255831299,-0.1618574676507304,0.1002414298311675,-0.7390207611058476,-0.7091399635591878,1.0816659802907294,1.0584620026332938,0.5318424191542566,0.4935271277104556,1.1296627485118236,1.0330088030749534,-1.4357810476406172,1.1024507533878254,1.2811738510360149,-0.1949091810691131,-0.848777125033427,1.0581149919282362,-0.9519420816947416,1.0842063058133489,-0.8391882004005731,-0.2915505355534253,1.1598997587471311,1.102729073551166,1.0840074978251593,-0.8256516589079453
4,1,-0.3302933804050768,-0.0634204899089308,0.6997709232301093,-0.2642918453134926,-0.0589738913357981,-0.3627497934198163,-0.1901356933505687,-0.3870860135735345,-0.4212926326842241,-0.7091399635591878,-0.938178752879708,-0.8437652415867929,0.3232919921121891,0.1049185198504955,-1.0430682408474818,-0.8636111116277433,-0.359407438449971,-0.9621912199936988,0.3512986675708226,-0.1946644765569671,-0.744455320352365,-0.8436041910003562,-0.3943445230082449,-0.9785676358348576,1.615529403971929,0.9320854429682516,-1.0363162740001717,-0.9622344534499548,-0.9786279063926676,0.965211252497022
5,1,-0.3302973652088667,-1.3789543653515153,-1.648925550924001,-0.2642996949620762,-1.4141216321568777,-0.3627538256995574,-0.4254380060053931,-0.3870909419651591,2.216410706569298,1.4275086135387989,1.312730441153905,1.385944269969797,-1.790324091358045,-2.0745097931569654,1.2659024681754385,1.39564934197045,1.4029309612721346,1.3103945720692045,-1.1342156969597323,-0.197568781239618,1.8203155665842616,1.3855671590150187,2.117380562451604,1.308664879504989,-0.8391882004005731,-1.8273103641269093,1.2581182492711462,1.3103790371602178,1.3085369544121783,-1.2159418734252594
6,1,-0.3302973559435599,-1.1169501796100083,-1.6489255509240013,-0.2642996947178551,-1.168229869879796,-0.362753825553631,-0.3459879053891699,-0.3870909411414893,1.030878879374958,1.4275086135387989,0.4974404968582664,0.528830187558201,-1.2199157916896937,-1.3251026096379463,0.4718672922218551,0.50951967036767,1.4232762095684586,0.4997694589137436,-1.1425898923566442,-0.1985778034016261,1.7237213029906857,0.5293818128160942,1.231108154133044,0.492822522037161,-0.8391882004005731,-0.7390201258931804,0.4786934038681207,0.4997051893329616,0.492589581873334,-0.7097842514731217
7,1,-0.3302972660935802,-0.6041347605890652,0.2053155316316673,-0.2642994584930923,-0.6491250384059567,-0.3627537485189211,-0.2865306513965583,-0.3870908758572842,-0.5854055095892257,0.3590374359084704,-1.2407944246351736,-1.1651830224911437,0.910207809908478,0.0935749540843389,-1.3740555352449757,-1.1559960810396137,-0.3030456019533983,-1.3218122664528933,0.2401708313577501,-0.1989492628033274,-0.8093666654872479,-1.1655189659659333,-0.5806612330362978,-1.3020727337479518,1.300950052719962,1.224874187264633,-1.4043194595257749,-1.3224756781959603,-1.3025993134494644,1.2416668211134527
8,1,-0.3302973158554172,-0.7824980776836554,-1.5420270978415849,-0.2642996451679701,-0.834915384262333,-0.3627538187698564,-0.3136007204139268,-0.387090926924814,-0.0514262981669817,1.4275086135387989,-1.2388251252528173,-1.3349886425915545,0.2487629993761522,-0.5138546966195543,-1.0702326021301052,-1.311804383638945,0.6916720782641642,-1.1632202045616074,-0.6859699136196294,-0.19850910184194,0.1558032163397606,-1.334844278502201,0.1017110370845927,-1.1544979701715397,0.0416339831049387,0.4680429048381369,-1.0801562869379295,-1.1630676253243657,-1.1544831451181663,0.2151222464715591
9,1,-0.3302973045153702,-0.7657921784865349,-1.506928105131628,-0.264299631054881,-0.8130528799240112,-0.3627538174249919,-0.2834090689022583,-0.3870909242796954,-0.1193109423451701,1.6945529634057128,-1.2316043608508438,-1.3279134084207025,0.1577264885121778,-0.4640893758389946,-1.0447398938494905,-1.3168486814421891,0.5473307896753808,-1.1484198517494475,-0.582763613592825,-0.1977508250147626,0.124893051989818,-1.3284930333602991,-0.0511295308513054,-1.142349412546176,0.0995565303195848,0.63653454070681,-1.0443255071330313,-1.1483853046651402,-1.1424454353244555,0.5017416227577117
10,1,-0.3302969445620237,-0.4257436003291466,0.4902446169387317,-0.264299648064543,-0.4851971968879023,-0.3627538051797878,-0.3511149053208691,-0.3870906592789933,1.7884575115696884,-0.7091399635591878,1.266123689104799,1.3556218378090126,-1.6796746876687974,-1.7510352080833258,1.192767649337608,1.3588528121650536,1.4029309612721346,1.2350744155120612,-1.1342156969597323,-0.1986900193620078,1.8218610748017587,1.3559812080273657,1.7437327138472505,1.2409620876461047,-0.8391882004005731,-1.8797913654630536,1.210062850473988,1.2353943280791717,1.2410211038300678,-1.126500365931708
