f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cov_init,disp.diff_mean_10,ela_level.lda_mda_50,ic.eps.max,ic.h.max,disp.diff_median_05,ela_level.lda_qda_50,disp.ratio_mean_10,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.max,disp.diff_median_25,disp.diff_mean_25,ela_level.mmce_qda_25,disp.diff_mean_02,pca.expl_var_PC1.cor_x,nbc.dist_ratio.coeff_var,disp.ratio_mean_05,disp.ratio_mean_02,disp.ratio_median_02,disp.diff_median_02,ela_level.qda_mda_10,nbc.nb_fitness.cor,disp.ratio_median_25,ela_meta.lin_simple.intercept,pca.expl_var.cor_init,ela_level.lda_qda_10
1,1,1.52645847246044,1.4317259605214463,-0.7091399635591878,-0.1222803787349802,0.0297314104660225,1.8846141240271632,0.1774337994837483,-0.0539364967817181,0.0647890230234282,-0.1221684431456547,1.6913196422780412,-0.6926829731996982,-0.3439272437304981,2.169953193431561,-0.1800897002619789,-0.1570076329913534,-1.0319050113609898,-0.0097333240907996,1.1587200510025817,-0.4820480739555812,-0.0442961829536676,-0.0096609759190443,-0.0014619709198535,-0.0018880819684866,-1.7482021521159237,0.2851216142684185,-0.1801340044645676,2.385409034989137,-1.6201851746019624,2.88544703108706
3,1,1.4507316616009798,1.3978424957991795,-0.7091399635591878,1.0972923061929891,2.3466149151273457,0.5533289812443294,-0.642912076218225,1.0741060888187028,2.497104114843485,1.0970068127686547,1.4672599416313368,-0.7385159892266189,0.7181073468632162,-0.2146071483722957,1.0336436520887975,1.0601535567776643,-0.8400765156592661,1.1478626992929346,-0.8494202764320966,0.4869985034698911,1.0937181891084966,1.148015591285813,1.1165991298703637,1.1162729687240036,-1.4371672598607017,0.4383284558489225,1.0333676425725369,0.5426743940947646,0.6172133998483701,1.2919947594215528
4,1,-0.0227846542006637,-0.0311594789281776,-0.7091399635591878,-1.0337514034276627,-0.2884967389662554,-0.4360185021824465,-0.0915999135365757,-1.0841560696481287,-0.2185070106156876,-1.033803994865364,-0.5333458595479512,-0.4208337102003288,-0.3901026607128335,-0.4024473547361284,-0.9431496706557212,-0.9241324663273308,-0.7360731143751998,-1.146950966557582,-0.0461641454583703,-1.0614251281835094,-1.068124838957495,-1.1470737980358403,-1.1558010511336785,-1.1558700750837974,-0.3605080174387794,0.0590611696985846,-0.94320927596388,-0.4556480334733519,0.6172133998483701,0.3624620804299672
5,1,-1.3973295483565578,-1.4319205309353105,1.4275086135387989,1.3193473859201574,-0.4872171656474685,-0.4360285075534084,1.229562566403232,1.308955112243454,-0.6495373187316797,1.3194239202665354,-0.5334020618031705,2.2164889982800404,-0.7595059965715167,-0.4024559366170363,1.4116136345232926,1.4018226971105363,1.820869766082694,1.2506727526211154,-0.380854200030668,1.7662425302828826,1.3111102254503288,1.2506558653188151,1.259088543028147,1.2590693669390507,1.4022980474206133,-2.067978337185985,1.411725798024276,-0.4556604698082459,0.6172133998483701,-1.1225051189277715
6,1,-1.123572617819668,-1.1777522264532911,1.4275086135387989,0.4749890627946991,-0.4586775299006986,-0.4360285058812356,1.1534053307174796,0.4553464584564764,-0.5110171761005663,0.4750626788393953,-0.5334020600545857,1.0311282479044113,-0.7595059965715167,-0.402455936306462,0.4880257272515531,0.5084643974726504,1.7245703204492997,0.4362243885825291,-0.380854200030798,0.7331055707525508,0.4624029320551978,0.4361414160182899,0.4286287730901441,0.4288398068982978,1.4226486946592398,-1.336585303253884,0.4886166848633028,-0.455660440891776,0.6172133998483701,-1.1308762298253472
7,1,-0.5877537924606422,-0.6411746947690281,0.3590374359084704,-1.3708243102290156,-0.3751566542444666,-0.4360283733445505,0.5135189917491378,-1.4226365966704222,-0.4067957918117063,-1.370175546328208,-0.5334003687222578,-0.5849229049837319,-0.7595059965715167,-0.4024557723538722,-1.247894259027739,-1.2600237978810758,-0.800786341840841,-1.5314414031277952,-0.2469781782016857,-1.420331267970721,-1.4452670838232484,-1.5316444385114258,-1.5019716499709932,-1.501814270853569,-0.3041312244128552,0.0479902790482456,-1.2484393845636077,-0.4556601604753497,-1.6201851746019624,0.2513751763567367
8,1,-0.7741179685519616,-0.8332186118085558,1.4275086135387989,-1.365786657309147,-0.4766629456939773,-0.4360284770192619,1.0921484237528514,-1.268230424796268,-0.5326195387222372,-1.3660567110041737,-0.5334017052851645,-0.0510207488228081,-0.7595059965715167,-0.4024559218685883,-1.4102888483805545,-1.436700698466464,0.1614377189280364,-1.1928271032032882,0.0877118763707419,-0.5410112254920517,-1.2783802680456808,-1.1928874825827598,-1.1842115169473475,-1.184278837882203,0.6908504203080934,-0.5448380590021892,-1.4105928797572105,-0.4556603157790743,-1.6201851746019624,-0.6744244396670109
9,1,-0.7566626913657625,-0.8106202310903743,1.6945529634057128,-1.3492835339729443,-0.3491955153300367,-0.4360284716492761,0.9837071425046582,-1.2555194962386649,-0.3034989023568692,-1.3495813697080346,-0.5334016042376551,-0.1188955969848129,-0.7595059965715167,-0.4024559190063196,-1.4155463773868082,-1.4300737016535163,0.1306218963253518,-1.155673379620082,0.8240299964301351,-0.707646218964686,-1.2630091139609054,-1.1554436057896045,-1.157549387491443,-1.1581691596094927,0.546470828412434,-0.4962689903426357,-1.415892013587066,-0.4556602803874642,0.6172133998483701,-0.571256154010406
10,1,-0.4013605242406792,-0.4717291584476819,-0.7091399635591878,1.2692337143509629,-0.4894913678225759,-0.4360279336582778,1.2800581248470466,1.2381182790154597,-0.6439287167386069,1.2693114238241112,-0.5334017260241729,1.7885975585783302,-0.7595059965715167,-0.4024558929449129,1.3732616516849814,1.370952214469318,1.822410557212828,1.2003588970488748,-0.3139161891161862,1.7918786831248263,1.232607545660223,1.20043701879623,1.1825988273759624,1.1828689227379678,1.4022980474206133,-1.7522793908988867,1.3735720344493143,-0.4556591569945447,0.6172133998483701,-1.1225051189277715
11,1,-0.4013605242406792,-0.4660866164456391,-0.7091399635591878,1.0566279599231931,-0.4884663752929501,-0.4360279065636411,1.2933028614880475,1.02284378349337,-0.6474417971078943,1.056504932082312,-0.5334018173640612,1.8421277223349624,-0.7595059965715167,-0.4024558895995285,1.1121766866333624,1.108028613527483,1.8239513483429624,0.9850756226516224,0.9579060182589688,1.625243689652192,1.0212541769945536,0.985024598186194,0.9802288939647544,0.980365213282576,1.4022980474206133,-1.7772781762383631,1.1117948232544117,-0.4556591016093563,0.6172133998483701,-1.1225051189277715
12,1,-0.9721480882293908,-1.0252343161380733,1.4275086135387989,1.2878749270652057,-0.4873933362384979,-0.4360285015036777,1.2568798357252964,1.2357254051790345,-0.6481505764806454,1.287846182782269,-0.5334020609370967,2.210891072658432,-0.7595059965715167,-0.4024559365250143,1.3966470070741956,1.3832904170783489,1.820869766082694,1.2287867297334325,-0.6486062436886325,1.7636789149986885,1.2424890018575792,1.2290705716380554,1.226307236320068,1.2263448694429724,1.4022980474206133,-1.470150242067656,1.395828396534711,-0.4556602645483414,0.6172133998483701,-1.1225051189277715
13,1,-1.1293910435484011,-1.1607963877371523,1.4275086135387989,-1.5377226457221824,-0.4068513451214912,-0.4360285058812356,0.5317305046305153,-1.572064986812716,-0.4309559234741741,-1.5376748495056258,-0.5334020574070527,-0.6237585139836418,-0.7595059965715167,-0.4024559344583528,-1.364495311380889,-1.3864487477592375,-0.8069495063613799,-1.6389813136190534,0.4893399418576887,-1.4587854972336367,-1.59129304762862,-1.638689874520095,-1.6173618495834323,-1.616422342838966,-0.2887307346106513,0.1126299954260339,-1.3639605020544747,-0.4556602355559625,-1.6201851746019624,0.2521670381983988
