f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.s,ela_distr.skewness,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ic.eps.max,ela_meta.lin_simple.coef.min,disp.ratio_mean_25,disp.ratio_mean_05,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,nbc.nb_fitness.cor,disp.diff_median_02,ela_level.qda_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_25,ic.m0,disp.ratio_median_02,disp.diff_median_25,disp.ratio_mean_10,ela_level.mmce_qda_50,nbc.nn_nb.sd_ratio,disp.ratio_median_10,disp.diff_mean_10,ic.h.max,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,disp.diff_median_10
1,1,1.4969369349792463,0.5899767033961963,1.4106223379395004,-0.2256322824099885,0.6997709232301093,-0.7091399635591878,0.848106398212836,0.7710553020741628,0.0559849177694014,-0.060947286576763,0.0508566364736869,0.6200812355198588,0.4463143522703603,0.3047631788860003,0.0929535911002174,-1.854340416544531,-0.825937984093964,-1.056839174531904,-0.8895284959960531,0.0933786583537975,-0.0855567783945128,-0.0245007635038727,-0.7110669959353533,0.2752134613388747,-0.0410447452930257,-0.0245937125180848,0.1352368472531335,-0.1973525083398114,1.1922248980310084,-0.0415809885908828
2,1,1.6750219215066549,5.016558203666429,1.5727829619756162,-0.2756442384277232,0.6997709232301093,-0.7091399635591878,4.673362620780675,4.616384489550246,5.243753969177551,-1.537960025260504,-1.567075550992846,1.2252867516142665,1.30790007007326,-0.083647398080688,-1.5633770836784893,-0.3308508898118257,-0.3678982493522554,-0.4260773477589287,-0.628159848114256,-1.5632786497049946,-1.519797321192622,-1.5808188192125563,-0.3723600701021649,1.736616077704118,-1.568649231798864,-1.5809967295358038,0.5474975662589354,-0.1996306739256755,0.4653797715165932,-1.5681709405817872
4,1,-0.0311906492205748,-0.3186968038694623,-0.0375954845752539,-0.2017945787875563,0.6997709232301093,-0.7091399635591878,-0.3594187638153306,-0.3694447702917196,-0.2543720670870087,-0.8107836002181599,-0.9486278052702958,0.6254221818293153,0.910245123394998,0.0779514674285154,-1.0348939162132176,-0.4152673817460973,-0.4098795365156161,-0.7581800604988298,-0.7257663971157582,-1.0348399983205885,-0.830823325048222,-0.9138253667659774,-0.4372113441430668,0.9555570141052536,-0.919517913564601,-0.913758401980821,-0.1343501420363741,-0.1961459869297388,0.3543522104492968,-0.9198108557246694
5,1,-1.3870010655027214,-0.3187007814622292,-1.4243118096515783,-0.4370930126917186,-1.648925550924001,1.4275086135387989,-0.3594227922848242,-0.3694496875397912,-0.2543799077095462,1.4613852293050815,1.3740346990291272,-1.5710801375511434,-1.848486069185452,-2.0561568318460206,1.3253538573637875,1.412805973992698,2.125380634618073,1.82319910480265,2.0169776298264206,1.3254053928668337,1.4690304016937124,1.3818107326184306,2.2195761760760533,-1.2499071312673289,1.379935898651606,1.3817532463582427,1.189529349982255,-0.1990510192969503,-1.7664874050932158,1.380033660591613
6,1,-1.1169753285992543,-0.3187007722136891,-1.1726919229927142,-0.3576442217401855,-1.6489255509240013,1.4275086135387989,-0.3594227921390358,-0.3694496867179838,-0.2543799074656059,0.587949523305217,0.5455076497335782,-1.0494985808162254,-0.7604579511907582,-1.322333158757665,0.5139266900628098,1.433910096976266,1.230803775632963,1.725979341120009,0.9769256243548704,0.5137372945399377,0.566979190924053,0.5581139991753671,1.0254668475403168,-0.738107902751235,0.5470628643055792,0.558058816323826,1.1132154945526107,-0.2000602942732906,-1.194129667833444,0.5477455156705218
7,1,-0.5884594920117889,-0.3187006825263047,-0.6414943844906675,-0.2981879478478572,0.2053155316316673,0.3590374359084704,-0.3594227151771187,-0.3694496215813924,-0.25437967151247,-1.1383219899681114,-1.3168025031137898,1.3754436421429843,1.202963348033162,0.0668437848768855,-1.373003437155717,-0.3568032572645914,-0.5979420505563624,-0.8235117416935643,-0.8786833238847764,-1.3731774372021153,-1.1284617228142944,-1.241964715861181,-0.6025116024321047,1.2350939421301104,-1.2286599979716195,-1.2425821587243555,0.4720132092578724,-0.2004318467455547,0.9432738822257551,-1.2298778483948254
8,1,-0.7722836015339577,-0.3187007321980912,-0.8316127737111014,-0.3252575706390627,-1.5420270978415849,1.4275086135387989,-0.3594227853616714,-0.3694496725334537,-0.2543798579726967,-1.3113611392699716,-1.1538838595265668,0.9934896817838564,0.4463143522703603,-0.5279547001459038,-1.062659299468066,0.6750172421212056,0.090824107944955,0.1479081370233813,0.6450633577497674,-1.062607591158088,-1.2870695118453048,-1.2379466830151178,-0.0646689709841904,0.1971075549789883,-1.2266482273572574,-1.2376677917584653,1.0518326108374607,-0.1999915755001679,0.2795685060967305,-1.2268869334221562
9,1,-0.7550662325496771,-0.3187007208785654,-0.809240975596577,-0.2950664168100856,-1.506928105131628,1.6945529634057128,-0.3594227840180777,-0.369449669894316,-0.2543798438758357,-1.3041511747157255,-1.1388781949856388,0.6119935168226818,0.6147654060715686,-0.4792242218548803,-1.0371409328624188,0.5252920452783252,-0.063448589598452,0.1167978126449379,0.3370604697894756,-1.0365487732644352,-1.2922044430937631,-1.2218745516308631,-0.1330447707881848,0.4869215759459353,-1.2192717351045963,-1.2215685476367475,0.9431683166930735,-0.1992331086838537,0.1882208672274777,-1.2192009160586452
10,1,-0.4046066868746463,-0.3187003615766016,-0.4737477933847581,-0.3627711371578221,0.4902446169387317,-0.7091399635591878,-0.3594227717844446,-0.3694494054928051,-0.2543798608659389,1.430485381215467,1.2973986265522428,-1.4093257636076053,-1.9009544302055008,-1.7394087229543669,1.2508791415007126,1.412805973992698,1.7482316727033278,1.824754621021572,2.01263956098191,1.250646489073567,1.4315727300607974,1.3329246663246548,1.7885266752498412,-1.159468713376934,1.3323239941116969,1.3328660014415057,1.240128754125824,-0.200172538349807,-1.655459844025919,1.3322345062006609
11,1,-0.4046066868746463,-0.3187003438624015,-0.4681618263149643,-0.3621885331330906,0.4922464606294137,-0.7091399635591878,-0.3594227702140687,-0.3694493921768521,-0.2543798736085162,1.1740166420716385,1.091070739114477,-1.4683813699435952,-1.710411434922163,-1.7644905867806295,1.0529615784073638,1.412805973992698,1.7915782049776927,1.8263101372404944,1.9876956651259687,1.052855789323381,1.1765758781268385,1.125326302611363,1.8424519194251563,-1.358844316453486,1.1257822110371591,1.1254633254458568,1.253400728983154,-0.2001735624745927,-1.6611998213336818,1.1256949175712256
12,1,-0.9676146526606209,-0.3187007158126372,-1.0217032330961862,-0.2966363813398882,-1.6498597446463192,1.4275086135387989,-0.3594227922416276,-0.3694496845665854,-0.2543799075887227,1.442845320451315,1.307045125185697,-1.5710801375511434,-1.8650550252970444,-1.4563419740579795,1.293370478810888,1.412805973992698,2.117530475229803,1.82319910480265,2.0169776298264206,1.293365862669719,1.454412773739404,1.3510058141319423,2.213936934855105,-1.4307839670481184,1.3524417002553202,1.3510510097031307,1.216902798125498,-0.2002774087278661,-1.7646981408428342,1.352811578468459
13,1,-1.1227144515940146,-0.3187007065398187,-1.1559060919479838,-0.2905589014608478,-1.6470571634793645,1.4275086135387989,-0.3594227912715043,-0.3694496867179838,-0.2543799070962559,-1.2619213823265836,-1.4593563162526098,1.4435025579720582,1.2140093187742238,0.131698318484792,-1.485015954749492,-0.3408325696013506,-0.6071574550556368,-0.8297338065692551,-0.8906130132071808,-1.4859565834959585,-1.2423438120275183,-1.405364718267774,-0.6416338384024313,2.026430098671064,-1.388260466711036,-1.4053960086771446,0.4902621746867022,-0.1999470260719885,0.9719737687645692,-1.388166474806165
14,1,-0.7722836015339577,-0.3187006808336982,-0.8259988768059586,-0.2972987101258987,-1.4901126181298996,1.6945529634057128,-0.3594227844743415,-0.3694496725334537,-0.2543798896136859,-1.607999680930304,-1.5826171321245213,1.113126879115681,1.3796988798901666,-0.2509792610358938,-1.556725241133438,-0.294061270016146,-0.2255714465301298,-0.3903004747237182,-0.5717649531356124,-1.555589162457687,-1.5881176018462546,-1.6062663605709602,-0.3402868856580232,2.197029841509764,-1.583402216304188,-1.6059228006070152,0.6661158415463188,-0.1993617387569418,0.3840360930980124,-1.5829537756277976
15,1,0.9626532797820468,-0.3025183859280936,1.2037181176743366,0.4466498334124674,0.6997709232301093,-0.7091399635591878,-0.3100814205529108,-0.3649343026317062,-0.2320399596593975,-1.1146321064327356,-1.360211746964333,-0.4160623485146915,0.9157681087655288,1.3345528451242503,-1.38737761107645,0.3738557033286679,-0.1033820090953074,0.2249061898600343,-0.2594239963308098,-1.3877020242248077,-1.1006498910563625,-1.2767876671937357,-0.1457330635353178,0.8753956891569453,-1.2534718355487575,-1.276969509715375,-1.658138755343531,-0.0730798813900285,-0.656375793771899,-1.2527324548555925
16,1,-1.4731739972690456,-0.3187006790638468,-1.4298977767213723,-0.3593613704446571,-1.652395413321183,1.4275086135387989,-0.3594227922848242,-0.3694496875999234,-0.2543799077098956,0.9649276699985564,0.8702731037265293,-1.5715379329490966,-1.4839690347303751,-1.6018167842503002,0.80853161225482,1.412805973992698,2.1185544090630555,1.843420815648638,1.9096104259247693,0.8085009723533894,0.9648201231715556,0.8936197418216882,2.2044207152947557,-1.1491916204348436,0.8857109177232473,0.8940703965102097,0.2024262199683646,-0.1912321337953111,-1.76845539731302,0.8857849613580346
17,1,1.4222422492024422,0.0040845342861504,1.3882505398249765,-0.0985939416488145,0.6997709232301093,-0.7091399635591878,-0.2130848148449767,0.1055756871394265,-0.05254138861169,0.8413282776400842,0.643044469249613,-0.9779299002695094,-0.1391220970059738,0.5889048648035133,0.705830327697285,-0.7654817469328737,-1.083286687518143,-0.8056233051759585,-0.2843678921867487,0.7055472819866618,0.8565460803972748,0.7114689194667987,-0.8714329181560616,-0.4791251606105549,0.7133692350928692,0.7116625239908898,-0.5822792934712492,-0.1886786834670419,1.0010016540066835,0.7134955766073188
18,1,1.5084151809687665,0.3335090856404609,1.3994224739645642,-0.2435335576541047,0.6997709232301093,-0.7091399635591878,0.0922738520701516,0.8248607000926151,-0.1284920552720641,-0.1072970587111895,0.3107761829861985,0.5688081509490769,0.404891961991373,-0.3161921069841762,0.4985914326164635,-0.0231299614433131,0.0966263996667203,-0.0037546943215367,-0.3418473043765199,0.4987855137812841,-0.1251964899145803,0.1650164524021328,-0.4791532007238674,-0.355800045305471,0.1654970377815135,0.1647825684585171,0.4985571589725324,-0.1983920974098094,-0.3856128641971474,0.1657168973858633
19,1,-0.2380286419517319,-0.3186999757219753,-0.2109280427509572,-0.1786682653426909,0.6984363607696548,-0.7091399635591878,-0.3594207954839495,-0.3694486618706548,-0.2543795706183427,-0.242226395369187,-0.1613663334623001,1.2017865878526577,0.3496621082860587,0.5029099031134716,-0.0826318245012951,-0.6020673892357866,-0.7665498217653073,-1.084838466472503,-0.5630888154465886,-0.082625160862351,-0.2447274113590317,-0.1818737166413691,-0.5094641222864629,-0.1235377448142297,-0.1818686882983921,-0.1818111585618957,-1.4980455586269916,-0.1965338229860961,0.4903076729674488,-0.1813296411831242
20,1,1.606095054339585,1.0214474192598972,1.5448251967912985,-0.1617175545599786,0.6997709232301093,-0.7091399635591878,1.441024642762398,1.80514072980932,0.3327996358536547,0.7321488143901013,0.9372626775699608,-0.0653910736823798,-0.2164438921934114,0.4430717422708177,0.9059460958422118,-1.0900289355180144,-1.072706037907865,-0.6345165210945106,-0.2290575144192303,0.906328337888578,0.7351430910870234,0.8896017089756235,-0.699788513493458,-0.8634884366447327,0.896440360999847,0.8900336894865868,-0.462002021326698,-0.1951440856518558,0.451767825329613,0.8962452373092691
21,1,1.4538504690960845,0.2485998726163397,1.4162083050092942,-0.1680280760489116,0.6997709232301093,-0.7091399635591878,1.213185297750691,0.2717042134218347,0.0435016504723507,0.4056404195764702,0.7518355371713441,0.910781313220274,-0.14740657506177,0.7870515890309846,0.7185617388842198,-1.955868359546561,-0.7866871871526104,-1.1898358112497551,-0.5533281605464395,0.7183630940655071,0.410928671069201,0.6511984267758435,-0.7568858308555564,-0.3229133478907822,0.6503337558428472,0.6511251364067617,-0.7365660011877057,-0.1958998897437271,1.183040934338588,0.6503323139424524
22,1,0.431267881697201,-0.3183640953149131,0.7172641754013385,0.1646817507903454,0.6997709232301093,-0.7091399635591878,-0.3579029956048927,-0.369433385218652,-0.2541334972904702,-0.2947561371215387,0.152680788715702,0.2575072803407585,0.3137627033776023,1.1772537276995492,0.2759045084672012,-0.3006206595921197,-0.6293426881094453,-0.6049617129349879,-0.4470454738559183,0.2757903836093683,-0.3009628617591441,0.0049648107005942,-0.3839910051203702,-0.263306208826658,0.0159554221139096,0.005265230397318,-3.0956595320780456,-0.1548413957214515,-0.3050891825368188,0.0158488063260224
23,1,-0.3126946321135619,-0.3187001762260552,-0.3339589674631669,-0.2212228898438633,0.6914966359752905,-0.7091399635591878,-0.3594221679114741,-0.3694491738967783,-0.2543792766772458,-0.7984236609823118,-0.4791648717755352,0.999135825025282,0.877107211171807,0.1166492001890339,-0.4596829013957936,-1.2865254319461,-0.4665372086222656,-0.2596371123342476,-0.4524680599115542,-0.4598372297163762,-0.8317450839538231,-0.5642565091584332,-0.4054906122752343,0.941169083986327,-0.5815404503517202,-0.564536982241691,0.2364356555402717,-0.1980846551491322,0.2290567057884183,-0.5816313760322526
24,1,-0.6861106697676335,-0.318700539339582,-0.4905056945941397,-0.0329988611380003,0.5444278528331898,-0.7091399635591878,-0.359422713377261,-0.3694496681772061,-0.2543797576325945,-1.1537719140129188,-1.132447195896669,0.2050134080421012,0.8439692989486222,1.1249401260047738,-1.089726171929343,-0.123517141040826,-0.6180794159436654,-0.2464152244734083,-0.6498501923368117,-1.090375183995587,-1.1805451795599744,-1.1810245510292154,-0.6916821042383446,0.8137331315044074,-1.238048260838646,-1.1806780537000097,-0.5573943406137553,-0.1853337895043579,1.0270775509190917,-1.2381662761945278
25,1,-0.6229229255953238,-0.3187005454880027,-0.6135366193063494,-0.1249767049582314,-0.0438472797352126,1.1604642636718838,-0.3594227866962659,-0.3694496469438399,-0.2543798866588854,0.193461462694427,0.2882676861748059,-0.9674006061165809,0.5153516694020017,0.3069130529282515,0.3008337695842941,-0.5692704413559179,-0.4259211665699086,-0.4307438964156954,-0.5327223335350114,0.3009948140310983,0.1593945329000876,0.2607795685666514,-0.7339764133954545,0.2114954850979103,0.2352384190794093,0.2603285422337635,-0.0273448447491529,-0.1904950711870188,0.8817741253568685,0.2345951327414396
26,1,-0.5252717478394793,-0.3187005001291386,-0.4234182300859155,-0.0449575753298559,0.6131578195466036,-0.7091399635591878,-0.3594226940485888,-0.3694496100360001,-0.2543797589253198,0.1543216551142439,-0.3896668011207111,-0.1806029155006542,0.2695788204133496,0.7139558715944493,-0.7453266875276187,1.010972064751518,-0.0955318497070366,0.4527893159321444,-0.1932684464520148,-0.7452026453386754,0.1359957238672007,-0.0606630591184467,-0.1665277655375633,0.1786087876832254,-0.0759154359419729,-0.0607284527315105,-0.4810804851841109,-0.1843045440946958,0.1180291447211215,-0.0761773142553086
27,1,-0.2609851339307726,-0.3186999691840216,-0.2277138737956877,-0.0859667659970039,0.6979025357854727,-0.7091399635591878,-0.3594220243620201,-0.3694490102034263,-0.2543724490565388,0.3613506373146847,-0.0005913562380667,-0.1488624345758846,0.0652283617036909,0.5423242605547407,0.102524030551422,0.6419351033902075,-0.4522021349567279,-0.5365189993024087,-0.6791321570372636,0.1023497268089895,0.3567080388078798,0.103406615429155,-0.3409917908106418,-0.3085254177718556,0.0709438189064814,0.1030238589065345,-0.8336173173319288,-0.1866835859719546,0.6037952243095013,0.0709429397271684
28,1,-0.3069555091188017,-0.3186998705799752,-0.2892153712341181,5.207352626450746,0.6993705544919729,-0.7091399635591878,-0.3594222422015023,-0.3694491242809892,-0.2543750494041438,0.992737533279212,1.329017705406342,-1.243298632616502,-0.3931794240504159,1.83726505867062,1.4940804019199854,-0.181410883820074,-0.7034072353813907,-0.49607557761043,-0.5934552973581682,1.4941469185716354,1.0194282204595673,1.234482861596094,-0.7308043402086712,-0.7833271116964282,1.275323826704763,1.2341001788419157,0.2389241508260226,5.289988692240662,-1.2876092982741516,1.2752459505067557
29,1,1.1924477644922449,-0.2354274714506434,1.1869602164649549,-0.0734438458022505,0.6997709232301093,-0.7091399635591878,-0.2356008875764342,-0.2870442161690866,-0.1361826478268229,1.3192459280928428,1.214867471577136,0.2834490195581185,-0.9730928879562192,0.5763639328903825,1.065263784166923,0.3219509684231365,-0.4975965348975976,-0.685848556318945,-0.9101343230074836,1.0652444076662655,1.3343190083614442,1.2646181079415717,-0.5665614396485612,-0.8511559251142243,1.2739826462951882,1.2645089809982573,-0.4114026171831289,-0.1840393981876694,0.8638981960269789,1.273742566567313
30,1,1.0000149704779355,-0.3025603086657267,1.0415854234735695,0.0005591306865298,0.6997709232301093,-0.7091399635591878,-0.3222579338496059,-0.3537736850130009,-0.0394542735332614,0.682709057446711,0.5267505690574186,0.205623801906039,-0.638952273039068,0.965132822197446,0.4720480224607312,-1.556886358816674,-0.520464390506908,-0.5458520966159423,-0.6292443653253836,0.4722995021516696,0.6863469691993714,0.5688287534315373,-0.5091116697101535,-0.6928886938060335,0.5859570961832521,0.5691168028855905,-1.0177659684773772,-0.1754163699042723,0.8163383840483734,0.5862152347536163
