f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,disp.ratio_mean_25,ela_level.mmce_qda_50,ela_level.mmce_qda_25,disp.ratio_mean_10,nbc.dist_ratio.coeff_var,ela_level.qda_mda_10,disp.diff_median_25,pca.expl_var_PC1.cor_init,ela_distr.kurtosis,disp.ratio_median_02,disp.diff_median_10,disp.diff_median_02,ela_level.lda_qda_10,ic.m0,ela_meta.quad_simple.adj_r2,disp.diff_mean_05,ela_level.mmce_mda_50,ela_level.lda_qda_25,ela_meta.lin_simple.adj_r2,ic.h.max
1,1,0.7559982813341949,1.4042645199271566,0.5800180676213872,-0.2353849365178887,1.3232475621342037,0.6463304788836871,-0.6548570506842823,0.845881089445346,0.0464140170084082,0.0587236885433464,-0.0501965533798936,-0.664093306803384,-1.0149595325362033,-0.0171838900690492,-0.3753480840326365,-1.7512522336460326,-0.0740542376384784,0.9968479302307154,-0.1974478237608317,0.0987795513576877,-0.0337888244341946,0.0983633972840638,2.907738422246095,-0.8767098428274624,0.6101489473808984,0.0589546133953136,-0.7729899394857483,0.9922170047186368,0.9942940918871076,0.2037121842539891
2,1,4.610042661188221,1.5828834872587287,5.014641595797137,-0.2855383324266823,1.4865466098468747,0.6463304788836871,-0.6548570506842823,4.674828067474608,5.240166848123658,-1.5744775997853535,-1.5498185856041735,-0.2943920150332735,-0.3509955459507844,-1.588588849490557,-1.4552289397758291,-0.2291102784182669,-1.5324587226427602,0.9441030496285728,-0.1997260306778508,-1.5679790240043785,-1.576363185760037,-1.5680867272944892,0.0955164583736963,-0.5941883981796784,1.2385634062293611,-1.574595280941664,-0.2806295063448914,-0.2160155418637826,0.9035251140934696,0.6237556337035975
3,1,0.1002408882698969,1.329345865082799,-0.0104263228609063,-0.1831220844721588,1.289468341275968,0.6463304788836871,-0.6548570506842823,-0.2745489259748117,0.0151200082981139,1.180163327730295,1.156612250795017,-0.7144896327366664,-0.8111037586030712,1.1836832389897265,0.6130174449526585,-1.428986686779203,1.1313486798979624,-1.3986487304499071,-0.1964860507260946,1.198204109319566,1.1641122771260155,1.1978779639482378,1.2774413367614217,-0.1944381383253448,-0.6874017342908261,1.1798754569152596,-0.9307507340092728,1.8153651297772584,-1.2805565292633674,-0.6338392411073007
4,1,-0.3870866614168027,-0.1284450945279232,-0.3303062796213483,-0.2114798169719071,-0.1351372504729971,0.6463304788836871,-0.6548570506842823,-0.3628091396599667,-0.2643009459710714,-0.950193304743512,-0.8115109463082588,-0.365177694206739,-0.7005795438200484,-0.9151295811670532,-0.9662756225264902,-0.3134521014709469,-0.8318769610450776,0.5463187417540842,-0.1962412804616902,-1.0363182819407175,-0.9212143407782536,-1.0363747607949043,0.3264154137579023,-0.6996943318655742,0.6156947129027585,-0.950150445018208,-0.3257564312899922,-0.0830591422845501,0.4074839028038565,-0.0709641156879069
6,1,-0.3870915889858322,-1.2174854564183577,-0.3303102551750966,-0.3677702216598494,-1.2782024585492382,-1.8069335369896615,1.5470030867191007,-0.3628131718703547,-0.2643087953930739,0.5580429297249934,0.6086332097311935,1.2313471349774003,1.9143415081575383,0.571078723827986,0.8640309126314635,1.5340897251289851,0.58947559287669,-1.0162483460843768,-0.2001556588197657,0.5217012734196458,0.5617083192079797,0.521908456186121,-1.2014528118194925,1.140798066877251,-1.1234573547524924,0.5581082040980243,1.4378624972555365,-0.9865020065061676,-1.0067492821999136,1.2001532846585927
7,1,-0.3870915237016128,-0.6873848859522119,-0.3303101653247719,-0.308145798197464,-0.7432757295710627,0.1298611806956788,0.4459216458094205,-0.3628130948341819,-0.2643085591677802,-1.3218426207692875,-1.144063112450045,-0.5456042351434527,-0.7693501663517068,-1.2464499039366477,-1.3323369295580807,-0.2550396902351379,-1.134529940973167,1.3506781709367524,-0.2005272180328448,-1.3767186923808297,-1.234527940519044,-1.37654998176707,0.2127598878494863,-0.8649869613068089,1.394478642615364,-1.321160118227517,-0.5279103796212979,-0.3749533878968642,1.6366158872243193,0.5468462697198656
8,1,-0.3870915747691537,-0.8717601848123558,-0.3303102150868,-0.3352919771724995,-0.934728815651006,-1.69527580207776,1.5470030867191007,-0.3628131650864513,-0.2643087458430775,-1.157386445992234,-1.3197510492796674,0.0414552562625707,0.253203494863071,-1.2423929203925304,-0.4354867273306834,0.7758681334290435,-1.2958099382797277,0.9528938630622636,-0.2000869387999266,-1.064255184312697,-1.2315057086828338,-1.064309778293868,-0.7344466539371509,0.7820778923452104,0.9978771825806432,-1.1575456978947714,0.2124646979332844,-0.737296103233674,1.004421209244249,1.1376116040564372
9,1,-0.3870915721240346,-0.8544911902266414,-0.3303102037467095,-0.3050154390904651,-0.912199959774697,-1.6586141487920794,1.8221977608425264,-0.3628131637415612,-0.2643087317299567,-1.142239166736453,-1.3124307185784316,-0.0331774706920614,0.2204555793718068,-1.2261649862160606,-0.6054437627382079,0.626275372947094,-1.301031382339822,0.421049650323997,-0.1993284582232827,-1.03803747593284,-1.223739213619641,-1.038635505724652,-0.6288928457615143,0.4491480571586104,0.6017510738763677,-1.1422766414413554,0.046632420899255,-0.51076838182921,0.2467627995618155,1.0268959262337027
10,1,-0.3870913071232746,-0.5029808054344252,-0.3303098437919808,-0.3729116366175137,-0.5743514993674285,0.4274757425395109,-0.6548570506842823,-0.3628131514961246,-0.2643087487396569,1.317029815291462,1.4640661402468556,2.064232979599969,2.018316139842308,1.3534003839186406,1.9439117683746563,1.513004269365815,1.4686357180832796,-1.2755773423782424,-0.2002679049326473,1.2631036825221629,1.3544114297950685,1.263363362025646,-1.1928881387876973,2.260333252099799,-1.497083500482365,1.3166990995496397,1.9940610193431207,-1.022393246717475,-1.1972891198824267,1.3294624350927766
11,1,-0.3870912937771418,-0.5029808054344252,-0.3303098260455983,-0.372327384917779,-0.5687263168764648,0.4295667113580859,-0.6548570506842823,-0.3628131499242336,-0.2643087614969321,1.10875472552447,1.2036715195886656,2.1230928106518188,2.019953535616871,1.143789567472571,1.7739547329671317,1.513004269365815,1.209342704516024,-1.2953566726040453,-0.2002689290760131,1.0641069779340666,1.1457092346816735,1.0642366099250973,-1.1928881387876973,2.23337062460229,-1.5584038221097871,1.1084433474770576,2.04065548656286,-1.0236637330966365,-1.2151053448625828,1.342984960628378
