f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.lin_simple.coef.max,ic.eps.max,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ela_distr.skewness,disp.ratio_median_10,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_25,disp.diff_mean_05,disp.ratio_mean_05,ela_distr.kurtosis,disp.ratio_median_02,ela_level.mmce_qda_25,pca.expl_var_PC1.cor_x,nbc.nn_nb.mean_ratio,disp.diff_median_25,ela_level.mmce_qda_50,disp.diff_median_10,nbc.nb_fitness.cor,disp.diff_mean_25,ela_distr.number_of_peaks,ela_level.lda_qda_10,disp.diff_median_02,disp.diff_mean_02,ic.h.max
1,1,0.5800180704810661,1.40773083840433,0.8458810894453459,0.755998281332725,0.6463516323548645,-0.6548570506842823,0.0464140170083963,1.3234475723806776,-0.2324427217836062,-0.0495041140489857,0.6101492110750135,1.174140048835863,-0.0661726202588857,0.0406327224150923,0.040395078474563,-0.1971678306372088,0.0793394680065201,-1.0157384119573256,1.1459540049365844,0.4218902412616386,-0.0897841611613973,-0.6637080231640073,-0.050033794154222,0.244503689639281,-0.0666224352843593,-0.3202649761889253,2.907738422246095,0.0789338512505464,0.0711058349200794,0.1647575948262004
2,1,5.014641593475237,1.5871715551835548,4.674828067474608,4.61004266118985,0.6463516323548645,-0.6548570506842823,5.240166848123662,1.4867952476736022,-0.2825413226603426,-1.563550772523124,1.238580824093798,0.4065457677289459,-1.5346115669429912,-1.5614578779829515,-1.5613393035573844,-0.1994459177214999,-1.556348020710096,-0.3507840137269534,0.711540068424672,1.317330753327158,-1.5171940026002393,-0.2945383181991799,-1.5630771377443622,-0.1618305241215802,-1.5347079978381222,-0.7320342312889723,0.0955164583736963,-1.5564549722914134,-1.5422899361368991,0.574180217969309
3,1,-0.0104263193113302,1.332467514882525,-0.2745489259748117,0.1002408882678993,0.6463516323548645,-0.6548570506842823,0.0151200082981018,1.2896582926654172,-0.1802369694536851,1.1249122360492598,-0.6874368905414329,0.5102887673641092,1.1155418459011284,1.1399666046669317,1.1402279284090544,-0.1962061081913299,1.1582689667525496,-0.8115785535610697,-1.0261156776229174,-0.3673602100781672,1.090001011664341,-0.714031885131117,1.1249347087820962,0.4053130786645668,1.1152298124803055,0.7320342312889723,1.2774413367614217,1.1579543434473476,1.1893399913498244,-0.6516162875376219
4,1,-0.3303062756980125,-0.13203011722636,-0.3628091396599667,-0.3870866614191923,0.6463516323548645,-0.6548570506842823,-0.2643009459710843,-0.1353715215374631,-0.2085637197470796,-0.9201806384568528,0.6156951279826428,0.2892936629659987,-0.8116562696215277,-0.9490387498202848,-0.9490831005547784,-0.1959613508017388,-1.03459829829069,-0.7008894737076787,-0.1572878045992734,0.9040505169892256,-0.8315013079331925,-0.3652222159239752,-0.920470451277422,0.0072255002383354,-0.8114935470278016,-0.3660171156444861,0.3264154137579023,-1.0346536927140546,-1.0274428689564843,-0.1029734967663748
5,1,-0.3303102605170986,-1.4981620840946837,-0.3628131720162838,-0.3870915898118918,-1.8074671570718803,1.5470030867191007,-0.2643087956373084,-1.5322389135963168,-0.4442698041662854,1.358865012073358,-1.6651028139720685,-1.9504466897584272,1.4473230305075744,1.3503642214248897,1.350326244170781,-0.1988662830666522,1.295771318821043,2.020422052465688,-0.5192994183590296,-1.963081122605191,1.457399155734248,2.5305126810842133,1.358965773339737,-2.225363593082413,1.4469873848449453,-0.7320342312889723,-1.1928881387876973,1.2957522391892058,1.2886541829448184,1.2117921099467035
6,1,-0.3303102512517563,-1.2260806878825494,-0.3628131718703546,-0.3870915889882218,-1.8074671570718808,1.5470030867191007,-0.2643087953930868,-1.2787771143000788,-0.3646833695423589,0.5333839103065107,-1.1235044142498785,-1.3460008321178265,0.5789574609203255,0.5301734940756491,0.5300939306161626,-0.1998755232651546,0.4943772423482298,1.917932163712548,-0.5192994183591703,-0.8323004759583422,0.559644046104996,1.2290069990646133,0.5340631621444117,-1.4576768128404909,0.5795447458904296,-0.7320342312889723,-1.2014528118194925,0.4945843681059608,0.5018995976499364,1.1360036163266525
7,1,-0.3303101614014316,-0.6935413514919976,-0.3628130948341818,-0.3870915237040025,0.1297655413936682,0.4459216458094205,-0.2643085591677931,-0.7436910935635765,-0.3051240886717323,-1.2265790184202303,1.3945003165825738,0.9112320798105248,-1.1372933582167484,-1.3129034301498896,-1.3135718453232277,-0.200247062934375,-1.368653092273041,-0.7697626789497886,-0.3744947728550588,1.2082706909602028,-1.127722175691206,-0.5453893247985893,-1.2277859807126554,-0.0043947586422791,-1.1376409205542233,-0.7320342312889723,0.2127598878494863,-1.368488318916558,-1.3988594342420333,0.4992155123233869
8,1,-0.3303102111634597,-0.8787648822183455,-0.3628131650864513,-0.3870915747715434,-1.6957841722243991,1.5470030867191007,-0.2643087458430905,-0.9352011910005276,-0.3322406091217526,-1.22458510271548,0.99788803030269,0.2103173560651063,-1.3093280465312034,-1.1524399353932404,-1.1522842493849328,-0.1998068068599598,-1.0620144114331818,0.2543162894715821,-0.0124831590951619,0.4218902412616386,-1.285574580665083,0.0408260443755279,-1.2248216064320965,-0.6266408793461821,-1.3091925554897414,-0.7320342312889723,-0.7344466539371509,-1.0620680237699018,-1.071759074200791,1.0750433062409577
9,1,-0.3303101998233692,-0.8614164403769766,-0.3628131637415612,-0.3870915721264242,-1.6591142283855882,1.8221977608425264,-0.2643087317299696,-0.9126656264277352,-0.3019971496347908,-1.2172740784647278,0.6017511083291749,0.1138484899602886,-1.3021599345180996,-1.1374649340750875,-1.1374288129169323,-0.1990483661790761,-1.036285443714844,0.2215195250705791,0.7839423911766674,0.596960341377013,-1.2906850563352668,-0.0336993695299627,-1.2172037930203077,-0.5756616790957421,-1.302757802931785,-0.7320342312889723,-0.6288928457615143,-1.0368722991616512,-1.035868692832819,0.9671270816297955
10,1,-0.3303098398686409,-0.5082889066959142,-0.3628131514961246,-0.3870913071256643,0.4274474048760309,-0.6548570506842823,-0.2643087487396698,-0.574716560699418,-0.3698191672533279,1.3116756737275888,-1.497140759055298,-1.83319458499548,1.416602550451425,1.2741552649194738,1.2744574079234912,-0.1999877634739379,1.221958706514336,2.022061890685738,-0.4468970956070542,-2.0176111537886685,1.4201198796778791,2.060695252185166,1.3115907776598896,-1.8939987914545515,1.417012431974465,-0.7320342312889723,-1.1928881387876973,1.222219145940656,1.2400511550265876,1.2620431763686946
11,1,-0.3303098221222584,-0.5082889066959142,-0.3628131499242336,-0.3870912937795315,0.4295388465398415,-0.6548570506842823,-0.264308761496945,-0.5690897031281839,-0.3692355538770814,1.1069669947065028,-1.5584627545767982,-1.839256362937434,1.1616225659853572,1.069910151849495,1.0701951564884795,-0.1999887875634341,1.0266716236685924,2.023701728905788,0.9287470366804774,-1.8195810405434047,1.166337473501893,2.1194704497498056,1.1068839738740652,-1.920238085701102,1.1617160493955423,-0.7320342312889723,-1.1928881387876973,1.0268039576608357,1.032088181868341,1.2752237839547909
