f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ic.eps.s,pca.expl_var.cov_init,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,ela_level.mmce_qda_25,ela_level.mmce_mda_50,disp.ratio_mean_05,disp.ratio_median_02,nbc.nb_fitness.cor,ela_distr.kurtosis,disp.diff_median_25,disp.diff_median_02,ela_level.qda_mda_10,ela_level.lda_qda_10,ic.h.max,ela_level.lda_qda_50,nbc.nn_nb.cor,ela_level.lda_qda_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05,nbc.nn_nb.mean_ratio,disp.ratio_median_10
1,1,0.7559982885549299,1.3926774764133911,0.5800180798422361,-0.232548733516458,0.04641401817122,0.6896971470282732,0.8458810899733483,1.312168140756524,-0.7091399635591877,-0.6569812968846634,0.6102243302768824,-0.0594585607358762,-1.0150779940721126,-0.76469553422439,0.0482849407315735,0.0883302548850406,0.2412518226820622,-0.1974880596839961,-0.0831629199765927,0.087924519912281,-1.7512522336460326,2.907738422246096,0.2065650861567894,0.0542119359389312,0.2900560284067412,0.9922176667482678,1.1694269403672444,0.0388891793405316,0.419625235225922,-0.0416396037118788
2,1,4.610042653179953,1.5656376970527124,5.014641585874502,-0.2826491342832916,5.240166847670388,0.6896971470282732,4.67482806694433,1.4701362579388155,-0.7091399635591877,-0.2988930184845014,1.2349514284972178,-1.5391974636456898,-0.3509626234650682,-0.2852918678539397,-1.5652245424707254,-1.5598856277898103,-0.1695374903844169,-0.1997662842146068,-1.521745870687593,-1.5599958117068509,-0.2291102784182669,0.0955164583736968,0.6278502972474651,-0.3449516349472614,1.66082035394149,-0.2160690361075086,0.4074486008624992,-1.5551624612534918,1.3277259595320938,-1.5681631888473642
3,1,0.1002408980818139,1.3201322855780462,-0.010426307691781,-0.1803411055929078,0.015120009470663,0.6896971470282732,-0.2745489251371344,1.2794916494137871,-0.7091399635591877,-0.7057945793720944,-0.6797126861947076,1.131349454576486,-0.8111757409510831,-0.9183047566828808,1.1562031781208972,1.1755237123069768,0.4038243460266378,-0.1965262792134649,1.1058570698379138,1.175213231763484,-1.428986686779203,1.277441336761422,-0.6334623669435299,2.499727847331954,-0.9935943026080424,1.8154026875476967,0.5104325867296794,1.1373337335517404,-0.3807840570311254,1.1424548541170954
4,1,-0.3870866496792429,-0.0914750581830901,-0.3303062628549607,-0.2086688735801389,-0.2643009447115779,0.6896971470282732,-0.3628091387978953,-0.098607403875957,-0.7091399635591877,-0.3674551862531069,0.6157375547947119,-0.8106788684892543,-0.700626326608357,-0.3292312500920659,-0.9484673567749808,-1.0341396126096165,0.0013720854393675,-0.1962815070566585,-0.8306858882366025,-1.0341961209531578,-0.3134521014709469,0.3264154137579028,-0.0689232309548186,-0.2306216204653821,0.7819938798136041,-0.0831066770603405,0.2910543463849018,-0.9651286210603895,0.9086025483138602,-0.9194911825211352
5,1,-0.3870915780719229,-1.4082692097729452,-0.3303102476740316,-0.4443834262008467,-0.2643087943777997,-1.6491050364604272,-0.3628131711542112,-1.4494715130906968,1.4275086135387989,2.4413579693976954,-1.651615408337791,1.46568376736782,2.0172514971213293,2.324278760190873,1.3678460252053992,1.3140792506648935,-2.2556953948410308,-0.1991866145880275,1.4761310379990598,1.314067032632397,1.513004269365815,-1.1928881387876966,1.283936320153264,-0.6639912444648526,-1.498343035561959,-1.022482885006101,-1.932299418614052,1.3661985775326075,-1.999066117012645,1.3783355836902689
6,1,-0.3870915772482529,-1.146014025078132,-0.3303102384086893,-0.3647941322787953,-0.264308794133578,-1.6491050364604274,-0.3628131710082821,-1.2043570164156596,1.4275086135387989,1.1789197933105475,-1.1132096539966143,0.5906359363583951,1.914890928285472,1.387976964693891,0.5415837989613593,0.506546971891759,-1.4795916004128489,-0.2001959156781227,0.5713487133063223,0.5067600455767768,1.5340897251289851,-1.2014528118194918,1.2059519350016712,-0.5247193162545417,-0.5605865063176264,-0.9865900360516574,-1.3322758615581944,0.5344962657233451,-0.8522978946516391,0.5460518730940133
7,1,-0.3870915119640339,-0.632707330953895,-0.3303101485583649,-0.3052327116246626,-0.2643085579082844,0.1973247344010992,-0.3628130939721093,-0.6868930789905814,0.3590374359084706,-0.54221418996765,1.389951797798481,-1.138821805117791,-0.7694126288660531,-0.5260653932888752,-1.315635629368548,-1.370753067761365,-0.0103755794176992,-0.2005674777638524,-1.1292254370265598,-1.370588824632084,-0.2550396902351379,0.2127598878494868,0.5507135684562138,-0.4199322948513667,0.8742322269523908,-0.3750140061677164,0.9084424820260434,-1.2953555171539977,1.2171239482383922,-1.2284145243769102
8,1,-0.3870915630315745,-0.8112415193869421,-0.3303101983203929,-0.3323502062886483,-0.2643087445835817,-1.5426569116252404,-0.3628131642243787,-0.8720961402478773,1.4275086135387989,0.026404657939371,0.995677484423418,-1.312180337676262,0.2533741749418325,0.1948262600163175,-1.1531623326168094,-1.0617657168834351,-0.6394440846671056,-0.2001271951269859,-1.2883134381960382,-1.0618205200406017,0.7758681334290435,-0.7344466539371503,1.1432253643362582,-0.5464389206317226,-0.345363696327124,-0.7373729626918674,0.2126558529701536,-1.1443794079544969,0.419625235225922,-1.2264041772498664
9,1,-0.3870915603864554,-0.7945196160057638,-0.3303101869803023,-0.3021056602463281,-0.2643087304704608,-1.5077057795008284,-0.3628131628794886,-0.8503027434406062,1.6945529634057133,-0.0458837145992674,0.6018757331498833,-1.3049570654863245,0.2206187929143599,0.0333579610599512,-1.1381976868633603,-1.0358396805649293,-0.5879059420683593,-0.199368708686271,-1.2934639163248278,-1.036431727935562,0.626275372947094,-0.6288928457615136,1.0321823811312705,-0.3160747857610524,0.25162338376558,-0.5108350876979822,0.1168927809701215,-1.1321092648040063,0.5971705691447573,-1.2190329044507056
10,1,-0.3870912953856965,-0.4541452726818792,-0.3303098270255755,-0.3699301145033291,-0.2643087474801611,0.4810535065897676,-0.362813150634052,-0.5234834145405568,-0.7091399635591877,1.9856431260226712,-1.4846434657978125,1.4347268865538103,2.0188892662227027,1.929538781547544,1.291419441535996,1.2397012776199992,-1.9206974679491784,-0.2003081626588173,1.4385599568753074,1.2399704767144697,1.513004269365815,-1.1928881387876966,1.335643358134212,-0.6583522031001637,-1.4342886278266906,-1.022482885006101,-1.8159051641364543,1.2973790789929065,-2.0543671226594955,1.330757368350226
