f_id,i_id,ic.eps.s,ic.eps.ratio,ic.eps.max,ela_distr.skewness,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,disp.ratio_mean_25,disp.ratio_mean_05,disp.diff_median_25,ela_level.qda_mda_10,disp.diff_mean_05,ic.h.max,ic.m0,ela_level.mmce_qda_50,disp.ratio_median_10,disp.ratio_mean_10,ela_level.lda_qda_10,disp.diff_median_10,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var_PC1.cor_init,ela_distr.kurtosis,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.mmce_mda_50,disp.diff_mean_02,disp.ratio_mean_02
1,1,1.320891668586144,1.400522418242257,0.7559984015464134,-0.2266489618494636,0.5800181787037489,0.6997709232301093,-0.7091399635591878,0.0464142843660057,0.8458811858193481,-0.1267356986819917,-0.0218060148706375,-0.151117435435084,-1.752590043143916,-0.021577428755388,0.1531213092774959,-0.913036457567864,-0.6955048554659706,-0.1115900621634279,-0.0955665168679881,2.8989540037831114,-0.1121351404473932,-0.4558760931936313,0.2906453574625701,1.036363339840379,-0.1973437412376104,-1.05014761745929,-1.3933659034972574,-0.7960686566550638,0.0084301171920136,0.0084878610764996
2,1,1.4781763297096515,1.5729089378946026,4.610042527867231,-0.2766700954646772,5.014641505605954,0.6997709232301093,-0.7091399635591878,5.2401667439123445,4.67482797068702,-1.5915580348102332,-1.6315348579895592,-1.5757878915577708,-0.2821669399964392,-1.631646393924879,0.5622680335297268,-0.649535123713885,-0.3589881656452943,-1.6309352160464337,-1.6419773141872716,0.1448495964419704,-1.6304852158761522,-1.4927215106224458,-0.09643850362849,0.9850647917620844,-0.1996219030496824,-0.421224956589308,-0.2680159000799774,-0.3439702446234595,-1.620253590393212,-1.6200408629883332
3,1,1.288356553531144,1.3282178564222349,0.1002410516202474,-0.1745239350607346,-0.0104261849801399,0.6997709232301093,-0.7091399635591878,0.0151202778945319,-0.2745487730776856,1.0520683291366926,1.083516241434605,1.02640357605112,-1.4412743318635346,1.0832311043782663,-0.6627024406902302,-0.2766971368084622,-0.7413775780117652,1.0669362270864722,1.0862000821161104,1.302348740724123,1.0669543566364632,0.4931010685208768,0.4438362951083867,-1.293445718715511,-0.1963819872444808,-0.8570505242945224,-1.0209833221915396,-0.9409288035802432,1.1372602433855916,1.137417823314005
5,1,-1.4287996289264766,-1.391133658390099,-0.3870913944006297,-0.4381484968814906,-0.3303101120411515,-1.648925550924001,1.4275086135387989,-0.2643085060501194,-0.362813014666429,1.3830323716091777,1.29466318475196,1.393096635252036,1.4007545973760205,1.2946764951716756,1.199450256007042,2.0171858442108235,2.2161874191010664,1.301707734622388,1.3017926373361823,-1.1169287500277627,1.301806243748048,1.745851342847701,-2.062210325866763,-1.3404693877872815,-0.1990422493811579,1.821493089324358,1.6677173419497462,2.116967832791495,1.2375154992158437,1.237509406723951
6,1,-1.1847456309826805,-1.1297483619143378,-0.3870913935769598,-0.3586851264357405,-0.3303101027758095,-1.6489255509240013,1.4275086135387989,-0.2643085058058978,-0.3628130145204999,0.5168054950145179,0.4703369868513784,0.4970644345543508,1.421123618273234,0.4704012417642178,1.1237128342138738,0.9686473414474784,1.0297997550922724,0.4733378131462286,0.4833394184451681,-1.1253164249863292,0.4740104325864858,0.7341111413372597,-1.330893215613542,-0.9215312451478735,-0.2000515226856294,1.7245567975749774,1.6398296596493178,1.2339947046731383,0.4433059209309803,0.4432204036124031
7,1,-0.669520524212444,-0.618144282159761,-0.3870913282927448,-0.2992179418373964,-0.3303100129254889,0.2053155316316673,0.3590374359084704,-0.264308269580621,-0.3628129374843309,-1.1952183790098447,-1.3825307606935882,-1.187063511788807,-0.3072153305592282,-1.3818541521431575,0.4873538445821344,-0.9021027922627208,-0.5876514314651712,-1.2927842094535071,-1.30528029893617,0.2596700658072096,-1.2940180844311775,-1.3747269958060917,0.0535386381226593,1.3804910998656073,-0.2004230745424151,-0.8175005172607751,-0.8659606176391591,-0.5710301028271118,-1.475463994562116,-1.4757027856246336
8,1,-0.8539222962185957,-0.7960862810145671,-0.3870913793602823,-0.3262925321228106,-0.3303100626875148,-1.5420270978415849,1.4275086135387989,-0.264308456255905,-0.3628130077365969,-1.3668293639955795,-1.220438157742892,-1.3446129774471829,0.6886646370910098,-1.2205915538318457,1.0627936036411063,0.6340771831100618,-0.0532867398248466,-1.2907833159233717,-1.3012878442098728,-0.6679614458266655,-1.2910433131322894,-0.5136180898058896,-0.5392281602271201,0.9936145497751336,-0.1999828040263397,0.1510869098990326,0.2577489338780958,0.1088019355333781,-1.145264153517895,-1.145357602610691
9,1,-0.8322231895083081,-0.779419843407186,-0.3870913767151633,-0.2960958379734916,-0.3303100513474247,-1.506928105131628,1.6945529634057128,-0.2643084421427851,-0.3628130063917069,-1.359678906287839,-1.2055085758921704,-1.349713645449237,0.5441546915364568,-1.20554197744101,0.9549501008703972,0.3235610884439622,-0.1212203900071684,-1.2834467063128752,-1.2853180253046823,-0.5645890193102809,-1.2833987815877093,-0.6768019932753159,-0.4906641333743672,0.4763541899856608,-0.1992243384664294,0.1200672965392325,0.2708725490782972,-0.0434696607693678,-1.109033688283229,-1.108843505658565
10,1,-0.5068178589165799,-0.4401745059089426,-0.3870911117144208,-0.3638129826837256,-0.3303096913927124,0.4902446169387317,-0.7091399635591878,-0.2643084591524842,-0.3628129941462709,1.3523875528617284,1.2184156774429151,1.355888902979702,1.4007545973760205,1.2180880202709206,1.2496674595872956,2.012812378088766,1.787925284188801,1.2543532544091784,1.2532177714995607,-1.1169287500277627,1.2542650886524815,1.7709565587660745,-1.7465441513238682,-1.1737491065328234,-0.200163766576213,1.823044069992348,1.6693577938497712,1.7447109436000472,1.1884519271340397,1.188537559046981
11,1,-0.5013998547442234,-0.4401745059089426,-0.3870910983682889,-0.3632302717464545,-0.3303096736463307,0.4922464606294137,-0.7091399635591878,-0.2643084719097585,-0.36281299257438,1.0980355572578713,1.013133926995487,1.1025935382803786,1.4007545973760205,1.012825772455595,1.262839185116543,1.987664947886932,1.8415018227346525,1.0489281853152517,1.0469409439741837,-1.1169287500277627,1.0488403119692948,1.607772655296648,-1.771540341615727,-1.1929860620621835,-0.2001647906993023,1.8245950506603377,1.6693577938497712,1.787495219552368,0.9785183744125489,0.9784741071694548
