f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.s,pca.expl_var.cov_init,ela_level.mmce_qda_50,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_02,disp.diff_mean_05,ela_level.mmce_qda_25,nbc.nb_fitness.cor,ela_level.qda_mda_10,disp.diff_median_02,ela_level.lda_qda_50,disp.ratio_median_10,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,disp.ratio_mean_05,pca.expl_var_PC1.cor_init,ela_distr.number_of_peaks,disp.diff_mean_25,disp.diff_median_05,disp.ratio_mean_10,disp.diff_median_10,disp.ratio_median_05
1,1,0.7559982832289291,0.6954252190278101,1.3915340626254245,0.8458810917954682,0.0464140220818049,0.580018075478175,-0.2210943359288048,1.3126938969331592,-0.7091399635591878,-0.6844290844897175,-0.0925909626570983,1.1708817168306829,0.0264529185987804,-0.0023669171217339,-1.003186998802852,0.3152171192222029,-1.7340381695228004,0.0260411397450251,0.0739462283197975,-0.0813698421110957,0.4662968708959241,-0.1969201384921494,-0.002593242145848,1.0197012544937831,-0.3154330870825202,-0.0930654889581276,-0.0125020514198631,-0.0653100687892108,-0.0819043906015892,-0.0122012688802869
2,1,4.610042659086834,0.6954252190278101,1.5648552050108384,4.674828065114362,5.2401668461460265,5.014641589417868,-0.2710825816032625,1.4705445020238523,-0.7091399635591878,-0.3487961701358623,-1.5395987691426711,0.4477287723645927,-1.609932192213114,-1.5904020318099292,-0.3775849670681037,-0.075230312113515,-0.2386794055932002,-1.610048371755264,-0.322353239833096,-1.577044441316195,1.3276799023100212,-0.1991981235695497,-1.590292145019741,0.9686538493921736,-0.7270732657252091,-1.539694790075235,-1.5809033862605268,-1.587841163952657,-1.576586148512238,-1.5808427392283295
3,1,0.1002408908445623,0.6954252190278101,1.318837489369022,-0.274548922246337,0.0151200134139952,-0.0104263131086701,-0.169003580350443,1.2800417135514988,-0.7091399635591878,-0.730181334001013,1.0718769652957283,0.5454653729366117,1.105842581687183,1.0873222723340152,-0.8111094329558075,0.4697392115128148,-1.4174431186047214,1.1055239419776963,2.501914925194729,1.0787956613109462,-0.2929349676902239,-0.1959584591097324,1.087602129055736,-1.2987017272043009,0.7365362583376845,1.071513834493171,1.068935632112756,1.0982076700276042,1.0788052446500944,1.0687333989398662
4,1,-0.3870866583368448,0.6954252190278101,-0.0957155015786453,-0.3628091358229144,-0.2643009404758487,-0.3303062688422313,-0.1972679336067182,-0.0970321752615714,-0.7091399635591878,-0.4130588717395141,-0.8271946468422426,0.3372652021020606,-1.087959943096478,-0.9833557884904732,-0.7069709936411455,0.0872159900381537,-0.3215371731190631,-1.0880235246274994,-0.2088435730253511,-0.941481222689972,0.930118503195822,-0.1957137126797487,-0.9834009446499256,0.5836713359175376,-0.3611708847094856,-0.8270502125251354,-1.000158264609373,-0.9353278374540368,-0.9417778359529344,-1.0002144038183782
5,1,-0.3870915867295392,-1.6486902313717149,-1.4152574505676954,-0.3628131681792265,-0.2643087901420622,-0.3303102536613093,-0.4324548140527747,-1.4468913800071626,1.4275086135387989,2.219616371131828,1.3988159675979035,-1.7728011060738142,1.2434035786249542,1.2958740255091066,1.853291821805988,-2.0580837341643714,1.472781373640342,1.2433808777012638,-0.6391036569386107,1.3099095589932086,-1.827963703158943,-0.1986185148692536,1.29585942138368,-1.345495181880776,-0.7270732657252091,1.3984227267891478,1.2940819050588064,1.3104710412982392,1.309996217771001,1.29394999558622
6,1,-0.3870915859058692,-1.648690231371715,-1.1524550094064407,-0.3628131680332974,-0.2643087898978406,-0.3303102443959669,-0.3530436892566252,-1.2019592233998506,1.4275086135387989,1.0363444524732834,0.543123764041586,-1.203350795562385,0.441667706901747,0.4828790079685018,1.7568673409590785,-1.3204118343714286,1.493495815521808,0.4418697434919736,-0.5008310411389324,0.4944451813756794,-0.7401915416936987,-0.1996277098765712,0.482814537699334,-0.9286080402176342,-0.7270732657252091,0.5436578748229696,0.4757399585945805,0.5046563911041612,0.4951042384831265,0.4755055336476014
7,1,-0.38709152062165,0.2019342397829529,-0.6380771814247204,-0.3628130909971246,-0.2643085536725472,-0.3303101545456424,-0.2936156031972914,-0.684880226117748,0.3590374359084704,-0.5768589100662135,-1.148079223175864,0.9231953066999238,-1.4221572117305723,-1.3440282056525512,-0.7717682447702684,0.0760500579612102,-0.264152570609597,-1.4220011834221826,-0.3967958939454925,-1.24416163982498,1.222767866432662,-0.1999992329091992,-1.3446957927037064,1.362144263717078,-0.7270732657252091,-1.14843089976858,-1.3246545218752763,-1.2563434298077747,-1.2453639279941444,-1.325177278699717
8,1,-0.3870915716891908,-1.5420002787738387,-0.8169839229846564,-0.362813161249394,-0.2643087403478443,-0.3303102043076704,-0.3206723924562805,-0.8699455152759201,1.4275086135387989,-0.0438975913315798,-1.317603150295512,0.2628613792959826,-1.1153877492343778,-1.1849724916774285,0.1917051678520467,-0.5218675951912739,0.7486156824599077,-1.1154496014476445,-0.5223948016896721,-1.2421919191060973,0.4662968708959241,-0.1995589965483206,-1.1848215076842752,0.977161750242442,-0.7270732657252091,-1.3174752852474256,-1.1766276167156222,-1.2524126266360969,-1.242435527972069,-1.176607822170769
9,1,-0.3870915690440716,-1.5069697450244737,-0.8002271254610906,-0.3628131599045039,-0.2643087262347235,-0.3303101929675799,-0.2904955520570954,-0.8481683305226225,1.6945529634057128,-0.1116528310658649,-1.3105396533321918,0.1719777624034711,-1.0896478080895802,-1.1701288692694196,0.1608493339810375,-0.4728815705956489,0.601655115057617,-1.0902430816446484,-0.2936835895716277,-1.2349696098035272,0.6347082969095781,-0.1988005898284633,-1.1700962445903806,0.4624337488012161,-0.7270732657252091,-1.3111345774350107,-1.164441838172903,-1.2366894139493834,-1.2349101607775304,-1.1645332727002171
10,1,-0.387091304043312,0.4863075840981405,-0.4591425118689118,-0.3628131476590673,-0.2643087432444237,-0.3303098330128524,-0.3581681740369866,-0.5215921217128735,-0.7091399635591878,1.7924789577553817,1.3685438377551125,-1.662337535811282,1.1695594851767637,1.2203336665841638,1.8548346134995384,-1.739674574292808,1.472781373640342,1.169816278946356,-0.6335050771665215,1.2632928353129802,-1.8804197210976223,-0.1997399450595261,1.220655399154145,-1.179591115300546,-0.7270732657252091,1.3688858617534267,1.226171684458319,1.262646269376151,1.2631961428598983,1.2262275224687849
11,1,-0.3870912906971792,0.4883055232853667,-0.4591425118689118,-0.3628131460871763,-0.2643087560016989,-0.3303098152664699,-0.3575858462210364,-0.5161546223986919,-0.7091399635591878,1.8459147911540703,1.1172851600599196,-1.6680483555442047,0.9741891122252664,1.0178804398577834,1.8563774051930888,-1.7648879693052626,1.472781373640342,0.9743173643579468,-0.6370118798809071,1.0610681748410005,-1.6899215506887315,-0.1997409691031662,1.0181830316130889,-1.1987338922136492,-0.7270732657252091,1.1173206690098685,1.019791220872233,1.059554772172766,1.060973565010371,1.0199102206459003
12,1,-0.3870915837495949,-1.64962260299242,-1.007089790889509,-0.3628131681359882,-0.2643087900210993,-0.3303101878924481,-0.292064772276919,-1.054983616937521,1.4275086135387989,2.214028310122815,1.380652689692231,-1.771020930815164,1.211756110004301,1.2300211488633106,1.853291821805988,-1.4551234020093973,1.472781373640342,1.2117883515290768,-0.6377193927092482,1.2829900425018086,-1.8445287614553665,-0.1998448071282723,1.2301216397145065,-1.351876107518477,-0.7270732657252091,1.3806910489117166,1.2238776718282265,1.280334883648705,1.2833431211036477,1.224127600821733
13,1,-0.3870915859058692,-1.6468254881303035,-1.158040608580963,-0.3628131671649289,-0.2643087895280646,-0.3303101786027831,-0.2859901736915863,-1.185619537960735,1.4275086135387989,-0.6156260833162425,-1.2691677425470416,0.9517494053645372,-1.5335563012752715,-1.4848485367645272,-0.7779394115444722,0.1412446936362702,-0.2484767767533525,-1.532644853784927,-0.4209128529637233,-1.400426150189692,1.2338112386302775,-0.1995144506499763,-1.4845857920957088,1.4536041978574603,-0.7270732657252091,-1.269394239574391,-1.4679093015726916,-1.4161960921226988,-1.40034406661828,-1.46797195069927
14,1,-0.3870915716891908,-1.4901870558517742,-0.8169839229846564,-0.362813160361208,-0.2643087720253295,-0.3303101528499609,-0.292726787057157,-0.8644808284651675,1.6945529634057128,-0.3170140731470998,-1.6082155967863376,0.3667982984351745,-1.602336799744157,-1.6059617847913912,-0.3421007581164424,-0.2434396759823156,-0.2025690947457796,-1.6034778179486917,-0.2435424630413772,-1.5914890599213365,1.3994618215945276,-0.1989292097096597,-1.6055433103669887,0.7517023777103349,-0.7270732657252091,-1.6075188562420766,-1.5820741808039287,-1.6127362507066203,-1.5910599984446694,-1.5818927000518546
15,1,-0.3825659679953832,0.6954252190278101,0.8715427074733096,-0.3134241900402695,-0.2419430743353006,-0.3140984586806522,0.4508690553122828,1.111288922335872,-0.7091399635591878,-0.1242259683361446,-1.1248705902963865,-0.6683285697265751,-1.436504064171935,-1.3876893374844714,0.2680733566828003,1.350407080162105,0.4530149983135847,-1.436199697973834,-0.2623684565607105,-1.2684548620245375,0.9356401892946298,-0.072657358175603,-1.3872938752253314,-0.2905154764475189,2.38309697290844,-1.125023651141971,-1.371513194652092,-1.29041039062899,-1.2677408362900393,-1.371900535346629
16,1,-0.3870915867898077,-1.6521533259629066,-1.4991252221731417,-0.3628131681792265,-0.264308790142412,-0.3303101510768942,-0.3547600238720573,-1.4523288793213442,1.4275086135387989,2.2045984571701047,0.9124437481236776,-1.7747591014108162,0.7328244182117537,0.801837338162135,1.8733481138221435,-1.601361093081631,1.472781373640342,0.7328744508093117,-0.6358429456427785,0.8260148357209713,-1.4635324206375904,-0.1908002488901894,0.8015113032314901,-1.394415611769818,-0.1324818965746585,0.9130120706094648,0.788027683360208,0.8328784559393102,0.826078114123023,0.7878688786466251
17,1,0.0890104020507439,0.6954252190278101,1.318837489369022,-0.2163339983672295,-0.0622374627214855,-0.0069385161060814,-0.0941162232192536,1.290916712179862,-0.7091399635591878,-0.8433395694335302,0.7913552287524998,0.9806298365853172,0.6311305523773889,0.5787035059189045,-0.7540261402944372,0.6008488655775762,-0.6652849383952792,0.6314282257041474,3.151073325911217,0.6572754274700006,-0.1190018555777622,-0.1882470008823305,0.5785287478096516,-1.2136227187016186,0.5535850678298229,0.7915468908637271,0.5671550173517335,0.6546820454898874,0.6573898556075637,0.5668521252943742
18,1,0.8099256276807887,0.6954252190278101,1.402705260974468,0.0893192900487042,-0.1382757338063953,0.3230845189189544,-0.2389871242946837,1.3017917108082253,-0.7091399635591878,-0.4546200754940497,-0.1379991574212895,-0.3989410446107098,0.4268988882121087,0.252455174061598,0.0412829777308699,-0.3089945030146971,0.0633595510297957,0.4267218903210023,0.8527948066139149,0.1208548183608854,0.42488422515486,-0.1979596451912139,0.2524693507305487,-0.7520690975745691,-0.1324818965746585,-0.1378407635983082,0.2535227405486306,0.1200928141416216,0.1210606349567149,0.2534388194718244
19,1,-0.3870905587357904,0.6940932595696595,-0.297020495828414,-0.3628111694517634,-0.2643084526620448,-0.3303094464572228,-0.174152584196739,-0.2657577789806276,-0.7091399635591878,-0.4846559034174957,-0.270187457734824,0.4725300466332854,-0.1473971756906734,-0.2113379699369338,-1.0309572492867605,0.5144029398205906,-0.5048879762590643,-0.1473985370130201,-0.3928584312486385,-0.2192502924328997,0.3696673641667766,-0.1961015180062542,-0.2108505344737909,1.0303361305566137,0.8280118535916154,-0.2697967878025262,-0.198062643841042,-0.2192665263466165,-0.2187320707849974,-0.1980443346444129
