f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,disp.ratio_mean_25,pca.expl_var.cov_init,ela_level.qda_mda_10,disp.diff_median_25,disp.diff_mean_10,disp.ratio_mean_05,ic.h.max,disp.diff_median_10,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.adj_r2,ela_distr.skewness,disp.ratio_mean_02,nbc.nn_nb.sd_ratio,disp.diff_mean_25,ela_level.lda_qda_10,disp.ratio_median_10,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_25,disp.diff_mean_02,disp.diff_mean_05,nbc.nb_fitness.cor
1,1,0.5800180704316393,1.3913523999139823,0.7559982817010547,0.0464140176254594,1.311201069877768,0.8458810896321975,-0.6913271048037122,0.6457243798508657,-0.7883563124961728,-0.159668749941522,-0.6559690833927628,-1.7464218415156976,-0.1832480269744041,-0.1233497260103209,-0.0448873067812414,0.1819992755743915,-0.139142775358496,1.1825903377085745,1.0422057258939923,-0.230134077127351,-0.0103719821406627,0.4132319156956784,-0.1601209558856714,2.8845935123261226,-0.1386116406933461,0.6915641142106872,-1.0301936790870498,-0.0104443520620766,-0.0446696679788411,0.2796736325142522
2,1,5.0146415935153685,1.5656894955812108,4.610042660781348,5.2401668478831285,1.4705121422670784,4.674828067286952,-0.3552271277648689,0.6457243798508657,-0.3370818086171639,-1.6784209537540202,-0.6559690833927628,-0.2777935155163339,-1.6577357093212255,-1.7212367882055524,-1.703784983439885,0.5945099783348458,-1.705494063660946,0.4578547024643749,0.9532035382044812,-0.2801968180172517,-1.6823446281265413,2.000495117955213,-1.6784101651653378,0.1361465012335169,-1.70604782821198,1.3069048204703326,-0.4056995005611374,-1.6826077798986483,-1.703963758686303,-0.1078702408754173
3,1,-0.010426319372681,1.3182297025208478,0.1002408887684054,0.0151200089203322,1.278246781565753,-0.2745489256783712,-0.7371430225894442,0.6457243798508657,-0.9329524650058412,1.0625349064041028,-0.6559690833927628,-1.435486117684683,1.0354480017663366,1.098087201071006,1.0941967885196433,-0.6405321257045007,1.077222529763683,0.5558052091230563,-1.1883656308699997,-0.1779656930583901,1.1486742098010123,-0.8146088174164793,1.0621467106000804,1.2912679465079304,1.077217921793672,-0.5789918725669816,-0.8384562555938895,1.1485212865515029,1.0939165106566011,0.4330466229978025
4,1,-0.3303062757658233,-0.1046149470997005,-0.3870866608204591,-0.2643009453027157,-0.1115680871202532,-0.3628091393548935,-0.4195792565631491,0.6457243798508657,-0.3784430336373711,-0.9306949733553984,-0.6559690833927628,-0.3591701505773241,-0.9494279740021124,-1.0362140278129253,-1.0696783524812647,-0.0877511839772127,-1.0402468878391813,0.3471493719002228,0.4668176158103544,-0.2062721673984676,-1.1491304553497206,1.1521687932595404,-0.9304641839036236,0.361809180759805,-1.0399906598546325,0.696994503701128,-0.7345022308084418,-1.1490074989805918,-1.0696778823793984,0.0533680311713918
5,1,-0.3303102605849095,-1.4318916303232276,-0.3870915892131576,-0.2643087949689386,-1.47391647570607,-0.3628131717112102,2.216759585183782,-1.7837379718374091,2.1193714334366063,1.4056839399014824,1.5820611845132777,1.4030738721961549,1.4149634164856988,1.320481714802486,1.3117931714135898,1.2369310727746663,1.3194990389103725,-1.767535022273511,-1.228269504276247,-0.4418095361861697,1.2514359155553538,-1.2432368551574506,1.4052492892684842,-1.123039939110663,1.3194205284690703,-1.536291962738946,1.8212267192871163,1.2514529800822884,1.3118264853475925,-2.0759781956818126
6,1,-0.3303102513195671,-1.1675487250334085,-0.3870915883894876,-0.2643087947247169,-1.2267181548043655,-0.3628131715652811,1.031841039702407,-1.7837379718374091,1.2380074433718655,0.5075654818589498,1.5820611845132777,1.4234180309614028,0.4875991707846028,0.4748327032269157,0.4622881008225776,1.1605709426862132,0.4655332399505122,-1.1968384141953845,-0.9198879572611428,-0.3622800685922195,0.4359578299769073,-0.6873598687121328,0.5081429952029515,-1.1314103843662748,0.4648306492337143,-1.0059756405010571,1.7249729926339243,0.4360409975958357,0.4623504152642143,-1.3437919847020676
7,1,-0.3303101614692424,-0.6501557782079146,-0.3870915231052683,-0.2643085584994232,-0.7048550329007675,-0.3628130945291082,-0.5836072370326782,0.1342658871521295,-0.5637278709230149,-1.2674893951213504,0.4628921917490443,-0.3028113323763003,-1.255418592872307,-1.3738021851847275,-1.4471751076533377,0.5189798496603957,-1.3583898395830816,0.9343618417021,1.6720249259695632,-0.3027634195514363,-1.5341560739056876,1.4557803199927284,-1.2677647135803036,0.2507311099353366,-1.3571935055289466,1.4595763421444352,-0.7991847351193869,-1.5339528472358996,-1.4465345431313354,0.0422851344231637
8,1,-0.3303102112312706,-0.8301112140513348,-0.3870915741728092,-0.2643087451747206,-0.8916325853902671,-0.3628131647813777,-0.049904255803464,-1.6731635446709616,0.1148652355060759,-1.445418523601475,1.5820611845132777,0.6918530786056724,-1.4184771763329531,-1.3687568316947798,-1.280131419775157,1.0991508380498471,-1.3553210236809894,0.2725827090682382,1.0521357220411696,-0.3298605303163684,-1.1949983411799845,0.3283992832261113,-1.4451828442400712,-0.6749948896852859,-1.3551292787675089,1.0712259165852085,0.1625825015993076,-1.194937914195131,-1.2803416146179143,-0.5511861108045599
9,1,-0.33031019989118,-0.8132561935227597,-0.3870915715276901,-0.2643087310615997,-0.8696539135019037,-0.3628131634364876,-0.1177537829059985,-1.6368575841905924,-0.0371288596901327,-1.4380048099148015,1.8617765032987292,0.5475195197981728,-1.4237562021655228,-1.352228481638952,-1.2647458169442722,0.9904206528151996,-1.3474348174449602,0.1815001845125031,0.3092248991783065,-0.2996387187405277,-1.157510165261019,0.6431729984421372,-1.438528044531984,-0.5718348076161259,-1.3475604473089031,0.6833409529823056,0.1317813090702878,-1.1577402320075094,-1.264831922975398,-0.5025643702316864
10,1,-0.3303098399364518,-0.4701722506636135,-0.3870913065269302,-0.2643087480712999,-0.5400561522996312,-0.362813151191051,1.7890277725734745,0.4289929807855443,1.7477929484989716,1.3739108812443206,-0.6559690833927628,1.4030738721961549,1.3764546212145978,1.2702914393373914,1.2332166998129983,1.2875611590289673,1.270454914807241,-1.6568296917093586,-1.1067189958821009,-0.3674121901598415,1.201157656087564,-1.145009596508478,1.374249292638349,-1.123039939110663,1.2705671617817038,-1.3718287381713152,1.8227667789135675,1.201079595433002,1.2328964478347322,-1.7599368819581331
