f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,ic.eps.ratio,ic.eps.max,disp.diff_mean_05,disp.ratio_median_10,ic.h.max,pca.expl_var_PC1.cov_init,ela_level.lda_qda_10,ela_distr.skewness,ela_distr.kurtosis,ela_level.mmce_qda_25,nbc.dist_ratio.coeff_var,nbc.nn_nb.mean_ratio,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cor_x,disp.diff_mean_10,ela_meta.lin_simple.adj_r2,ela_distr.number_of_peaks,ela_level.lda_qda_25,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init,ela_level.lda_qda_50,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,disp.diff_median_02
1,1,0.0566335834528663,1.4146413235796256,0.9230617572809936,0.5991890533316648,-0.7091399635591878,1.5003812830820331,0.7772155112146693,0.0364664866130274,-0.0572051808355016,0.1336842210776902,0.6997709232301093,3.210205438932195,-0.2254357331178521,-0.197334926903242,-1.080741968250711,-0.4051664360588501,0.4514416510901918,1.2371694019525612,1.1079728367496913,-0.0416593075718371,1.0918554066672213,-0.2930463917577931,1.4556905046095157,0.4842788561246673,1.077376415500095,0.0544931608660156,0.2904943217052174,1.633622156617966,0.2082676475921743,0.0756993810182879
2,1,5.244518301442049,1.577108552848834,4.849418757110374,5.030657207614025,-0.7091399635591878,1.6787461611046763,4.626596184065309,-1.56051543712219,-1.562218584401793,0.5464500047950835,0.6997709232301093,0.2218092441063504,-0.275446073643697,-0.1996130849259224,-0.4425164283700174,-1.4259233575306338,1.3119101699576934,0.4961986457091847,0.7038066447277815,-1.5738326669287344,1.00061013265077,-0.7087263278924888,-0.0814673014705742,-0.2476369176571461,1.025088988877958,-0.3445938809591603,1.7365837517486409,-0.2011745454447955,-0.3378090693339728,-1.5559973765298516
3,1,0.025374931986024,1.3810341685068874,-0.2258724690498512,0.0091647825739407,-0.7091399635591878,1.4255692016297388,0.1222516379039427,1.1322948609070032,1.1102042502890104,-0.6893558023909938,0.6997709232301093,1.47777689335985,-0.173321953376757,-0.1963731745098506,-0.8847886273995473,0.5290856615593924,-0.306984126757771,0.5963433846509227,-0.9128581233598012,1.129545569221956,-1.1949321425467352,0.7692467783642069,2.502929771233375,0.5603691098346586,-1.29734421025529,2.4995402092413417,-0.8281402584971496,-0.5853333223854557,0.4500356489929299,1.152283868511788
4,1,-0.2537303211277997,-0.0363147170795174,-0.3163780596985648,-0.3104875695526088,-0.7091399635591878,-0.0301480190996966,-0.3644862058317053,-0.9500491643767738,-0.9226869888565034,-0.1362330419165804,0.6997709232301093,0.4671730768776715,-0.2015987995036327,-0.1961284094986478,-0.7785488642874716,-0.9637404415131436,0.9147708535573076,0.3830133564544995,-0.10452573931615,-0.9169817236682222,0.5019660215484687,-0.3392330513283148,0.0876847115749371,-1.2947837425232065,0.6307546464360086,-0.2302857862347251,0.9637089508815508,-0.4482557327555641,-0.3785279129933723,-1.0353741194093709
5,1,-0.2537381619251518,-1.4256529763313583,-0.3163821946397228,-0.3104915515363757,1.4275086135387989,-1.3880893269975123,-0.364491128260649,1.3420215709170038,1.3427611941236604,1.1892683480491308,-1.648925550924001,-1.147308643818635,-0.436889632771029,-0.1990334322215677,1.8333753858531152,1.7623972930713052,-1.8403831539703772,-1.7790430108152082,-0.4413308993342492,1.3427940254291024,-1.2358416972194004,-0.7087263278924888,-1.1073706237829115,0.5603691098346586,-1.3452743513255825,-0.6635723230668867,-1.218645421040521,-0.4897454347847151,-0.4212151068342697,1.289770670697444
6,1,-0.2537381616812061,-1.173557339320284,-0.3163821944900812,-0.3104915422776259,1.4275086135387989,-1.1176391977366242,-0.3644911274379757,0.5244462320026212,0.5222051593434445,1.1128609997553691,-1.6489255509240013,-1.156409858668298,-0.3574434081833748,-0.2000427038472595,1.7350052348234153,0.7663560355576763,-0.7537658577082057,-1.195561977582044,-0.4413308993343801,0.5319226456192357,-0.9196881341500016,-0.7087263278924888,-1.06170847023742,0.5603691098346586,-0.9182603672447972,-0.5243270965665245,-0.7122090383670902,-0.4365042331399443,-0.4704058935108153,0.490411522169708
7,1,-0.2537379257228093,-0.6413554389635718,-0.3163821154940757,-0.3104914524912324,0.3590374359084704,-0.5882927066923055,-0.3644910622327556,-1.3127535688765568,-1.2272573045035873,0.4708731711566867,0.2053155316316673,0.346397496034846,-0.297989054854366,-0.2004142550860226,-0.8446536057794297,-1.309759736927307,1.2071095170187016,0.983380230477506,-0.306608835326946,-1.2406864418532817,1.7375476866390105,-0.7087263278924888,-0.2836738646047689,-1.439717559113672,1.428137902423597,-0.419560165304183,1.2403167743497725,-0.5656344625821403,-0.5228426805210228,-1.3684550780722533
8,1,-0.2537381121871934,-0.831833294567344,-0.3163821875335925,-0.3104915022178534,1.4275086135387989,-0.7724057277385594,-0.3644911132385006,-1.152801753116523,-1.225275285095906,1.0514029152582114,-1.5420270978415849,-0.6601476705819417,-0.3250578032395382,-0.1999739853022733,0.1382609433093281,-0.4620124631626056,0.4514416510901918,0.3067762930864985,0.030196324691284,-1.235848580411925,1.1020356645120322,-0.7087263278924888,-0.7446595704870421,-0.0411062290157428,1.0338035599816475,-0.5460425367838225,0.2132068416185085,-0.6842481909044177,-0.5337339090674894,-1.0627265596671536
9,1,-0.253738098090018,-0.8094191969709547,-0.3163821861544878,-0.3104914908858316,1.6945529634057128,-0.755161298667727,-0.3644911105965823,-1.137874503429733,-1.218007880601074,0.9426054954051352,-1.506928105131628,-0.5479813470293382,-0.294867624648645,-0.1992155210039604,0.1067824949798259,-0.6226642788906104,0.6196742781764666,0.2136533889286556,0.7711676767314425,-1.2199999649316338,0.3404015590854546,-0.7087263278924888,-0.4564626863397447,0.270501476653742,0.5065720082084338,-0.3157225681452922,0.4999840703612971,-0.6907341965671415,-0.5273228603756317,-1.0375877171145198
10,1,-0.2537381150805001,-0.4732916809561891,-0.3163821735975221,-0.3104911311872221,-0.7091399635591878,-0.4041509449309334,-0.3644908459164948,1.2660556262097356,1.2958534014751948,1.239929742026517,0.4902446169387317,-1.147308643818635,-0.3625701579908066,-0.2001549475511417,1.8349493082695905,1.78711295702946,-1.892783480439873,-1.6658577215605226,-0.373969867330607,1.2946678438072583,-1.1112278002671807,-0.7087263278924888,-1.1073706237829115,0.5603691098346586,-1.1753402148036372,-0.6579343628392859,-1.1291546546243318,-0.5159542939898569,-0.4898811227015648,1.2164035863081302
11,1,-0.2537381278233616,-0.4676951522180145,-0.3163821719856415,-0.3104911134534667,-0.7091399635591878,-0.4041509449309334,-0.3644908325865119,1.0624618010521738,1.0923660756198756,1.2532179765123892,0.4922464606294137,-1.147308643818635,-0.3619875727854166,-0.2001559716725275,1.8365232306860653,1.6264611413014551,-1.702487557998018,-1.6717092505471018,0.9058897407385962,1.0904939561025382,-1.1291375131423105,-0.7087263278924888,-1.1089869832004513,0.5603691098346586,-1.1949479997869383,-0.6614658324323985,-1.3264411169509311,-0.3427353425904234,-0.4496387171603017,1.0214295688134698
12,1,-0.2537381618043255,-1.022283167527425,-0.3163821945953846,-0.3104914858143109,1.4275086135387989,-0.968043775547153,-0.3644911252843106,1.275797686661176,1.315673595552011,1.2166753316762422,-1.6498597446463192,-1.147308643818635,-0.2964375384652748,-0.2002598175810461,1.8333753858531152,1.7599257266754902,-1.8569306254870583,-1.7772189737041908,-0.7107750273488557,1.312569752820218,-1.2362187438062453,-0.7087263278924888,-1.1073706237829115,0.5603691098346586,-1.351810279653349,-0.6621783219117109,-1.3976269538729,-0.5297135715851081,-0.4522212590601921,1.2582629676313437
13,1,-0.2537381613118478,-1.1567397704620694,-0.3163821935996211,-0.3104914765312558,1.4275086135387989,-1.123387340760235,-0.3644911274379757,-1.4543672657023916,-1.3844975108463344,0.4891444935747621,-1.6470571634793645,0.3472584217638678,-0.2903602549016804,-0.1999294360219916,-0.8509492954453322,-1.346833232864539,1.218141164696489,1.012637875410401,0.4343625167131937,-1.400965650197398,1.8510387092793077,-0.7087263278924888,-0.3161626888973134,-1.4904443949203243,1.5218195417882583,-0.4438467632076944,2.0233609804914288,0.1904770687767846,-0.5231666816256921,-1.4788016800797217
14,1,-0.2537381438288881,-0.8262087831854784,-0.3163821866228106,-0.3104914507967575,1.6945529634057128,-0.7724057277385594,-0.3644911132385006,-1.5761628519805566,-1.5767533933914586,0.6652136005125625,-1.4901126181298996,0.2021309417287006,-0.2970998458566655,-0.1993441506500151,-0.4063162127910893,-1.5074850485925435,1.383615879863317,0.4132741206422363,-0.373969867330607,-1.598370695724082,0.7640133994056327,-0.7087263278924888,-0.0196415537496871,-0.048352919845266,0.8028674257338764,-0.2652287485244712,2.192173108049241,-0.5062897969641135,-0.5262573469038059,-1.5494444640723612
15,1,-0.2313977157831671,1.207345899117639,-0.2657367400587138,-0.2942912917049132,-0.7091399635591878,0.965257908298986,-0.359970985888372,-1.3566606825546366,-1.251702210531663,-1.6618884638257356,0.6997709232301093,-0.4995235274243754,0.4468246665712583,-0.0730627125207927,0.2161701029248517,-0.9983423710545644,0.9202866773962012,-0.6473573048108275,-1.3170243153816923,-1.2745384599432046,-0.4711912190980641,2.431966522902989,-0.1427273233953223,0.7813931801351071,-0.2646675344680853,-0.2841871642348653,0.8843875897399247,0.6225776000049289,0.0795737132873813,-1.3826154708827207
16,1,-0.2537381619255012,-1.431249505069533,-0.3163821946397228,-0.3104914490249523,1.4275086135387989,-1.4743976944970285,-0.3644911283208446,0.8452015371169,0.8558450929698611,0.2009559081624161,-1.652395413321183,-1.147308643818635,-0.3591605014203137,-0.1912145726775092,1.8538363772672912,1.3496457049701245,-1.4763387806033537,-1.7810492493248924,-2.192717731429154,0.8627032891722609,-1.2358416972194004,-0.1082997534757061,-1.1158565107249945,0.5603691098346586,-1.395383135171797,-0.660288675901361,-1.118985249349765,-0.5796264341754819,-0.41743045707913,0.780634907885033
