f_id,i_id,pca.expl_var.cov_init,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.intercept,ic.eps.s,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,ic.eps.max,ela_meta.lin_simple.coef.max,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_10,ela_distr.skewness,disp.ratio_mean_25,ela_level.qda_mda_10,ela_level.mmce_qda_25,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,ela_level.lda_qda_10,disp.diff_median_02,ic.h.max,disp.diff_mean_25,ela_distr.number_of_peaks,disp.ratio_median_05,ela_level.qda_mda_50,pca.expl_var_PC1.cor_x,nbc.nb_fitness.cor,disp.ratio_median_02,disp.diff_median_10,disp.diff_mean_02,pca.expl_var_PC1.cor_init
1,1,-0.655664334537321,1.3911125027529851,0.6687465402908132,0.5800180742114381,1.3110759900738376,0.0464140177262151,-0.7098406784935944,0.7559982823266437,0.845881089579042,1.2129247922413853,-0.0708960015690473,-0.2239028730097326,-0.091285406572983,-1.7616977591970595,-1.0321317749596033,0.4764549763111628,-0.1971414602547949,2.8829879624648598,0.0610952014045897,0.156749126270927,-0.0917661247212688,-0.3219243764261161,0.0103664642543093,0.3355625539135876,1.1504562809115708,0.2989435066763927,0.0615040620880366,-0.0714432826866659,0.0542194273170243,0.9956842524150956
2,1,-0.655664334537321,1.5647901669322497,0.6687465402908132,5.014641590446385,1.4695022199810377,5.240166847843852,-0.3713360350251736,4.610042660087529,4.674828067340336,0.4802024799184377,-1.5672319937909138,-0.2739024102851317,-1.5385575826096014,-0.287943299036519,-0.4073001864068378,1.3408954466667653,-0.1994195363000069,0.134881624564373,-1.5596191544052842,0.5658067320907567,-1.5386575792309345,-0.733798210971294,-1.5545723172168042,-0.3303425994114358,0.75009749515434,-0.0886977949727065,-1.5595106626705044,-1.5667779756969913,-1.5449077742048396,0.9431566817578602
3,1,-0.655664334537321,1.3182663925598452,0.6687465402908132,-0.0104263146810068,1.2783047358336472,0.0151200090219317,-0.7559843915990713,0.1002408896184888,-0.2745489257627025,0.5792324133754427,1.0897825314669665,-0.1718003509047246,1.073395270655929,-1.449676738148469,-0.8402907570192341,-0.2854717203163761,-0.1961797424691987,1.2898598911970085,1.1304335610301854,-0.6588969247702209,1.0730242399555256,0.730642089633783,1.0887496473363107,1.4794915194400884,-0.8513376478745279,0.4523550550227617,1.1307551363356765,1.0897733956578886,1.1625641306418408,-1.389942914934341
4,1,-0.655664334537321,-0.0991963355548415,0.6687465402908132,-0.3303062705801302,-0.1037908499447862,-0.2643009451935826,-0.4361485786237059,-0.387086659803542,-0.3628091394416807,0.36827716280593,-0.9313877266834656,-0.2000710886578656,-0.8260233034730234,-0.3696039729802701,-0.7362805665696369,0.941922921887256,-0.1959349862656448,0.36051633294002,-1.042500037216155,-0.1107432719009932,-0.8258838585800082,-0.3676881358200247,-0.97531452193332,-0.3629534321921654,-0.0506200763602329,0.0725810122632196,-1.0424412416993036,-0.9316923541877103,-1.0346139179041094,0.5470112530512105
5,1,1.5174202131795802,-1.4214525838857937,-1.661197485941797,-0.3303102553992103,-1.4585725094164492,-0.2643087948598053,2.2190522564074664,-0.3870915881962389,-0.3628131717979975,-1.7697113171038978,1.3209986285969468,-0.4353110943209567,1.400394004990558,1.3987910269502932,1.820829226780084,-1.8259489687705983,-0.1988399044539336,-1.124148738161292,1.266994985820607,1.202850166506345,1.399992373603179,-0.733798210971294,1.3134346330294508,-0.2559952687096901,-0.3842523978244345,-2.0573005307460392,1.2670240379012472,1.3210653619837234,1.261000006157161,-1.4380931880368069
6,1,1.5174202131795802,-1.1581095577938052,-1.6611974859417973,-0.3303102461338679,-1.2127471726555186,-0.2643087946155836,1.0256560731910147,-0.3870915873725689,-0.3628131716520684,-1.1927255612358727,0.505173649519003,-0.3558820317332444,0.5445454657443616,1.4192061954362312,1.7245234948823087,-0.7343158106933249,-0.1998491397618933,-1.132518145890514,0.4730160547025578,1.1271292414853715,0.5450726239686005,-0.733798210971294,0.4969220626434202,-0.5504321704418746,-0.3842523978245641,-1.3249302486636083,0.472818783377981,0.5058174061992428,0.481203330823823,-1.009118027669385
7,1,0.4307285453607476,-0.6426736540146089,0.1782389763842377,-0.3303101562835434,-0.6937825728268869,-0.2643085583902899,-0.6013501163830081,-0.3870915220883496,-0.3628130946158955,0.9619607872535166,-1.2342019902542636,-0.2964405217534782,-1.1469665056903495,-0.313048438661118,-0.8009980184049417,1.2356110304055048,-0.2002206776307191,0.2494520303711553,-1.3733391400424797,0.490908860602618,-1.1473227853720358,-0.733798210971294,-1.2995103404509305,-0.3322214128226713,-0.2507994692386909,0.0614953292824801,-1.3734994320058438,-1.2354110644362537,-1.4027457447619642,1.348056705574049
8,1,1.5174202131795802,-0.8219484069524704,-1.555152530830011,-0.3303102060455714,-0.879522729040857,-0.2643087450655872,-0.0638286950169203,-0.3870915731558905,-0.362813164868165,0.2928887660506807,-1.2322313985173603,-0.323503422738593,-1.3165214049749736,0.6850877719081139,0.1612888547176241,0.4764549763111628,-0.1997804236896822,-0.6761592244390174,-1.0696683774038462,1.0662232800554567,-1.3163978045170954,-0.733798210971294,-1.1512915736650118,-0.6186062570781328,0.0828328522256403,-0.5321251142023038,-1.0696114214593109,-1.2324813851752026,-1.07853819894271,0.9519112768673996
9,1,1.7890184331540973,-0.8051571406766794,-1.5203337752814472,-0.3303101947054809,-0.8576661306675074,-0.2643087309524664,-0.1321636594631989,-0.3870915705107713,-0.3628131635232749,0.20080250071587,-1.2250058954820495,-0.2933197658401517,-1.3094566175047793,0.5402504279200419,0.1304710205103378,0.6454641708358163,-0.1990219866840252,-0.5730119291815791,-1.0446987359401223,0.9584032672538508,-1.3100559476625155,-0.733798210971294,-1.139245525480996,-0.4530022749735218,0.816823959447221,-0.4834911501577675,-1.0441132527614585,-1.2249527306077146,-1.0429652253747193,0.422258272740277
10,1,-0.655664334537321,-0.4633709156329544,0.4608931326434924,-0.3303098347507532,-0.5298990149862665,-0.2643087479621666,1.788260186728092,-0.3870913055100115,-0.3628131512778383,-1.6577859999913898,1.2743612908235706,-0.3610076740584723,1.3701163444040214,1.3987910269502932,1.822370118490448,-1.878591176901229,-0.1999613794267867,-1.124148738161292,1.1941217105851092,1.2530564320093822,1.3704501559941562,-0.733798210971294,1.245872014953891,-0.3021603982429041,-0.317525933531572,-1.7411797644565523,1.193873553931999,1.274244842980482,1.21282681430018,-1.267378583400792
11,1,-0.655664334537321,-0.4633709156329544,0.4628789932261102,-0.3303098170043708,-0.5244416870528459,-0.2643087607194418,1.8421532256986104,-0.3870912921638787,-0.3628131497059473,-1.6635723900932182,1.0720472058348376,-0.3604252147033327,1.118811761535739,1.3987910269502932,1.8239110102008125,-1.6874168421110431,-0.1999624035113204,-1.124148738161292,1.0004599975849846,1.2662252885347691,1.118839375435754,-0.733798210971294,1.04004171337486,-0.280419843055751,0.9502768880328164,-1.766211951832417,1.0003382734876447,1.0719339264472676,1.0067030266638428,-1.2870764223972548
12,1,1.5174202131795802,-1.0124453228513188,-1.662124220880352,-0.3303101896303491,-1.0652355986151598,-0.2643087947388423,2.213416383051072,-0.3870915852162945,-0.3628131717547592,-1.767907585069285,1.2940672081926026,-0.2948893405234751,1.3822274086386384,1.3987910269502932,1.820829226780084,-1.842572823969743,-0.2000662456830374,-1.124148738161292,1.235699350500135,1.230010933089956,1.3822574824495424,-0.733798210971294,1.2437770500523238,-0.259081890742434,-0.6511582549959218,-1.4586736497860833,1.2356738304858548,1.2944006222075697,1.240045150530149,-1.444659134368961
13,1,1.5174202131795802,-1.1637066465524024,-1.659344016064687,-0.3303101803406841,-1.1963479022155896,-0.2643087942458075,-0.6404489877929921,-0.3870915873725689,-0.3628131707836999,0.9908927377626584,-1.3905356013819217,-0.2888133697767037,-1.26807714803651,-0.2975991219690568,-0.8071615852464009,1.2466936005382678,-0.1997358760124663,0.2502437311022976,-1.482943036208257,0.5090160383250266,-1.2683080457554818,-0.733798210971294,-1.441967953757537,-0.4653487631044977,0.4831916379828712,0.1262214137829294,-1.4838521621080247,-1.3904589044100075,-1.5057102399583162,1.4421686030015952
14,1,1.7890184331540973,-0.8219484069524704,-1.5036525463874584,-0.3303101545878619,-0.8740381144677692,-0.2643087767430725,-0.3392820053106821,-0.3870915731558905,-0.362813163979979,0.3982010659039561,-1.5816829998615376,-0.2955515048430021,-1.6071869466057582,-0.2523546945137351,-0.3718596770684579,1.4129321525297305,-0.1991506117014577,0.1167856078525417,-1.5531103473962056,0.6835033872864015,-1.606493936251438,-0.733798210971294,-1.555619799667587,-0.6131040178023716,-0.317525933531572,-0.2556982450374011,-1.5519866128908102,-1.5812581483697643,-1.564307581750203,0.7199145064646104
15,1,-0.655664334537321,0.8700515247713988,0.6687465402908132,-0.3140984604101624,1.1089365634199386,-0.2419430790269759,-0.1448443745150857,-0.3825659694598483,-0.3134241936017387,-0.6506234714102987,-1.258505955009405,0.4482123047635426,-1.123753632574,0.3937578000006765,0.2375629943806633,0.9474642069536374,-0.0728737176962616,-0.5284504880286943,-1.3874042240145263,-1.6226926117219709,-1.1239112949610015,2.3781374278144947,-1.3461233095108125,-0.3963694707205673,-1.2516964336317402,1.326693599794024,-1.387711526034155,-1.2577977478356253,-1.4066433545683228,-0.3525233944539432
16,1,1.5174202131795802,-1.5054928715961275,-1.6646396442850009,-0.3303101528147951,-1.46402983734987,-0.264308794860155,2.2039058467621566,-0.3870915882565074,-0.3628131717979975,-1.771695222281667,0.8368899252310497,-0.3575987540431293,0.9139329249001508,1.3987910269502932,1.84086081901482,-1.460224154389378,-0.1910213262645068,-1.124148738161292,0.7612860444814008,0.2234164624306978,0.9144937529047328,-0.1388693388504814,0.808548091751623,-0.2676707520509389,-2.1191404694390648,-1.6038603365660964,0.7612406915995881,0.8369358640950861,0.7691819191948189,-1.4884321099166573
17,1,-0.655664334537321,1.3182663925598452,0.6687465402908132,-0.006938517676613,1.2892193917004882,-0.0622374672037106,-0.8701108270660518,0.0890104008191253,-0.2163340018160533,1.0201553391347618,0.6680758997696711,-0.0968960778337805,0.7928222825539902,-0.7083854175847518,-0.7832777637357511,-0.1109212407253412,-0.1884679762966367,0.2733161524098825,0.6607931605560637,-0.5551921796327999,0.7930065616395799,0.5475870520581484,0.5880530358616167,2.20162687414423,-0.6511582549959218,0.5825224293772563,0.6605020251047947,0.6681739159903178,0.6579510281468762,-1.3023969638389488
18,1,-0.655664334537321,1.402306680270179,0.6687465402908132,0.3230845175192349,1.3001340475673295,-0.1382757383772444,-0.478065386711887,0.8099256268051305,0.0893192869545039,-0.3776711840354823,0.1314180834196872,-0.2417997030902832,-0.1367018974527927,0.009731927940873,0.0110519129570967,0.4348953383132956,-0.1981810084649521,-0.3316563062875281,0.4580105535234807,0.5172465736533925,-0.1365495133891001,-0.1388693388504814,0.2753795243026301,-1.4114655166194945,-1.118243505046015,-0.3207819322146492,0.4581886865841311,0.1316104058853481,0.4546542979437714,-0.8274601791464463
19,1,-0.655664334537321,-0.3009154144146769,0.6674226332357348,-0.3303094481951234,-0.2731317357188274,-0.2643084573797874,-0.5083582060025053,-0.3870905602024896,-0.362811173070532,0.5053319455035209,-0.2088374231522741,-0.1769505178343795,-0.2689143486806835,-0.5503058021463414,-1.059867825746161,0.3794824876494747,-0.1963228070785564,0.3573495300154494,-0.110714575513437,-1.4638432798844911,-0.2685294502289788,0.8221696084216004,-0.1750379295344374,0.9437612953220932,0.8835504237400835,0.4966977869457212,-0.1107130773138511,-0.2083307345201436,-0.1193382570248314,1.006627496302015
20,1,-0.655664334537321,1.4975691309414998,0.6687465402908132,1.0122726668398774,1.4421882936742678,0.3235480248921779,-0.6985689317808069,1.7924273979059535,1.4393714045895198,0.4664804691055306,0.8473997478278673,-0.1600040161753724,0.6858412151482156,-1.0223376032198506,-0.6137796755956673,-0.188499231654688,-0.1949331243663278,0.6440582947935274,0.8566058102854031,-0.43584941737148,0.6859717929048389,0.8221696084216004,0.8954891351666846,3.8735024082278926,-0.6511582549959218,0.4369781399204451,0.8569633249079183,0.8471819773411108,0.8514063352122674,-0.5166720527578086
21,1,-0.655664334537321,1.3490923588978183,0.6687465402908132,0.2380210452215298,1.316533318007258,0.0339163517332439,-0.7556321495142974,0.255515446678323,1.2113122313631917,1.2036665680784595,0.6063306920133688,-0.1663129706641996,0.3659072682837742,-1.8599112724537337,-1.1638780161957578,-0.1192331683249134,-0.1956888987521971,2.084275024846404,0.6732508063598768,-0.7082801367404216,0.3661223139048826,0.730642089633783,0.7226545307873453,-0.1561497559983199,-0.9180641121673904,0.7802767096465848,0.6730421080709511,0.606303852019753,0.6716917260246554,1.1598329107189511
22,1,-0.655664334537321,0.3518170766129037,0.6687465402908132,-0.3299729575755089,0.6336851603380059,-0.2640621002211726,-0.3829600238227365,-0.3870752489269416,-0.3612919087594319,-0.2964963971784051,-0.0150625690234541,0.1663142391782215,-0.3203863716778028,-0.2586999495836887,-0.5845027330987437,0.343464134717989,-0.1546320184863364,-0.192543177815325,0.2401120986342881,-3.049044384127934,-0.3202920682995889,3.705286450237845,0.1177334154596553,0.6368437045009872,-1.3184228979246213,1.1697060246796749,0.239991242973002,-0.0151892999850765,0.2353292509504836,0.2012047462244119
23,1,-0.655664334537321,-0.3737335391640237,0.6605383165493267,-0.3303096490634701,-0.3933293834524159,-0.2643081630996471,-0.404446790993989,-0.3870910733890872,-0.3628125468222278,0.2419685331545915,-0.6003283148837201,-0.2194945753639924,-0.8139122392384065,-1.212419374663245,-0.242424773397847,0.9086752114889608,-0.1978735782879358,1.1639794749453316,-0.4796578683605197,0.2571616572770016,-0.8136702071251453,-0.4592156546078421,-0.5102323137852784,-0.1164262724464847,1.4840886023759206,0.11120210135741,-0.4798095192843999,-0.6004367293299985,-0.4669098175440579,0.6542550431430663
24,1,-0.655664334537321,-0.7379081192421366,0.5146437590796785,-0.3303100128366855,-0.5462709987865282,-0.2643086446097488,-0.6904673638309897,-0.3870915687897697,-0.3628130928143012,1.04644208274021,-1.2433980850264807,-0.0313172855961757,-1.162105335983618,-0.0873780626949397,-0.2293271938597496,0.8754275010906721,-0.1851232138011245,-0.1918645771886314,-1.096153226976971,-0.5305005736476985,-1.1619026824120875,-0.2303968576382987,-1.1926671304709748,-0.5873374338768569,1.884447388133133,1.1174960338671576,-1.096781601219317,-1.2435297957453666,-1.0426672022412984,0.8140264038921563
26,1,-0.655664334537321,-0.5810497067824562,0.5828249724162201,-0.3303099735550063,-0.4807284903061468,-0.2643086459039651,-0.1656266575167888,-0.3870915105167904,-0.3628130734669799,0.1300432160420833,-0.1050529250087027,-0.043273030254303,0.1196489621799146,1.0100751837518276,0.4633036299490478,0.299133854186931,-0.1840940088447576,-0.7777231182341712,-0.7591594146888736,-0.4547796486267252,0.1192639424089891,-0.0015780606687555,-0.4201488230178645,-0.4907127441561763,-0.4509788621173156,0.7073257635797802,-0.7590353666641596,-0.1053312864359581,-0.7671156790538408,0.2012047462244119
27,1,-0.655664334537321,-0.3233037694490648,0.6668930704137033,-0.3303094416452919,-0.2895310061587562,-0.2643013276036914,-0.3399864894802315,-0.3870909093247349,-0.3628124031342718,0.6197371440882413,0.0388002717852345,-0.0842720377050195,0.3225092881097336,0.6530856159031306,-0.5167034978427101,0.0941063067307979,-0.1864729572165389,-0.5698451262570084,0.0704598463068214,-0.8045774000823133,0.3217492338149546,0.2730044956946964,-0.0608623423989958,0.0417966569711297,1.951173852426014,0.5360340813935082,0.0702821201643463,0.0387768413147735,0.0972746129609561,0.1880728535601032
28,1,-0.655664334537321,-0.3681364504054267,0.6683493681742897,-0.330309342862106,-0.349616186705717,-0.2643039309506405,-0.7295662352409739,-0.3870910236608472,-0.3628126211839339,-1.286961057179934,1.218527858277979,5.207732941652946,0.9411828194280364,-0.1433818357036617,-0.4766403133732356,-0.3658203537789137,5.289984066753781,-0.1210639118035915,1.43209337899319,0.2596308178755132,0.9412315313016802,-0.4134518952139334,1.322338233861114,-0.4618595381979177,0.0828328522256403,1.8284101553417056,1.4321351302889782,1.218423065611574,1.3440502292929155,-0.9740996472312284
