f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ic.eps.ratio,ic.eps.s,ela_distr.skewness,disp.ratio_mean_25,disp.diff_median_10,ela_level.lda_qda_25,ela_level.mmce_mda_25,disp.diff_median_25,nbc.dist_ratio.coeff_var,pca.expl_var_PC1.cor_init,disp.ratio_median_02,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.intercept,ela_level.mmce_qda_50,disp.ratio_mean_02,disp.diff_mean_10,ela_meta.lin_simple.coef.max,disp.diff_median_02,ela_meta.lin_simple.adj_r2,disp.diff_mean_02,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,ela_level.lda_qda_10,ela_level.lda_qda_50,pca.expl_var.cov_init,disp.diff_mean_25,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio
1,1,0.7559982817010547,0.6458456485147371,1.3913523999139823,1.3112325914284797,-0.2311697420731954,-0.1467133260803273,-0.1241714568815863,0.9935385847444046,-1.3415467185838474,-0.1697585667230428,-0.4325658098583281,1.0616835695756457,0.0158074688593457,0.6841347430305222,0.5800180689971863,-0.6807291720515934,0.0069593657979575,-0.1081473437605262,0.8458810896109695,0.0153936207138606,1.0644372131383462,0.0068994619454503,0.0464140187043862,-0.0290785580746541,2.8803513607058533,0.058053814385244,-0.6548570506842823,-0.147184407321944,-0.4009333524279344,0.4734901908914786
2,1,4.610042660781348,0.6458456485147371,1.5656894955812108,1.4705706046020393,-0.2812477742096867,-1.6406458379256876,-1.6611457251173494,-0.2044336934422476,-0.2277062937473607,-1.6201762159310544,-1.455840687336744,1.0098141490769337,-1.6379037524054072,1.2965795645543163,5.014641594680064,-0.3452044064630778,-1.624396106401554,-1.6746674300090787,4.67482806730827,-1.6380168643413278,0.9745174360436816,-1.6246147637922046,5.240166847462558,-1.6516769251835437,0.1096799622892655,-0.3401563207613198,-0.6548570506842823,-1.6407179694649634,-0.4301226425210145,1.3368798013683074
3,1,0.1002408887684054,0.6458456485147371,1.3182297025208478,1.2782727302811416,-0.1789854236064998,1.0555168821969032,1.0693808380021794,1.80969656480448,-0.9729727004528236,1.0290430579144116,0.5039908576642899,-1.2940526114075162,1.1066257525094845,-0.5804418186079925,-0.0104263211531956,-0.7264666791193308,1.1378488885994134,1.0893124302299493,-0.2745489257120491,1.1063047054084705,-1.189130754130834,1.1376914019327804,0.0151200100082939,1.0850805724376775,1.2741419065081394,2.497728405472969,-0.6548570506842823,1.055154231892113,0.6693406176516552,-0.2875102670608593
4,1,-0.3870866608204591,0.6458456485147371,-0.1046149470997005,-0.1117771672824081,-0.2073005439230371,-0.9051393153574696,-1.008375303251974,-0.0726063549435798,-0.796804061830726,-0.9234311344514572,-0.9925176798586236,0.6186322694824817,-1.1104048404135298,0.6895395763016602,-0.3303062777338207,-0.4094464011231059,-1.1041352871218892,-1.0030918605703876,-0.3628091393895521,-1.1104654378250007,0.4831170013011439,-1.1039859576104063,-0.2643009441340819,-1.0314455519991583,0.3371673867621066,-0.2260993931287171,-0.6548570506842823,-0.9049672186482928,-1.500396612600604,0.9383922888405398
5,1,-0.3870915892131575,-1.7910611655063096,-1.4318916303232276,-1.4743559399429726,-0.4429098556352256,1.3930581191828797,1.3071134354963283,-1.0039636671173982,1.6882291308984907,1.4023631352848414,1.7403447653198092,-1.341599580198002,1.2456432507385478,-1.5332367124057256,-0.3303102625529093,2.2223805322860835,1.2381142077823424,1.3073412766198935,-0.3628131717458689,1.2456211067182683,-1.229446026092698,1.2381208931410757,-0.2643087938003025,1.297915601710656,-1.1596884633907678,-0.6584338773556045,1.5470030867191007,1.392662536217213,0.6693406176516552,-1.826114829320857
6,1,-0.3870915883894876,-1.7910611655063098,-1.1675487250334085,-1.227115815816104,-0.3633560964288192,0.5096168569479709,0.4691638205174551,-0.9683772140587514,1.6606266713908808,0.4901374956182462,0.7418465192573356,-0.9179993127918556,0.4354185678084218,-1.005416137527176,-0.3303102532875669,1.0394898914807855,0.4424465031933426,0.4782925948379584,-0.3628131715999397,0.4356245240894319,-0.91788514553949,0.4425310440168229,-0.2643087935560809,0.4669990480338276,-1.1681265934213394,-0.5194946118519328,1.5470030867191007,0.5101835257576065,0.6693406176516552,-0.7358087186545986
7,1,-0.3870915231052683,0.132819922851462,-0.6501557782079146,-0.7051644426593814,-0.3038212685240634,-1.2364297886955626,-1.3205514632887698,-0.3620218448630154,-0.8195354990722871,-1.2244266594836024,-1.339390519681815,1.4096409320878374,-1.448140602982298,1.448532591377164,-0.3303101634372422,-0.5731936592511119,-1.479807491614153,-1.3340530667247383,-0.3628130945637669,-1.4479788556079591,1.7007496853474924,-1.4795735355677997,-0.2643085573307873,-1.400682080056067,0.2251911206807384,-0.4149578830569564,0.4459216458094205,-1.2367680761672275,-1.607424009608563,1.2317233744512568
9,1,-0.38709157152769,-1.6437307007004458,-0.8132561935227597,-0.8699911920772938,-0.3006956132993579,-1.404158613247236,-1.3098019033018184,-0.4966835026318413,0.30567064438498,-1.3900162689917357,-0.6506001663186202,0.4954423957980416,-1.1121105765881203,0.6759502812199419,-0.3303102018591797,-0.1081374805165617,-1.11231142902951,-1.3129028610945608,-0.3628131634711463,-1.1127084928770237,0.3238995447512933,-1.112506403594217,-0.2643087298929636,-1.2222446312716515,-0.6040261979992118,-0.3113484463565542,1.8221977608425264,-1.404747117578364,0.0985278336092072,0.6422939288372693
10,1,-0.3870913065269301,0.4284501318369121,-0.4701722506636135,-0.5403376932414691,-0.3684897855601627,1.3618043009434402,1.258989137123664,-1.0039636671173982,1.6898528049871735,1.3644829705471848,1.7651213967357515,-1.1730239635771886,1.1710172931002465,-1.3695474761941215,-0.3303098419044513,1.795380752562093,1.189057356336617,1.2581362504884457,-0.3628131512257097,1.1712776933198743,-1.1066423635729186,1.1889720526116572,-0.2643087469026639,1.2210585078065253,-1.1596884633907678,-0.652808305315189,-0.6548570506842823,1.3621679933393156,0.6693406176516552,-1.8786930427793824
11,1,-0.3870912931807973,0.4305271590663181,-0.4701722506636135,-0.5348489569971163,-0.3679064117952373,1.1023976095560666,1.0510446051414877,-1.0052233645708015,1.6898528049871735,1.1066099544797827,1.6040732925321266,-1.1924749962642054,0.973578330891484,-1.4293094897921317,-0.3303098241580688,1.848799367687008,0.9786292830299536,1.049385397183472,-0.3628131496538186,0.97370906829949,-1.1242919065976975,0.9786736526647573,-0.2643087596599391,1.014135562680019,-1.1596884633907678,-0.6563320152745702,-0.6548570506842823,1.1024462677117866,0.6693406176516552,-1.6877511096931563
12,1,-0.3870915862332132,-1.7920304448800322,-1.0213314219480194,-1.0787552751312497,-0.30226765207642,1.3743058282392182,1.2797061807213816,-1.0039636671173982,1.6882291308984907,1.3875806319725854,1.7378671021782153,-1.348083257760341,1.21366069746499,-1.5332367124057256,-0.330310196784048,2.2167942718808638,1.217028368125847,1.2764394665571328,-0.3628131717026306,1.2136941163822843,-1.2298175954195356,1.2167416401202953,-0.2643087936793395,1.2307328273189335,-1.1596884633907678,-0.6570429392137438,1.5470030867191007,1.3743559417063715,0.6693406176516552,-1.8427184756761787
13,1,-0.3870915883894876,-1.789122606758864,-1.1731670652096,-1.210622163401824,-0.2961821425917771,-1.3614450616533336,-1.4799168157407043,-0.3873417636764242,-0.8958481812403845,-1.339593249183607,-1.3765554668057285,1.5025736438146953,-1.5607191905052216,1.5174056096322353,-0.3303101874943829,-0.6119483408123244,-1.584376043380042,-1.4979252537365668,-0.3628131707315713,-1.5597938898080117,1.8125920527255672,-1.584623364311175,-0.2643087931863048,-1.543647023961653,0.2259893221701165,-0.4391911164618237,1.5470030867191007,-1.3616534269957905,-1.6852621165234418,1.2427924720214714
14,1,-0.3870915741728091,-1.6262836719734357,-0.8301112140513348,-0.886457400810352,-0.3029308559354931,-1.71148782593509,-1.6760291173784216,-0.1562502658495667,-0.1132372704952144,-1.689267095669783,-1.5376035710093534,0.7893691119574086,-1.6302279396197534,1.1830780658604214,-0.3303101617415607,-0.3134325504083901,-1.6441909762831632,-1.6997555277430003,-0.3628131639278504,-1.6313767493109197,0.741357683453177,-1.6444074744388066,-0.2643087756835697,-1.6672633288424226,0.0914353568177595,-0.2609655758846997,1.8221977608425264,-1.710741104668269,-0.3749873167896415,1.4088289355747083
15,1,-0.3825659704752177,0.6458456485147371,0.8683130212114164,1.1079298009376548,0.4420005972154108,-1.2124685280453211,-1.343561533540472,-0.2521762269262373,0.4501776382777602,-1.1963011321157802,-1.0272049638409473,-0.2696315565579573,-1.462639360466311,-0.3644029115702247,-0.3140984675293223,-0.1207065664283062,-1.483680400938816,-1.368663945431161,-0.3134241935504355,-1.462327687176705,-0.4759034312663341,-1.4835500834242783,-0.2419430779733274,-1.4442165178619035,-0.559098857025628,-0.2798823346140094,-0.6548570506842823,-1.2126018910953014,0.6952866532899481,0.9439268376256472
