f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ic.eps.s,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,disp.ratio_mean_25,disp.ratio_mean_05,ic.h.max,disp.ratio_median_02,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_qda_25,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_25,disp.diff_median_02,disp.diff_mean_10,nbc.nb_fitness.cor,ela_level.mmce_mda_50,disp.ratio_mean_10,ela_level.lda_qda_10,ic.m0,disp.diff_mean_05,ela_distr.kurtosis,disp.diff_median_25
1,1,1.391209489511054,0.58001807038437,0.6776101004751783,0.755998282946679,-0.6684606875586628,0.8458810912900068,1.3109747694203326,0.0464140250624977,-0.703195399828354,-0.1395698468672562,-0.0349740793264357,0.174587036800897,0.0051897548592455,-0.2301669075894091,0.7145145709831386,-1.0542569815036271,0.7094986408283404,0.5113439740531062,1.217490921589778,-0.7472228148229039,0.0047777016465174,-0.1083425170952606,0.2902571183783555,-0.8049537240934247,-0.1082153633067639,2.8916395867622087,-0.9224200590542428,-0.034718716556192,-0.1974973188531107,-0.1630577459970133
2,1,1.5647546758694673,5.014641593553749,0.6776101004751783,4.610042659399868,-0.6684606875586628,4.674828065622,1.4695026524670594,5.240166844984145,-0.3657056878042375,-1.6217331900290886,-1.6697928829081794,0.5854152753986673,-1.671966023819827,-0.2802301130671992,0.7145145709831386,-0.4242209010060075,1.3325118999230936,1.3949651117980395,0.4833042650253236,-0.5795874209048483,-1.6720550262652634,-1.6752185316263828,-0.0968180427526843,-0.3514557140720303,-1.6749785481451498,0.1408421171444102,-0.6577516218783614,-1.6698307759512196,-0.1997755474509569,-1.6031431478114522
3,1,1.318418944862174,-0.0104263194313541,0.6776101004751783,0.100240890461026,-0.6684606875586628,-0.2745489230482527,1.2781824877222416,0.0151200164196483,-0.749200761196886,1.053189217295057,1.087576228664607,-0.644589591871919,1.1114724990214595,-0.1779980393919523,0.7145145709831386,-0.8608180369365396,-0.5768996392339222,-0.2674887595361829,0.5825321096286875,0.9736269387926916,1.111142652511459,1.089389331160042,0.4434446129588135,-0.9502623264102656,1.0891045232134475,1.2969514166644105,-0.2832622564137326,1.0872740644544037,-0.1965355366655461,1.0272040522198689
4,1,-0.0979625712599085,-0.3303062758306745,0.6776101004751783,-0.3870866587956523,-0.6684606875586628,-0.3628091366481827,-0.1047999105209124,-0.2643009372473274,-0.4303239052989696,-0.8920209722660106,-1.0448902994920377,-0.0940632198274229,-1.136988793746074,-0.2063047764193086,0.660674114643635,-0.7559415007254686,0.7149967406942801,0.9871399713003776,0.3711552653650947,-1.1694156587646736,-1.1370302966926813,-1.003490373822471,0.0642252207806175,-0.3930207328742892,-1.0035086117858412,0.3666977822974067,-0.7565904573382354,-1.0447887829364857,-0.1962907640717564,-0.9113614246831776
5,1,-1.4192102291816489,-0.3303102606497609,-1.6535047563858452,-0.3870915871883474,1.4559663208162656,-0.362813169004496,-1.4604508566576635,-0.2643087869135347,2.216915896197169,1.3880713115659264,1.3020142035630409,1.225216194261189,1.2524608393642591,-0.4418443310203936,-1.973614547154524,1.822467563604488,-1.5461361013152706,-1.8421469409021616,-1.7711059807295635,0.9736269387926916,1.2524326124837175,1.3074677157803145,-2.0625456829984183,2.117100890403593,1.3075345025110534,-1.1194211733233372,2.0207808190841874,1.3020082875647798,-0.1991958767895134,1.3978647332443663
6,1,-1.1560680758409028,-0.3303102513844184,-1.6535047563858456,-0.3870915863646774,1.4559663208162656,-0.3628131688585668,-1.2144677877000405,-0.2643087866693131,1.0270978479789523,0.5115897808816677,0.4648396853989538,1.1491675062310194,0.430749653317267,-0.3623141253840025,-0.8440390878421942,1.7253596597053484,-1.0092073772643713,-0.7262920425960535,-1.192967119851868,0.9870791617614242,0.4309616036051232,0.4782306662423167,-1.331245009570033,1.2313942702351317,0.4783095811034746,-1.1277987769430475,0.9675981167950988,0.4649122151207362,-0.200205179681479,0.4921374569925726
8,1,-0.820163341948337,-0.3303102112961219,-1.5474065121477816,-0.387091572147999,1.4559663208162656,-0.3628131620746634,-0.8810295328315206,-0.2643087371193168,-0.059120340668906,-1.3943441136723218,-1.252288643901381,1.087997909337186,-1.1650999659003138,-0.3298942862511748,0.2862076988559152,0.1491041636145117,1.0938943657413158,0.5113439740531062,0.2956162050326507,-0.6271875944865184,-1.1651393597280344,-1.3295793418948227,-0.5395977473675272,0.1027181499136285,-1.3298052475267097,-0.6709929579493928,0.6315460762315324,-1.2523823680576731,-0.2001364590076577,-1.3694669192874185
9,1,-0.803384883711945,-0.3303101999560313,-1.5125702596701154,-0.3870915695028799,1.7214831846431335,-0.3628131607297734,-0.8591589103168069,-0.264308723006196,-0.1272504178100909,-1.3871090066973322,-1.237126362847957,0.979711190511616,-1.1387187120324893,-0.2996721942135096,0.4161766807427968,0.1180296343667886,0.7011729467456318,0.684103234958366,0.203345905459907,-0.1439423539943455,-1.1393051269031684,-1.313371766356492,-0.4910348120226736,-0.0500248460101198,-1.3136252490602205,-0.5677446538794518,0.3196546398914899,-1.2370987097934747,-0.1993779712128432,-1.374622776557914
10,1,-0.4618593663101881,-0.3303098400013031,0.4696522434792236,-0.3870913045021202,-0.6684606875586628,-0.3628131484843367,-0.531181485039976,-0.2643087400158962,1.7874154614359885,1.3570637102445526,1.2245782681830508,1.2756397808898892,1.1767769143336149,-0.3674462945782922,-1.7938330732428147,1.8240212900668744,-1.3796222196611003,-1.895957202495604,-1.658956981069334,0.9736269387926916,1.177036048945571,1.2582515097983182,-1.7468866032568688,1.7436915751475264,1.2583203405088146,-1.1194211733233372,2.016387981952638,1.2242285516466265,-0.2003174268625642,1.3602544130122511
11,1,-0.4618593663101881,-0.3303098222549206,0.4716391019855544,-0.3870912911559874,-0.6684606875586628,-0.3628131469124458,-0.5257206554482872,-0.2643087527731714,1.841146914026717,1.0997006192771224,1.0160969036984628,1.2888656396777454,0.9765388726811108,-0.3668630935334865,-1.8515672284198388,1.8255750165292604,-1.4404154953216324,-1.7005409893404702,-1.6647549352615174,0.9736269387926916,0.9766686632073264,1.0494532263114058,-1.771882231743191,1.7866083018783143,1.0493286936499944,-1.1194211733233372,1.991129168446224,1.0157736444333576,-0.2003184510156763,1.1042183904477825
12,1,-1.0105149506402031,-0.3303101948808996,-1.6544319570221329,-0.3870915842084031,1.4559663208162656,-0.3628131689612577,-1.0668615638366914,-0.2643087867925718,2.211296920762845,1.3694667507731044,1.2343254488602524,1.2524945280111424,1.220024871493983,-0.3012437675553016,-1.9742858745403031,1.822467563604488,-1.5461361013152706,-1.8591396550895627,-1.7692986439396785,0.9736269387926916,1.2200533438247834,1.2765588845320095,-1.4647930817683803,2.1093285698145525,1.276522838783616,-1.1194211733233372,2.0207808190841874,1.2342032171645978,-0.2004223001412423,1.3831875351050045
13,1,-1.1616608952530334,-0.3303101855912345,-1.6516503551132695,-0.3870915863646774,1.4559663208162656,-0.3628131679901984,-1.1980579947770156,-0.264308786299537,-0.6340117647932334,-1.344731951558119,-1.5609493653460955,0.5283787593760401,-1.5936872213595608,-0.2951600598142238,0.7145145709831386,-0.827412917995237,1.557148551588625,1.2986730647360891,0.9950151364440062,-1.756139537477868,-1.59272394365894,-1.498436197848193,0.117787281822736,-0.5883425285466931,-1.4983468982193078,0.2563171940647391,-0.92351826833713,-1.5611481712256197,-0.2000919083472818,-1.3245589519893586
14,1,-0.820163341948337,-0.3303101598384123,-1.495880648216937,-0.387091572147999,1.7214831846431335,-0.3628131611864775,-0.8755413990918735,-0.264308768796802,-0.3337477650215169,-1.6920170863575428,-1.6854966739992256,0.703621388315128,-1.664181391530961,-0.3019067750588701,0.7145145709831386,-0.3884851923711255,1.2170518027383628,1.4686002066101158,0.4011389713303845,-0.4750739963016161,-1.6653208472451544,-1.70031232961504,-0.2635745927971447,-0.2105401625229084,-1.700596879050425,0.1227283795882801,-0.6006447391682141,-1.6858517943190607,-0.1995066048437218,-1.6717418492714002
15,1,0.870545966338753,-0.3140984656353625,0.6776101004751783,-0.3825659684534924,-0.6684606875586628,-0.3134241908524711,1.1087056413441787,-0.2419430711246121,-0.1398931125373211,-1.1969290519262188,-1.4607700083859692,-1.6125571319081125,-1.4942169198907138,0.4428041254077435,0.1695309992074646,0.2260136235026317,-0.3571327331639377,0.9928042093628444,-0.6497816399613342,0.6880258973026708,-1.4938770330371045,-1.3691455201425022,1.3165062079453385,-0.0895623029195856,-1.368906910487394,-0.5231395751474816,-0.2843604656966224,-1.4611087092801092,-0.0732212546358199,-1.182287595806441
